Dopełniacz;Mianownik;Wynik Stemmera
Zdziętaw;Zdziętawy;Zdziętawa;
Boguniewa;Boguniewo;Boguniewa;
Tuchorzy;Tuchorza;Tuchor;
Chrzczonek;Chrzczonki;Chrzczonka;
Batycz;Batycze;Batycz;
Zdani;Zdania;Zdań;
Soców;Soce;Soc;
Łachowa;Łachowo;Łachów;
Wieściszowic;Wieściszowice;Wieściszowica;
Jelna;Jelno;Jelna;
Zwódnego;Zwódne;Zwódny;
Płońska;Płońsk;Płońska;
Radłowa;Radłowo;Radłów;
Zabrnia;Zabrnie;Zabrnia;
Miesiączkowa;Miesiączkowo;Miesiączkowa;
Smotryszowa;Smotryszów;Smotryszowa;
Abramowa;Abramów;Abramowa;
Boh;Bohy;e;
Turówka;Turówko;Turówka;
Wyrzy;Wyrza;Wyr;
Trójczyczyc;Trójczyce;Trójczyczyca;
Pantalowic;Pantalowice;Pantalowica;
Rąbczyna;Rąbczyn;Rąbczyna;
Goślinowa;Goślinów;Goślinowa;
Lnianka;Lnianek;Lnianka;
Ziemaków;Ziemaki;Ziemak;
Zader;Zadry;Zader;
Wychodów;Wychody;Wychód;
Grannnego;Granne;Grannny;
Rozkopaczewa;Rozkopaczew;Rozkopaczewo;
Babalic;Babalice;Babalica;
Kaźmierowa;Kaźmierów;Kaźmierowa;
Darownego;Darowne;Darowny;
Leżenic;Leżenice;Leżenica;
Studziec;Studźce;Studziec;
Łędławek;Łędławki;Łędławka;
Bełżyc;Bełżyce;Bełżyca;
Gróbiec;Gróbce;Gróbiec;
Łyżek;Łyżki;Łyżka;
Ryczenia;Ryczeń;Ryczenie;
Dąbroszyna;Dąbroszyn;Dąbroszyna;
Dziedzinka;Dziedzinek;Dziedzinka;
Luciejowa;Luciejów;Luciejowa;
Semlinka;Semlinek;Semlinka;
Zańkowa;Zańków;Zańkowa;
Grabownicy;Grabownica;Grabownik;
Sieciemina;Sieciemin;Sieciemina;
Jaświłek;Jaświłki;Jaświłek;
Sicinka;Sicinek;Sicinka;
Grybowa;Grybów;Grybowa;
Jadwigowa;Jadwigów;Jadwigowa;
Trątnowic;Trątnowice;Trątnowica;
Pepłówka;Pepłówek;Pepłówka;
Wylezinka;Wylezinek;Wylezinka;
Radoszyc;Radoszyce;Radoszyca;
Kwielic;Kwielice;Kwielica;
Świniarca;Świniarc;Świniarzec;
Miękoszyna;Miękoszyn;Miękoszyna;
Zapusty;Zapusta;Zapusty;
Przodkowa;Przodkowo;Przodkowa;
Godek;Godki;Godek;
Łodygowic;Łodygowice;Łodygowica;
Wyszonowic;Wyszonowice;Wyszonowica;
Włodarki;Włodarka;Włodarek;
Chudzyna;Chudzyno;Chudzyna;
Stradowa;Stradów;Stradowa;
Zblutowa;Zblutowo;Zblutowa;
Kisielic;Kisielice;Kisielica;
Wawrowa;Wawrowo;Wawrowa;
Dragan;Dragany;Dragan;
Deskurowa;Deskurów;Deskurowa;
Młodzikowic;Młodzikowice;Młodzikowica;
Zielina;Zielin;Zielina;
Trab;Traby;Trab;
Goszyna;Goszyn;Goszyna;
Starowiskitek;Starowiskitki;Starowiskitka;
Krzepic;Krzepice;Krzepic;
Cisieśca;Cisiec;Cisiesiec;
Manowa;Manowo;Manowa;
Brześnicy;Brześnica;Brześnik;
Rościcic;Rościce;Rościcica;
Ładnówka;Ładnówko;Ładnówek;
Natolewic;Natolewice;Natolewica;
Bralęcina;Bralęcin;Bralęcina;
Więcmierzyc;Więcmierzyce;Więcmierzyca;
Mulitego;Mulite;Mulity;
Smołdzęcina;Smołdzęcino;Smołdzęcina;
Władkowa;Władków;Władkowa;
Pomorzan;Pomorzany;Pomorzanin;
Laszczek;Laszczki;Laszczka;
Szymek;Szymki;Szymka;
Ścibowa;Ścibowo;Ścibowa;
Kurówka;Kurówko;Kurówka;
Rosochackich;Rosochackie;Rosochacka;
Gruduska;Grudusk;Gruduska;
Jaksic;Jaksice;Jaksica;
Sitnego;Sitne;Sitny;
Walów;Wale;Wal;
Milejowic;Milejowice;Milejowica;
Władysławia;Władysław;Władysławie;
Sitna;Sitno;Sitna;
Płazy;Płaza;Płaz;
Geniusz;Geniusze;Geniusz;
Uśniak;Uśniaki;Uśniak;
Psarc;Psarce;Psarc;
Lutoborza;Lutobórz;Lutoborze;
Zwierzynia;Zwierzyń;Zwierzynia;
Bystrego;Bystre;Bystry;
Stopina;Stopin;Stopina;
Braniewa;Braniewo;Braniewa;
Bystrej;Bystra;Bystrej;
Urbanek;Urbanki;Urbanka;
Rzekunia;Rzekuń;Rzekunia;
Zleszyna;Zleszyn;Zleszyna;
Wierzyk;Wierzyki;Wierzyk;
Zwolenia;Zwoleń;Zwolenie;
Wyciążkowa;Wyciążkowo;Wyciążkowa;
Jeżowego;Jeżowe;Jeżowy;
Kuczwał;Kuczwały;Kuczwał;
Jaworzni;Jaworznia;Jaworzeń;
Maszewa;Maszew;Maszewo;
Działynia;Działyń;Działynia;
Myjomic;Myjomice;Myjomica;
Miedz;Miedze;Miedza;
Birczy;Bircza;Bircz;
Fitowa;Fitowo;Fitowa;
Chwarstna;Chwarstno;Chwarstna;
Ostrycharzy;Ostrycharze;Ostrycharz;
Żor;Żory;Żor;
Wichradza;Wichradz;Wichradza;
Buczkowa;Buczków;Buczkowa;
Boguszewca;Boguszewiec;Boguszewc;
Ząbinowic;Ząbinowice;Ząbinowica;
Rajchotki;Rajchotka;Rajchotki;
Rozworzyna;Rozworzyn;Rozworzyna;
Strubin;Strubiny;Strubin;
Barkowa;Barkowo;Barkowa;
Skidniowa;Skidniów;Skidniowa;
Kielanówki;Kielanówka;Kielanówki;
Potycza;Potycz;Potycza;
Kacprówka;Kacprówek;Kacprówka;
Kraszewic;Kraszewice;Kraszewica;
Annowa;Annowo;Annowa;
Lubiana;Lubian;Lubiana;
Wiśnicz;Wiśnicze;Wiśnicz;
Gąsierzyna;Gąsierzyno;Gąsierzyna;
Wiesiółki;Wiesiółka;Wiesiółek;
Mątek;Mątki;Mątko;
Trzęsowa;Trzęsów;Trzęsowa;
Świeszewka;Świeszewko;Świeszewka;
Zakanala;Zakanale;Zakanal;
Koronowa;Koronowo;Koronowa;
Kałwąg;Kałwągi;Kałwąg;
Guzowa;Guzów;Guzowa;
Ludgierzowic;Ludgierzowice;Ludgierzowica;
Włostowa;Włostów;Włostowa;
Miastka;Miastko;Miastka;
Żab;Żaby;Żab;
Wierzchlesia;Wierzchlesie;Wierzchleś;
Wierznicy;Wierznica;Wierznik;
Żaby;Żaba;Żab;
Okocimia;Okocim;Okocimia;
Białutek;Białutki;Białutko;
Komornik;Komorniki;Komornik;
Czosnowa;Czosnów;Czosnowa;
Zacharzowa;Zacharzów;Zacharzowa;
Pieczonóg;Pieczonogi;Pieczonóg;
Maniowa;Maniów;Maniowa;
Sękowic;Sękowice;Sękowica;
Pożarowa;Pożarowo;Pożarowa;
Grylewa;Grylewo;Grylewa;
Regnowa;Regnów;Regnowa;
Żabcza;Żabcze;Żabcz;
Pyszącej;Pysząca;Pysząca się;
Wujak;Wujaki;Wujak;
Puszczy;Puszcza;Puszcz;
Sikut;Sikuty;Sikut;
Kotwasic;Kotwasice;Kotwasica;
Moniuszek;Moniuszki;Moniuszek;
Legendzina;Legendzin;Legendzina;
Sąpolna;Sąpolno;Sąpolna;
Jeży;Jeże;Jeż;
Coniewa;Coniew;Coniewa;
Karpowa;Karpowo;Karpowa;
Dzierżek;Dzierżki;Dzierżka;
Orłowicz;Orłowicze;Orłowicz;
Uhrynia;Uhryń;Uhrynia;
Ojcewa;Ojcewo;Ojcewa;
Roska;Rosko;Roska;
Paczkowa;Paczkowo;Paczkowa;
Skubik;Skubiki;Skubik;
Warszewa;Warszew;Warszewo;
Ocinka;Ocinek;Ocinka;
Nagawek;Nagawki;Nagawka;
Ziemlina;Ziemlin;Ziemlina;
Lesiaków;Lesiaki;Lesiak;
Konował;Konowały;Konował;
Chodaczowa;Chodaczów;Chodaczowa;
Zabytowa;Zabytów;Zabytowa;
Lelitka;Lelitek;Lelitka;
Czerwińskich;Czerwińskie;Czerwiński;
Końcewa;Końcewo;Końcewa;
Weremowic;Weremowice;Weremowica;
Darżynka;Darżynko;Darżynka;
Lechówka;Lechówek;Lechówka;
Pukinina;Pukinin;Pukinina;
Krzywczyczyc;Krzywczyce;Krzywczyczyca;
Dobiercicic;Dobiercice;Dobiercicica;
Wieszyna;Wieszyno;Wieszyna;
Muratyna;Muratyn;Muratyna;
Cielczy;Cielcza;Cielcz;
Węgorzynka;Węgorzynko;Węgorzynka;
Ryczycy;Ryczyca;Ryczyk;
Chałupsk;Chałupska;Chałupsko;
Czeszyc;Czeszyce;Czeszyca;
Nepli;Neple;Nepla;
Chajewa;Chajew;Chajewa;
Wyganowa;Wyganowo;Wyganowa;
Żelazna;Żelazno;Żelazen;
Gąszczy;Gąszcze;Gąszcz;
Dziankowa;Dziankowo;Dziankowa;
Lińska;Lińsk;Lińska;
Leska;Lesko;Leska;
Skrzynek;Skrzynki;Skrzynka;
Wawrzęcicic;Wawrzęcice;Wawrzęcicica;
Łysowód;Łysowody;Łysowód;
Przedwojowa;Przedwojów;Przedwojowa;
Rusak;Rusaki;Rusak;
Rzeszówka;Rzeszówek;Rzeszówka;
Jankowa;Jankowo;Jankowa;
Hurka;Hurko;Hurka;
Stajęczyn;Stajęczyny;Stajęczyna;
Tyrszelin;Tyrszeliny;Tyrszelina;
Błogocicic;Błogocice;Błogocicica;
Ojcowa;Ojców;Ojcowa;
Siemionek;Siemionki;Siemionka;
Krupnik;Krupniki;Krupnik;
Dretynia;Dretyń;Dretynia;
Wyszanowa;Wyszanowo;Wyszanowa;
Bibianowa;Bibianów;Bibianowa;
Kłobia;Kłobie;Kłobia;
Łęczysk;Łęczyska;Łęczysko;
Pieńkowa;Pieńkowo;Pieńkowa;
Kłobi;Kłobia;Kłob;
Niebyły;Niebyła;Niebyły;
Drogini;Droginia;Drogin;
Tuszynek;Tuszynki;Tuszynek;
Brochocina;Brochocin;Brochocina;
Mieruniszek;Mieruniszki;Mieruniszek;
Wydartowa;Wydartowo;Wydartowa;
Solnicy;Solnica;Solnik;
Jadwinina;Jadwinin;Jadwinina;
Droblina;Droblin;Droblina;
Rudnicza;Rudnicze;Rudnicz;
Gniewięcina;Gniewięcin;Gniewięcina;
Buczyna;Buczyn;Buczyna;
Zdrębów;Zdręby;Zdrąb;
Małęczyna;Małęczyn;Małęczyna;
Parsk;Parski;Parsko;
Oblęgora;Oblęgór;Oblęgora;
Michala;Michale;Michal;
Sterdyni;Sterdyń;Sterdyn;
Szylen;Szyleny;Szylen;
Podoblina;Podoblin;Podoblina;
Kulczyna;Kulczyn;Kulczyna;
Rusił;Rusiły;Rusiła;
Kobierzycka;Kobierzycko;Kobierzycek;
Jagłowic;Jagłowice;Jagłowica;
Wiechowic;Wiechowice;Wiechowica;
Czortkowic;Czortkowice;Czortkowica;
Kisielówki;Kisielówka;Kisielówki;
Żelechlina;Żelechlin;Żelechlina;
Łosienka;Łosienek;Łosienko;
Kleczkowa;Kleczkowo;Kleczkowa;
Dorohuska;Dorohusk;Dorohuska;
Krzecz;Krzecze;Krzecz;
Podzałuk;Podzałuki;Podzałuk;
Turny;Turna;Turny;
Marcelina;Marcelin;Marcelina;
Krzypnicy;Krzypnica;Krzypnik;
Szastał;Szastały;Szastał;
Księżyna;Księżyno;Księżyna;
Jaczkowic;Jaczkowice;Jaczkowica;
Niemila;Niemil;Niemila;
Stawiszyna;Stawiszyn;Stawiszyna;
Mędrowa;Mędrów;Mędrowa;
Zborowskiego;Zborowskie;Zborowski;
Giżynka;Giżynek;Giżynka;
Gorzuch;Gorzuchy;Gorzuch;
Huzeli;Huzele;Huzela;
Krzewicy;Krzewica;Krzewik;
Lelitkowa;Lelitków;Lelitkowa;
Trzebienia;Trzebień;Trzebienie;
Siedlina;Siedlin;Siedlina;
Bronikowa;Bronikowo;Bronikowa;
Tomisławic;Tomisławice;Tomisławica;
Bliżowa;Bliżów;Bliżowa;
Chylczowa;Chylczów;Chylczowa;
Szembekowa;Szembekowo;Szembekowa;
Ciborowic;Ciborowice;Ciborowica;
Kaniewa;Kaniew;Kaniewa;
Kamocina;Kamocin;Kamocina;
Trynos;Trynosy;Trynos;
Jurgów;Jurgi;Jurg;
Domaszkowic;Domaszkowice;Domaszkowica;
Boryt;Boryty;Boryt;
Jurowa;Jurów;Jurowa;
Strzyżewa;Strzyżew;Strzyżewa;
Niebieszczan;Niebieszczany;Niebieszczanin;
Słowieńska;Słowieńsko;Słowieńska;
Owiesna;Owiesno;Owiesna;
Węglewa;Węglew;Węglewa;
Krzesimowa;Krzesimów;Krzesimowa;
Potworowa;Potworów;Potworowa;
Lubichowa;Lubichowo;Lubichów;
Drabów;Draby;Drab;
Łaganowa;Łaganów;Łaganowa;
Żrobek;Żrobki;Żrobek;
Synogaci;Synogać;Synogaty;
Kałkowa;Kałków;Kałkowa;
Zbójny;Zbójna;Zbójny;
Żelic;Żelice;Żelica;
Wojsławia;Wojsław;Wojsławie;
Grabna;Grabno;Grabna;
Krysiaków;Krysiaki;Krysiak;
Czechynia;Czechyń;Czechynia;
Kowalowa;Kowalów;Kowalowa;
Milicza;Milicz;Milicze;
Talczyna;Talczyn;Talczyna;
Wojcieciech;Wojciechy;Wojcieciecha;
Ożarowic;Ożarowice;Ożarowica;
Poladowa;Poladowo;Poladowa;
Wróbli;Wróble;Wróbel;
Marianowa;Marianowo;Marianowa;
Siemcicich;Siemcichy;Siemcici;
Koclina;Koclin;Koclina;
Mutowa;Mutowo;Mutowa;
Karkosów;Karkosy;Karkos;
Jegliniszek;Jegliniszki;Jegliniszek;
Lucynowa;Lucynowo;Lucynowa;
Ostroszowic;Ostroszowice;Ostroszowica;
Brunowa;Brunów;Brunowa;
Ciągowic;Ciągowice;Ciągowica;
Daniłowiec;Daniłowce;Daniłowiec;
Dobiecina;Dobiecin;Dobiecina;
Zaczernia;Zaczernie;Zaczernia;
Obrzycka;Obrzycko;Obrzycek;
Łysowa;Łysów;Łysowa;
Lubawy;Lubawa;Lubaw;
Węgrzynowa;Węgrzynowo;Węgrzynowa;
Bieszkowa;Bieszków;Bieszkowa;
Mątaw;Mątawy;Mątawa;
Radońska;Radońsk;Radońska;
Sobonia;Soboń;Sobonia;
Tworzymirek;Tworzymirki;Tworzymirek;
Chorążca;Chorążec;Chorążca;
Bienduszki;Bienduszka;Bienduszki;
Klimontowa;Klimontów;Klimontowa;
Bokini;Bokinia;Bokini;
Wujskiego;Wujskie;Wujski;
Zabruzd;Zabruzdy;Zabruzda;
Przemysłowa;Przemysłów;Przemysłowo;
Bytkowic;Bytkowice;Bytkowica;
Dziembówka;Dziembówko;Dziembówka;
Kuligów;Kuligi;Kulig;
Bieżan;Bieżany;Bieżan;
Pacanówki;Pacanówka;Pacanówki;
Nosowa;Nosów;Nosowa;
Kołaczkowa;Kołaczkowo;Kołaczkowa;
Rożniat;Rożniaty;Rożniat;
Słojnik;Słojniki;Słojnik;
Siedleczka;Siedleczek;Siedleczka;
Siemczyna;Siemczyno;Siemczyna;
Kępina;Kępino;Kępina;
Rumów;Rumy;Rum;
Stoszowic;Stoszowice;Stoszowica;
Kowiesowa;Kowiesowo;Kowiesowa;
Koniemłotów;Koniemłoty;Koniemłot;
Ciemienia;Ciemień;Ciemienie;
Gnieździsk;Gnieździska;Gnieździsko;
Bart;Barty;Bart;
Chociul;Chociule;Chociula;
Samic;Samice;Samica;
Chichów;Chichy;Chich;
Nadułek;Nadułki;Nadułka;
Piaszczyczyc;Piaszczyce;Piaszczyczyca;
Łankiejm;Łankiejmy;Łankiejm;
Tabora;Tabor;Tabora;
Wąsoszków;Wąsoszki;Wąsoszek;
Dzierzgowa;Dzierzgów;Dzierzgowa;
Szłap;Szłapy;Szłapa;
Dziurkowa;Dziurków;Dziurkowa;
Buślar;Buślary;Buślar;
Oksiutycz;Oksiutycze;Oksiutycz;
Krostkowa;Krostkowo;Krostkowa;
Czapiewic;Czapiewice;Czapiewica;
Kruczyna;Kruczyn;Kruczyna;
Wiatrowa;Wiatrowo;Wiatrowa;
Szarut;Szaruty;Szarut;
Drzonowa;Drzonowo;Drzonowa;
Barycza;Barycz;Barycza;
Huby;Huba;Hub;
Nicka;Nick;Nicka;
Tworzyjanowa;Tworzyjanów;Tworzyjanowa;
Góral;Górale;Góral;
Hub;Huby;Hub;
Bieżywód;Bieżywody;Bieżywód;
Annapola;Annapol;Annapole;
Stryszowa;Stryszów;Stryszowa;
Polulul;Polule;Polulula;
Tymienia;Tymień;Tymienie;
Miłaczewka;Miłaczewek;Miłaczewka;
Gwarka;Gwarek;Gwarka;
Ogródka;Ogródek;Ogródka;
Gapinina;Gapinin;Gapinina;
Łukowego;Łukowe;Łukowy;
Herburtowa;Herburtowo;Herburtowa;
Perzanowa;Perzanowo;Perzanowa;
Bytowa;Bytowo;Bytowa;
Brudzewic;Brudzewice;Brudzewica;
Łowczyk;Łowczyki;Łowczyk;
Łaźniewa;Łaźniew;Łaźniewa;
Radwanowic;Radwanowice;Radwanowica;
Świnorojów;Świnoroje;Świnorój;
Krzywosądowa;Krzywosądów;Krzywosądowa;
Iwanowic;Iwanowice;Iwanowica;
Duchowa;Duchowo;Duchów;
Bloch;Blochy;Bloch;
Biernatek;Biernatki;Biernatka;
Sufczyna;Sufczyn;Sufczyna;
Feliksowa;Feliksowo;Feliksowa;
Łebków;Łebki;Łebek;
Ulejna;Ulejno;Ulejna;
Niemirowic;Niemirowice;Niemirowica;
Klam;Klamy;Klama;
Dudyńców;Dudyńce;Dudyniec;
Smarklic;Smarklice;Smarklica;
Ruskowa;Rusków;Ruskowa;
Bobowisk;Bobowiska;Bobowisko;
Wirowa;Wirów;Wirowa;
Sieśksiek;Sieśki;Sieśksiek;
Puńska;Puńsk;Puńska;
Prusimia;Prusim;Prusimia;
Parsowa;Parsów;Parsowa;
Niedamirowa;Niedamirów;Niedamirowa;
Dulska;Dulsk;Dulska;
Giętkiego;Giętkie;Giętko;
Brodna;Brodno;Brodna;
Karnieszewic;Karnieszewice;Karnieszewica;
Białowic;Białowice;Białowica;
Rożek;Rożki;Rożek;
Wiecinina;Wiecinin;Wiecinina;
Pomierzyna;Pomierzyn;Pomierzyna;
Kurka;Kurek;Kurka;
Brodny;Brodna;Brodny;
Koszczał;Koszczały;Koszczał;
Sarbic;Sarbice;Sarbica;
Nowokrasnego;Nowokrasne;Nowokrasny;
Brzezinowa;Brzezinów;Brzezinowa;
Ratajek;Ratajki;Ratajka;
Skarbikowa;Skarbikowo;Skarbikowa;
Kietlina;Kietlin;Kietlina;
Skadli;Skadla;Skadel;
Sroczkowa;Sroczków;Sroczkowa;
Przypusty;Przypusta;Przypust;
Klonowa;Klonów;Klonowa;
Górca;Górzec;Górca;
Bikówka;Bikówek;Bikówka;
Czeszowa;Czeszów;Czeszowa;
Podłopienia;Podłopień;Podłopienie;
Strzebielinka;Strzebielinko;Strzebielinek;
Marcinków;Marcinki;Marcinek;
Łoknicy;Łoknica;Łoknik;
Dolic;Dolice;Dolica;
Prehoryłego;Prehoryłe;Prehoryły;
Bieli;Biela;Biel;
Grąbkowa;Grąbkowo;Grąbkowa;
Bieli;Biele;Biel;
Anusina;Anusin;Anusina;
Wąbiewa;Wąbiewo;Wąbiewa;
Ciotczy;Ciotcza;Ciotcz;
Modlinka;Modlinek;Modlinka;
Czechnowa;Czechnów;Czechnowa;
Objazdy;Objazda;Objazd;
Miłachówka;Miłachówek;Miłachówka;
Chojnik;Chojniki;Chojnik;
Sękowa;Sękowo;Sękowa;
Strzelków;Strzelki;Strzelek;
Kostkowic;Kostkowice;Kostkowica;
Zamienic;Zamienice;Zamienica;
Hanuska;Hanusek;Hanuska;
Poniatówka;Poniatówek;Poniatówka;
Sułoszowy;Sułoszowa;Sułoszowy;
Kaplityn;Kaplityny;Kaplityna;
Rojewic;Rojewice;Rojewica;
Zagłoby;Zagłoba;Zagłób;
Małkocina;Małkocin;Małkocina;
Topolna;Topolno;Topolna;
Smolar;Smolary;Smolar;
Łysakowa;Łysaków;Łysakowa;
Lenartowa;Lenartowo;Lenartowa;
Bytowa;Bytów;Bytowa;
Suchego;Suche;Suchy;
Otylina;Otylin;Otylina;
Karchowic;Karchowice;Karchowica;
Rozwadowa;Rozwadów;Rozwadowa;
Okartowa;Okartowo;Okartowa;
Pawłów;Pawły;Pawł;
Wyspy;Wyspa;Wysep;
Pepłowa;Pepłowo;Pepłów;
Odm;Odmy;Odma;
Makówca;Makówiec;Makówca;
Borowego;Borowe;Borowy;
Jawczyczyc;Jawczyce;Jawczyczyca;
Chronowa;Chronów;Chronowa;
Borowa;Borowo;Borowa;
Osetnicy;Osetnica;Osetnik;
Milżyna;Milżyn;Milżyna;
Karśnic;Karśnice;Karśnica;
Babiczek;Babiczki;Babiczka;
Sztombergów;Sztombergi;Sztomberg;
Zosinek;Zosinki;Zosinka;
Zbąszynka;Zbąszynek;Zbąszynka;
Tomaszy;Tomasze;Tomasz;
Służejowa;Służejów;Służejowa;
Pierska;Piersk;Piersko;
Poborowa;Poborowo;Poborowa;
Podpniewek;Podpniewki;Podpniewka;
Ulimia;Ulim;Ulimia;
Warszówka;Warszówek;Warszówka;
Walendowa;Walendów;Walendowa;
Malechowa;Malechowo;Malechów;
Kumelska;Kumelsk;Kumelsko;
Naprat;Napraty;Naprat;
Burwina;Burwin;Burwina;
Czajkowa;Czajkowo;Czajkowa;
Sasin;Sasiny;Sasina;
Trzonowa;Trzonów;Trzonowa;
Przywsia;Przywsie;Przywś;
Zamojsciec;Zamojsce;Zamojsciec;
Świerkowa;Świerków;Świerkowa;
Tuchlina;Tuchlin;Tuchlina;
Sasina;Sasino;Sasina;
Matejek;Matejki;Matejka;
Sierakość;Sierakośce;Sierakość;
Grabianowa;Grabianowo;Grabianowa;
Cisowów;Cisowy;Cisów;
Rozpędzin;Rozpędziny;Rozpędzina;
Opatkowiczek;Opatkowiczki;Opatkowiczka;
Ruchocicic;Ruchocice;Ruchocicica;
Honiatycz;Honiatycze;Honiatycz;
Osieczka;Osieczek;Osieczka;
Suchar;Suchary;Suchar;
Sumina;Sumin;Sumina;
Módłek;Módłki;Módłka;
Gostyni;Gostyń;Gostynia;
Miłochniewic;Miłochniewice;Miłochniewica;
Horostyty;Horostyta;Horostyt;
Niewikli;Niewikla;Niewikiel;
Cisowa;Cisowo;Cisowa;
Machnówka;Machnówek;Machnówka;
Grzędzina;Grzędzin;Grzędzina;
Barcikowic;Barcikowice;Barcikowica;
Dźwiersztyn;Dźwiersztyny;Dźwiersztyn;
Butowa;Butowo;Butowa;
Lusowa;Lusowo;Lusowa;
Belna;Belno;Belna;
Iwanek;Iwanki;Iwanka;
Słowikowa;Słowików;Słowikowa;
Przylesia;Przylesie;Przyleś;
Strożęcina;Strożęcin;Strożęcina;
Przerwanek;Przerwanki;Przerwanka;
Bark;Barki;Bark;
Czesławówowa;Czesławów;Czesławówowa;
Niedaszowa;Niedaszów;Niedaszowa;
Wielenia;Wieleń;Wielenie;
Beln;Belny;Belna;
Glisnego;Glisne;Glisny;
Warty;Warta;Wart;
Pietronek;Pietronki;Pietronka;
Zagórcza;Zagórcze;Zagórcz;
Koszwic;Koszwice;Koszwica;
Romatowa;Romatowo;Romatow;
Lutomirowa;Lutomirów;Lutomirowa;
Atalina;Atalin;Atalina;
Wyszecina;Wyszecino;Wyszecina;
Krzcięcicic;Krzcięcice;Krzcięcicica;
Radoniowa;Radoniów;Radoniowa;
Ustarbowa;Ustarbowo;Ustarbowa;
Głuszynka;Głuszynko;Głuszynka;
Lubiewa;Lubiewo;Lubiewa;
Worowa;Worów;Worowa;
Krzepczowa;Krzepczów;Krzepczowa;
Parzynowa;Parzynów;Parzynowa;
Nosówka;Nosówko;Nosówka;
Pogódek;Pogódki;Pogódka;
Bronisławowa;Bronisławowo;Bronisławowa;
Dyszna;Dyszno;Dyszna;
Ołdrzychowa;Ołdrzychowo;Ołdrzychów;
Kadłubisk;Kadłubiska;Kadłubisko;
Kłak;Kłaki;Kłak;
Domanowic;Domanowice;Domanowica;
Wiśniewa;Wiśniewo;Wiśniewa;
Kosssowa;Kossów;Kosssowa;
Goworówka;Goworówek;Goworówka;
Fast;Fasty;Fast;
Trześni;Trześnia;Trzesień;
Siliwonek;Siliwonki;Siliwonek;
Uścianek;Uścianki;Uścianka;
Chudka;Chudek;Chudka;
Teresławia;Teresław;Teresławie;
Szadurczyczyc;Szadurczyce;Szadurczyczyca;
Solniczek;Solniczki;Solniczka;
Gabrielowa;Gabrielów;Gabrielowa;
Bożniewic;Bożniewice;Bożniewica;
Wróblewka;Wróblewko;Wróblewka;
Garbnik;Garbniki;Garbnik;
Kleszczewka;Kleszczewko;Kleszczewka;
Wojtyszek;Wojtyszki;Wojtyszka;
Skarszew;Skarszewy;Skarszwa;
Kępia;Kępie;Kępia;
Dzikowa;Dzikowo;Dzikowa;
Olbrachtówka;Olbrachtówko;Olbrachtówka;
Ślubowa;Ślubów;Ślubowa;
Boratyna;Boratyn;Boratyna;
Koplan;Koplany;Koplan;
Osin;Osiny;Osina;
Lutostani;Lutostań;Lutostani;
Lisnówka;Lisnówko;Lisnówka;
Sieroczyna;Sieroczyn;Sieroczyna;
Gryźlin;Gryźliny;Gryźlina;
Tabędza;Tabędz;Tabędza;
Piecków;Piecki;Piecek;
Karolewa;Karolew;Karolewa;
Chełkowa;Chełkowo;Chełkowa;
Gąsiorów;Gąsiory;Gąsior;
Szelejewa;Szelejewo;Szelejewa;
Sosnowic;Sosnowice;Sosnowica;
Łężyc;Łężyce;Łężyc;
Lachowic;Lachowice;Lachowica;
Blendy;Blenda;Blendy;
Łubny;Łubna;Łubny;
Grudna;Grudno;Grudna;
Wrąbczyna;Wrąbczyn;Wrąbczyna;
Wygwizdowa;Wygwizdów;Wygwizdowa;
Gorczyna;Gorczyn;Gorczyna;
Celestyn;Celestyny;Celestyn;
Kołodna;Kołodno;Kołodna;
Wyganowa;Wyganów;Wyganowa;
Rogoża;Rogoż;Rogoża;
Emowa;Emów;Emowa;
Niedośpielina;Niedośpielin;Niedośpielina;
Domasławia;Domasław;Domasławie;
Jaskrowa;Jaskrów;Jaskrowa;
Seredzic;Seredzice;Seredzica;
Rzeczniowa;Rzeczniów;Rzeczniowa;
Obromina;Obromino;Obromin;
Skępego;Skępe;Skępy;
Kozik;Koziki;Kozik;
Gorzynia;Gorzyń;Gorzynia;
Tomiszowic;Tomiszowice;Tomiszowica;
Czertynia;Czertyń;Czertynia;
Siecina;Siecino;Siecina;
Łapina;Łapino;Łapina;
Mroczenia;Mroczeń;Mroczenie;
Wyrowa;Wyrów;Wyrowa;
Adolfowa;Adolfów;Adolfowa;
Mateuszewa;Mateuszew;Mateuszewo;
Zawisełcza;Zawisełcze;Zawisełcz;
Mielnowa;Mielnów;Mielnowa;
Zdziemborza;Zdziembórz;Zdziemborze;
Elgnowa;Elgnowo;Elgnowa;
Wojtyniowa;Wojtyniów;Wojtyniowa;
Toszka;Toszek;Toszka;
Jamielnego;Jamielne;Jamielny;
Miednik;Miedniki;Miednik;
Jaranówka;Jaranówek;Jaranówka;
Strobowa;Strobów;Strobowa;
Sikorza;Sikórz;Sikorz;
Józefkowa;Józefkowo;Józefkowa;
Trzeszczona;Trzeszczon;Trzeszczona;
Radzyn;Radzyny;Radzyna;
Wybran;Wybrany;Wybrana;
Postróża;Postróże;Postróż;
Sierakowa;Sierakowo;Sierakowa;
Wilkszyna;Wilkszyn;Wilkszyna;
Ponięcicic;Ponięcice;Ponięcicica;
Kojęcina;Kojęcin;Kojęcina;
Katarzyńca;Katarzyniec;Katarzyńca;
Wirów;Wiry;Wir;
Bolenia;Boleń;Bolenie;
Żernik;Żerniki;Żernik;
