Dopełniacz;Mianownik;Wynik Stemmera
Niszczyczyc-Pieńków;Niszczyce-Pieńki;Niszczyczyca-Pieniek
Chojna-Wsi;Chojno-Wieś;Chojny-Wszy
Ostrowa Królewskiego;Ostrów Królewski;Ostrowy Królewski
Klęczkowa;Klęczkowo;Klęczkowy
Wacławówowa;Wacławów;Wacławówowy
Łubienka;Łubienko;Łubienka
Gąsawy;Gąsawa;Gąsawy
Ligówka;Ligówko;Ligówka
Kolonii Polskiej Wsi;Kolonia Polska Wieś;Kolonia Polski Wszy
Gąsaw;Gąsawy;Gąsawa
Kozłowa Biskupiego;Kozłów Biskupi;Kozłowy Biskupi
Pcimia;Pcim;Pcimia
Pcina;Pcin;Pcina
Kiszew;Kiszewy;Kiszwa
Cudowa;Cudów;Cudowa
Kumielska;Kumielsk;Kumielski
Cybulek;Cybulki;Cybulka
Kolonii Nowego Jeżewa;Kolonia Nowe Jeżewo;Kolonia Nowy Jeżewa
Falęcicic-Woli;Falęcice-Wola;Falęcicica-Wol
Mieszaków;Mieszaki;Mieszak
Kobylnicy Wołoskiej;Kobylnica Wołoska;Kobylnik Wołoski
Dziewina Małego;Dziewin Mały;Dziewina Mały
Osobnego;Osobne;Osobny
Podsokołdy;Podsokołda;Podsokołd
Pokrzywniaków;Pokrzywniaki;Pokrzywniak
Woli Gródeckiej;Wola Gródecka-Kolonia;Woli Gródecki
Skrody Wielkiej;Skroda Wielka;Skród Wielki
Nowej Wsi Niemczańskiej;Nowa Wieś Niemczańska;Nowy Wszy Niemczański
Szczuczek;Szczuczki;Szczuczek
Białej DrugParceli;Biała-Parcela Druga;Białej DrugParcela
Wielkiego;Wielkie;Wielki
Jezior Małych;Jeziory Małe;Jezioro Mały
Kolonii Szastał;Kolonia Szastały;Kolonia Szastał
Lorenek;Lorenki;Lorenka
Gęsiej Wólki;Gęsia Wólka;Gęsi Wólka
Lipówek;Lipówki;Lipówka
Kożuchówka;Kożuchówek;Kożuchówka
Wszemiłowic;Wszemiłowice;Wszemiłowica
Drużbic-Kolonii;Drużbice-Kolonia;Drużbica-Kolonia
Okupników;Okupniki;Okupnik
Palat;Palaty;Palata
Okrajszowa;Okrajszów;Okrajszowy
Miedwieżyk;Miedwieżyki;Miedwieżyk
Cycowa;Cyców;Cycowy
Motyczna;Motyczno;Motyczny
Marynopola;Marynopole;Marynopola
Niedźwiedzinieńca;Niedźwiedziniec;Niedźwiedzinieniec
Władysławina;Władysławin;Władysławina
Smrokowa;Smroków;Smrokowy
Wielgiego Milickiego;Wielgie Milickie;Wielgi Milicki
Bud Łańcuckich;Budy Łańcuckie;Buda Łańcucki
Karniowic;Karniowice;Karniowica
Dziewkowic;Dziewkowice;Dziewkowica
Wyględów;Wyględy;Wygląd
Besssowa;Bessów;Besssowy
Lutrów;Lutry;Luter
Skopowa;Skopów;Skopowy
Golanki Dolnej;Golanka Dolna;Golanka Dolny
Kowalewka-Folwarku;Kowalewko-Folwark;Kowalewka-Folwark
Starych Biernat;Stare Biernaty;Stary Biernat
Ksawerynowa;Ksawerynów;Ksawerynowy
Grzędziczek;Grzędziczki;Grzędziczka
Truskolas-Lach;Truskolasy-Lachy;Truskolasa-Le
Koniecznej;Konieczna;Konieczny
Żelichowa;Żelichów;Żelichowy
Dobrkowa;Dobrków;Dobrkowy
Konieczna;Konieczno;Konieczny
Białej Błotnej;Biała Błotna;Biały Błotny
Radunia;Raduń;Radunio
Komorowa;Komorów;Komorowy
Kolonii Rzewuszek;Kolonia Rzewuszki;Kolonia Rzewuszka
Małego Gacna;Małe Gacno;Mały Gacny
Borowa-Kolonii;Borów-Kolonia;Borowy-Kolonia
Starych Bagińskich;Stare Bagińskie;Stary Bagiński
Radawia;Radawie;Radawi
Międzybrodzia Bialskiego;Międzybrodzie Bialskie;Międzybrodzie Bialski
Trzebawia;Trzebaw;Trzebawi
Radęcina;Radęcin;Radęcina
Białej Drugiej;Biała Druga;Biały Drugi
Milczy;Milcza;Milczy
Dąbrówki Słupskiej;Dąbrówka Słupska;Dąbrówka Słupski
Rucewka;Rucewko;Rucewka
Gnat-Wieśnian;Gnaty-Wieśniany;Gnat-Wieśnian
Stadnik-Kolonii;Stadniki-Kolonia;Stadnik-Kolonia
Tchórznicy Włościańskiej;Tchórznica Włościańska;Tchórznik Włościański
Kamionek Małych;Kamionki Małe;Kamionka Mały
Bielaw Pogorzelskich;Bielawy Pogorzelskie;Bielawa Pogorzelski
Janowca-Zdzięt;Janowiec-Zdzięty;Janowiec-Zdzięta
Trzecianowa;Trzecianów;Trzecianowy
Starej Rusi;Stara Ruś;Stara Rusia
Sługocina;Sługocin;Sługocina
Przedborowa;Przedborów;Przedborowy
Strachocicic-Kolonii;Strachocice-Kolonia;Strachocicica-Kolonia
Lekartowa;Lekartów;Lekartowy
Zwierzeńskiego Pola;Zwierzeńskie Pole;Zwierzeński Pola
Kostery;Kostera;Koster
Rydwąg;Rydwągi;Rydwąg
Pielgrzymowa;Pielgrzymów;Pielgrzymowy
Rzeszowa;Rzeszów;Rzeszowy
Kamionek;Kamionki;Kamionka
Czarnotula;Czarnotul;Czarnotula
Smardów Dolnych;Smardy Dolne;Smard Dolny
Rzechowa-Kolonii;Rzechów-Kolonia;Rzechowy-Kolonia
Piór-Pytek;Pióry-Pytki;Piór-Pytka
Wrzeszczowa;Wrzeszczów;Wrzeszczowy
Przeciszowa;Przeciszów;Przeciszowy
Bieżenia;Bieżeń;Bieżenie
Gracjanowa;Gracjanów;Gracjanowy
Wilkiejm;Wilkiejmy;Wilkiejm
Wigańcicic;Wigańcice;Wigańcicica
Leszczynki Małej;Leszczynka Mała;Leszczynka Mały
Kulaszy;Kulasze;Kulasz
Henrykowa;Henryków;Henrykowy
Kamianki-Stokowa;Kamianka-Stokowo;Kamianka-Stokowy
Łosienic;Łosienice;Łosienica
Wymyśla Polskiego;Wymyśle Polskie;Wymyśla Polski
Przyrani;Przyranie;Przyran
Wólki Paplińskiej;Wólka Paplińska;Wólka Papliński
Ciecior;Cieciory;Ciecior
Dryżyny;Dryżyna;Dryżyny
Kocierzów;Kocierzowy;Kocierz
Kowalowej;Kowalowa;Kowalowy
Srebrnej Wsi;Srebrna Wieś;Srebrny Wszy
Rudy Żmigrodzkiej;Ruda Żmigrodzka;Ruda Żmigrodzki
Rogowa;Rogów;Rogowy
Gołubia;Gołubie;Gołubia
Kowalowa;Kowalowo;Kowalowy
Mikulic;Mikulice;Mikulica
Czarnocina;Czarnocin;Czarnocina
Lubiatowa-Zakrzewa;Lubiatów-Zakrzew;Lubiatowy-Zakrzewo
Kuźnicy Żytniowskiej;Kuźnica Żytniowska;Kuźnica Żytniowski
Wygonek;Wygonki;Wygonek
Lubic;Lubice;Lubica
Kurowa-Parceli;Kurowo-Parcele;Kurowy-Parcela
Pęcza;Pęcz;Pęczy
Słupówka;Słupówko;Słupówka
Piskorni;Piskornia;Piskorny
Głownina;Głownin;Głownina
Woli Stanomińskiej;Wola Stanomińska;Wol Stanomiński
Szczytkowic;Szczytkowice;Szczytkowica
Dalanówka;Dalanówek;Dalanówka
Glinianian;Gliniany;Glinianian
Szwarun;Szwaruny;Szwaruna
Gorzowa Śląskiego;Gorzów Śląski;Gorzowy Śląski
Steblowa;Steblów;Steblowy
Wyskoków;Wyskoki;Wyskok
Chrzczan;Chrzczany;Chrzczanin
Huty Kryształowej;Huta Kryształowa;Huty Kryształowy
Góreczna;Góreczno;Góreczny
Rogowa Wołowskiego;Rogów Wołowski;Rogowy Wołowski
Jarostów;Jarosty;Jarost
Rypałk Prywatnych;Rypałki Prywatne;Rypałk Prywatny
Wiśnicz;Wiśnicze;Wiśnicz
Chłaniowa-Kolonii;Chłaniów-Kolonia;Chłaniowy-Kolonia
Myszkowa;Myszków;Myszkowy
Przychowej;Przychowa;Przychowy
Steknicy;Steknica;Steknik
Jagodnego;Jagodno;Jagodny
Gredel-Kolonii;Gredele-Kolonia;Gredel-Kolonia
Osówca;Osówiec;Osówca
Stojanowic;Stojanowice;Stojanowica
Gawrych Rudy;Gawrych Ruda;Gawry Ruda
Białej Podlaskiej;Biała Podlaska;Biały Podlaski
Głogowy;Głogowa;Głogowy
Głogowa;Głogowo;Głogowy
Czuszowa;Czuszów;Czuszowy
Babinka;Babinek;Babinka
Rzeczycy Okrągłej;Rzeczyca Okrągła;Rzeczyk Okrągły
Restarzewa Środkowego;Restarzew Środkowy;Restarzewo Środkowy
Bohdana;Bohdan;Bohdany
Mojsławic-Kolonii;Mojsławice-Kolonia;Mojsławica-Kolonia
Damięt-Narwot;Damięty-Narwoty;Damięta-Narwot
Potasi;Potasie;Potasi
Kostrów;Kostry;Kostrów
Bobrowego;Bobrowe;Bobrowy
Kolonii Pludrów;Kolonia Pludry;Kolonia Pluder
Bobrowa;Bobrowo;Bobrowy
Pierzchniej Góry;Pierzchnia Góra;Pierzchni Góry
Godlewa-Baciek;Godlewo-Baćki;Godlew-Baciek
Ługowa;Ługowo;Ługowy
Bożego;Boże;Boży
Gorzechówka;Gorzechówko;Gorzechówka
Tchórznicy Szlacheckiej;Tchórznica Szlachecka;Tchórznik Szlachecki
Kolonii Targoni;Kolonia Targonie-Wity;Kolonii Targon
Sikor-Pawłowiąt;Sikory-Pawłowięta;Sikora-Pawłowię
Kromerowa;Kromerowo;Kromerowy
Kolonii Maćkowicz;Kolonia Maćkowicze;Kolonia Maćkowicz
Strzeszyc;Strzeszyce;Strzeszyca
Ligoty Oleskiej;Ligota Oleska;Ligot Oleski
Hołowienek;Hołowienki;Hołowienka
Jenikowa;Jenikowo;Jenikowy
Bąblina;Bąblin;Bąblina
Rogalinka;Rogalinko;Rogalinka
Orczowa;Orczów;Orczowy
Krągoli;Krągola;Krągol
Żabina-Argułów;Żabino-Arguły;Żabina-Arguł
Nowej Wsi Rzecznej;Nowa Wieś Rzeczna;Nowy Wszy Rzeczny
Pruszanki-Baranków;Pruszanka-Baranki;Pruszanka-Baranek
Orzesza;Orzesze;Orzesza
Radyczyn;Radyczyny;Radyczyna
Ornasowa;Ornasowo;Ornasowy
Wierzchucinka;Wierzchucinek;Wierzchucinka
Sokołowej Woli;Sokołowa Wola;Sokołowy Wol
Ropuch;Ropuchy;Ropuch
Zaorla;Zaorle;Zaorli
Drzykóz;Drzykozy;Drzykoza
Kolina;Kolin;Kolina
Danielowa;Danielów;Danielowy
Brzeźna Szlacheckiego;Brzeźno Szlacheckie;Brzeźny Szlachecki
Środy Wielkopolskiej;Środa Wielkopolska;Śród Wielkopolski
Żodzi;Żodzie;Żody
Konina Żagańskiego;Konin Żagański;Konina Żagański
Planowej;Planowa;Planowy
Kisewa;Kisewo;Kisewa
Skuszewa;Skuszew;Skuszewo
Paulinowa;Paulinowo;Paulinowy
Kłobukowic;Kłobukowice;Kłobukowica
Radzikowa Wielkiego;Radzików Wielki;Radzikowy Wielki
Podlinówka;Podlinówek;Podlinówka
Jasienieńca-Kolonii;Jasieniec-Kolonia;Jasienieniec-Kolonia
Warcza;Warcz;Warczy
Zaborzec;Zaborce;Zaborzec
Fromborka;Frombork;Fromborek
Tąsew;Tąsewy;Tąsew
Gostolina;Gostolin;Gostolina
Dziwiszowa;Dziwiszów;Dziwiszowy
Mińska Mazowieckiego;Mińsk Mazowiecki;Miński Mazowiecki
Kościelnik Górnych;Kościelniki Górne;Kościelnik Górny
Pomask Wielkich;Pomaski Wielkie;Pomask Wielki
Przytuł Starych;Przytuły Stare;Przytuł Stary
Rochowa;Rochów;Rochowy
Łap-Szołajd;Łapy-Szołajdy;Łap-Szołajda
Baldrama;Baldram;Baldrama
Młodawina Górnego;Młodawin Górny;Młodawina Górny
Grzęb;Grzęby;Grzęba
Krypna Wielkiego;Krypno Wielkie;Krypny Wielki
Rudy Pilczyckiej;Ruda Pilczycka;Ruda Pilczycki
Kolonii Marcinkowa;Kolonia Marcinkowo;Kolonia Marcinkowy
Wąglan;Wąglany;Wąglan
Polanek;Polanki;Polanka
Trzechla;Trzechel;Trzechla
Kolonii Pomorskiej Wsi;Kolonia Pomorska Wieś;Kolonia Pomorski Wszy
Motarzyna;Motarzyno;Motarzyna
Nowego Rzeszotka;Nowe Rzeszotko;Nowy Rzeszotka
Linowna;Linowno;Linowny
Puszczyna;Puszczyn;Puszczyna
Pisarowiec;Pisarowce;Pisarowiec
Wnętrznego;Wnętrzne;Wnętrzny
Darłowa;Darłowo;Darłowy
Żałego;Żałe;Żały
Kromarek;Kromarki;Kromarka
Jarantowa-Kolonii;Jarantów-Kolonia;Jarantowy-Kolonia
Korsz;Korsze;Korsz
Mokajn;Mokajny;Mokajn
Buńkniek;Buńki;Buńkńka
Rybakówki WieStarej;Rybakówka-Stara Wieś;Rybakówki WieStara
Lechowa;Lechowo;Lechowy
Małomierzyc;Małomierzyce;Małomierzyca
Starej Białej;Stara Biała;Stara Biały
Czyżyków;Czyżyki;Czyżyk
Czerńczyczyc;Czerńczyce;Czerńczyczyca
Wilkanowa;Wilkanów;Wilkanowy
Kwasów;Kwasy;Kwas
Nowego Kocina;Nowy Kocin;Nowy Kocina
Przejmy Wielkiej;Przejma Wielka;Przejmy Wielki
Sup;Supy;Sup
Rgielska;Rgielsko;Rgielski
Krajewa-Kłódek;Krajewo-Kłódki;Krajewa-Kłódka
Gozdu-Kolonii;Gózd-Kolonia;Gozd-Kolonia
Pecny;Pecna;Pecny
Sobiesęków Pierwszych;Sobiesęki Pierwsze;Sobiesęk Pierwszy
Mulnicy;Mulnica;Mulnik
Kotlin;Kotliny;Kotlina
Rąbina;Rąbino;Rąbina
Nowej Wsi Wschodniej;Nowa Wieś Wschodnia;Nowy Wszy Wschodni
Małoziemców;Małoziemce;Małoziemiec
Piskorzna;Piskorzno;Piskorzny
Rzechty Drużbińskiej;Rzechta Drużbińska;Rzechta Drużbiński
Skarżyc;Skarżyce;Skarżyca
Bądecza;Bądecz;Bądecze
Kolonii Bajek;Kolonia Bajki-Zalesie;Kolonii Bajka
Trzcińskich;Trzcińskie;Trzciński
Podobina;Podobin;Podobina
Żelech;Żelechy;Żelecha
Kinnna;Kinno;Kinnny
Gałwun;Gałwuny;Gałwun
Motarzyna;Motarzyn;Motarzyna
Lepaków Wielkich;Lepaki Wielkie;Lepak Wielki
Konarzewa-Sławek;Konarzewo-Sławki;Konarzewo-Sławka
Nieświastowa;Nieświastów;Nieświastowa
Konecka;Koneck;Konecki
Sucholasek;Sucholaski;Sucholaska
Wierzbięcicic;Wierzbięcice;Wierzbięcicica
Adamowa-Wsi;Adamów-Wieś;Adamowy-Wszy
Kolonii Sabni;Kolonia Sabnie;Kolonia Sabny
Ruskowa;Ruskowo;Ruskowy
Kolonii Uśnika;Kolonia Uśnik-Dwór;Kolonii Uśnik
Warnołęki;Warnołęka;Warnołęki
Huty Mińskiej;Huta Mińska;Huty Miński
Bruczkowa;Bruczków;Bruczkowy
Łazowej;Łazowa;Łazowy
Cendrowic;Cendrowice;Cendrowica
Radzic Dużych;Radzice Duże;Radzica Duży
Nowego Linia;Nowe Linie;Nowy Linia
Długosielc;Długosielce;Długosielc
Kutysek;Kutyski;Kutyska
Korpeli;Korpele;Korpel
Gołusek;Gołuski;Gołuska
Więckowic;Więckowice;Więckowica
Cienina-Perzy;Cienin-Perze;Cienina-Per
Miedzyna;Miedzyn;Miedzyna
Gniewniewic Folwarcznych;Gniewniewice Folwarczne;Gniewniewica Folwarczny
Pichorowic;Pichorowice;Pichorowica
Kolonii Sokóla;Kolonia Sokóle;Kolonia Sokól
Gazomii Nowej;Gazomia Nowa;Gazomia Nowy
Woli-Kolonii;Wola-Kolonia;Wol-Kolonia
Fałkowa;Fałkowo;Fałkowy
Biedaczowa;Biedaczów;Biedaczowy
Warlubia;Warlubie;Warlubia
Pszczewa;Pszczew;Pszczewo
Tęczy;Tęcza;Tęcz
Klonowej Poduchownej;Klonowa Poduchowna;Klonowy Poduchowny
Jędrzejowic;Jędrzejowice;Jędrzejowica
Kosmówek;Kosmówki;Kosmówka
Tomisławia;Tomisław;Tomisławie
Kolonii Ogrodników;Kolonia Ogrodniki;Kolonia Ogrodnik
Zaświatycz;Zaświatycze;Zaświatycz
Jaśc;Jaśce;Jaśc
Maciejewa;Maciejewo;Maciejewa
Bykowa;Byków;Bykowy
Janowca-Leśnik;Janowiec-Leśniki;Janowiec-Leśnik
Kłonnny-Kolonii;Kłonna-Kolonia;Kłonnny-Kolonia
Jeżewa Starego;Jeżewo Stare;Jeżewa Stary
Nowego Krępca;Nowy Krępiec;Nowy Krępca
Zapasternicza;Zapasternicze;Zapasterniczy
Damianowa;Damianów;Damianowy
Królewskiej Grobli;Królewska Grobla;Królewski Grobla
Szuci;Szuć;Szuty
Fingrowej Huty;Fingrowa Huta;Fingrowy Huty
Zdrzychowa;Zdrzychów;Zdrzychowy
Kuchar Żydowskich;Kuchary Żydowskie;Kuchar Żydowski
Kurzej Góry;Kurza Góra;Kurzy Góry
Jagint;Jaginty;Jagint
Starego Kostrzynka;Stary Kostrzynek;Stary Kostrzynka
Gojsca;Gojsc;Gojsce
Woli Chodkowskiej;Wola Chodkowska;Wol Chodkowski
Radlewa;Radlewo;Radlew
Nierośna;Nierośno;Nierośny
Tarłowa;Tarłów;Tarłowy
Grędzic;Grędzice;Grędzica
Gołaszy Mościckich;Gołasze Mościckie;Gołasza Mościcki
Toninka;Toninek;Toninka
Woli Studzieńskiej;Wola Studzieńska;Wol Studzieński
Wicimic;Wicimice;Wicimica
Skarżynka;Skarżynek;Skarżynka
Kolonii Podbielka;Kolonia Podbielko;Kolonia Podbielka
Lubinia;Lubiń;Lubinia
Strubin;Strubiny;Strubin
Silina;Silin;Silina
Paszkowic;Paszkowice;Paszkowica
Hałuszowej;Hałuszowa;Hałuszowy
Sękowic;Sękowice;Sękowica
Hołówek Małych;Hołówki Małe;Hołówka Mały
Czepina;Czepino;Czepina
Kirsztajnowa;Kirsztajnów;Kirsztajnowy
Przydarłowa;Przydarłów;Przydarłowy
Starych Kotlic;Stare Kotlice;Stary Kotlica
Nowej Ziemi;Nowa Ziemia;Nowy Ziemie
Chełmna;Chełmno;Chełmny
Gniewięcina;Gniewięcin;Gniewięcina
Słupów;Słupy;Słup
Gniazdowa;Gniazdowo;Gniazdowy
Mierucina;Mierucin;Mierucina
Nosibądów;Nosibądy;Nosibąd
Dziergowic;Dziergowice;Dziergowica
Podcerkw;Podcerkwy;Podcerkwa
Iwicznej;Iwiczna;Iwiczny
Bardzinka;Bardzinek;Bardzinka
Starożyńcniec;Starożyńce;Starożyńcniec
Kolonii Rudna;Kolonia Rudno;Kolonia Rudny
Iwiczna;Iwiczno;Iwiczny
Ruty;Ruta;Ruty
Dobrowody;Dobrowoda;Dobrowody
Cisówka;Cisówek;Cisówka
Kolonii Sulina;Kolonia Sulino;Kolonia Sulina
Kolonii Samul;Kolonia Samule;Kolonia Samula
Pardołowa;Pardołów;Pardołowy
Siennicy Nadolnej;Siennica Nadolna;Siennik Nadolny
Kolonii Karolewa;Kolonia Karolewo;Kolonia Karolewa
Murzynowa Kościelnego;Murzynowo Kościelne;Murzynowy Kościelny
Starego Załucza;Stare Załucze;Stary Załuczy
Stropkowa;Stropkowo;Stropkowy
Kosarzewa Dolny-Kolonego;Kosarzew Dolny-Kolonia;Kosarzewa Dolny-Kolony
Bujnowa;Bujnowo;Bujnowy
Kolonii Wodnicy;Kolonia Wodnica;Kolonia Wodnik
Rosina;Rosin;Rosina
Bielskich;Bielskie;Bielski
Króli Małych;Króle Małe;Króły Mały
Ratynieńca;Ratyniec;Ratynieniec
Jarot;Jaroty;Jarota
Piechanina;Piechanin;Piechanina
Gładczyna Szlacheckiego;Gładczyn Szlachecki;Gładczyna Szlachecki
Bierunia;Bieruń;Bierunia
Gęczewa;Gęczew;Gęczewo
Gardzienic-Kolonii;Gardzienice-Kolonia;Gardzienica-Kolonia
Borków-Sołd;Borki-Sołdy;Borek-Sołd
Bratucicic;Bratucice;Bratucicica
Szerokiego Boru;Szeroki Bór;Szeroki Bor
Krza Niedźwiedziego;Kierz Niedźwiedzi;Krz Niedźwiedzi
Spurgli;Spurgle;Spurgiel
Wybudowania Michałowa;Wybudowanie Michałowo;Wybudowanie Michałowy
Ostróżek;Ostróżki;Ostróżka
Sieńska;Sieńsko;Sieński
Sułkowa Borowego;Sułkowo Borowe;Sułkowy Borowy
Kąkowej Woli;Kąkowa Wola;Kąkowy Wol
Nowego Kowalewa;Nowe Kowalewo;Nowy Kowalewa
Michalczewa;Michalczew;Michalczewo
Piórkowa;Piórkowo;Piórkowy
Borszyn;Borszyny;Borszyn
Łapanowa;Łapanów;Łapanowy
Kowalewa Podbornego;Kowalewo Podborne;Kowalewa Podborny
Rzechcina;Rzechcino;Rzechcina
Starego Zadybia;Stare Zadybie;Stary Zadybie
Sułkowa;Sułków;Sułkowy
Baranowa;Baranów;Baranowy
Lubina;Lubin;Lubina
Szynwałda;Szynwałd;Szynwałda
Rąbczyna;Rąbczyn;Rąbczyna
Witramowa;Witramowo;Witramowy
Ardap;Ardapy;Ardap
Kałęczyna;Kałęczyn;Kałęczyna
Kojd;Kojdy;Kojda
Puszna Godowskiego;Puszno Godowskie;Puszny Godowski
Nagoszewki Drugiej;Nagoszewka Druga;Nagoszewka Drugi
Olszowej Dąbrowy;Olszowa Dąbrowa;Olszowy Dąbrowa
Rokitna-Stacji;Rokitno-Stacja;Rokitny-Stacja
Kolanowa;Kolanowo;Kolanowy
Pogorzałek;Pogorzałki;Pogorzałka
Teresy;Teresa;Teresy
Bolechówka;Bolechówek;Bolechówka
Sędzinka;Sędzinko;Sędzinka
Kolonii Sobieńczyczyc;Kolonia Sobieńczyce;Kolonia Sobieńczyczyca
Żeleźnik;Żeleźniki;Żeleźnik
Giedajt;Giedajty;Giedajta
Szuszalewa;Szuszalewo;Szuszalewa
Gojcowa;Gojców;Gojcowy
Kolonii Wilkowek;Kolonia Wilkowiczki;Kolonia Wilkowek
Krępcewa;Krępcewo;Krępcewa
Kręczkowa;Kręczków;Kręczkowy
Utraty;Utrata;Utrat
Młodojewa-Kolonii;Młodojewo-Kolonia;Młodojewa-Kolonia
Koleśników;Koleśniki;Koleśnik
Nowego Kiączyna;Nowy Kiączyn;Nowy Kiączyna
Klepacz;Klepacze;Klepacz
Holendrów Kuźmińskich;Holendry Kuźmińskie;Holender Kuźmiński
Kolonii Kopytkowa;Kolonia Kopytkowo;Kolonia Kopytkowy
Turnawca;Turnawiec;Turnawca
Szyszyna;Szyszyn;Szyszyna
Mołomotek;Mołomotki;Mołomotka
Buczynki;Buczynka;Buczynek
Rudki Starościańskiej;Rudka Starościańska;Rudka Starościański
Sławikowa;Sławików;Sławikowy
Dzierzgonia;Dzierzgoń;Dzierzgonia
Miodus Wielkich;Miodusy Wielkie;Miodus Wielki
Wysokiego Dużego;Wysokie Duże;Wysoki Duży
Ciechanek Łęczyńskich;Ciechanki Łęczyńskie;Ciechanek Łęczyński
Starego Worowa;Stare Worowo;Stary Worowy
Polskiej Cerekwi;Polska Cerekiew;Polski Cerekiew
Szewc;Szewce;Szewc
Chwalisławia;Chwalisław;Chwalisławie
Boryszynka;Boryszynek;Boryszynka
Kiełtyk;Kiełtyki;Kiełtyka
Gądek;Gądki;Gądek
Przepłoch;Przepłochy;Przepłoch
Unina-Kolonii;Unin-Kolonia;Unina-Kolonia
Zambrowa;Zambrów;Zambrowy
Wiciejowa;Wiciejów;Wiciejowy
Cibor-Krup;Cibory-Krupy;Cibora-Krup
Mikołajowa;Mikołajów;Mikołajowy
Nowego Zbrachlina;Nowy Zbrachlin;Nowy Zbrachlina
Kraszewa Czarnego;Kraszewo Czarne;Kraszewo Czarny
Obornik Śląskich;Oborniki Śląskie;Obornik Śląski
Małych Łunaw;Małe Łunawy;Mały Łunawa
Borków Prusinowskich;Borki Prusinowskie;Borek Prusinowski
Michałkowa;Michałkowo;Michałkowy
Sarbic Drugich;Sarbice Drugie;Sarbica Drugi
Nowych Lutoborów;Nowe Lutobory;Nowy Lutobór
Florka;Florek;Florka
Pisaczowa;Pisaczów;Pisaczowy
Kwiejc;Kwiejce;Kwiejca
Złotej Wsi;Złota Wieś;Złoty Wszy
Poronina;Poronin;Poronina
Wychen;Wychny;Wychna
Dąbrówki Osuchowskiej;Dąbrówka Osuchowska;Dąbrówka Osuchowski
Brzózego;Brzóze;Brzózy
Brzózy;Brzóza;Brzózy
Nietuliska Małego;Nietulisko Małe;Nietulisko Mały
Ustjanowej Górnej;Ustjanowa Górna;Ustjanowy Górny
Jamiołek-Kowali;Jamiołki-Kowale;Jamiołek-Kowal
Kolonii Wiego;Kolonia Wiebowy;Kolonia Wi
Piaszków;Piaszki;Piaszek
Czerwonej Niwy;Czerwona Niwa;Czerwony Niwy
Żurawinieńca;Żurawiniec;Żurawinieniec
Głuszyna;Głuszyn;Głuszyna
Lewniowej;Lewniowa;Lewniowy
Chodorowej;Chodorowa;Chodorowy
Reduchowa;Reduchów;Reduchowy
Dobrcza;Dobrcz;Dobrczy
Kliniczek;Kliniczki;Kliniczka
Duninowa;Duninowo;Duninowy
Myślęcina;Myślęcin;Myślęcina
Nowych Jankowic;Nowe Jankowice;Nowy Jankowica
Gadomca-Peroni;Gadomiec-Peronie;Gadomca-Peroń
Pałęg;Pałęgi;Pałęg
Kłody;Kłoda;Kłód
Wilczopola-Kolonii;Wilczopole-Kolonia;Wilczopola-Kolonia
Kiekskiejm;Kiekskiejmy;Kiekskiejm
Rogalina;Rogalino;Rogalina
Dobieszowic;Dobieszowice;Dobieszowica
Sokólska;Sokólsko;Sokólski
Harsza;Harsz;Harszy
Bud-Grudzi;Budy-Grudzie;Buda-Grudy
Kolonii Cecel;Kolonia Cecele;Kolonia Cecel
Hruszniewa;Hruszniew;Hruszniewa
Niewina Popławskiego;Niewino Popławskie;Niewina Popławski
Kolonii Rzystnowa;Kolonia Rzystnowo;Kolonia Rzystnowy
Kolonii Sejn;Kolonia Sejny;Kolonia Sejn
Mochnaczki Niżnej;Mochnaczka Niżna;Mochnaczek Niżny
Urbanowa;Urbanów;Urbanowy
Boguchwał;Boguchwały;Boguchwała
Brzeźna Mazurskiego;Brzeźno Mazurskie;Brzeźny Mazurski
Starego Chwalimia;Stary Chwalim;Stary Chwalimia
Drogosławia;Drogosław;Drogosławie
Łuszczanowic-Kolonii;Łuszczanowice-Kolonia;Łuszczanowica-Kolonia
Ostryńskiego;Ostryńskie;Ostryński
Szymanówka;Szymanówek;Szymanówka
Boguchwały;Boguchwała;Boguchwały
Józefowic;Józefowice;Józefowica
Rosnowa;Rosnowo;Rosnowa
Sosnówka;Sosnówko;Sosnówka
Klus;Klusy;Klus
Pełek;Pełki;Pełko
Szwedzkiego Ostrowa;Szwedzki Ostrów;Szwedzki Ostrowy
Wopławek;Wopławki;Wopławek
Nowin Sobolewskich;Nowiny Sobolewskie;Nowina Sobolewski
Kiezmarka;Kiezmark;Kiezmarka
Damic;Damice;Damica
Mięcierzyna;Mięcierzyn;Mięcierzyna
Mogilan;Mogilany;Mogilana
Kolonii Suskiej;Kolonia Suska;Kolonia Suski
Sudrag;Sudragi;Sudraga
Strupic;Strupice;Strupic
Garbowic;Garbowice;Garbowica
Bud-Przetyczy;Budy-Przetycz;Buda-Przetycz
Kolonii Krzewa;Kolonia Krzewo-Plebanki;Kolonii Krzewo
Bliźniewa;Bliźniew;Bliźniewa
Skurczy;Skurcza;Skurcz
Dworzyska;Dworzysk;Dworzysko
Knisa-Podewsia;Knis-Podewsie;Knis-Podewś
Przezwód;Przezwody;Przezwód
Zdziechowa Nowego;Zdziechów Nowy;Zdziechowy Nowy
Chomontowa;Chomontowo;Chomontowy
Maszutkini;Maszutkinie;Maszutkini
Domurat;Domuraty;Domurat
