Dopełniacz;Mianownik;Wynik Stemmera
Mazurkowa;Mazurkowo;Mazurkowa
Niestępowa;Niestępowo;Niestępowa
Ligoty Prószkowskiej;Ligota Prószkowska;Ligot Prószkowska
Gawina;Gawin;Gawina
Kadzielina;Kadzielin;Kadzielina
Simun;Simuny;Simuna
Pogrebów;Pogreby;Pogreb
Giełczwi;Giełczew;Giełczwia
Łagowa;Łagowo;Łagowa
Drążkowa;Drążkowo;Drążkowa
Woli Gręboszowskiej;Wola Gręboszowska;Wol Gręboszowska
Turlejewa;Turlejewo;Turlejewa
Wojnów-Pietrasz;Wojny-Pietrasze;Wojn-Pietrasz
Chomina;Chomino;Chomin
Nikisiałki Małej;Nikisiałka Mała;Nikisiałek Mała
Priomy;Prioma;Priom
Grądek;Grądki;Grądek
Przepiórowa;Przepiórów;Przepiórowa
Gutowa Małego;Gutowo Małe;Gutowa Mały
Lejławek Małych;Lejławki Małe;Lejławka Mała
Bobrowników Wielkich;Bobrowniki Wielkie;Bobrownik Wielki
Falborza;Falborz;Falborze
Brzustowa;Brzustów;Brzustowa
Maksymowa;Maksymów;Maksymowa
Beszyna;Beszyno;Beszyna
Siemnic;Siemnice;Siemnica
Deszna;Deszno;Deszna
Kwiatuszek Małych;Kwiatuszki Małe;Kwiatuszek Mała
Otowa;Otowo;Otowa
Matyg;Matygi;Matyga
Kolonii Nieznia;Kolonia Nieznań;Kolonia Nieznia
Osęki;Osęka;Osęk
Lubinki;Lubinka;Lubinek
Głojsców;Głojsce;Głojsiec
Bidzin;Bidziny;Bidzina
Woli Kukalskiej;Wola Kukalska;Wol Kukalska
Tumlina-Podgrodu;Tumlin-Podgród;Tumlina-Podgród
Łosienieńca;Łosieniec;Łosienieniec
Jarostowa;Jarostów;Jarostowa
Kleniewa;Kleniew;Kleniewa
Gorajca-Zagrobla-Kolonii;Gorajec-Zagroble-Kolonia;Gorajca-Zagrobla-Kolonia
Gryfina;Gryfino;Gryfina
Kurka;Kurek;Kurka
Mikołajewa;Mikołajew;Mikołajewa
Rodak;Rodaki;Rodak
Ucieszkowa;Ucieszków;Ucieszkowa
Kołodziąża-Rybia;Kołodziąż-Rybie;Kołodziąża-Rybie
Błoni;Błonie;Błoń
Inin;Ininy;Inina
Lipkowa;Lipkowo;Lipkowa
Chodziek;Chodźki;Chodźka
Prawna;Prawno;Prawna
Łętownicy-Parceli;Łętownica-Parcele;Łętownica-Parcela
Suliszewa;Suliszew;Suliszewo
Kumkiejm;Kumkiejmy;Kumkiejm
Koziegłówek;Koziegłówki;Koziegłówka
Barszczowej Góry;Barszczowa Góra;Barszczowa Gór
Łąska Małego;Łąsko Małe;Łąska Mały
Siutkówka;Siutkówek;Siutkówka
Przystanków;Przystanki;Przystanek
Brogów;Brogi;Bróg
Tuplic;Tuplice;Tuplica
Brzany;Brzana;Brzan
Półczna;Półczno;Półczna
Roszkowa;Roszkowo;Roszkowa
Smogorzewa Pańskiego;Smogorzewo Pańskie;Smogorzewo Pański
Czarnego Piątkowa;Czarne Piątkowo;Czarny Piątkowa
Łojkowa;Łojków;Łojkowa
Ostrówka-Kolonii;Ostrówek-Kolonia;Ostrówka-Kolonia
Wilczyczyc;Wilczyce;Wilczyczyca
Antoniewa;Antoniew;Antoniewa
Milina;Milin;Milina
Wirkowic Pierwszych;Wirkowice Pierwsze;Wirkowica Pierwsza
Babik;Babiki;Babik
Czerlejnka;Czerlejnko;Czerlejnka
Ponizia;Ponizie;Ponizia
Szczkówka;Szczkówek;Szczkówka
Wawroch;Wawrochy;Wawroch
Kolonii Konopczyna;Kolonia Konopczyn;Kolonia Konopczyna
Mysłakówka;Mysłakówko;Mysłakówka
Łysieśca;Łysiec;Łysiesiec
Ruszkowa Pierwszego;Ruszków Pierwszy;Ruszkowa Pierwszy
Kolonii Skorocicic;Kolonia Skorocice;Kolonia Skorocicica
Sikor-Janowiąt;Sikory-Janowięta;Sikora-Janowię
Kadyn;Kadyny;Kadyna
Nowej Wsi Kościerskiej;Nowa Wieś Kościerska;Nowa Ws Kościerska
Malechowa;Malechowo;Malechów
Nowych Kanic;Nowe Kanice;Nowy Kanica
Wielkiej Polany;Wielka Polana;Wielka Polan
Klebarku Wielkiego;Klebark Wielki;Klebarek Wielki
Wodnikowa Górnego;Wodników Górny;Wodnikowa Górny
Mokrej Wsi;Mokra Wieś;Mokrej Ws
Górnegostoku;Górnystok;Górnegostok
Starych Bud;Stare Budy;Stara Buda
Wilhelmowa;Wilhelmów;Wilhelmowa
Michałowic-Wsi;Michałowice-Wieś;Michałowica-Ws
Siedlisk;Siedliska;Siedlisko
Dziemianówki;Dziemianówka;Dziemianówki
Czernięcina Poduchownego;Czernięcin Poduchowny;Czernięcina Poduchowny
Rekcina;Rekcin;Rekcina
Małego Płocka;Mały Płock;Mały Płocka
Szczurów;Szczury;Szczur
Kiczor;Kiczory;Kiczor
Wokieli;Wokiele;Wokiel
Nakola;Nakol;Nakole
Pieńków Suchodolskich;Pieńki Suchodolskie;Pieniek Suchodolski
Osieka Małego;Osiek Mały;Osieka Mały
Kwaśna;Kwaśno;Kwaśna
Tworek;Tworki;Tworek
Głogówka;Głogówek;Głogówka
Rozopola;Rozopol;Rozopola
Pękosławia;Pękosław;Pękosławie
Celestynowa;Celestynowo;Celestynowa
Kobylna;Kobylno;Kobylna
Słuchocina;Słuchocin;Słuchocina
Sochaczewa;Sochaczew;Sochaczewo
Zakrzówka;Zakrzówek;Zakrzówka
Romankowa;Romankowo;Romankowa
Bodzęcina;Bodzęcin;Bodzęcina
Grzybowa Hornowskiego;Grzybów Hornowski;Grzybowa Hornowski
Pruskołęki;Pruskołęka;Pruskołęki
Pawlikowic;Pawlikowice;Pawlikowica
Chrzowic;Chrzowice;Chrzowica
Koniecmostów;Koniecmosty;Koniecmost
Regowa;Regów;Regowa
Kolonii Sypniewa;Kolonia Sypniewo;Kolonia Sypniewa
Goli Grodkowskiej;Gola Grodkowska;Gol Grodkowska
Kolonii Mordów;Kolonia Mordy;Kolonia Mord
Nowego Dęblina;Nowy Dęblin;Nowy Dęblina
Węgierc Szlacheckich;Węgrce Szlacheckie;Węgierc Szlachecki
Stefanowic;Stefanowice;Stefanowica
Niszczewic;Niszczewice;Niszczewica
Tropia;Tropie;Tropia
Kijewa Szlacheckiego;Kijewo Szlacheckie;Kijewa Szlachecki
Smodajn;Smodajny;Smodajn
Nowego Kobrzynieńca;Nowy Kobrzyniec;Nowy Kobrzynieniec
Warniłęga;Warniłęg;Warniłęga
Adolfowa;Adolfowo;Adolfowa
Żytkiejm;Żytkiejmy;Żytkiejm
Marun;Maruny;Maruna
Ostromecka;Ostromecko;Ostromecek
Ludowa Polskiego;Ludów Polski;Ludowa Polski
Kolonii Wrzelowa;Kolonia Wrzelów;Kolonia Wrzelowa
Kolonii Kurowa;Kolonia Kurów;Kolonia Kurowa
Walnego;Walne;Walny
Kruszewa-Głąbów;Kruszewo-Głąby;Kruszewo-Głąb
Stemplewa;Stemplew;Stemplewa
Rogaczewa Wielkiego;Rogaczewo Wielkie;Rogaczewo Wielki
Halinowa;Halinów;Halinowa
Bulina;Bulin;Bulina
Malanówka;Malanówko;Malanówka
Kiersit;Kiersity;Kiersito
Ignackowa;Ignackowo;Ignackowa
Przeździecka-Mroczek;Przeździecko-Mroczki;Przeździecko-Mroczek
Ryczywoła;Ryczywół;Ryczywoł
Łąkocin;Łąkociny;Łąkocina
Woli Lisowskiej;Wola Lisowska;Wol Lisowska
Woli Rokszyckiej;Wola Rokszycka;Wol Rokszycka
Woli Załężnej;Wola Załężna;Wol Załężna
Tuchomka;Tuchomko;Tuchomek
Dzbanek;Dzbanki;Dzbanek
Lulkowa;Lulkowo;Lulkowa
Szczenurza;Szczenurze;Szczenurza
Morzyc;Morzyce;Morzyca
Wręczy;Wręcza;Wręcz
Lipnicy Dolnej;Lipnica Dolna;Lipnik Dolna
Lutkowa;Lutkowo;Lutkowa
Wincentynowa;Wincentynów;Wincentynowa
Tarchalina;Tarchalin;Tarchalina
Podgrodziska;Podgrodzisk;Podgrodzisko
Drewnowa-Lipskiego;Drewnowo-Lipskie;Drewnowa-Lipski
Trojan;Trojany;Trojan
Chrostowa Wielkiego;Chrostowo Wielkie;Chrostowa Wielki
Grotowa;Grotowo;Grotowa
Belęcina;Belęcin;Belęcina
Woli Worowskiej;Wola Worowska;Wol Worowska
Markowa;Marków;Markowa
Zychorzyna-Kolonii;Zychorzyn-Kolonia;Zychorzyna-Kolonia
Huty Tarnawackiej;Huta Tarnawacka;Hut Tarnawacka
Zabłocia Kanigowskiego;Zabłocie Kanigowskie;Zabłocie Kanigowski
Kolonii Radźków;Kolonia Radźki;Kolonia Radźk
Gruszeczki;Gruszeczka;Gruszeczek
Otola;Otole;Otol
Otoli;Otola;Otol
Szychowa;Szychowo;Szychów
Rekowa Górnego;Rekowo Górne;Rekowa Górny
Elżbietkowa;Elżbietków;Elżbietkowa
Nowych Gagów;Nowe Gagowy;Nowy Gag
Dobrosielic Pierwszych;Dobrosielice Pierwsze;Dobrosielica Pierwsza
Wypych;Wypychy;Wypy
Rokitnicy;Rokitnica;Rokitnik
Zdunowa;Zdunów;Zdunowa
Węglewskich Holendrów;Węglewskie Holendry;Węglewski Holender
Zakrzówka-Kolonii;Zakrzówek-Kolonia;Zakrzówka-Kolonia
Drzeżewa;Drzeżewo;Drzeżewa
Chyczy;Chycza;Chycz
Pratkowa;Pratków;Pratkowa
Wężówka;Wężówko;Wężówka
Trępnów;Trępnowy;Trępn
Skoczy;Skocze;Skocz
Woli Krecowskiej;Wola Krecowska;Wol Krecowska
Jaroch;Jarochy;Jaroch
Kamienia Kmiecego;Kamień Kmiecy;Kamienie Kmiecy
Starego Kawęczyna;Stary Kawęczyn;Stary Kawęczyna
Lubocina;Lubocino;Lubocina
Rzeszotar-Gortatów;Rzeszotary-Gortaty;Rzeszotara-Gortat
Kowalowa Dolnego;Kowalów Dolny;Kowalowa Dolny
Rzepina Pierwszego;Rzepin Pierwszy;Rzepina Pierwszy
Glin Małych;Gliny Małe;Glina Mała
Łęk Górnych;Łęki Górne;Łęk Górny
Panistrugi;Panistruga;Panistrug
Rościna;Rościn;Rościna
Wiśniowej Góry;Wiśniowa Góra;Wiśniowa Gór
Woli Wereszczyńskiej;Wola Wereszczyńska;Wol Wereszczyńska
Nietrzanowa;Nietrzanowo;Nietrzanowa
Kożuszek-Kolonii;Kożuszki-Kolonia;Kożuszek-Kolonia
Rumunek Głodowskich;Rumunki Głodowskie;Rumunek Głodowski
Bud Garlińskich;Budy Garlińskie;Buda Garliński
Lipin;Lipiny;Lipina
Kalinowic Dolnych;Kalinowice Dolne;Kalinowica Dolny
Syby;Syba;Syb
Ostrowa Wielkopolskiego;Ostrów Wielkopolski;Ostrowa Wielkopolski
Woli Lipienieckiej Dużej;Wola Lipieniecka Duża;Wol Lipieniecka Duża
Podsadka;Podsadek;Podsadka
Kromolina Starego;Kromolin Stary;Kromolino Stary
Ściborowic;Ściborowice;Ściborowica
Rogajn PołudniowKolonii;Rogajny-Kolonia Południowa;Rogajn PołudniowKolonia
Pachołów;Pachoły;Pachoł
Kolonii Eliaszuków;Kolonia Eliaszuki;Kolonia Eliaszuk
Świerzyn;Świerzyny;Świerzyna
Tworzanic;Tworzanice;Tworzanica
Antoniewa Górnego;Antoniewo Górne;Antoniewa Górny
Zaścianek k. Kurowszczyzny;Zaścianki k. Kurowszczyzny;Zaścianek k. Kurowszczyzna
Prószkowa;Prószków;Prószkowa
Żdanówka;Żdanówek;Żdanówka
Regowa Starego;Regów Stary;Regowa Stary
Żywkowa;Żywkowo;Żywkowa
Rzędzin;Rzędziny;Rzędzina
Krzyżnego;Krzyżne;Krzyżny
Koziej Wody;Kozia Woda;Koziej Wód
Brudzewic-Kolonii;Brudzewice-Kolonia;Brudzewica-Kolonia
Żerkowic;Żerkowice;Żerkowica
Wołczkowa;Wołczkowo;Wołczkowa
Żarnowa;Żarnowo;Żarnowa
Suchowa;Suchowo;Suchów
Zychówek;Zychówki;Zychówka
Śmielina;Śmielin;Śmielina
Franklinowa;Franklinów;Franklinowa
Nowego Oryszewa;Nowy Oryszew;Nowy Oryszewo
Ciechanowa;Ciechanów;Ciechanowa
Garb;Garby;Garb
Sierszewa;Sierszew;Sierszewo
Hołudzy;Hołudza;Hoługa
Ochocicic;Ochocice;Ochocicica
Szarowa;Szarów;Szarowa
Wójcina B;Wójcin B;Wójcina B
Wójcina A;Wójcin A;Wójcina A
Przetoczyna;Przetoczyno;Przetoczyna
Wiłuni;Wiłunie;Wiłunia
Pogorzan;Pogorzany;Pogorzanin
Pękosławic;Pękosławice;Pękosławica
Bud Rządowych;Budy Rządowe;Buda Rządowa
Podskwarnego;Podskwarne;Podskwarny
Zanowinia;Zanowinie;Zanowinia
Sędzic;Sędzice;Sędzica
Czaplic;Czaplice;Czaplica
Stabunit;Stabunity;Stabunit
Czatków;Czatkowy;Czatek
Paszenek;Paszenki;Paszenka
Szepietowa-Janówki;Szepietowo-Janówka;Szepietowa-Janówki
Maszyc;Maszyce;Maszyca
Holenderek;Holenderki;Holenderka
Kańkowa;Kańkowo;Kańkowa
Lubrzy;Lubrza;Lubrze
Nowych Kęszyc;Nowe Kęszyce;Nowy Kęszyca
Reczkowa Starego;Reczków Stary;Reczkowa Stary
Huty Podłysicy;Huta Podłysica;Hut Podłysica
Kłoczewa;Kłoczew;Kłoczewo
Podstrzesza;Podstrzesze;Podstrzesza
Gałkowic Nowych;Gałkowice Nowe;Gałkowica Nowy
Orzenia;Orzeń;Orzenie
Orlego;Orle;Orlega
Rzepkowa;Rzepkowo;Rzepkowa
Kolonii Rudzisk;Kolonia Rudziska;Kolonia Rudzisko
Najdymowa;Najdymowo;Najdymowa
Orli;Orla;Orły
Dąbrowy-Michałek;Dąbrowa-Michałki;Dąbrowa-Michałka
Bujał;Bujały;Bujał
Budzyna-Lipnik;Budzyno-Lipniki;Budzyna-Lipnik
Ciborowa;Ciborów;Ciborowa
Półwioska Starego;Półwiosek Stary;Półwioska Stary
Bodaczowa;Bodaczów;Bodaczowa
Malanowa;Malanów;Malanowa
Konar;Konary;Konar
Nowego Gonnnego;Nowe Gonne;Nowy Gonnny
Tarnowej Łąki;Tarnowa Łąka;Tarnowa Łąk
Siedlik;Siedliki;Siedlik
Włostowic-Parceli;Włostowice-Parcele;Włostowica-Parcela
Talusów;Talusy;Talus
Pustkowa Wilczkowskiego;Pustków Wilczkowski;Pustkowa Wilczkowski
Baczy;Bacze;Bacz
Woli Bachornej;Wola Bachorna;Wol Bachorna
Nałęczy;Nałęcza;Nałęcz
Zabytowa;Zabytów;Zabytowa
Podleska;Podlesko;Podleska
Strykówka;Strykówko;Strykówka
Grozim;Grozimy;Grozima
Siestrzanek;Siestrzanki;Siestrzanka
Płocka;Płocko;Płocka
Wojciechowa PiątKolonii;Wojciechów-Kolonia Piąta;Wojciechowa PiątKolonia
Mierzwic-Kolonii;Mierzwice-Kolonia;Mierzwica-Kolonia
Szaradowa;Szaradowo;Szaradowa
Zbicka;Zbicko;Zbicka
Krzywani;Krzywań;Krzywany
Radowa;Radów;Radowa
Niedźwic;Niedźwice;Niedźwica
Tyszek-Nadbor;Tyszki-Nadbory;Tyszka-Nadbor
Tulic;Tulice;Tulica
Elzanowa;Elzanowo;Elzanowa
Goruńska;Goruńsko;Goruńska
Kwaskowa;Kwasków;Kwaskowa
Rusocina;Rusocin;Rusocina
Osmolina;Osmolin;Osmolino
Bochlewa;Bochlewo;Bochlew
Olkowa;Olkowo;Olkowa
Wilkonic;Wilkonice;Wilkonica
Skobielic;Skobielice;Skobielica
Dużej Kloni;Duża Klonia;Duża Klon
Półwioska Lubstowskiego;Półwiosek Lubstowski;Półwioska Lubstowski
Słabocina;Słabocin;Słabocina
Zgierszczańskiego;Zgierszczańskie;Zgierszczański
Rogajn;Rogajny;Rogajn
Wiśniówka;Wiśniówek;Wiśniówka
Siedliszcza;Siedliszcze;Siedliszcza
Starego Stręczyna;Stary Stręczyn;Stary Stręczyna
Kolonii Probarku;Kolonia Probark;Kolonia Probarek
Jankowic Małych;Jankowice Małe;Jankowica Mała
Lubieszy;Lubiesza;Lubiesz
Borzęcina Małego;Borzęcin Mały;Borzęcina Mały
Węsiór;Węsiory;Węsiór
Malinowa;Malinowo;Malinowa
Kubłowa Małego;Kubłowo Małe;Kubłów Mały
Jedamek;Jedamki;Jedamka
Olszyca-Folwarku;Olszyc-Folwark;Olszyca-Folwark
Kołecka;Kołecko;Kołecek
Jesionowa;Jesionowo;Jesionowa
Gurby;Gurba;Gurb
Eugeniowa;Eugeniów;Eugeniowa
Zamojsciec;Zamojsce;Zamojsciec
Łagiewek;Łagiewki;Łagiewka
Podrzewia;Podrzewie;Podrzew
Chałupek Łaziskich;Chałupki Łaziskie;Chałupka Łaziski
Rozłogów;Rozłogi;Rozłóg
Błażejowic;Błażejowice;Błażejowica
Nowego Cygowa;Nowy Cygów;Nowy Cygowa
Dębniałek Kaliskich;Dębniałki Kaliskie;Dębniałka Kaliski
Ciecierzyc;Ciecierzyce;Ciecierzyca
Sukowic;Sukowice;Sukowica
Chełchów;Chełchy;Chełch
Starek;Starki;Starka
Dąbrowy-Cherubin;Dąbrowa-Cherubiny;Dąbrowa-Cherubin
Nowego Lubiejewa;Nowe Lubiejewo;Nowy Lubiejewa
Dziadów;Dziady;Dziad
Wierzbiszek;Wierzbiszki;Wierzbiszek
Podszyna;Podszyn;Podszyna
Dobrzyniewa Dużego;Dobrzyniewo Duże;Dobrzyniewa Duży
Nowych Murs;Nowe Mursy;Nowy Murs
Zawieprzyc;Zawieprzyce;Zawieprzyca
Kotani;Kotań;Kotan
Przedmieścia Czudeckiego;Przedmieście Czudeckie;Przedmieście Czudecki
Gib;Giby;Giba
Dęblina;Dęblin;Dęblina
Pluszkiejm;Pluszkiejmy;Pluszkiejm
Posady;Posada;Posad
Ligoty Zameckiej;Ligota Zamecka;Ligot Zamecka
Posad;Posady;Posad
Jaksiczek;Jaksiczki;Jaksiczka
Spólnego;Spólne;Spólny
Karchowa;Karchowo;Karchów
Dziegietni;Dziegietnia;Dziegiecień
Grochów-Pogorzeli;Grochy-Pogorzele;Groch-Pogorzel
Chwałowa;Chwałowo;Chwałowa
Kłodnik;Kłodniki;Kłodnik
Pniowa;Pniów;Pniowa
Herman;Hermany;Herman
Piotrowa Drugiego;Piotrowo Drugie;Piotrowa Drugi
Maślaków;Maślaki;Maślak
Starych Gut;Stare Guty;Stara Gut
Jodozior;Jodoziory;Jodozior
Suszek;Suszki;Suszka
Spalin Małych;Spaliny Małe;Spalina Mała
Bojszów;Bojszowy;Bojsz
Jeleniej Góry;Jelenia Góra;Jelenia Gór
Brzezic;Brzezice;Brzezica
Radoszkowic;Radoszkowice;Radoszkowica
Cybulina;Cybulino;Cybulina
Kolonii Paprotek;Kolonia Paprotki;Kolonia Paprotka
Biskupnicy;Biskupnica;Biskupnik
Rzeszyna;Rzeszyn;Rzeszyna
Stypułek-Święch;Stypułki-Święchy;Stypułka-Święcho
Kułaków;Kułaki;Kułak
Szlas-Łozina;Szlasy-Łozino;Szlas-Łozina
Kielna;Kielno;Kielna
Prętek;Prętki;Prętka
Miłkowic-Janków;Miłkowice-Janki;Miłkowica-Janek
Grzymek;Grzymki;Grzymka
Mroczkowa-Kapturowa;Mroczków-Kapturów;Mroczkowa-Kapturowa
Rybakówki Osowa;Rybakówka Osowo;Rybakówka Osowa
Trablic;Trablice;Trablica
Chromca;Chromiec;Chromca
Kolonii Słabowa;Kolonia Słabowo;Kolonia Słabowa
Sławutówka;Sławutówko;Sławutówka
Raciążka;Raciążek;Raciążka
Pabierowic;Pabierowice;Pabierowica
Zagorzyna;Zagorzyn;Zagorzyna
Nowego Rzędkowa;Nowy Rzędków;Nowy Rzędkowa
Szonieńca;Szoniec;Szonieniec
Bobięcina;Bobięcino;Bobięcina
Dobrzyniewa Fabrycznego;Dobrzyniewo Fabryczne;Dobrzyniewa Fabryczny
Lipowej Góry;Lipowa Góra;Lipowa Gór
Długopola;Długopole;Długopola
Klejnowa;Klejnowo;Klejnowa
Masłowic Tuchomskich;Masłowice Tuchomskie;Masłowica Tuchomski
Kupny;Kupna;Kupny
Księżej Woli;Księża Wola;Księża Wol
Dębogór;Dębogóry;Dębogór
Pierożków;Pierożki;Pierożek
Bud Przybyłowskich;Budy Przybyłowskie;Buda Przybyłowski
Redlina;Redlino;Redlina
Śmieszkowa;Śmieszkowo;Śmieszkowa
Długich Parceli;Długie Parcele;Długie Parcela
Kołczygłów;Kołczygłowy;Kołczygieł
Nowych Oknin;Nowe Okniny;Nowy Oknina
Kępy Kujawskiej;Kępa Kujawska;Kęp Kujawska
Andrzejek;Andrzejki;Andrzejka
Skajzgir;Skajzgiry;Skajzgir
Księżostan-Kolonii;Księżostany-Kolonia;Księżostan-Kolonia
Kolonii Mawr;Kolonia Mawry;Kolonia Mawra
Woli Pomianowej;Wola Pomianowa;Wol Pomianowa
Sienieńca;Sieniec;Sienieniec
Gbisk;Gbiska;Gbisko
Lutego;Lute;Luty
Okunina;Okunino;Okunina
Łęk Dukielskich;Łęki Dukielskie;Łęk Dukielski
Grojca;Grojec;Grojciec
Koloni Podgajów;Kolonia Podgaje;Kolon Podgaj
Łążek;Łążki;Łążek
Modliborza;Modlibórz;Modliborze
Warpech Nowych;Warpechy Nowe;Warpech Nowy
Szałstr;Szałstry;Szałstr
Nieradowic;Nieradowice;Nieradowica
Konstancina;Konstancin;Konstancina
Stryjewa Małego;Stryjewo Małe;Stryjewa Mały
Wieski-Wsi;Wieska-Wieś;Wieska-Ws
Ryżyna;Ryżyn;Ryżyna
Kolonii Kunek;Kolonia Kunki;Kolonia Kunek
Nizin;Niziny;Nizina
Ciela;Ciele;Ciel
Bogdańczewa;Bogdańczew;Bogdańczewo
Kolonii Przybkowa;Kolonia Przybkowo;Kolonia Przybkowa
Szylin;Szyliny;Szylina
Sadkowa;Sadkowo;Sadkowa
Tuchlina;Tuchlino;Tuchlina
Karolina;Karolin;Karolina
Królowa;Królów;Królowa
Małej Woli;Mała Wola;Mała Wol
Potachów;Potachy;Potach
Starego Garbowa;Stary Garbów;Stary Garbowa
Najmusów;Najmusy;Najmus
Dobieszewic;Dobieszewice;Dobieszewica
Ozieran Wielkich;Ozierany Wielkie;Ozieran Wielki
Samowa;Samowo;Samowa
Pięciowłók;Pięciowłóki;Pięciowłók
Młyniewa;Młyniewo;Młyniewa
Ziąbek;Ziąbki;Ziąbek
Starego Kawkowa;Stare Kawkowo;Stary Kawkowa
Dzietrzychowa;Dzietrzychowo;Dzietrzychów
Karbowa;Karbowo;Karbowa
Żerdna;Żerdno;Żerdna
Szczecinka;Szczecinek;Szczecinka
Lutówka-Młyna;Lutówko-Młyn;Lutówka-Młyn
Dobrzan;Dobrzany;Dobrzana
Kolonii Wygonowa;Kolonia Wygonowo;Kolonia Wygonowa
Ostrego Rogu;Ostry Róg;Ostry Rog
Czosaków-Dębu;Czosaki-Dąb;Czosak-Dąb
Wądołków-Bućk;Wądołki-Bućki;Wądołek-Bućk
Siekówka;Siekówko;Siekówka
Jagodnik;Jagodniki;Jagodnik
Komorczyna;Komorczyn;Komorczyna
Jastrzębia Dziemiańskiego;Jastrzębie Dziemiańskie;Jastrząb Dziemiański
Wilkowuj;Wilkowuje;Wilkowuj
Jukowa;Juków;Jukowa
Kretomina;Kretomino;Kretomin
Kaszub;Kaszuby;Kaszuba
Staświn-Osady;Staświny-Osada;Staświn-Osada
Aptyntynt;Aptynty;Aptyntynt
Kobieli Wielkich;Kobiele Wielkie;Kobiel Wielki
Wasilczyk;Wasilczyki;Wasilczyk
Jerzmanowic;Jerzmanowice;Jerzmanowica
Dobrzeszowa;Dobrzeszów;Dobrzeszowa
Zblutowa;Zblutowo;Zblutowa
Żelazek;Żelazki;Żelazko
Bojanówki;Bojanówka;Bojanówki
Poznachowic Dolnych;Poznachowice Dolne;Poznachowica Dolny
Tokar Drugich;Tokary Drugie;Tokar Drugie
Straszowej Woli;Straszowa Wola;Straszowa Wol
Bilskiej Wola-Koli;Bilska Wola-Kolonia;Bilskiej Wola-Kol
Nożewa;Nożewo;Nożewa
Dąbrowy-Tworek;Dąbrowa-Tworki;Dąbrowa-Tworek
Lubani-Lipin;Lubania-Lipiny;Lubania-Lipina
Zielonego Ludowego;Zielone Ludowe;Zielone Ludowy
Głąbowa;Głąbowo;Głąbowa
Kolonii Łaś-Toczyłowsi;Kolonia Łaś-Toczyłowo;Kolonii Łaś-Toczyłowieś
Górek Dużych;Górki Duże;Górka Duży
Kolonii Zawad;Kolonia Zawady;Kolonia Zawada
Przydarginia;Przydargiń;Przydarginia
Chruścicic;Chruścice;Chruścicica
Trzemienka;Trzemienko;Trzemienka
Mącicic;Mącice;Mącicica
Wierzbówka;Wierzbówek;Wierzbówka
Rudki-Skrody;Rudka-Skroda;Rudka-Skród
Główczyna-Towarzystwa;Główczyn-Towarzystwo;Główczyna-Towarzystwo
Szpitar;Szpitary;Szpitara
Włodzimirowa;Włodzimirów;Włodzimirowa
Procisnego;Procisne;Procisny
Proszówek;Proszówki;Proszówka
Palczewa;Palczew;Palczewo
Na Księżnym Polu;Na Księżnym Polu;Ne Księżna Pol
Okonina;Okonin;Okonina
Kars Dolnych;Karsy Dolne;Karsa Dolny
Gryżyny;Gryżyna;Gryżyny
Wytyczna;Wytyczno;Wytyczna
Małego Pułkowa;Małe Pułkowo;Mały Pułkowa
Gryżyna;Gryżyno;Gryżyna
Budziwojowic;Budziwojowice;Budziwojowica
Znosek;Znoski;Znoska
Redczyczyc;Redczyce;Redczyczyca
Bukowego;Bukowe;Bukowy
Ruszkowa;Ruszkowo;Ruszkowa
Czapli-Kolonii;Czaple-Kolonia;Czapla-Kolonia
Dramina;Dramino;Dramina
Krerowa;Krerowo;Krerowa
Dylowa Rządowego;Dylów Rządowy;Dylowa Rządowy
Posady Jaćmierskiej;Posada Jaćmierska;Posad Jaćmierska
Starego Cydzyna;Stary Cydzyn;Stary Cydzyna
Pokomszy;Pokomsze;Pokomsza
Kłosów;Kłosy;Kłos
Radwankowa Królewskiego;Radwanków Królewski;Radwankowa Królewski
Podlesia Kościelnego;Podlesie Kościelne;Podleś Kościelny
Gajewca;Gajewiec;Gajewca
Ciotuszy Starej;Ciotusza Stara;Ciotusz Stara
Skib;Skiby;Skiba
Czermna;Czermno;Czermna
Różanowa;Różanów;Różanowa
Cieślanek;Cieślanki;Cieślanka
Białocina;Białocin;Białocina
Kolonii Marcelin;Kolonia Marcelin;Kolonia Marcelina
Perkujek;Perkujki;Perkujka
Piotrkowa Borowskiego;Piotrków Borowski;Piotrkowa Borowski
Nowych Gnatowic;Nowe Gnatowice;Nowy Gnatowica
Bryszek;Bryszki;Bryszek
Kłecka;Kłecko;Kłecek
Lgoty Małej;Lgota Mała;Lgot Mała
Liska;Lisek;Lisko
Strzeczony;Strzeczona;Strzeczony
Łuszczanowa;Łuszczanów;Łuszczanowa
Sztabina;Sztabin;Sztabina
Czekarzewic Pierwszych;Czekarzewice Pierwsze;Czekarzewica Pierwsza
Pielic;Pielice;Pielica
Lisewa;Lisew;Lisewa
Czciradza;Czciradz;Czciradza
Depauli;Depaula;Depaul
Kolonii Dzierzążna Małego;Kolonia Dzierzążno Małe;Kolonia Dzierzążna Mały
Ułanowa;Ułanowo;Ułanowa
Stamirowic;Stamirowice;Stamirowica
Zwleczy;Zwlecza;Zwlecz
Wycinek Osowskich;Wycinki Osowskie;Wycinek Osowski
Malawicz Górnych;Malawicze Górne;Malawicz Górny
Radziątkowa;Radziątków;Radziątkowa
Starej Korytnicy;Stara Korytnica;Stara Korytnik
Chełstowa;Chełstów;Chełstowa
