Dopełniacz;Mianownik;Wynik Stemmera
Krasnegostawu;Krasnystaw;Krasnegostaw;ACAAAAA 
Osiedla Marchlewskiego;Osiedle Marchlewskiego;Osiedle Marchlewski;BDA CBA 
Komorowa;Komorowo;Komorowa;ADACCAA 
Ogieniowa;Ogieniowo;Ogieniowa;ADACCAA 
Wiechciejewa;Wiechciejewo;Wiechciejewa;ADAAA 
Zagrody Inwalidów;Zagroda Inwalidów;Zagroda Inwalida;ADAAA AABDAA 
Mniszek-Parceli;Mniszki-Parcela;Mniszek-Parcela;ADAB ADACBABA 
Wierzbin;Wierzbiny;Wierzbina;ADAAA 
Kolonii Nowego Ratynieńca;Kolonia Nowy Ratyniec;Kolonia Nowy Ratynieniec;ADACBAA CAB ACACBC 
Półwieskich Gór;Półwieskie Góry;Półwieski Gór;CBA ACAAAAA 
Górki do Kościoła;Górka do Kościoła;Górka da Kościół;ADAB ADAB ACAABAA 
Michałopola;Michałopol;Michałopola;ADACBAA 
Lusławic Małych;Lusławice Małe;Lusławica Mała;ADACABB ADACCBA 
Skórznik;Skórzniki;Skórznik;ACABBA 
Kobył;Kobyły;Kobyła;ADAAA 
Nowych Sadkowic;Nowe Sadkowice;Nowy Sadkowica;CAB ADACABB 
Borków Lisowskich;Borki Lisowskie;Borek Lisowski;ACABBA CBA 
Główczynka;Główczynek;Główczynka;ADAB 
Rumiana;Rumian;Rumiana;ADAAA 
Mechelinek;Mechelinki;Mechelinka;ADAB 
Waśniewa-Grabowa;Waśniewo-Grabowo;Waśniewa-Grabowa;ADAAA CAB 
Wojnit;Wojnity;Wojnit;ACAAAAA 
Syr;Syry;Syr;AAACAAAC 
Polanki Hallera;Polanka Hallera;Polanka Haller;ADAB ACAABAA 
Małego Stobna;Małe Stobno;Mały Stobna;CAB ADACCBA 
Podlesia Dolnego;Podlesie Dolne;Podleś Dolny;AAABAB CAB 
Jeżewa;Jeżew;Jeżewa;ADAAA 
Będzyna;Będzyn;Będzyna;ADAAA 
Górek Grabińskich;Górki Grabińskie;Górka Grabiński;ADAB ADACCBB 
Osiedla Zielonej Góry;Osiedle Zielona Góra;Osiedle Zielona Gór;BDA CAB ACAAAAA 
Twardocicic;Twardocice;Twardocicica;ADACABB 
Potaszni;Potasznia;Potaszeń;ACACBAA 
Kolonii Dudów;Kolonie Dudy;Kolonia Dudowa;ADACBAA ADAAA 
Krótkich Hub;Krótkie Huby;Krócy Hub;AFEC ACAAAAA 
Podszczepia;Podszczepie;Podszczepia;ADACBAA 
Kolonii Rzekunia;Kolonia Rzekuń;Kolonia Rzekunia;ADACBAA ADACBBB 
Czworanków;Czworanki;Czworanek;ACABBA 
Bandyś;Bandysie;Bandyś;AAABAB 
Osiedla Przemysłowego;Osiedle Przemysłowe;Osiedle Przemysłowy;BDA CAB 
Sieniawy GórniczOsiedla;Sieniawa-Osiedle Górnicze;Sieniawy GórniczOsiedle;BDA 
Kociejewa;Kociejewo;Kociejewa;ADAAA 
Dobrca;Dobrzec;Dobrca;AABCBB 
Dobczyczyc;Dobczyce;Dobczyczyca;ADACABB 
Rudy-Łosia;Ruda-Łoś;Ruda-Łosie;ADAAA AEBAC 
Woli Korytnickiej;Wola Korytnicka;Wol Korytnicka;ACACAA CBA 
Ciółkówka;Ciółkówko;Ciółkówka;ADAB 
Kozienic-Kolonii;Kozienice-Kolonia;Kozienica-Kolonia;ADACABB ADACBAA 
Dybowa Szlacheckiego;Dybów Szlachecki;Dybowa Szlachecki;CAB CBA 
Kiników;Kiniki;Kinik;ABAC 
Tajna Łanowego;Tajno Łanowe;Tajna Łanowy;ADAAA CAB 
Ruskiego Boru;Ruski Bór;Ruski Bor;CBA ACAAAAA 
Trzepnicy-Kolonii;Trzepnica-Kolonia;Trzepnik-Kolonia;AAACBA ADACBAA 
Świniokrza Włościańskiego;Świniokierz Włościański;Świniokrz Włościański;AAABD CBA 
Józefowa Guzowskiego;Józefów Guzowski;Józefowa Guzowski;ADACCAA CBA 
Tuchlinka;Tuchlinek;Tuchlinka;ADAB 
Szewc Owsianych;Szewce Owsiane;Szewc Owsiany;AAACAAAA CAB 
Zbożniego;Zbożnie;Zbożni;AAFC 
Hub Juncewskich;Huby Juncewskie;Hub Juncewski;ACAAAAA CBA 
Pomigacz;Pomigacze;Pomigacz;ACACBBA 
Kolonii Miesięcy;Kolonia Miesiące;Kolonia Miesiąc;ADACBAA ACACBBA 
Staników;Staniki;Stanik;ACABBA 
Dwerniczka;Dwerniczek;Dwerniczka;ADAB 
Szczerkowa;Szczerków;Szczerkowa;CAB 
Pilźnionka;Pilźnionek;Pilźnionka;ADAB 
Woli Średniej;Wola Średnia;Wol Średnia;ACACAA CBB 
Majaczewic;Majaczewice;Majaczewica;ADACABB 
Kolonii Klisina;Kolonia Klisino;Kolonia Klisina;ADACBAA ADAAA 
Brzustówka;Brzustówek;Brzustówka;ADAB 
Osiedla Drugiegiego Pułku Lotniczego;Osiedle Drugiego Pułku Lotniczego;Osiedle Drugiegi Pułek Lotniczy;BDA CBA ABAC AAEB 
Dużego Sadka;Duży Sadek;Duży Sadka;AAEA ADAB 
Lutczy;Lutcza;Lutcz;ACACBBA 
Falatycz;Falatycze;Falatycz;ADCAB 
Grabina;Grabin;Grabina;ADAAA 
Dębołęki;Dębołęka;Dębołęki;AGBB 
Smogorzewca;Smogorzewiec;Smogorzewce;AEBAA 
Magdalenek;Magdalenki;Magdalenka;ADAB 
Chróstów;Chrósty;Chrósta;AABDAA 
Grabia;Grabie;Grabia;AABAA 
Ścienna;Ścienno;Ścienna;CAB 
Grabi;Grabia;Grabie;BBCA 
Kierzkówka;Kierzkówek;Kierzkówka;ADAB 
Walców;Walce;Walec;AAACAAAA 
Kosówek;Kosówki;Kosówka;ADAB 
Gocłowa;Gocłowo;Gocłów;ABABAAA 
Giełczyczyc;Giełczyce;Giełczyczyca;ADACABB 
Kozarzyna;Kozarzyn;Kozarzyna;AABCBAA 
Klusiów;Klusie;Kluś;AAABAB 
Buksewa;Buksewo;Buksewa;ADAAA 
Harmęż;Harmęże;Harmęż;ACACBBA 
Dębnicy-Wybudowań;Dębnica-Wybudowania;Dębnica-Wybudowanie;ADACABB AEBAA 
Rzepowa;Rzepowo;Rzepowa;CAB 
Zbędowic;Zbędowice;Zbędowica;ADACABB 
Plecemina;Plecemin;Plecemina;ADAAA 
Dąbia-Dolin;Dąbie-Doliny;Dąbia-Dolina;ADACBAA ADAAA 
Witanówka;Witanówek;Witanówka;ADAB 
Osetna Zaruzieńskiego;Osetno Zaruzieńskie;Osetno Zaruzieński;AEAAAB CBA 
Cierpiszy;Cierpisze;Cierpisz;ACACBBA 
Nowych Wągier;Nowe Wągry;Nowy Wągier;CAB ABABAAA 
Szelejewa Drugiego;Szelejewo Drugie;Szelejewa Drugi;ADAAA CBA 
Bojszowa;Bojszów;Bojszowa;ADACCAA 
Brześcia Małego;Brzeście Małe;Brzeście Mały;AEBAA CAB 
Starych Wojsławic;Stare Wojsławice;Stara Wojsławica;CAA ADACABB 
Roździenieńca;Roździeniec;Roździenieniec;ACACBC 
Olganowa;Olganów;Olganowa;ADACCAA 
Tęgoborza;Tęgobórz;Tęgoborze;AEBAB 
Kolonii Chmielowej;Kolonia Chmielów;Kolonia Chmielowa;ADACBAA CAB 
Białych Błot;Białe Błota;Biały Błota;CAB ADAAA 
Białego Błota;Białe Błoto;Biały Błota;CAB ADAAA 
Starego Chojna;Stare Chojno;Stary Chojna;CAA ADAAA 
Pierzchnicy;Pierzchnica;Pierzchnik;AAACBA 
Modły-Holendrów;Modła-Holendry;Modły-Holender;AGAB AAACAAAB 
Jerut;Jeruty;Jerut;ACAAAAA 
Korycina;Korycin;Korycina;ADAAA 
Złocienieńca;Złocieniec;Złocienieniec;ACACBC 
Kuzek;Kuzki;Kuzka;ADAB 
Grębowa;Grębowo;Grębowa;CAB 
Strużysk;Strużyska;Strużysko;AEAAAA 
Kobylina-Latek;Kobylin-Latki;Kobylina-Latka;ADAAA ADAB 
Przydarginia-Kolonii;Przydargiń-Kolonia;Przydarginia-Kolonia;ADACBAA ADACBAA 
Ciekun;Ciekuny;Ciekun;AAAAAA 
Wesółek;Wesółki;Wesółka;ADAB 
Kleszczowic;Kleszczowice;Kleszczowica;ADACABB 
Samsieczynka;Samsieczynek;Samsieczynka;ADAB 
Możnego;Możne;Możny;CAB 
Winnny-Wypych;Winna-Wypychy;Winnna-Wypy;ADAAA CAB 
Wągłczewa-Kolonii;Wągłczew-Kolonia;Wągłczewo-Kolonia;AEAAAB ADACBAA 
Gomulina-Kolonii;Gomulin-Kolonia;Gomulina-Kolonia;ADAAA ADACBAA 
Nowych Drzewc;Nowe Drzewce;Nowy Drzewce;CAB AEBAA 
Woli Żyznej;Wola Żyzna;Wol Żyzna;ACACAA ADACCBA 
Nowolipek;Nowolipki;Nowolipka;ADAB 
Łyżew;Łyżwy;Łyżwa;ADAAA 
Widełki;Widełka;Widełki;AGBA 
Rytnego;Rytne;Rytny;CAB 
Owsisisk;Owsiska;Owsisisko;AEAAAA 
Dobrzenia;Dobrzeń;Dobrzenie;AEBAA 
Małego Kacka;Mały Kack;Mały Kacka;CAB ADAB 
Widełek;Widełki;Widełko;AEAAAA 
Zaźródla;Zaźródle;Zaźródel;ACACBAA 
Ostromic;Ostromice;Ostromica;ADACABB 
Mącznik Pierwszych;Mączniki Pierwsze;Mącznik Pierwsza;ACABBA CAB 
Białężyc;Białężyce;Białężyc;ACACBC 
Jeleńskiej Huty;Jeleńska Huta;Jeleńska Hut;ADACCBB ACAAAAA 
Reklina;Reklin;Reklina;ADAAA 
Kwiatkowisk;Kwiatkowiska;Kwiatkowisko;AEAAAA 
Głębinowa;Głębinów;Głębinowa;ADAAA 
Strzydzewa;Strzydzew;Strzydzewo;AEAAAB 
Kępy Chwałowskiej;Kępa Chwałowska;Kęp Chwałowska;ACAAAAA ADACCBB 
Dziemianówki;Dziemianówka;Dziemianówki;AGBA 
Kotlików;Kotliki;Kotlik;ABAC 
Nad Odrą;Nad Odrą;Nada Odra;ADAAA ADAAA 
Bałcyn;Bałcyny;Bałcyna;ADAAA 
Węglowa;Węglów;Węglowa;CAB 
Na Kole;Na Kole;Ne Kol;AEBAA ACACAA 
Nowej Wsi Lednogórskiej;Nowa Wieś Lednogórska;Nowa Ws Lednogórska;ADACCAA AAADAA ADACCBB 
Lusztykowa;Lusztyków;Lusztykowa;CAB 
Nowej Wsi Tworoskiej;Nowa Wieś Tworoska;Nowa Ws Tworoska;ADACCAA AAADAA ADACCBB 
Dziekanowa Polsknego;Dziekanów Polski;Dziekanowa Polskny;ADACCAA CAB 
Piotrkówka Małego;Piotrkówek Mały;Piotrkówka Mały;ADAB CAB 
Bielic-Kolonii;Bielice-Kolonia;Bielica-Kolonia;ADACABB ADACBAA 
Osiedla Karola Świerczewskie;Osiedle Karola Świerczewskiego;Osiedle Karola Świerczewska;BDA ADACBAA ADACCBB 
Maliszewa-Łynek;Maliszewo-Łynki;Maliszewo-Łynka;AEAAAB ADAB 
Osiedla Warpia;Osiedle Warpie-Wschód;Osiedla Warp;ABAABA 
Żurawiej Kępy;Żurawia Kępa;Żurawa Kęp;ADACCBB ACAAAAA 
Łączek Kucharskich;Łączki Kucharskie;Łączka Kucharski;ADAB CBA 
Wiglowic;Wiglowice;Wiglowica;ADACABB 
Kolonii Huty Tarnawackiej;Kolonia Huta Tarnawacka;Kolonia Hut Tarnawacka;ADACBAA ACAAAAA CBA 
Warn;Warny;Warn;ACAAAAA 
Dziecinowa;Dziecinów;Dziecinowa;ADAAA 
Puław Górnych;Puławy Górne;Puława Górny;ADAAA AAEC 
Bezdębic;Bezdębice;Bezdębica;ADACABB 
Sławin;Sławiny;Sławina;ADAAA 
Masiarzów;Masiarze;Masiarz;AAABAB 
Hynkowa;Hynków;Hynkowa;CAB 
Nowego Bełszewa;Nowe Bełszewo;Nowy Bełszewo;CAB AEAAAB 
Wroczkowa;Wroczków;Wroczkowa;CAB 
Nysy;Nysa;Nys;ACAAAAA 
Rekcina;Rekcin;Rekcina;ADAAA 
Kolonii Ciecierzyna;Kolonia Ciecierzyn;Kolonia Ciecierzyna;ADACBAA ADAAA 
Klęczany;Klęczana;Klęczan;ACAAAAA 
Paprotni;Paprotna;Paprotnia;CAB 
Bulowic;Bulowice;Bulowica;ADACABB 
Przybiernowa;Przybiernów;Przybiernowa;ADAAA 
Ząbrów;Ząbry;Ząbrowa;ADAAA 
Oczkowa;Oczków;Oczkowa;CAB 
Klęczan;Klęczany;Klęczan;ACAAAAA 
Gajówki Kochcicic;Gajówka Kochcice;Gajówka Kochcicica;ADAB ADACABB 
Małkiń;Małkinie;Małkini;ADBB 
Szymczyków;Szymczyki;Szymczyk;ABAC 
Załęża-Wypych;Załęże-Wypychy;Załąż-Wypy;ABAAC CAB 
Kiedrowic;Kiedrowice;Kiedrowica;ADACABB 
U Morawca;U Morawca;U Morawiec;AEBAA AAACBA 
Niewiadomia Dolnego;Niewiadom Dolny;Niewiadomia Dolny;ADACBAA CAB 
Adamczowic;Adamczowice;Adamczowica;ADACABB 
Starochęcin;Starochęciny;Starochęcina;ADAAA 
Kolonii Rojkowa;Kolonia Rojków;Kolonia Rojkowa;ADACBAA CAB 
Katryniaków;Katryniacy;Katryniak;ABAC 
Szczur;Szczury;Szczur;ABABAAA 
Kopisk Małych;Kopiska Małe;Kopisko Mała;AEAAAA ADACCBA 
Łaguszewa;Łaguszew;Łaguszewo;AEAAAB 
Bulianowa-Gajówki;Bulianów-Gajówka;Bulianowa-Gajówka;ADACCAA ADAB 
Ulini;Ulinia;Ulin;AAADAA 
Kolonii Połupina;Kolonia Połupin;Kolonia Połupina;ADACBAA ADAAA 
Tuszynka;Tuszynek;Tuszynka;ADAB 
Nowego Zagóra;Nowy Zagór;Nowy Zagóra;CAB AABCBAB 
Olesiowa;Olesiów;Olesiowa;ADACCAA 
Popowa Wonieskiego;Popowo Wonieskie;Popowa Wonieski;CAB CBA 
Starego Grabiąża;Stary Grabiąż;Stary Grabiąża;CAA ADACABB 
Nowych Krąplewic;Nowe Krąplewice;Nowy Krąplewica;CAB ADACABB 
Drążna-Holendrów;Drążno-Holendry;Drążna-Holender;ADACCBA AAACAAAB 
Chojenka;Chojenek;Chojenka;ADAB 
Kućmów;Kućmy;Kućm;ACAAAAA 
Zbuczyna;Zbuczyn;Zbuczyna;ADAAA 
Reszkowa;Reszkowo;Reszkowa;CAB 
Komorowa-Majątku;Komorowo-Majątek;Komorowa-Majątek;ADACCAA ACABA 
Nowej Pilicy;Nowa Pilica;Nowa Pilik;ADACCAA AAACBA 
Kolonii Sławęcina;Kolonia Sławęcin;Kolonia Sławęcina;ADACBAA ADAAA 
Rzewnowa;Rzewnowo;Rzewnowa;ADAAA 
Gajówki-Parceli;Gajówka-Parcel;Gajówka-Parcela;ADAB ADACBABA 
Morzyny;Morzyna;Morzyn;ACAAAAA 
Gołożyn;Gołożyny;Gołożyna;ADAAA 
Boręt Pierwszych;Boręty Pierwsze;Boręt Pierwsza;ACAAAAA CAB 
Pod Polanami;Pod Polanami;Poda Polano;ADAAA AEAAAB 
Trześniowa;Trześniów;Trześniowa;ADACCAA 
Leonowa;Leonów;Leonowa;CAB 
Ciepielowic;Ciepielowice;Ciepielowica;ADACABB 
Taborki;Taborka;Taborki;AGBB 
Szczyglic;Szczyglice;Szczyglica;ADACABB 
Reputów;Reputy;Reput;AAACAAAB 
Lelic;Lelice;Lelica;ADACABB 
Goszczanowa;Goszczanów;Goszczanowa;ADACCAA 
Gorzałowa;Gorzałów;Gorzałowa;ADACCAA 
Osiedla Bohaterów Westerplatte;Osiedle Bohaterów Westerplatte;Osiedle Bohater Westerplatte;BDA AAAAAA AGCD 
Przesmyk;Przesmyki;Przesmyk;ACABA 
Tyrowa;Tyrowo;Tyrowa;ADACCAA 
Marzelewa;Marzelewo;Marzelew;AAADAA 
Kresów Muniaczkowskich;Kresy Muniaczkowskie;Kres Muniaczkowski;ACAAAAA CBA 
Lipich Gór;Lipie Góry;Lipi Gór;CBA ACAAAAA 
Szrop;Szropy;Szrop;ACAAAAA 
Godętowa;Godętowo;Godętowa;CAB 
Marszewskiej Koloni;Marszewska Kolonia;Marszewska Kolon;ADACCBB AAADAA 
Trzebcin;Trzebciny;Trzebcina;ADAAA 
Niwy-Kawek;Niwa-Kawki;Niwus-Kawka;ACAAAAA ADAB 
Woźnik Hub;Woźniki Huby;Woźnik Hub;AAACBA ACAAAAA 
Rzemienia;Rzemień;Rzemię;AECB 
Lesińców;Lesińce;Lesiniec;ABAAAB 
Winnny Starej;Winna Stara;Winnna Stara;ADAAA CAA 
Zarola;Zarole;Zarola;ADACBAA 
Cigacicic;Cigacice;Cigacicica;ADACABB 
Horoszcza;Horoszcze;Horoszcz;AAAAB 
Kajetan;Kajetany;Kajetan;ACAAAAA 
Woli;Wola;Wol;ACACAA 
Głogówka;Głogówek;Głogówka;ADAB 
Lewandowa;Lewandów;Lewandowa;ADAAA 
Hanowa;Hanów;Hanowa;ADACCAA 
Zalesian;Zalesiany;Zalesiano;AEAAAB 
Grabówka;Grabówko;Grabówka;ADAB 
Talarkowa;Talarkowo;Talarkowa;CAB 
Grabówek;Grabówki;Grabówka;ADAB 
Kiljanowa;Kiljanowo;Kiljanowa;ADACCAA 
Pawelec;Pawelce;Pawelec;ABAAAB 
Kalnikowa;Kalników;Kalnikowa;ADACCAA 
Rogówka;Rogówek;Rogówka;ADAB 
Moskwików;Moskwiki;Moskwik;ACABA 
Kniatka;Kniatek;Kniatka;ADAB 
Gordanowa;Gordanowo;Gordanowa;ADACCAA 
Łąga-Wądołów;Łąg-Wądoły;Łąg-Wądół;ACABBA ACAAAAA 
Kiedrzyna;Kiedrzyn;Kiedrzyna;ADAAA 
Kątników-Kolonii;Kątniki-Kolonia;Kątnik-Kolonia;ACABBA ADACBAA 
Pod Niemcowiznę;Pod Niemcowiznę;Poda Niemcowizna;ADAAA ADAAA 
Mokoszyna-Kolonii;Mokoszyn-Kolonia;Mokoszyna-Kolonia;ADAAA ADACBAA 
Kochli;Kochle;Kochla;ADACBAA 
Machcinka;Machcinko;Machcinka;ADAB 
Widerki;Widerka;Widerek;ACABBA 
Rzecina;Rzecin;Rzecina;ADAAA 
Nowej Łeknicy;Nowa Łeknica;Nowa Łeknik;ADACCAA AAACBA 
Zielonego Grądu;Zielony Grąd;Zielone Grąd;AEBBB ACAAAAA 
Czerwina;Czerwin;Czerwina;ADAAA 
Gwizdał;Gwizdały;Gwizdał;ACAAAAA 
Belska Małego;Belsk Mały;Belsko Mały;AEAAAA CAB 
Półsierakowa;Półsieraków;Półsierakowa;CAB 
Samszyc;Samszyce;Samszyca;AGCA 
Orzeszyna;Orzeszyn;Orzeszyna;ADAAA 
Darowic;Darowice;Darowica;ADACABB 
Chwałkowa;Chwałkowo;Chwałkowa;CAB 
Kęckich Gór;Kęckie Góry;Kęcki Gór;CBA ACAAAAA 
Lubsina;Lubsin;Lubsina;ADAAA 
Daniszyna;Daniszyn;Daniszyna;ADAAA 
Pławinka;Pławinek;Pławinka;ADAB 
Zaprzykopia;Zaprzykopie;Zaprzykopia;ADACBAA 
Mieleszkowiec Zalesiańskich;Mieleszkowce Zalesiańskie;Mieleszkowiec Zalesiański;ABAAAB CBA 
Świerny;Świerna;Świerny;AAEC 
Bukowa-Parceli;Buków-Parcel;Bukowa-Parcela;CAB ADACBABA 
Kątku;Kątek;Kątko;AEAAAA 
Zahajek;Zahajki;Zahajka;ADAB 
Sierszy;Siersza;Siersz;ACACBBA 
Wiązownicy-Kolonii;Wiązownica-Kolonia;Wiązownik-Kolonia;AAACBA ADACBAA 
Wieprzca;Wieprzec;Wieprzca;AABCBB 
Chełmiec;Chełmce;Chełmiec;ABAAAB 
Czaplina;Czaplino;Czaplin;ACAABAA 
Kolonii Głuchej;Kolonia Głucha;Kolonia Głuchej;ADACBAA ACACBC 
Jarzębaków;Jarzębaki;Jarzębak;ABAC 
Bud Grzegorzewskich;Budy Grzegorzewskie;Buda Grzegorzewski;ADAAA CBA 
Bud Cygańskich;Budy Cygańskie;Buda Cygański;ADAAA CBA 
Szkudlików;Szkudliki;Szkudlik;ACABBA 
Kolonii Kawęczynka;Kolonia Kawęczynek;Kolonia Kawęczynka;ADACBAA ADAB 
Krzekowa;Krzekowo;Krzekowa;CAB 
Kolonii Waplewa;Kolonia Waplewo;Kolonia Waplewa;ADACBAA ADAAA 
Elżbietówka;Elżbietówek;Elżbietówka;ADAB 
Skica;Skic;Skica;ADACABB 
Wróblanek;Wróblanki;Wróblanka;ADAB 
Otręb;Otręby;Otręba;ADAAA 
Płoszyc;Płoszyce;Płoszyca;ADACABB 
Suchanek;Suchanki;Suchanek;ADAB 
Sompolinka;Sompolinek;Sompolinka;ADAB 
Szczawina-Kolonii;Szczawin-Kolonia;Szczawina-Kolonia;ADAAA ADACBAA 
Wojsławic;Wojsławice;Wojsławica;ADACABB 
Świnina;Świnino;Świnina;ADAAA 
Osiedla Reymonta;Osiedle Reymonta;Osiedle Reymont;BDA ABABAAA 
Puśnik-Gór;Puśniki-Góry;Puśnik-Gór;ACABBA ACAAAAA 
Rojewa;Rojewo;Rojewa;ADAAA 
Czurył;Czuryły;Czuryła;ADAAA 
Rękawek;Rękawki;Rękawek;ACABBA 
U Górali;U Górali;U Góral;AEBAA ABAABA 
Myśliwczowa;Myśliwczów;Myśliwczowa;ADACCAA 
Nowych Grocholic;Nowe Grocholice;Nowy Grocholica;CAB ADACABB 
Uścienieńca;Uścieniec;Uścienieniec;ACACBC 
Podbranicznego;Podbraniczne;Podbraniczny;CAB 
Partuł Zaczerniańskich;Partuły Zaczerniańskie;Partuł Zaczerniański;ACAAAAA CBA 
Nieścior;Nieściory;Nieścior;ACAABAA 
Kłonowa;Kłonów;Kłonowa;CAB 
Grudyni Wielkiej;Grudynia Wielka;Grudyń Wielka;ACACAA ADACCBB 
Użbali;Użbale;Użbal;ABAABA 
Pużyc;Pużyce;Pużyca;ADACABB 
Kuziorów;Kuziory;Kuzior;AAACAAAC 
Żabowa;Żabów;Żabowa;CAB 
Powolnego;Powolne;Powolny;CAB 
Żurgi;Żurga;Żurg;ABAC 
Lipnicy Górnej;Lipnica Górna;Lipnik Górna;AAACBA ADACCBA 
Starej Krępy;Stara Krępa;Stara Kręp;CAA ACAAAAA 
Swaratowic;Swaratowice;Swaratowica;ADACABB 
Burdajn;Burdajny;Burdajn;ACAAAAA 
Okunina;Okunin;Okunina;ADAAA 
Dydul;Dydule;Dydula;ADACBABA 
Woli Zagojskiej Górnej;Wola Zagojska Górna;Wol Zagojska Górna;ACACAA ADACCBB ADACCBA 
Bierutowic;Bierutowice;Bierutowica;ADACABB 
Przedewsi;Przedewsie;Przedewieś;ADCAAA 
Bardacia;Bardacie;Bardat;AAAEA 
Patkowa-Prusów;Patków-Prusy;Patkowa-Prus;CAB ABABAAA 
Osolina;Osolin;Osolina;ADAAA 
Puferek;Puferki;Puferek;ACABBA 
Pierdół;Pierdoły;Pierdół;ACAAAAA 
Świętoborca;Świętoborzec;Świętoborca;AABCBB 
Karczewia;Karczewie;Karczew;CBB 
Strony Mieleckiej;Strona Mielecka;Stron Mielecka;ACAAAAA CBA 
Czterech Słupów;Cztery Słupy;Czterecha Słup;ADAAA ACAABAA 
Przemkowa-Odlewni;Przemków-Odlewnia;Przemkowa-Odlewnia;CAB ADACBAA 
Kaczej Góry;Kacza Góra;Kacza Gór;CAB ACAAAAA 
Wrzącej Wielkiej;Wrząca Wielka-Kolonia;Wrzącej Wielka;ADACCBB 
Jonek;Jonki;Jonka;ADAB 
Osiedla Brzezin;Osiedle Brzeziny;Osiedle Brzezina;BDA ADAAA 
Lepszego;Lepsze;Lepszy;CAB 
Szygów Rębiszów;Szygi Rębisze;Szyg Rębisz;ACABA ACACACB 
Chłopic;Chłopice;Chłopica;ADACABB 
Emilianówki;Emilianówka;Emilianówki;AGBA 
Racewa;Racewo;Racewa;ADAAA 
Wilczaków;Wilczaki;Wilczak;ABAC 
Kazanki;Kazanka;Kazanki;AGBA 
Pilicy;Pilica;Pilik;AAACBA 
Antoniowa;Antoniów;Antoniowa;ADACCAA 
Drogi Wichradzkiej;Droga Wichradzka;Dróg Wichradzka;ACABA ADACCBB 
Rodnowa;Rodnowo;Rodnowa;ADAAA 
Nowoberezowa;Nowoberezowo;Nowoberezowa;ADACCAA 
Głogowa Małopolskiego;Głogów Małopolski;Głogowa Małopolski;CAB CBA 
Brzósek-Falek;Brzóski-Falki;Brzóska-Falka;ADAB ADAB 
Skalmierowic;Skalmierowice;Skalmierowica;ADACABB 
Grązowa;Grązów;Grązowa;ADACCAA 
Młynar Małych;Młynary Małe;Młynar Mała;ABABAAA ADACCBA 
Koczarg Nowych;Koczargi Nowe;Koczarg Nowy;ACABA CAB 
Ostrowitego Prymasowskiego;Ostrowite Prymasowskie;Ostrowity Prymasowski;CAB CBA 
Krystusów;Krystusy;Krystus;ACAABAA 
Woli Zambrowskiej;Wola Zambrowska;Wol Zambrowska;ACACAA ADACCBB 
Małej Komorzy;Mała Komorza;Mała Komorzy;CAB AAEA 
Pod Piwnem;Pod Piwnem;Poda Piwno;ADAAA AEAAAB 
Grucel;Grucele;Grucel;ACACBAA 
Krąg Nowych;Kręgi Nowe;Krąg Nowy;ACABA CAB 
Landka;Landek;Landka;ADAB 
Sarbów Górnych;Sarby Górne;Sarb Górny;ACAAAAA AAEC 
Dużej Grzybowej Góry;Duża Grzybowa Góra;Duża Grzybowa Gór;ADACCBA CAB ACAAAAA 
Nowego Skazduba;Nowy Skazdub;Nowy Skazduba;CAB ADAAA 
Kulaśnicy;Kulaśnica;Kulaśnik;AAACBA 
Giemzówka;Giemzówek;Giemzówka;ADAB 
Nowego Gołębina;Nowy Gołębin;Nowy Gołębina;CAB ADAAA 
Szwederowa;Szwederowo;Szwederowa;ADACCAA 
Lewkowa Nowego;Lewkowo Nowe;Lewkowa Nowy;CAB CAB 
Kolonii Szczuczyna;Kolonia Szczuczyn;Kolonia Szczuczyna;ADACBAA ADAAA 
Racka;Racek;Racka;ADAB 
Dobrodzienia;Dobrodzień;Dobrodzienie;AEBAA 
Obszarów;Obszary;Obszar;ACAAAAA 
Czelatyc;Czelatyce;Czelatyca;ADACABB 
Tucholi Żarskiej;Tuchola Żarska;Tuchol Żarska;ACACAA ADACCBB 
Nadroża;Nadróż;Nadroże;AEBAB 
Buksztela-Gajówki;Buksztel-Gajówka;Buksztela-Gajówka;ADACBAA ADAB 
Grudny Górnej;Grudna Górna;Grudny Górna;AAEC ADACCBA 
Głuska Małego;Głusko Małe;Głusek Mały;ABAC CAB 
Kolonii Czermna;Kolonia Czermno;Kolonia Czermna;ADACBAA ADAAA 
Gierłoży;Gierłoż;Gierłoże;BCCA 
Bryzgowa;Bryzgów;Bryzgowa;CAB 
Ostrowa Mausza;Ostrów Mausz;Ostrowa Mausz;ADACCAA ABAAC 
Skryplewa;Skryplewo;Skryplewa;ADAAA 
Czeczech Podgórnych;Czechy Podgórne;Czeczech Podgórny;ACAABB AAEC 
Przy Trzebińskiej Granicy;Przy Trzebińskiej Granicy;Prz Trzebińska Granica;AAABD ADACCBB ADACABB 
Kolonii Kraczewic;Kolonia Kraczewice;Kolonia Kraczewica;ADACBAA ADACABB 
Romanówki;Romanówka;Romanówki;AGBA 
Kolonii Huty Żelechowskiej;Kolonia Huta Żelechowska;Kolonia Hut Żelechowska;ADACBAA ACAAAAA ADACCBB 
Nowego Dęblina;Nowy Dęblin;Nowy Dęblina;CAB ADAAA 
Starego Polesia;Stare Polesie;Stary Poleś;CAA AAABAB 
Mszanieńca;Mszaniec;Mszanieniec;ACACBC 
