Dopełniacz;Mianownik;Wynik Stemmera
Szyszkowej;Szyszkowa;Szyszkowa;CAB 
Bugaja Zakrzowskiego;Bugaj Zakrzowski;Bugaj Zakrzowski;ABAAAB CBA 
Kali;Kal;Kal;ACACAA 
Karu;Kar;Kar;ACAAAAA 
Pańkówki;Pańkówka;Pańkówka;ADAB 
Gomulcówki;Gomulcówka;Gomulcówka;ADAB 
Srogowia;Srogowie;Srogowie;AEBAC 
Rozprzy;Rozprza;Rozprza;ADACAA 
Bagnowskiego Dworu;Bagnowski Dwór;Bagnowski Dwór;CBA ACAAAAA 
Kolonii Polskiej;Kolonia Polska;Kolonia Polska;ADACBAA ADACCBB 
Myszadła;Myszadło;Myszadło;AEAAAB 
Księżomierzy-Osady;Księżomierz-Osada;Księżomierz-Osada;ACACBBA ADAAA 
Paryża;Paryż;Paryż;ACACBBA 
Zabrowarza;Zabrowarz;Zabrowarz;AAABD 
Smulskiej;Smulska;Smulska;CBA 
Kolonii Kurzelówki;Kolonia Kurzelówka;Kolonia Kurzelówka;ADACBAA ADAB 
Bodziantówki;Bodziantówka;Bodziantówka;ADAB 
Łodzi;Łódź;Łódź;BBCA 
Otocznej;Otoczna;Otoczna;ADACCBA 
Morgi Drugiej;Morga Druga;Morga Druga;ADAB CBA 
Kępiastego;Kępiaste;Kępiaste;AEBBB 
Dury;Dura;Dura;ADAAA 
Czechowa Małego;Czechów Mały;Czechów Mały;ACAABAA CAB 
Przywieczerzynka;Przywieczerzynek;Przywieczerzynek;ABAC 
Kolonii Przerębu;Kolonia Przerąb;Kolonia Przerąb;ADACBAA ACAAAAA 
Maciołowej;Maciołowa;Maciołowa;ADACCAA 
Stawiakówki;Stawiakówka;Stawiakówka;ADAB 
Osiedla Dekerta;Osiedle Dekerta;Osiedle Dekerta;BDA ADAAA 
Krawieckiej;Krawiecka;Krawiecka;CBA 
Zarzycy;Zarzyca;Zarzyca;ADACABB 
Chruszczewki-Kolonii;Chruszczewka-Kolonia;Chruszczewka-Kolonia;ADAB ADACBAA 
Politówki;Politówka;Politówka;ADAB 
Cegielni Anielińskiej;Cegielnia Anielińska;Cegielnia Anielińska;ADACBAA ADACCBB 
Kielnarowej;Kielnarowa;Kielnarowa;ADACCAA 
Rabowej;Rabowa;Rabowa;CAB 
Notówki;Notówka;Notówka;ADAB 
Kolonii Bąkowca;Kolonia Bąkowiec;Kolonia Bąkowiec;ADACBAA ACACBC 
Solca-Zdroju;Solec-Zdrój;Solec-Zdrój;ACACBC ACACACB 
Naroka;Narok;Narok;ACABBA 
Michałkowej;Michałkowa;Michałkowa;CAB 
Pustyni;Pustynia;Pustynia;ADACBABA 
Zaborza-Folwarku;Zaborze-Folwark;Zaborze-Folwark;AEBAB ACABA 
Baniaka;Baniak;Baniak;AAACBA 
Jadamwoli Drugiej;Jadamwola Druga;Jadamwola Druga;ADACBAA CBA 
Żabca;Żabiec;Żabiec;ACACBC 
Kuklówki;Kuklówka;Kuklówka;ADAB 
Habernówki;Habernówka;Habernówka;ADAB 
Campówki Niżnej;Campówka Niżna;Campówka Niżna;ADAB ADACCBA 
Posejanki;Posejanka;Posejanka;ADAB 
Gęsiego Wygonu;Gęsi Wygon;Gęsi Wygon;CBA ACAAAAA 
Wekslera;Weksler;Weksler;AAACAAAB 
Cosówki;Cosówka;Cosówka;ADAB 
Trzciela-Odbudowy;Trzciel-Odbudowa;Trzciel-Odbudowa;AAABCA ADAAA 
Mścichowa;Mścichów;Mścichów;ACAABAA 
Kolonii Zastawia;Kolonia Zastawie;Kolonia Zastawie;ADACBAA AEBAC 
Brennej Spalonej;Brenna Spalona;Brenna Spalona;CAB CAB 
Kolonii Sikowca;Kolonia Sikowiec;Kolonia Sikowiec;ADACBAA ACACBC 
Czyrnej;Czyrna;Czyrna;ADACCBA 
Pułacu;Pułac;Pułac;ACACACB 
Chojdaczki;Chojdaczka;Chojdaczka;ADAB 
Poddębowca;Poddębowiec;Poddębowiec;ABAAAB 
Pożyczek;Pożyczki;Pożyczki;AGBA 
Bolkowizny;Bolkowizna;Bolkowizna;ADAAA 
Sielca Biskupiego;Sielec Biskupi;Sielec Biskupi;ABAAAB CBA 
Cichego Kącika;Cichy Kącik;Cichy Kącik;CAB ACABBA 
Kwiatkowizny;Kwiatkowizna;Kwiatkowizna;ADAAA 
Białego Gruntu;Biały Grunt;Biały Grunt;CAB ACAAAAA 
Łoponia;Łopoń;Łopoń;AAABCA 
Bajorskiego Gaju;Bajorski Gaj;Bajorski Gaj;CBA ACACACB 
Starej Otoczni;Stara Otocznia;Stara Otocznia;CAA ADACBAA 
Krajanki;Krajanka;Krajanka;ADAB 
Starego Jazu;Stary Jaz;Stary Jaz;CAA ACAAAAA 
Dużej Ulicy;Duża Ulica;Duża Ulica;ADACCBA ADACABB 
Karszyna;Karszyn;Karszyn;ACAABAA 
Koszajczyka;Koszajczyk;Koszajczyk;AAADBA 
Segietu;Segiet;Segiet;ACAAAAA 
Żabówki;Żabówka;Żabówka;ADAB 
Kolonii Kuźnicy;Kolonia Kuźnica;Kolonia Kuźnica;ADACBAA ADACABB 
Ciućmaniji;Ciućmanija;Ciućmanija;ADACBAA 
Bukowej Śląskiej;Bukowa Śląska;Bukowa Śląska;CAB ADACCBB 
Gacnika;Gacnik;Gacnik;ACABBA 
Woziwody;Woziwoda;Woziwoda;AABCBAB 
Radwanki;Radwanka;Radwanka;ADAB 
Maleni;Malenie;Malenie;CAB 
Nieznajowej;Nieznajowa;Nieznajowa;CAB 
Sanatorki;Sanatorka;Sanatorka;ADAB 
Alfredówki;Alfredówka;Alfredówka;ADAB 
Gaju-Skwierzyna;Gaj-Skwierzyna;Gaj-Skwierzyna;ACACACB ADAAA 
Jaworca;Jaworzec;Jaworzec;ACACBC 
Kolonii Borowskiej;Kolonia Borowska;Kolonia Borowska;ADACBAA ADACCBB 
Radlnej;Radlna;Radlna;ADACCBA 
Giertugowej;Giertugowa;Giertugowa;CAB 
Wisławia;Wisławie;Wisławie;AEBAC 
Gajówki Nadkola;Gajówka Nadkole;Gajówka Nadkole;ADAB AEBAC 
Wicherkówki;Wicherkówka;Wicherkówka;ADAB 
Kiszewa;Kiszewo;Kiszewo;AEAAAB 
Gąsawy;Gąsawa;Gąsawa;ADAAA 
Łubienki;Łubienka;Łubienka;ADAB 
Cukrówki;Cukrówka;Cukrówka;ADAB 
Wójtowej;Wójtowa;Wójtowa;CAB 
Piątaka;Piątak;Piątak;ABAC 
Lasu Klimontowskiego;Las Klimontowski;Las Klimontowski;ACAAAAA CBA 
Lęckosiówki;Lęckosiówka;Lęckosiówka;ADAB 
Białej Dolnej;Biała Dolna;Biała Dolna;CAB ADACCBA 
Kaliny-Lisińca;Kalina-Lisiniec;Kalina-Lisiniec;ADAAA ABAAAB 
Krztyka;Krztyk;Krztyk;ABAC 
Nowej Kobylanki;Nowa Kobylanka;Nowa Kobylanka;ADACCAA ADAB 
Pomlewa;Pomlewo;Pomlewo;AEAAAB 
Stamki;Stamka;Stamka;ADAB 
Dębogórza;Dębogórze;Dębogórze;AEBAB 
Smołdzińskiego Lasu;Smołdziński Las;Smołdziński Las;AAFB ACAAAAA 
Tekliny;Teklina;Teklina;ADAAA 
Adamowizny A;Adamowizna A;Adamowizna A;ADAAA AEBAA 
Adamowizny B;Adamowizna B;Adamowizna B;ADAAA AEBAA 
Luszycy;Luszyca;Luszyca;ADACABB 
Charza Pierwszego;Charz Pierwszy;Charz Pierwszy;AAABD CAB 
Kącika;Kącik;Kącik;ACABBA 
Ciągłówki;Ciągłówka;Ciągłówka;ADAB 
Jasła;Jasło;Jasło;AEAAAB 
Grotówki;Grotówka;Grotówka;ADAB 
Gotfrudówki;Gotfrudówka;Gotfrudówka;ADAB 
Wólki Zapałowskiej;Wólka Zapałowska;Wólka Zapałowska;ADAB ADACCBB 
Dwornicy;Dwornica;Dwornica;ADACABB 
Ośrodka-Miasta;Ośrodek-Miasto;Ośrodek-Miasto;ACABBA AEAAAB 
Kościółka;Kościółek;Kościółek;ACABBA 
Ulaszewa;Ulaszewo;Ulaszewo;AEAAAB 
Czarnoziemia;Czarnoziemie;Czarnoziemie;AEBAC 
Żółkwi;Żółkiew;Żółkiew;ADCAAA 
Dobrocinka;Dobrocinek;Dobrocinek;ACABBA 
Golanki Dolnej;Golanka Dolna;Golanka Dolna;ADAB ADACCBA 
Ciepłego Dołu;Ciepły Dół;Ciepły Dół;CAB ACAAAAA 
Dziołówki;Dziołówka;Dziołówka;ADAB 
Dobrąga;Dobrąg;Dobrąg;ABAC 
Budykierza;Budykierz;Budykierz;ACACBBA 
Ludmiłówki;Ludmiłówka;Ludmiłówka;ADAB 
Burdyla;Burdyl;Burdyl;ACACBAA 
Krzywej Kamionki;Krzywa Kamionka;Krzywa Kamionka;CAB ADAB 
Koniecznej;Konieczna;Konieczna;CAB 
Kolonii Stawowej;Kolonia Stawowa;Kolonia Stawowa;ADACBAA ADACCAA 
Orchowa;Orchów;Orchów;ACAABAA 
Żelichowa;Żelichów;Żelichów;ACAABAA 
Białej Błotnej;Biała Błotna;Biała Błotna;CAB CAB 
Kolonii Orłowa;Kolonia Orłów;Kolonia Orłów;ADACBAA ABABAAA 
Dółu Prawej;Dół Prawa;Dół Prawa;ACAAAAA ADACCAA 
Radawia;Radawie;Radawie;AEBAC 
Białej Drugiej;Biała Druga;Biała Druga;CAB CBA 
Zawierchu;Zawierch;Zawierch;ACAAAB 
Dąbrówki Słupskiej;Dąbrówka Słupska;Dąbrówka Słupska;ADAB ADACCBB 
Orawcowej;Orawcowa;Orawcowa;ADACCAA 
Skrobarczowizny;Skrobarczowizna;Skrobarczowizna;ADAAA 
Konigortu;Konigort;Konigort;ACAAAAA 
Brzozowego Borku;Brzozowy Borek;Brzozowy Borek;CAB ACABBA 
Kłachu;Kłach;Kłach;ACAABB 
Czeremchy;Czeremcha;Czeremcha;ADAAA 
Kwaśnianki;Kwaśnianka;Kwaśnianka;ADAB 
Podrząchowia;Podrząchowie;Podrząchowie;AEBAC 
Maciejówki;Maciejówka;Maciejówka;ADAB 
Głowaczewa;Głowaczewo;Głowaczewo;AEAAAB 
Poddębiny-Gajówki;Poddębina-Gajówka;Poddębina-Gajówka;ADAAA ADAB 
Małego Rozkochowa;Mały Rozkochów;Mały Rozkochów;CAB ACAABAA 
Kamionki;Kamionka;Kamionka;ADAB 
Łękawki;Łękawka;Łękawka;ADAB 
Kaletnika;Kaletnik;Kaletnik;AAACBA 
Suchowierzbki;Suchowierzbka;Suchowierzbka;ADAB 
Rzechowa-Kolonii;Rzechów-Kolonia;Rzechów-Kolonia;ACAABAA ADACBAA 
Ostrowca;Ostrowiec;Ostrowiec;AAACBA 
Wałowej;Wałowa;Wałowa;ADACCAA 
Trzycierza;Trzycierz;Trzycierz;ACACBBA 
Siwego Bloku;Siwy Blok;Siwy Blok;AAEC ACABA 
Wielkiego Podlesia;Wielki Podleś;Wielki Podleś;CBA AAABAB 
Burdynówki;Burdynówka;Burdynówka;ADAB 
Smuszewa;Smuszewo;Smuszewo;AEAAAB 
Chodla;Chodel;Chodel;ACACBAA 
Leszczynki Małej;Leszczynka Mała;Leszczynka Mała;ADAB CAB 
Zagrodówki;Zagrodówka;Zagrodówka;ADAB 
Kolonii Pilczycy;Kolonia Pilczyca;Kolonia Pilczyca;ADACBAA ADACABB 
Klenicy;Klenica;Klenica;ADACABB 
Kolonii Żurawicy;Kolonia Żurawica;Kolonia Żurawica;ADACBAA ADACABB 
Przysięgi;Przysięga;Przysięga;ADAB 
Pochopniówki;Pochopniówka;Pochopniówka;ADAB 
Motwicy;Motwica;Motwica;ADACABB 
Wólki Paplińskiej;Wólka Paplińska;Wólka Paplińska;ADAB ADACCBB 
Wrzelowca Małego;Wrzelowiec Mały;Wrzelowiec Mały;AAACBA CAB 
Kowalowej;Kowalowa;Kowalowa;CAB 
Podpaproci;Podpaproć;Podpaproć;ADCAAA 
Płonki Poleśnej;Płonka Poleśna;Płonka Poleśna;ADAB ADACCBA 
Kowalskiej;Kowalska;Kowalska;ADACCBB 
Rudy Żmigrodzkiej;Ruda Żmigrodzka;Ruda Żmigrodzka;ADAAA ADACCBB 
Bykowni;Bykownia;Bykownia;ADACBAA 
Malinnika;Malinnik;Malinnik;ACABBA 
Lubicy;Lubica;Lubica;ADACABB 
Momencika;Momencik;Momencik;AAADBA 
Małego Klincza;Mały Klincz;Mały Klincz;CAB ACACBBA 
Łąkorka;Łąkorek;Łąkorek;ACABBA 
Studzienicznej;Studzieniczna;Studzieniczna;ADACCBA 
Grabaniny;Grabanina;Grabanina;ADAAA 
Piskorni;Piskornia;Piskornia;ADACBAA 
Koronki;Koronka;Koronka;ADAB 
Piskornika;Piskornik;Piskornik;ABAC 
Bieniowca;Bieniowiec;Bieniowiec;ABAAAB 
Prostyni;Prostynia;Prostynia;ADACBABA 
Szczurzyna;Szczurzyn;Szczurzyn;AAADAA 
Wólki Wytyckiej;Wólka Wytycka;Wólka Wytycka;ADAB CBA 
Kusiaka;Kusiak;Kusiak;ABAC 
Konfederatki;Konfederatka;Konfederatka;ADAB 
Rdżawki;Rdżawka;Rdżawka;ADAB 
Przychowej;Przychowa;Przychowa;ADACCAA 
Kikowskiej Alei;Kikowska Aleja;Kikowska Aleja;ADACCBB ADACBAA 
Starbiszewa;Starbiszewo;Starbiszewo;AEAAAB 
Spychowskiego Pieca;Spychowski Piec;Spychowski Piec;CBA ACACBC 
Tylwicy;Tylwica;Tylwica;ADACABB 
Katiuszy;Katiusza;Katiusza;ADACABB 
Kolonii Glinnika;Kolonia Glinnik;Kolonia Glinnik;ADACBAA ACABBA 
Bobrowej;Bobrowa;Bobrowa;ADACCAA 
Kłodawki;Kłodawka;Kłodawka;ADAB 
Mentelowej;Mentelowa;Mentelowa;CAB 
Siecionki;Siecionka;Siecionka;ADAB 
Żółtych;Żółte;Żółte;AGCD 
Storlusa;Storlus;Storlus;ACAABAA 
Szalówki;Szalówka;Szalówka;ADAB 
Rudzicy-Leśniczówki;Rudzica-Leśniczówka;Rudzica-Leśniczówka;ADACABB ADAB 
Kaczkowizny;Kaczkowizna;Kaczkowizna;ADAAA 
Lebzaka;Lebzak;Lebzak;ABAC 
Osiedla Kolejarza;Osiedle Kolejarz;Osiedle Kolejarz;BDA AAABD 
Zbiegowca;Zbiegowiec;Zbiegowiec;ACACBC 
Łapki;Łapka;Łapka;ADAB 
Kolonii Pracy;Kolonia Praca;Kolonia Praca;ADACBAA ADACABB 
Kuźnicy Sulikowskiej;Kuźnica Sulikowska;Kuźnica Sulikowska;ADACABB ADACCBB 
Zabarania;Zabaranie;Zabaranie;AEBAA 
Paczkówki;Paczkówka;Paczkówka;ADAB 
Debrzycy;Debrzyca;Debrzyca;ADACABB 
Olszówki-Kolonii;Olszówka-Kolonia;Olszówka-Kolonia;ADAB ADACBAA 
Budźbowej;Budźbowa;Budźbowa;CAB 
Planowej;Planowa;Planowa;ADACCAA 
Podkałku;Podkałek;Podkałek;ACABBA 
Wiru;Wir;Wir;ACAAAAA 
Altany;Altana;Altana;ADAAA 
Podnowińskiej;Podnowińska;Podnowińska;ADACCBB 
Warcza;Warcz;Warcz;ACACBC 
Siwoszewa;Siwoszewo;Siwoszewo;AEAAAB 
Pardołówki;Pardołówka;Pardołówka;ADAB 
Wiśliczki;Wiśliczka;Wiśliczka;ADAB 
Pszołówki;Pszołówka;Pszołówka;ADAB 
Brzustowca;Brzustowiec;Brzustowiec;ACACBC 
Rochowa;Rochów;Rochów;ACAABAA 
Kolonii Paszkowskiej;Kolonia Paszkowska;Kolonia Paszkowska;ADACBAA ADACCBB 
Witawy;Witawa;Witawa;ADAAA 
Wysocarza;Wysocarz;Wysocarz;AAABD 
Trosin;Trosiny;Trosiny;AGAAA 
Ferenca;Ferenc;Ferenc;ACACBC 
Nowego Kozirynku;Nowy Kozirynek;Nowy Kozirynek;CAB ABAC 
Zagórnika;Zagórnik;Zagórnik;AAACBA 
Cieszkowizny;Cieszkowizna;Cieszkowizna;ADAAA 
Gorzutkówki;Gorzutkówka;Gorzutkówka;ADAB 
Piłatowej;Piłatowa;Piłatowa;ADACCAA 
Jancarzówki;Jancarzówka;Jancarzówka;ADAB 
Świątkówki;Świątkówka;Świątkówka;ADAB 
Kolonii Pietraski;Kolonia Pietraska;Kolonia Pietraska;ADACBAA ADAB 
Wojtusiaka;Wojtusiak;Wojtusiak;ABAC 
Postrzednika;Postrzednik;Postrzednik;ACABBA 
Bledzewa;Bledzewo;Bledzewo;AEAAAB 
Kolonii Złotorii;Kolonia Złotoria;Kolonia Złotoria;ADACBAA ADACBAA 
Starej Białej;Stara Biała;Stara Biała;CAA CAB 
Koszewnicy;Koszewnica;Koszewnica;ADACABB 
Lipnówki;Lipnówka;Lipnówka;ADAB 
Wodniska;Wodnisko;Wodnisko;AEAAAA 
Nienadówki Górnej;Nienadówka Górna;Nienadówka Górna;ADAB ADACCBA 
Rgielska;Rgielsko;Rgielsko;AEAAAA 
Kotliny;Kotlina;Kotlina;ADAAA 
Łęgna;Łęgno;Łęgno;AEAAAB 
Olszyniaka;Olszyniak;Olszyniak;ABAC 
Pakuł;Pakuły;Pakuły;AGAAA 
Bulowskówki;Bulowskówka;Bulowskówka;ADAB 
Rzechty Drużbińskiej;Rzechta Drużbińska;Rzechta Drużbińska;ADAAA ADACCBB 
Kielnicy;Kielnica;Kielnica;ADACABB 
Osiedla Ostrobramskiej;Osiedle Ostrobramska;Osiedle Ostrobramska;BDA ADACCBB 
Bezku-Kolonii;Bezek-Kolonia;Bezek-Kolonia;ACABBA ADACBAA 
Osiedla Lazurowej;Osiedle Lazurowa;Osiedle Lazurowa;BDA ADACCAA 
Znajomej;Znajoma;Znajoma;CAB 
Głowienki;Głowienka;Głowienka;ADAB 
Łężku;Łężek;Łężek;ACABBA 
Gawlikówki;Gawlikówka;Gawlikówka;ADAB 
Garbacza-Jeziorka;Garbacz-Jeziorko;Garbacz-Jeziorko;ABAAC AEAAAA 
Wagramu;Wagram;Wagram;ACAAAAA 
Osiedla Wspólnego Domu;Osiedle Wspólny Dom;Osiedle Wspólny Dom;BDA CAB ACAAAAA 
Starego Zdziechowa;Stary Zdziechów;Stary Zdziechów;CAA ACAABAA 
Osady Dolnej;Osada Dolna;Osada Dolna;ADAAA ADACCBA 
Wołominka;Wołominek;Wołominek;ACABBA 
Sobieszewa;Sobieszewo;Sobieszewo;AEAAAB 
Stachorówki;Stachorówka;Stachorówka;ADAB 
Kulczyzny;Kulczyzna;Kulczyzna;ADAAA 
Oleksówki;Oleksówka;Oleksówka;ADAB 
Gazomii Nowej;Gazomia Nowa;Gazomia Nowa;ADACBAA ADACCAA 
Sówki;Sówka;Sówka;ADAB 
Klonowej Poduchownej;Klonowa Poduchowna;Klonowa Poduchowna;CAB ADACCBA 
Hażysówki;Hażysówka;Hażysówka;ADAB 
Piskorni Małej;Piskornia Mała;Piskornia Mała;ADACBAA CAB 
Kosmówki;Kosmówka;Kosmówka;ADAB 
Zaleskiej Kolonii;Zaleska Kolonia;Zaleska Kolonia;ADACCBB ADACBAA 
Świętego Gaju;Święty Gaj;Święty Gaj;CAB ACACACB 
Wujskiego;Wujski;Wujski;CBA 
Czostkowej;Czostkowa;Czostkowa;CAB 
Piegżówki;Piegżówka;Piegżówka;ADAB 
Trojana;Trojan;Trojan;ACAABAA 
Trojaka;Trojak;Trojak;ABAC 
Królewskiej Grobli;Królewska Grobla;Królewska Grobla;ADACCBB ADACBAA 
Zdrzychowa;Zdrzychów;Zdrzychów;ACAABAA 
Zamorza;Zamorze;Zamorze;AEBAB 
Sumiaka;Sumiak;Sumiak;ACABBA 
Tarłowa;Tarłów;Tarłów;ABABAAA 
Wąsosza Górnego;Wąsosz Górny;Wąsosz Górny;ACACBBA CAB 
Rudy Czechowskiej;Ruda Czechowska;Ruda Czechowska;ADAAA ADACCBB 
Starego Goniwilka;Stary Goniwilk;Stary Goniwilk;CAA ABAC 
Radaniowej;Radaniowa;Radaniowa;ADACCAA 
Kilianki;Kilianka;Kilianka;ADAB 
Kolonii Fornalskiej;Kolonia Fornalska;Kolonia Fornalska;ADACBAA CBA 
Zaprzekopu;Zaprzekop;Zaprzekop;ACAAAAA 
Hałuszowej;Hałuszowa;Hałuszowa;ADACCAA 
Grzechyni;Grzechynia;Grzechynia;ADACBAA 
Przydarłowa;Przydarłów;Przydarłów;ABABAAA 
Pardysówki Małej;Pardysówka Mała;Pardysówka Mała;ADAB CAB 
Mieruć;Mierucie;Mierucie;AEBAA 
Gajówki Nowej;Gajówka Nowa;Gajówka Nowa;ADAB ADACCAA 
Popielnicy;Popielnica;Popielnica;ADACABB 
Miłkówki;Miłkówka;Miłkówka;ADAB 
Sitowca;Sitowiec;Sitowiec;ACACBC 
Iwicznej;Iwiczna;Iwiczna;ADACCBA 
Pardołowa;Pardołów;Pardołów;ABABAAA 
Stawiku;Stawik;Stawik;ACABBA 
Korzeni;Korzenie;Korzenie;BBCA 
Gulczewa;Gulczewo;Gulczewo;AEAAAB 
Przyrąbu;Przyrąb;Przyrąb;ACAAAAA 
Grudki;Grudka;Grudka;ADAB 
Olejarni;Olejarnia;Olejarnia;ADACBAA 
Baldachówki;Baldachówka;Baldachówka;ADAB 
Nowego Młynu;Nowy Młyn;Nowy Młyn;CAB ACAAAAA 
Pieszczanki;Pieszczanka;Pieszczanka;ADAB 
Starego Jaromierza;Stary Jaromierz;Stary Jaromierz;CAA ACACBBA 
Gliniczki;Gliniczka;Gliniczka;ADAB 
Marylówki;Marylówka;Marylówka;ADAB 
Bobrowca;Bobrowiec;Bobrowiec;ACACBC 
Buczkowizny;Buczkowizna;Buczkowizna;ADAAA 
Przykopu;Przykop;Przykop;ACAAAAA 
Sitarzówki;Sitarzówka;Sitarzówka;ADAB 
Kolonii Karszewa;Kolonia Karszewo;Kolonia Karszewo;ADACBAA AEAAAB 
Kolonii Rybicala;Kolonia Rybical;Kolonia Rybical;ADACBAA ACACBAA 
Siepakówki;Siepakówka;Siepakówka;ADAB 
Jackówki;Jackówka;Jackówka;ADAB 
Gronoszowej;Gronoszowa;Gronoszowa;ADACCAA 
Hałasówki;Hałasówka;Hałasówka;ADAB 
Mazurni;Mazurnia;Mazurnia;ADACBAA 
Kuźniczyska;Kuźniczysko;Kuźniczysko;AEAAAA 
Ptasznika;Ptasznik;Ptasznik;ABAC 
Fortuny;Fortuna;Fortuna;ADAAA 
Kąciny;Kącina;Kącina;ADAAA 
Sochowa;Sochów;Sochów;ACAABAA 
Wilczej Kolonii;Wilcza Kolonia;Wilcza Kolonia;CAB ADACBAA 
Bugaju Lipnickiego;Bugaj Lipnicki;Bugaj Lipnicki;ABAAAB CBA 
Kolanowej;Kolanowa;Kolanowa;ADACCAA 
Nagoszewki Drugiej;Nagoszewka Druga;Nagoszewka Druga;ADAB CBA 
Olszowej Dąbrowy;Olszowa Dąbrowa;Olszowa Dąbrowa;ADACCAA ADAAA 
Podsłońca;Podsłońce;Podsłońce;AEBAA 
Kubaniowej;Kubaniowa;Kubaniowa;ADACCAA 
Grabczańskiej;Grabczańska;Grabczańska;ADACCBB 
Świdniczki;Świdniczka;Świdniczka;ADAB 
Bystrzycy-Kolonii;Bystrzyca-Kolonia;Bystrzyca-Kolonia;ADACABB ADACBAA 
Worynowca;Worynowiec;Worynowiec;ACACBC 
Podżaru;Podżar;Podżar;ACAAAAA 
Włoszycy;Włoszyca;Włoszyca;ADACABB 
Śliwkówki;Śliwkówka;Śliwkówka;ADAB 
Moczarki;Moczarka;Moczarka;ADAB 
Świnkowej;Świnkowa;Świnkowa;CAB 
Rudki Starościańskiej;Rudka Starościańska;Rudka Starościańska;ADAB ADACCBB 
Kawału;Kawał;Kawał;ACAAAAA 
Polskiej Cerekwi;Polska Cerekiew;Polska Cerekiew;ADACCBB ADCAAA 
Gapkówki;Gapkówka;Gapkówka;ADAB 
Chróstnika;Chróstnik;Chróstnik;ACABBA 
Bystrzoniówki;Bystrzoniówka;Bystrzoniówka;ADAB 
Obrębca;Obrębiec;Obrębiec;ACACBC 
Turówki Starej;Turówka Stara;Turówka Stara;ADAB CAA 
Falenicy;Falenica;Falenica;ADACABB 
Pocztówki;Pocztówka;Pocztówka;ADAB 
Smerzynka;Smerzynek;Smerzynek;ABAC 
Kolonii Pałapusa;Kolonia Pałapus;Kolonia Pałapus;ADACBAA AAACAAAB 
Podzawadzia;Podzawadzie;Podzawadzie;AEBAC 
Podkorca;Podkorzec;Podkorzec;ACACBC 
Wołkówki;Wołkówka;Wołkówka;ADAB 
Wylwagi;Wylwaga;Wylwaga;ADAB 
Końskiego Dołu;Koński Dół;Koński Dół;CBA ACAAAAA 
Kluszewa-Szajca;Kluszewo-Szajec;Kluszewo-Szajec;AEAAAB ACACBC 
Szlabanu;Szlaban;Szlaban;ACAAAAA 
Bączala Górnego;Bączal Górny;Bączal Górny;ABAABA CAB 
Natoliny;Natolina;Natolina;ADAAA 
Leśniczówki Dębogóry;Leśniczówka Dębogóra;Leśniczówka Dębogóra;ADAB AABCBAB 
Makówki;Makówka;Makówka;ADAB 
Kocembówki;Kocembówka;Kocembówka;ADAB 
Federówki;Federówka;Federówka;ADAB 
Glinianki Drugiej;Glinianka Druga;Glinianka Druga;ADAB CBA 
Łejmelowizny;Łejmelowizna;Łejmelowizna;ADAAA 
Dąbrówki Osuchowskiej;Dąbrówka Osuchowska;Dąbrówka Osuchowska;ADAB ADACCBB 
Kanabrodu;Kanabród;Kanabród;ACAAAAA 
Ustjanowej Górnej;Ustjanowa Górna;Ustjanowa Górna;ADACCAA ADACCBA 
Jasienówki;Jasienówka;Jasienówka;ADAB 
Chodorowej;Chodorowa;Chodorowa;ADACCAA 
Reduchowa;Reduchów;Reduchów;ACAABAA 
Dobrcza;Dobrcz;Dobrcz;ACACBBA 
Przywozu;Przywóz;Przywóz;ACAAAAA 
Dąbrowy-Dzięcieli;Dąbrowa-Dzięciel;Dąbrowa-Dzięciel;ADAAA AAABCA 
Kolonii Łukowej;Kolonia Łukowa;Kolonia Łukowa;ADACBAA CAB 
Harsza;Harsz;Harsz;ABAAAB 
Kolonii Borkowizny;Kolonia Borkowizna;Kolonia Borkowizna;ADACBAA ADAAA 
Tropiszewa;Tropiszewo;Tropiszewo;AEAAAB 
Prądnika Ojcowskiego;Prądnik Ojcowski;Prądnik Ojcowski;ACABBA CBA 
Ujazdu Górnego;Ujazd Górny;Ujazd Górny;ACAAAAA CAB 
Kretówki;Kretówka;Kretówka;ADAB 
Stężycy Łęczyńskiej;Stężyca Łęczyńska;Stężyca Łęczyńska;ADACABB ADACCBB 
Gromadki;Gromadka;Gromadka;ADAB 
Urbana;Urban;Urban;ACAABAA 
Kosierza;Kosierz;Kosierz;ACACBBA 
Zdrojówki;Zdrojówka;Zdrojówka;ADAB 
Nadwyrodzia;Nadwyrodzie;Nadwyrodzie;AEBAC 
Kościukówki;Kościukówka;Kościukówka;ADAB 
Bielinka;Bielinek;Bielinek;ABAC 
Dębska-Ośrodka;Dębsko-Ośrodek;Dębsko-Ośrodek;AEAAAA ACABBA 
Szostakówki;Szostakówka;Szostakówka;ADAB 
Nożowni;Nożownia;Nożownia;ADACBAA 
Marszowca;Marszowiec;Marszowiec;AAACBA 
Kolonii Chruszczewa;Kolonia Chruszczewo;Kolonia Chruszczewo;ADACBAA AEAAAB 
Jarosławca-Bondysza;Jarosławiec-Bondysz;Jarosławiec-Bondysz;ACACBC ACACBBA 
Herbu;Herb;Herb;ACAAAAA 
Kalwaryjki;Kalwaryjka;Kalwaryjka;ADAB 
Malinczanego;Malinczany;Malinczany;CAB 
Brachowej;Brachowa;Brachowa;ADACCAA 
Dąbka;Dąbek;Dąbek;ACABBA 
