Dopełniacz;Mianownik
Korgola;Korgole
Podkomorek;Podkomorki
Smoląga;Smoląg
Kopania;Kopanie
Zakobyla;Zakobyle
Zadolnego;Zadolne
Podhorzec;Podhorce
Miłostajek;Miłostajki
Bibiampola;Bibiampol
Cieśli;Cieśle
Marcinów;Marciny
Brzuzy;Brzuza
Brzuzego;Brzuze
Chorobla;Chorobel
Małaszewicz;Małaszewicze
Starży;Starża
Koła;Koło
Błotek;Błotki
Parkosza;Parkosz
Falbog;Falbogi
Gieratów;Gieraty
Wesołego;Wesołe
Promisk;Promiski
Rozdzielnej;Rozdzielna
Podołków;Podołki
Wsołów;Wsoły
Maćkowców;Maćkowce
Grodów;Grody
Redzyńskiego;Redzyńskie
Podmacharców;Podmacharce
Kisiołek;Kisiołki
Plecewic;Plecewice
Troks;Troksy
Orzechowiec;Orzechowce
Przymiarku;Przymiarek
Sosen;Sosny
Deksyt;Deksyty
Janisz;Janisze
Bohonik;Bohoniki
Otocza;Otocze
Wełtynia;Wełtyń
Torzymia;Torzym
Kotów;Kotowy
Roskajm;Roskajmy
Klicza;Klicz
Ostrobudek;Ostrobudki
Gorła;Gorło
Jaszczgo;Jaszcze
Zawrocia;Zawrocie
Prędkiej;Prędka
Chłastów;Chłasty
Paleniów;Palenie
Śniatycz;Śniatycze
Postrzelnego;Postrzelne
Kamionaczyka;Kamionaczyk
Przybrzeża;Przybrzeże
Chlastawy;Chlastawa
Konitopu;Konitop
Łącza;Łącz
Bołtryk;Bołtryki
Podczarnuchy;Podczarnucha
Kurhanów;Kurhany
Krasnegostawu;Krasnystaw
Bilczy;Bilcza
Kobyły;Kobyła
Budni;Budnie
Borsuka;Borsuk
Bełchu;Bełch
Zakopca;Zakopiec
Michałopola;Michałopol
Skórznik;Skórzniki
Bełcza;Bełcz
Kobył;Kobyły
Jarzębatej;Jarzębata
Rumiana;Rumian
Syr;Syry
Miłogaja;Miłogaj
Twardocicic;Twardocice
Romot;Romoty
Podszczepia;Podszczepie
Smużyka;Smużyk
Czworanków;Czworanki
Bandyś;Bandysie
Dobrca;Dobrzec
Dobczyczyc;Dobczyce
Olszy;Olsz
Kiników;Kiniki
Krzecz;Krzecze
Niedźwiedziów;Niedźwiedzie
Pomigacz;Pomigacze
Podrzecznej;Podrzeczna
Staników;Staniki
Pilwy;Pilwa
Popława;Popław
Lutczy;Lutcza
Falatycz;Falatycze
Mansfeldów;Mansfeldy
Chróstów;Chrósty
Grabia;Grabie
Grabi;Grabia
Tremlaka;Tremlak
Walców;Walce
Giełczyczyc;Giełczyce
Klusiów;Klusie
Koniastej;Koniasta
Harmęż;Harmęże
Wyciąża;Wyciąże
Cierpiszy;Cierpisze
Stronia;Stroń
Tęgoborza;Tęgobórz
Niegosławia;Niegosław
Rachetek;Rachetki
Kuzek;Kuzki
Strużysk;Strużyska
Ciekun;Ciekuny
Wesółek;Wesółki
Możnej;Można
Możnego;Możne
Kuczewoli;Kuczewola
Nowolipek;Nowolipki
Łyżew;Łyżwy
Jazków;Jazki
Dobrzenia;Dobrzeń
Widełek;Widełki
Kwiatkowisk;Kwiatkowiska
Kotlików;Kotliki
Bałcyn;Bałcyny
Długowoli;Długowola
Głożyn;Głożyny
Warn;Warny
Wyskoku;Wyskok
Masiarzów;Masiarze
Paprotni;Paprotna
Ząbrów;Ząbry
Podraja;Podraj
Małkiń;Małkinie
Szymczyków;Szymczyki
Katryniaków;Katryniacy
Szczurów;Szczury
Świdrów;Świdry
Dębi;Dębie
Chybia;Chybie
Kućmów;Kućmy
Rozdroża;Rozdroże
Teklimyśli;Teklimyśl
Gołożyn;Gołożyny
Mątew;Mątwy
Przesmyk;Przesmyki
Rzemienia;Rzemień
Lesińców;Lesińce
Świdwia;Świdwie
Zarola;Zarole
Cigacicic;Cigacice
Molnej;Molna
Horoszcza;Horoszcze
Sierskowoli;Sierskowola
Pawelec;Pawelce
Moskwików;Moskwiki
Solawów;Solawy
Defetu;Defet
Wielgolasu;Wielgolas
Gwizdał;Gwizdały
Talara;Talar
Zaprzykopia;Zaprzykopie
Wiesławówowa;Wiesławów
Ratnego;Ratny
Zahajek;Zahajki
Sierszy;Siersza
Wieprzca;Wieprzec
Chełmiec;Chełmce
Dziewoklucza;Dziewoklucz
Szkudlików;Szkudliki
Otręb;Otręby
Nogatu;Nogat
Otręby;Otręba
Czurył;Czuryły
Zakęcia;Zakęcie
Kołomyi;Kołomyja
Kędzierza;Kędzierz
Podbranicznego;Podbraniczne
Wysych;Wysychy
Korzkwi;Korzkiew
Dydul;Dydule
Okunia;Okunie
Przedewsia;Przedewsie
Bardacia;Bardacie
Zątek;Zątki
Puferek;Puferki
Pierdół;Pierdoły
Świętoborca;Świętoborzec
Karczewia;Karczewie
Nadkościoła;Nadkościół
Lepszego;Lepsze
Szymańskiej;Szymańska
Poddębniaka;Poddębniak
Gęsi;Gęś
Pilicha;Pilich
Nowoberezowa;Nowoberezowo
Podlasku;Podlasek
Krystusów;Krystusy
Bocianichy;Bocianicha
Wymysłu;Wymysł
Siwoniowskiego;Siwoniowski
Grucel;Grucele
Składzistego;Składziste
Dobrodzienia;Dobrodzień
Obszarów;Obszary
Nadroża;Nadróż
Tataruchów;Tataruchy
Gierłoży;Gierłoż
Spisaka;Spisak
Wodziradza;Wodziradz
Korbasów;Korbasy
Brzazgałów;Brzazgały
Horajskich;Horajskie
Koziarek;Koziarki
Czechla;Czechel
Biadek;Biadki
Skrzycznego;Skrzyczne
Machula;Machul
Widonia;Widoń
Wyczosu;Wyczos
Artycha;Artych
Gromalów;Gromale
Ząbia;Ząbie
Drewnik;Drewniki
Latowicza;Latowicz
Podsokolnego;Podsokolne
Kurowskiego;Kurowski
Wysokiej;Wysoka
Bierwichy;Bierwicha
Zadąbrowia;Zadąbrowie
Wymyślnej;Wymyślna
Żybury;Żybura
Mursku;Mursk
Nieba;Niebo
Krów;Krowy
Zastawy;Zastawa
Ogrodnicków;Ogrodnicy
Morzów;Morze
Zastawów;Zastawy
Najatek;Najatki
Łubcza;Łubcze
Rawicza;Rawicz
Załuża;Załuże
Widoka;Widok
Goździa;Góźdź
Ruli;Rule
Kamerona;Kameron
Walidrogów;Walidrogi
Wojtaszków;Wojtaszki
Koszajca;Koszajec
Łączka;Łączyk
Odrzykonia;Odrzykoń
Łopat;Łopaty
Zabukówcy;Zabukówce
Gradowici;Gradowić
Bonisławia;Bonisław
Gierałtowiczek;Gierałtowiczki
Żodzi;Żodzie
Paściagóry;Paściagóra
Roztoków;Roztoki
Dargosławia;Dargosław
Przykor;Przykory
Pogonów;Pogony
Rekiców;Rekicy
Szerzyn;Szerzyny
Przedtocza;Przedtocze
Młota;Młot
Wierchów;Wierchy
Grabar;Grabary
Koniszek;Koniszki
Grzywiennej;Grzywienna
Gołocicic;Gołocice
Czernik;Czerniki
Kazimiersckich;Kazimierscy
Równopola;Równopole
Suszkowia;Suszkowie
Szyłajni;Szyłajnie
Kacików;Kaciki
Ciśniawów;Ciśniawy
Wykierza;Wykierz
Rzeszotar;Rzeszotary
Sytów;Syty
Dzielnej;Dzielna
Folwarku;Folwark
Rentyn;Rentyny
Kopci;Kopcie
Górzańskiej;Górzańska
Górzańskiego;Górzański
Bornego;Borne
Pociechy;Pociecha
Występu;Występ
Kosztowego;Kosztowy
Krucza;Krucz
Rychułda;Rychułd
Donimierza;Donimierz
Gawędy;Gawęda
Arbas;Arbasy
Wiśnicza;Wiśnicz
Chałup;Chałupy
Towarowej;Towarowa
Chałupy;Chałupa
Rzyckiego;Rzyckie
Duba;Dub
Małoszek;Małoszki
Mysiar;Mysiary
Podwosia;Podwosie
Wołodzia;Wołodź
Sztumu;Sztum
Płodozmianu;Płodozmian
Szczyp;Szczypy
Chrzana;Chrzan
Jarosa;Jaros
Rąbańczyskiej;Rąbańczyska
Chodorów;Chodory
Międzyrzecza;Międzyrzecze
Brazylii;Brazylia
Kunichy;Kunicha
Grotnik;Grotniki
Starogub;Staroguby
Awajek;Awajki
Wajsznor;Wajsznory
Kowalisk;Kowaliska
Stoków;Stoki
Przedświtu;Przedświt
Rękawa;Rękaw
Zarytego;Zaryte
Figur;Figury
Szerszeni;Szerszenie
Samorządek;Samorządki
Lemierza;Lemierz
Mostecznej;Mosteczna
Połowy;Połowa
Brzosów;Brzosy
Golemek;Golemki
Kujat;Kujaty
Bachorchorc;Bachorce
Osowia;Osowie
Osowi;Osowia
Marcyporęby;Marcyporęba
Epidemii;Epidemia
Ryńskiego;Ryńskie
Przeradza;Przeradz
Darmochy;Darmocha
Grazym;Grazymy
Kocierza;Kocierz
Lizaw;Lizawy
Zygmuntów;Zygmunty
Bustryku;Bustryk
Bloków;Bloki
Popiela;Popiel
Kochanowskiego;Kochanowskiego
Wałdy;Wałda
Węgorzy;Węgorza
Prasnety;Prasneta
Sośninin;Sośniny
Podskola;Podskole
Turcza;Turcz
Letnisk;Letniska
Podbudzynia;Podbudzynie
Cebulek;Cebulki
Komornickiego;Komornicki
Spalonego;Spalony
Wydartej;Wydarta
Wydartego;Wydarte
Mośków;Mośki
Zamołodycza;Zamołodycze
Bazaru;Bazar
Spalonej;Spalona
Nosków;Noski
Wajch;Wajchy
Podpnisk;Podpniska
Orczuchów;Orczuchy
Kazubca;Kazubiec
Chełmca;Chełmiec
Popienia;Popień
Ludomek;Ludomki
Karnocicic;Karnocice
Czapur;Czapury
Skrodnego;Skrodne
Annosławia;Annosław
Remizek;Remizki
Smreku;Smrek
Kulasa;Kulas
Czastar;Czastary
Białoborza;Białoborze
Kudrycz;Kudrycze
Rostworowa;Rostworowo
Myrchy;Myrcha
Biesa;Bies
Bieli;Biel
Widzyków;Widzyki
Stypy;Stypa
Browar;Browary
Falęg;Falęgi
Łopusznej;Łopuszna
Łopusznego;Łopuszne
Zakroczymia;Zakroczym
Szczesia;Szczesie
Pęcławia;Pęcław
Ptasiej;Ptasia
Wszeliw;Wszeliwy
Poljańskiej;Poljańska
Łyszczarzy;Łyszczarze
Bzur;Bzury
Drapichy;Drapicha
Brodków;Brodki
Wiejek;Wiejki
Łubnik;Łubniki
Łęczyckiego;Łęczycki
Jończyków;Jończyki
Obłazu;Obłaz
Krotoszyn;Krotoszyny
Zorzy;Zorza
Duroka;Durok
Fantazji;Fantazja
Masteli;Mastele
Niw;Niwy
Mokrych;Mokryśne
Wapienna;Wapienno
Międzydróg;Międzydrogi
Wapiennej;Wapienna
Niwy;Niwa
Szumania;Szumanie
Praszczyk;Praszczyki
Wagana;Wagan
Poklatek;Poklatki
Międzychodu;Międzychód
Bielenia;Bieleń
Dyduchów;Dyduchy
Płaczków;Płaczki
Rębielczy;Rębielcz
Bienia;Bień
Kozubaty;Kozubata
Goczalów;Goczali
Kóz;Kozy
Karp;Karpy
Sentyrzów;Sentyrze
Grońsckich;Grońscy
Kozy;Koza
Karpy;Karpa
Raciocioch;Raciochy
Cieszątek;Cieszątki
Chałupników;Chałupniki
Rachuty;Rachuta
Podrokicia;Podrokicie
Klątw;Klątwy
Czartoszów;Czartoszowy
Starogrodu;Starogród
Szczaworyża;Szczaworyż
Baligrodu;Baligród
Żółtaniec;Żółtańce
Zręczyczyc;Zręczyce
Ornety;Orneta
Tracka;Track
Tracza;Tracz
Wiktorca;Wiktorzec
Piech;Piechy
Sanogoszczy;Sanogoszcz
Stodolników;Stodolniki
Kalnej;Kalna
Wodocieczy;Wodociecze
Kalnego;Kalne
Glinisk;Gliniski
Klepaka;Klepak
Szymańczyków;Szymańczyki
Glinisk;Gliniska
Cicholasków;Cicholaski
Skumrosa;Skumros
Woźnawsi;Woźnawieś
Łysaka;Łysak
Mędraka;Mędrak
Bemowskiego;Bemowskie
Podkampinosu;Podkampinos
Iskani;Iskań
Zadębia;Zadębie
Łodzi;Łodzia
Zaskarpia;Zaskarpie
Renty;Renta
Cieszyńskiego;Cieszyńskie
Jadamowskiego;Jadamowskie
Czartorii;Czartoria
Pamuły;Pamuła
Kasal;Kasale
Derkaczy;Derkacze
Zajdaka;Zajdak
Budziar;Budziarze
Politej;Politechniczna
Golubia;Golub
Tartacznej;Tartaczna
Stepnia;Stepień
Smolarek;Smolarki
Głódek;Głódki
Krężeli;Krężele
Łachacza;Łachacz
Radziechów;Radziechowy
Duszot;Duszoty
Świercowskiego;Świercowskie
Węgajt;Węgajty
Przyłomu;Przyłom
Markuz;Markuzy
Ubocza;Ubocze
Sośniaka;Sośniak
Miejskiego;Miejskie
Minerwy;Minerwa
Rębowoli;Rębowola
Skworczy;Skworcza
Rybarzy;Rybarze
Łączy;Łącza
Międzytorów;Międzytory
Poddubia;Poddubie
Tomczyczyc;Tomczyce
Sangrodza;Sangrodz
Horożeńskiego;Horożeńskie
Filip;Filipy
Sulikowskich;Sulikowskie
Bartołd;Bartołdy
Popielichy;Popielicha
Filipy;Filipa
Chabiedów;Chabiedy
Rudyszwałdu;Rudyszwałd
Smusek;Smuski
Juraszy;Jurasze
Kępisty;Kępista
Kępistego;Kępiste
Nazarków;Nazarki
Markowiaka;Markowiak
Czerwieńskiego;Czerwieńskie
Zbożniego;Zbożnie
Bucy;Buce
Bucza;Bucz
Jęzora;Jęzor
Cmolasu;Cmolas
Budnego;Budne
Bełku;Bełk
Miłodroża;Miłodróż
Bednarskiego;Bednarskie
Tymnik;Tymniki
Mechnacza;Mechnacz
Brzęczków;Brzęczki
Rubisi;Rubisie
Jabłek;Jabłka
Grabisk;Grabiska
Wymyślacza;Wymyślacz
Foców;Foce
Leniszek;Leniszki
Orodzienia;Orodzień
Franciszkanów;Franciszkany
Pustków;Pustkowie
Kozieługa;Kozieług
Łabapy;Łabapa
Cieremków;Cieremki
Kapli;Kapla
Pieczenieg;Pieczeniegi
Pobratym;Pobratymy
Kołobrzegu;Kołobrzeg
Duj;Duje
Żurowów;Żurowie
Zakieli;Zakiele
Stożków;Stożki
Palucha;Paluch
Stojp;Stojpy
Paśmiechów;Paśmiechy
Pierożków;Pierożki
Leńcz;Leńcze
Pałacu;Pałac
Kodrąbia;Kodrąb
Konieczek;Konieczki
Wilkęs;Wilkęsy
Kozodaw;Kozodawy
Jastrzębów;Jastrzęby
Budziwoja;Budziwój
Bereścia;Bereść
Woszczeli;Woszczele
Zamczysk;Zamczyska
Brzósków;Brzóski
Podlasu;Podlas
Promienia;Promień
Wagonów;Wagony
Elaboru;Elabor
Chominoja;Chominoje
Kiczórek;Kiczórki
Czartek;Czartki
Marszałków;Marszałki
Czarża;Czarże
Krzosów;Krzosy
Szemberku;Szemberek
Służyn;Służyny
Zarogu;Zaróg
Kokosiej;Kokosia
Droboża;Drobóż
Psalów;Psale
Płocka;Płock
Dziadkowskiego;Dziadkowskie
Maślniców;Maślnice
Janoch;Janochy
Knyk;Knyki
Rozdziela;Rozdziele
Długolasu;Długolas
Kontrawersu;Kontrawers
Działu;Dział
Lichoca;Lichoc
Radcza;Radcze
Ożanny;Ożanna
Jabłońskich;Jabłońskie
Kotła;Kotło
Błądków;Błądki
Dudłów;Dudły
Kotłów;Kotły
Czekajów;Czekaje
Snarek;Snarki
Dołku;Dołek
Litwy;Litwa
Mołdawy;Mołdawa
Dudniacza;Dudniacz
Przerębu;Przeręb
Wilkasek;Wilkaski
Białokosza;Białokosz
Styporca;Styporc
Czarnowąsów;Czarnowąsy
Dupli;Duple
Kurkowskiego;Kurkowskie
Buszków;Buszkowy
Warszawskiej;Warszawska
Sępi;Sępia
Wiszów;Wisze
Sulęcicic;Sulęcice
Bogumiły;Bogumiła
Bogumił;Bogumiły
Zerznia;Zerzeń
Zaborza;Zaborze
Dziupli;Dziupla
Lasocicic;Lasocice
Kopaniry;Kopanira
Stogniewu;Stogniew
Koźlacków;Koźlacy
Zadorów;Zadory
Rozogów;Rozogi
Dziada;Dziad
Ksawery;Ksawera
Krzemyka;Krzemyk
Dobrowoli;Dobrowola
Dziaru;Dziar
Ciupek;Ciupki
Ksawerów;Ksawery
Bełek;Bełki
Uniegoszcza;Uniegoszcz
Chynowia;Chynowie
Pomienia;Pomień
Rojków;Rojki
Witlów;Witle
Zaleśniaka;Zaleśniak
Opcineka;Opcinek
Gąby;Gąba
Skalnego;Skalne
Nieradzy;Nieradza
Boguszyn;Boguszyny
Podgrapy;Podgrapa
Reków;Reki
Szałasów;Szałasy
Holandii;Holandia
Przejazdu;Przejazd
Wschodu;Wschód
Kłośnik;Kłośniki
Kiejsz;Kiejsze
Czerwiennego;Czerwienne
Rydzoni;Rydzonie
Ściegien;Ściegny
Wrzosów;Wrzosy
Ściegien;Ściegna
Grabala;Grabal
Ibisoru;Ibisor
Mianocicic;Mianocice
Bartylów;Bartyle
Orkanów;Orkany
Mircza;Mircze
Przemysławia;Przemysław
Bogdali;Bogdala
Radosza;Radosz
Podłatów;Podłaty
Sajczyczyc;Sajczyce
Pobieli;Pobiel
Przerytego;Przeryte
Dorzecza;Dorzecze
Kuczyńskiego;Kuczyńskie
Zapadla;Zapadle
Widlacza;Widlacz
Kołychawy;Kołychawa
Seligów;Seligi
Smolnego;Smolne
Smolnej;Smolna
Tybli;Tyble
Buflaka;Buflak
Ślepi;Ślepie
Cypla;Cypel
Brzuskowoli;Brzuskowola
Szczepia;Szczepie
Bojadeł;Bojadła
Piergozów;Piergozy
Podkudłacza;Podkudłacz
Borodysk;Borodyska
Kurodusów;Kurodusy
Kluczyczyc;Kluczyce
Rajczy;Rajcza
Pasterniaka;Pasterniak
Martyniaków;Martyniakowie
Rajsów;Rajsy
Styra;Styr
Ulkowów;Ulkowy
Katarzynopola;Katarzynopole
Zagat;Zagaty
Starowsi;Starowieś
Podczerwonego;Podczerwone
Terebunów;Terebuny
Świerkli;Świerkle
Starbacichy;Starbacicha
Ściokły;Ściokła
Grądzienia;Grądzień
Piwowych;Piwowe
Pagoru;Pagór
Włok;Włoki
Skaratek;Skaratki
Książniczek;Książniczki
Parzniewiczek;Parzniewiczki
Sobótek;Sobótki
Jeglii;Jeglia
Moniek;Mońki
Suśnej;Suśna
Niegrzebi;Niegrzebia
Pąchów;Pąchy
Sęka;Sęk
Zelwy;Zelwa
Stanickowskiego;Stanickowskie
Psiarek;Psiarki
Podlazów;Podlazy
Sabałów;Sabały
Dubidz;Dubidze
Sabały;Sabała
Ossów;Ossy
Jęczydołu;Jęczydół
Głusieśca;Głusiec
Rejsztokiemi;Rejsztokiemie
Podsobla;Podsobel
Ossego;Osse
Sędrowskiego;Sędrowskie
Kozigór;Kozigóry
Pagor;Pagory
Lipicza;Lipicz
Gardei;Gardeja
Szczerb;Szczerby
Klejw;Klejwy
Gwoździa;Gwóźdź
Słabomierza;Słabomierz
Grzmikoła;Grzmikoło
Kałuża;Kałuż
Ugoszczy;Ugoszcz
Bieszczad;Bieszczady
Okół;Okoły
Górskich;Górskie
Podrynia;Podryń
Hyrbu;Hyrb
Posuch;Posuchy
Suchostrzyg;Suchostrzygi
Pilik;Piliki
Podsiarneckiego;Podsiarneckie
Kalisza;Kalisz
Horyszniów;Horysznie
Swojczyczyc;Swojczyce
Skwirtnego;Skwirtne
Sokołdy;Sokołda
Burchat;Burchaty
Jatnego;Jatny
Folusa;Folus
Pasierbków;Pasierbki
Gałązczyczyc;Gałązczyce
Jarosów;Jarosy
Trybsza;Trybsz
Orsów;Orsy
Biesiekierza;Biesiekierz
Kalwerku;Kalwerk
Wojtkiszek;Wojtkiszki
Gryt;Gryty
Szlagorów;Szlagory
Gryty;Gryta
Przyłubcy;Przyłubce
Wejda;Wejdo
Bogusławia;Bogusław
Podśmigla;Podśmigiel
Krasnegoboru;Krasnybór
Śpiwli;Śpiwle
Romaszek;Romaszki
Kołybek;Kołybki
Rejsyt;Rejsyty
Kocubów;Kocuby
Łazęk;Łazęki
Gromady;Gromada
Zagrządek;Zagrządki
Pawlicznego;Pawliczne
Ruśnej;Ruśna
Radoszów;Radoszowy
Pruszków;Pruszki
Otyka;Otyk
Babiwody;Babiwoda
Przebrodu;Przebród
Górnego;Górne
Mogił;Mogiły
Podpołudnia;Podpołudnie
Mogiły;Mogiła
Czaryża;Czaryż
Repty;Repta
Pakosza;Pakosz
Rept;Repty
Maciatów;Maciaty
Nieporętu;Nieporęt
Zabałwania;Zabałwanie
Kozianów;Koziany
Skaliszkiejm;Skaliszkiejmy
Ławczoka;Ławczok
Pienianian;Pieniany
Jerzysk;Jerzyska
Kokoca;Kokoc
Jantosa;Jantose
Fujasów;Fujasy
Jaryszek;Jaryszki
Kokosa;Kokos
Bykowego;Bykowe
Nawry;Nawra
Kokota;Kokot
Zboisk;Zboiska
Szklarowego;Szklarowe
Obisza;Obisz
Przygód;Przygody
Kielm;Kielmy
Rudy;Ruda
Krzyżanny;Krzyżanna
Zadąbrowy;Zadąbrowa
Rud;Rudy
Nałęcza;Nałęcze
Krzywd;Krzywdy
Filipola;Filipole
Krzywdy;Krzywda
Otynia;Otyń
Kryr;Kryry
Wieniawy;Wieniawa
Zagajcy;Zagajce
Bednarczyków;Bednarczykowie
Podochrym;Podochrymy
Krzykał;Krzykały
Dyr;Dyry
Garłytów;Garłyty
Zimnochy;Zimnocha
Wanieweka;Waniewek
Pierosia;Pieroś
Smolarzyn;Smolarzyny
Transboru;Transbór
Mociesz;Mociesze
Małcza;Małecz
Raptów;Rapty
Kupiszów;Kupisze
Chorążychy;Chorążycha
Łap;Łapy
Wielątków;Wielątki
Bielizn;Bielizny
Wytomyśla;Wytomyśl
Ściborza;Ścibórz
Reputów;Reputy
Sutorów;Sutory
Giełdonia;Giełdoń
Juliopola;Juliopol
Mierczyczyc;Mierczyce
Bogorii;Bogoria
Szprotawy;Szprotawa
Ulesia;Uleś
Drapacza;Drapacz
Matecznego;Mateczny
Kruszy;Krusza
Krusza;Krusze
Lubomyśla;Lubomyśl
Zarannej;Zaranna
Bociana;Bocian
Kupiec;Kupce
Tomalów;Tomalowie
Agnopola;Agnopol
Kokoszków;Kokoszkowy
Desnego;Desne
Pilipów;Pilipy
Zalbek;Zalbki
Pstrążnej;Pstrążna
Becejł;Becejły
Zasokolcza;Zasokolcze
Wojciecha;Wojciech
Marchat;Marchaty
Działek;Działki
Wrzosowiaka;Wrzosowiak
Cierpiąt;Cierpięta
Udzielów;Udziele
Chwalimierza;Chwalimierz
Jaszczwi;Jaszczew
Wawrzyczek;Wawrzyczki
Piećków;Piećki
Dworca;Dworzec
Niewstępu;Niewstąp
Podstruża;Podstruże
Zapłotek;Zapłotki
Gonczarów;Gonczary
Karwówowa;Karwów
Zniesienia;Zniesienie
Długochorzeli;Długochorzele
Jarzysławia;Jarzysław
Kosił;Kosiły
Goniczek;Goniczki
Goduszy;Godusza
Wymokłego;Wymokłe
Parowów;Parowie
Ducek;Ducki
Zagródek;Zagródki
Szurpił;Szurpiły
Płóczek;Płóczki
Pleśnej;Pleśna
Pławów;Pławy
Stocka;Stock
Orądek;Orądki
Gatnej;Gatna
Rasków;Raski
Podbarania;Podbaranie
Drapy;Drapa
Malarzów;Malarze
Rzepcza;Rzepcze
Ubysławia;Ubysław
Przybymierza;Przybymierz
Nacek;Nacki
Dzięków;Dziękowy
Podzagaja;Podzagaje
Nobeli;Nobela
Skalanki;Skalanka
Teofili;Teofile
Narostu;Narost
Szałowił;Szałowiły
Ulasków;Ulaski
Nadwitnia;Nadwitnie
Bzdusa;Bzdus
Sierosławia;Sierosław
Markajm;Markajmy
Popielnej;Popielna
Brodowego;Brodowe
Kłosa;Kłos
Wierzbiszek;Wierzbiszki
Misiaka;Misiak
Drabineka;Drabinek
Bierzgła;Bierzgło
Łabuń;Łabunie
Podłaźni;Podłaźnie
Żrółkowskiej;Żrółkowska
Musuł;Musuły
Liberdów;Liberdy
Zajęcznik;Zajęczniki
Wdżaru;Wdżar
Klępów;Klępy
Kolbiarzów;Kolbiarze
Selwy;Selwa
Halemby;Halemba
Szóstaka;Szóstak
Brodowiec;Brodowce
Szatynia;Szatyń
Gułtów;Gułtowy
Lubieszy;Lubiesza
Kotowia;Kotowie
Bracławia;Bracław
Wilczego;Wilcze
Wilczy;Wilcza
Drybusa;Drybus
Jesiennej;Jesienna
Raszczyczyc;Raszczyce
Szeszył;Szeszyły
Uściąża;Uściąż
Kuboni;Kubonie
Borysa;Borys
Borzym;Borzymy
Niechcicic;Niechcice
Pałapusa;Pałapus
Gapi;Gapie
Jenorajścia;Jenorajście
Podjania;Podjanie
Podkojłowskiego;Podkojłowskie
Kwiek;Kwieki
Strucfonia;Strucfoń
Gołoniw;Gołoniwy
Swawoli;Swawola
Kuligu;Kulig
Pocześla;Pocześle
Mikoszek;Mikoszki
Sienkiewicz;Sienkiewicze
Dybczaków;Dybczakowie
Nacmierza;Nacmierz
Patyków;Patyki
Toborów;Tobory
Grobelek;Grobelki
Pizdurów;Pizdury
Mataczów;Matacze
Osuszy;Osusz
Przywiśla;Przywiśle
Borniaka;Borniak
Wiewiórów;Wiewióry
Mościczek;Mościczki
Białegostoczku;Białostoczek
Przysuchy;Przysucha
Czternastego;Czternasty
Tymbarku;Tymbark
Postronia;Postronie
Jarantowiczek;Jarantowiczki
Storlusa;Storlus
Kiślaka;Kiślak
Kaptur;Kaptury
Turków;Turki
Porębskich;Porębskich
Bezmościa;Bezmoście
Podczerwińskiej;Podczerwińska
Łankowiczek;Łankowiczki
Zgonu;Zgon
Pańskiej;Pańska
Kijonia;Kijonie
Bednarca;Bednarzec
Parzenia;Parzeń
Tymiszczyczyc;Tymiszczyce
Tatara;Tatar
Haraszowskiego;Haraszowskie
Hoźnej;Hoźna
Karpisk;Karpiska
Szymborza;Szymborze
Tworzenia;Tworzeń
Polimoni;Polimonie
Zawiśla;Zawiśle
Drenów;Dreny
Kory;Kora
Brańszczyka;Brańszczyk
Draku;Drak
Pamięcicic;Pamięcice
Włodzimierza;Włodzimierz
Włodzimiery;Włodzimiera
Ropelichy;Ropelicha
Wygnania;Wygnanie
Podbrańszczyka;Podbrańszczyk
Ogrodzonej;Ogrodzona
Solarskiej;Solarska
Wypalenisk;Wypaleniska
Kostrzy;Kostrza
Tuchomia;Tuchom
Kostrza;Kostrze
Zasonia;Zasonie
Okęcia;Okęcie
Traktu;Trakt
Zapadlisk;Zapadliska
Gębaczy;Gębacze
Przedżydowia;Przedżydowie
Czemiernik;Czemierniki
Zastruża;Zastruże
Balbuzów;Balbuzy
Złotopola;Złotopole
Frydku;Frydek
Józefosławia;Józefosław
Bokowego;Bokowe
Mrozów;Mrozy
Przyłaj;Przyłaje
Zakacza;Zakacze
Zgoni;Zgoń
Kampy;Kampa
Zakuczeni;Zakuczenie
Wołoszków;Wołoszki
Gródzi;Gródź
Wojennej;Wojenna
Strojca;Strojec
Kadzynia;Kadzyń
Pensjonatu;Pensjonat
Matlągu;Matląg
Lutomierza;Lutomierz
Rzymów;Rzymy
Ciuchcielejek;Ciuchcielejki
Żarnowskiej;Żarnowska
Kaczejgórki;Kaczagórka
Przelacza;Przelacz
Zakrętów;Zakręty
Podlisowia;Podlisowie
Tuszymy;Tuszyma
Majdów;Majdy
Zakręt;Zakręta
Niekładzia;Niekładź
Płowęża;Płowęż
Kupilasu;Kupilas
Chodnicznego;Chodniczny
Koszareka;Koszarek
Kustodii;Kustodia
Wyjazdu;Wyjazd
Dryndowego;Dryndowe
Jędrzychowiczek;Jędrzychowiczki
Straszymia;Straszym
Małynia;Małyń
Przeszkody;Przeszkoda
Tubendzy;Tubendza
Nowosolnej;Nowosolna
Kierkuta;Kierkut
Ropy;Ropa
Makoszów;Makoszowy
Bełcznej;Bełczna
Sabatu;Sabat
Zbója;Zbój
Klonowego;Klonowe
Lubodzieża;Lubodzież
Leśnych;Leśni
Bogwidzów;Bogwidzowy
Iwia;Iwie
Przybyszów;Przybyszowy
Rajek;Rajki
Sieruciowiec;Sieruciowce
Kalebów;Kaleby
Poddębca;Poddębiec
Darginia;Dargiń
