Dopełniacz;Mianownik
Borcza;Borcz
Zaczerlan;Zaczerlany
Siedliszowic;Siedliszowice
Bledzewa;Bledzewo
Lechowa;Lechowo
Złotych;Złote
Brzeżan;Brzeżany
Bodaczek;Bodaczki
Żukówka;Żukówko
Borowna;Borowno
Tumu;Tum
Rękowa;Ręków
Kłonnny;Kłonna
Czyżyków;Czyżyki
Piątkowa;Piątkowo
Koszewnicy;Koszewnica
Skudzaw;Skudzawy
Wągrody;Wągroda
Czerńczyczyc;Czerńczyce
Ślęcina;Ślęcin
Kwasów;Kwasy
Bredynek;Bredynki
Klekotnej;Klekotna
Wiatraka;Wiatrak
Jarandowa;Jarandowo
Swarzewa;Swarzewo
Krzyżkówka;Krzyżkówko
Grocholina;Grocholin
Czerwonek;Czerwonki
Sękowa;Sęków
Wiewiórowa;Wiewiórów
Naterek;Naterki
Pecny;Pecna
Czerwonki;Czerwonka
Kwakowa;Kwakowo
Zbiroży;Zbiroża
Nowodworza;Nowodworze
Ełku;Ełk
Śnic;Śnice
Kotlin;Kotliny
Podnowinki;Podnowinka
Działoszy;Działosza
Wiewiórek;Wiewiórki
Nieczulic;Nieczulice
Mętna;Mętno
Makówki;Makówka
Iłowa;Iłów
Bartoszówki;Bartoszówka
Aleksandrynowa;Aleksandrynów
Zapowiednika;Zapowiednik
Dębionki;Dębionka
Jarkowic;Jarkowice
Kłębanowic;Kłębanowice
Piskorzna;Piskorzno
Sobowa;Sobowo
Kurdwanowa;Kurdwanów
Antoninin;Antoniny
Pilichowa;Pilichowo
Zadusznik;Zaduszniki
Świńca;Świniec
Zaboru;Zabór
Kominów;Kominy
Antoniny;Antonina
Bądecza;Bądecz
Sidorówki;Sidorówka
Krzanowic;Krzanowice
Łobdowa;Łobdowo
Chlebowa;Chlebowo
Mikorzyc;Mikorzyce
Żelechowa;Żelechów
Pieniężnicy;Pieniężnica
Trzepiecin;Trzepieciny
Podobina;Podobin
Choroszczy;Choroszcz
Głowienki;Głowienka
Łężka;Łężek
Fułek;Fułki
Piorunki;Piorunka
Bukownej;Bukowna
Żelech;Żelechy
Kałuż;Kałuże
Zdrap;Zdrapy
Szczekarzowa;Szczekarzów
Zgniłochy;Zgniłocha
Tłok;Tłoki
Milczan;Milczany
Węglin;Węgliny
Wargowa;Wargowo
Gałwun;Gałwuny
Okszowa;Okszów
Łąkowa;Łąkowo
Jarotek;Jarotki
Chełstowa;Chełstowo
Karsina;Karsino
Chełstówka;Chełstówek
Góralic;Góralice
Wagramu;Wagram
Bystrza;Bystrze
Konecka;Koneck
Kozubca;Kozubiec
Kwiejc;Kwiejce
Hipolitowa;Hipolitowo
Dłutowa;Dłutów
Ględ;Ględy
Świbia;Świbie
Ruskowa;Ruskowo
Skalic;Skalice
Warnołęki;Warnołęka
Bruczkowa;Bruczków
Orpikowa;Orpikowo
Będziechowa;Będziechów
Sejn;Sejny
Cendrowic;Cendrowice
Mieroszowa;Mieroszów
Skrajni;Skrajnia
Pomianowic;Pomianowice
Długosielc;Długosielce
Kutysek;Kutyski
Chlewic;Chlewice
Korpeli;Korpele
Szczudłowa;Szczudłów
Wierzchu;Wierzch
Sobieszewa;Sobieszewo
Strzybnika;Strzybnik
Sobianowic;Sobianowice
Szarocina;Szarocin
Gołusek;Gołuski
Więckowic;Więckowice
Wojeńca;Wojeniec
Osnowa;Osnowo
Lafajetowa;Lafajetowo
Kulczyzny;Kulczyzna
Stacewicz;Stacewicze
Wyglądaczy;Wyglądacze
Kowalewa;Kowalew
Wtelna;Wtelno
Muniakowic;Muniakowice
Biłgoraja;Biłgoraj
Gadek;Gadki
Miedzyna;Miedzyn
Pichorowic;Pichorowice
Żurominka;Żurominek
Wędziny;Wędzina
Żuchowa;Żuchowo
Gadki;Gadka
Chomic;Chomice
Duktu;Dukt
Bodzanowic;Bodzanowice
Iwanówki;Iwanówka
Czyż;Czyże
Biedaczowa;Biedaczów
Smreczyny;Smreczyna
Warlubia;Warlubie
Dołubowa;Dołubowo
Machowinka;Machowinko
Kaźmierzyna;Kaźmierzyn
Brodni;Brodnia
Tyniowic;Tyniowice
Wilanowa;Wilanowo
Jędrzejowic;Jędrzejowice
Chludowa;Chludowo
Siemuszowej;Siemuszowa
Polanowa;Polanowo
Borzygniewia;Borzygniew
Wąsowa;Wąsów
Zaświatycz;Zaświatycze
Igliczyzny;Igliczyzna
Jaśc;Jaśce
Boglewic;Boglewice
Maciejewa;Maciejewo
Berżałowiec;Berżałowce
Wychen;Wychny
Dolska;Dolsk
Nosowa;Nosowo
Masłomęcza;Masłomęcz
Glinika;Glinik
Bykowa;Byków
Ostrawy;Ostrawa
Morąga;Morąg
Zawad;Zawady
Turów;Tury
Smorzewa;Smorzewo
Kaznowa;Kaznów
Sówek;Sówki
Zwierzna;Zwierzno
Zarębic;Zarębice
Smarglina;Smarglin
Lnisna;Lnisno
Guzowatki;Guzowatka
Byków;Byki
Swadzimia;Swadzim
Skawy;Skawa
Racławek;Racławki
Przybranówka;Przybranówek
Zapasternicza;Zapasternicze
Janocina;Janocin
Doręgowic;Doręgowice
Wielkiego;Wielkie
Michniowa;Michniów
Nietrzeby;Nietrzeba
Słodkowa;Słodkowo
Międzygórza;Międzygórz
Zacisza;Zacisze
Stradomki;Stradomka
Damianowa;Damianów
Zyngierówki;Zyngierówka
Jarzębiny;Jarzębina
Nieborzy;Nieborza
Batogowa;Batogowo
Kobiernego;Kobierne
Powałczyna;Powałczyn
Podzagnańszcza;Podzagnańszcze
Spalonej;Spalona
Kosumiec;Kosumce
Jagint;Jaginty
Mamot;Mamoty
Sierbowiec;Sierbowce
Świecinek;Świecinki
Opiesina;Opiesin
Teodorówki;Teodorówka
Bełchatowa;Bełchatów
Grobel;Groble
Ziębikowa;Ziębikowo
Grobli;Grobla
Dębiogóry;Dębiogóra
Wydry;Wydra
Dziubieli;Dziubiele
Bruśnika;Bruśnik
Wilczyńca;Wilczyniec
Nierośna;Nierośno
Frydmana;Frydman
Jagodnika;Jagodnik
Tarłowa;Tarłów
Grędzic;Grędzice
Ręszowa;Ręszów
Łężca;Łężec
Batowic;Batowice
Truszczanka;Truszczanek
Karszówka;Karszówek
Mycielina;Mycielin
Wilchty;Wilchta
Żołyni;Żołynia
Toninka;Toninek
Olszewka;Olszewek
Pinczyna;Pinczyn
Zarańska;Zarańsko
Ancut;Ancuty
Brześcianki;Brześcianka
Skarżynka;Skarżynek
Latkowa;Latków
Wierzbięcina;Wierzbięcin
Grabówca;Grabówiec
Cudnowa;Cudnów
Kokoszczyna;Kokoszczyn
Krzysztoforzyc;Krzysztoforzyce
Sromowa;Sromów
Wilanowa;Wilanów
Zastawka;Zastawek
Zarzeki;Zarzeka
Głuszczyzny;Głuszczyzna
Krążka;Krążek
Płaskiej;Płaska
Olewina;Olewin
Choszczowego;Choszczowe
Topczykał;Topczykały
Mołdawina;Mołdawin
Parszczyczyc;Parszczyce
Krzemieniewa;Krzemieniew
Grzechyni;Grzechynia
Dziedna;Dziedno
Czepina;Czepino
Kirsztajnowa;Kirsztajnów
Nieprowic;Nieprowice
Ludzisławic;Ludzisławice
Luborczy;Luborcza
Maciejewa;Maciejew
Stępocicic;Stępocice
Krzywonogi;Krzywonoga
Głowaczowej;Głowaczowa
Lucjanowa;Lucjanowo
Włodowic;Włodowice
Zbytowa;Zbytowo
Rogierówka;Rogierówko
Wiślin;Wiśliny
Pliszek;Pliszki
Radominy;Radomina
Pobiedna;Pobiedno
Chełmna;Chełmno
Mieruć;Mierucie
Bydlina;Bydlino
Janowicz;Janowicze
Słupów;Słupy
Czarnorzeczki;Czarnorzeczka
Mędrzyc;Mędrzyce
Stupników;Stupniki
Gniazdowa;Gniazdowo
Mierucina;Mierucin
Nosibądów;Nosibądy
Dziergowic;Dziergowice
Siecienia;Siecień
Kaszewic;Kaszewice
Gołuchów;Gołuchy
Barcicic;Barcice
Maszkienic;Maszkienice
Sitowca;Sitowiec
Wałdowa;Wałdowo
Naglad;Naglady
Iwicznej;Iwiczna
Tylmanowej;Tylmanowa
Bardzinka;Bardzinek
Krzemionki;Krzemionka
Starożyniec;Starożyńce
Popkowic;Popkowice
Żagna;Żagno
Iwiczna;Iwiczno
Luszyna;Luszyn
Sudzina;Sudzin
Czernichowa;Czernichów
Warpun;Warpuny
Goleszowa;Goleszów
Wydaw;Wydawy
Dobrowody;Dobrowoda
Kliczkowa;Kliczków
Cisówka;Cisówek
Knyk;Knyki
Działów;Działy
Pardołowa;Pardołów
Pasierb;Pasierby
Lewniowej;Lewniowa
Matłaku;Matłak
Pobondzi;Pobondzie
Mazur;Mazury
Krzywczy;Krzywcza
Wieloborowic;Wieloborowice
Żytowic;Żytowice
Kolonowskiego;Kolonowskie
Borowni;Borownia
Głogna;Głogno
Gulczewa;Gulczewo
Przyrębu;Przyrąb
Bożówki;Bożówka
Sewerynki;Sewerynka
Michowa;Michów
Stropkowa;Stropkowo
Bujnowa;Bujnowo
Lubejek;Lubejki
Wereszczyna;Wereszczyn
Czeluśnicy;Czeluśnica
Foshuty;Foshuta
Bielskich;Bielskie
Kosewa;Kosewo
Pięćmorgów;Pięćmorgi
Ratyńca;Ratyniec
Wysokina;Wysokin
Sulechowa;Sulechowo
Sadłowa;Sadłowo
Jarot;Jaroty
Złotokłosu;Złotokłos
Tuszyn;Tuszyny
Gadzowic;Gadzowice
Sychowa;Sychowo
Zaorza;Zaorze
Wargawy;Wargawa
Piechanina;Piechanin
Żbikowic;Żbikowice
Bąblinka;Bąblinek
Korczówki;Korczówka
Ludziska;Ludzisko
Marklowic;Marklowice
Bierunia;Bieruń
Pielgrzymowic;Pielgrzymowice
Rzeszotar;Rzeszotary
Woryn;Woryny
Skwierzynki;Skwierzynka
Zatwarnicy;Zatwarnica
Osiecka;Osiecko
Dojutrowa;Dojutrów
Podsokołowa;Podsokołów
Santoczna;Santoczno
Kaczyńca;Kaczyniec
Czarnkowia;Czarnkowie
Pianowa;Pianowo
Wocław;Wocławy
Przeworska;Przeworsk
Bratucicic;Bratucice
Daćbogów;Daćbogi
Stogniowic;Stogniowice
Karmina;Karmin
Spurgli;Spurgle
Podrzeczan;Podrzeczany
Lubieniowa;Lubieniów
Gęstowic;Gęstowice
Cisewa;Cisew
Głupianki;Głupianka
Śliwnik;Śliwniki
Strączkowa;Strączków
Wierzchna;Wierzchno
Bobrowca;Bobrowiec
Poręby;Poręba
Bolowca;Bolowiec
Końcowizny;Końcowizna
Żeńska;Żeńsko
Grajwa;Grajwo
Racięcina;Racięcin
Audyniszek;Audyniszki
Ciska;Cisek
Chrustów;Chrusty
Michalczewa;Michalczew
Bięcina;Bięcino
Powidzka;Powidzko
Piórkowa;Piórkowo
Helina;Helin
Korabi;Korabie
Lecki;Lecka
Kajetanowic;Kajetanowice
Borszyn;Borszyny
Zborowa;Zborowo
Skoroszowa;Skoroszów
Lewoszowa;Lewoszów
Bartolina;Bartolino
Panieńszczyzny;Panieńszczyzna
Rzechcina;Rzechcino
Mozgawy;Mozgawa
Supraśla;Supraśl
Błaszkowa;Błaszków
Sułkowa;Sułków
Zimnika;Zimnik
Baranowa;Baranów
Konstantowa;Konstantów
Nagórzanek;Nagórzanki
Stolnik;Stolniki
Wilkowi;Wilkowia
Kłody;Kłoda
Piątkowca;Piątkowiec
Piekielnika;Piekielnik
Piecucuch;Piecuchy
Szynwałdu;Szynwałd
Niemiec;Niemce
Strubna;Strubno
Białcza;Białcz
Turobina;Turobin
Sani;Sanie
Łapinóżka;Łapinóżek
Kuźniczyska;Kuźniczysko
Niemcza;Niemcz
Murzynnna;Murzynno
Lubachowa;Lubachów
Wiżajn;Wiżajny
Przeczy;Przecza
Mieszczka;Mieszczk
Święciechowy;Święciechowa
Konikowa;Konikowo
Korpysów;Korpysy
Kaniowa;Kaniów
Gryżowa;Gryżów
Jurowlan;Jurowlany
Spiczek;Spiczki
Obidzy;Obidza
Ardap;Ardapy
Ligoty;Ligota
Kałęczyna;Kałęczyn
Jezierzan;Jezierzany
Głuchowa;Głuchów
Kościanek;Kościanki
Sudołu;Sudół
Mętlewa;Mętlew
Emanueliny;Emanuelina
Borzejewa;Borzejewo
Milewa;Milew
Czystochlebia;Czystochleb
Skaszyna;Skaszyn
Pogorzałek;Pogorzałki
Jaszczołt;Jaszczołty
Goliszewa;Goliszew
Krzepielowa;Krzepielów
Poniklicy;Poniklica
Wołkun;Wołkuny
Dłużyc;Dłużyce
Krościenka;Krościenko
Olszamowic;Olszamowice
Sobkowic;Sobkowice
Chobielina;Chobielin
Promna;Promno
Kusic;Kusice
Siodłonia;Siodłonie
Klementynowa;Klementynów
Rogalinka;Rogalinek
Godowa;Godów
Skałowa;Skałowo
Siecieborzyc;Siecieborzyce
Skórzewy;Skórzewa
Kraczynek;Kraczynki
Galominka;Galominek
Grzybków;Grzybki
Rzędkowa;Rzędków
Szydłowa;Szydłowo
Giedajt;Giedajty
Boryszyna;Boryszyn
Szuszalewa;Szuszalewo
Rabaliny;Rabalina
Wąwelna;Wąwelno
Gojcowa;Gojców
Wichowa;Wichów
Dochanowa;Dochanowo
Krępcewa;Krępcewo
Lenkupia;Lenkupie
Kręczkowa;Kręczków
Zusenka;Zusenko
Bełżca;Bełżec
Nielestna;Nielestno
Jędrychowa;Jędrychowo
Podżaru;Podżar
Skórkowic;Skórkowice
Brzechowa;Brzechowo
Włoszycy;Włoszyca
Koleśników;Koleśniki
Bożanowa;Bożanów
Rozumic;Rozumice
Chrośnicy;Chrośnica
Grębanina;Grębanin
Świecin;Świeciny
Nasławic;Nasławice
Słomczyna;Słomczyn
Łapanowa;Łapanów
Turnawca;Turnawiec
Grażyny;Grażyna
Jazowej;Jazowa
Nabłota;Nabłoto
Mołomotek;Mołomotki
Witkowa;Witkowo
Buczynki;Buczynka
Biesiadek;Biesiadki
Zatomia;Zatom
Rąbinia;Rąbiń
Pratkowa;Pratków
Uleńca;Uleniec
Tomaszówka;Tomaszówek
Herb;Herby
Żodynia;Żodyń
Jośków;Jośki
Kopytowej;Kopytowa
Dzierzgonia;Dzierzgoń
Kawieczyna;Kawieczyno
Zielunia;Zieluń
Zwleczy;Zwlecza
Wilamowa;Wilamowo
Tomin;Tominy
Szewców;Szewce
Wilamówki;Wilamówka
Mrzygłodu;Mrzygłód
Ireny;Irena
Chróstnika;Chróstnik
Chwalisławia;Chwalisław
Rembertowa;Rembertów
Trzetrzewiny;Trzetrzewina
Ciółkowa;Ciółkowo
Kulej;Kuleje
Połupina;Połupin
Trojanówka;Trojanówek
Prądzonki;Prądzonka
Krzeczowa;Krzeczów
Oblewa;Oblewo
Kiełtyk;Kiełtyki
Gądek;Gądki
Wichulca;Wichulec
Ślepowron;Ślepowrony
Wyszla;Wyszel
Fredropola;Fredropol
Wistki;Wistka
Chrostkowa;Chrostkowo
Wiciejowa;Wiciejów
Jezioran;Jeziorany
Kij;Kije
Mazurowic;Mazurowice
Jurkowa;Jurkowo
Paruszowic;Paruszowice
Mikołajowa;Mikołajów
Sobowidza;Sobowidz
Wieli;Wiela
Brzozowej;Brzozowa
Szumska;Szumsk
Malęcina;Malęcino
Czortowic;Czortowice
Brzozowa;Brzozowo
Pątnowa;Pątnów
Lachowskiego;Lachowskie
Kowalowiec;Kowalowce
Perkujek;Perkujki
Witowic;Witowice
Zamszan;Zamszany
Napoleonowa;Napoleonowo
Tworzanek;Tworzanki
Rychwałdu;Rychwałd
Pałuczyny;Pałuczyna
Ryjewa;Ryjewo
Wlenia;Wleń
Chmielowa;Chmielów
Mstowa;Mstowo
Michałkowa;Michałkowo
Imionka;Imionek
Jegławek;Jegławki
Odrów;Odry
Gawłowa;Gawłowo
Florka;Florek
Pacholąt;Pacholęta
Cieszkowa;Cieszków
Krugłego;Krugło
Janikowic;Janikowice
Pilaw;Pilawy
Lipowicy;Lipowica
Stanisławy;Stanisława
Skopania;Skopanie
Poronina;Poronin
Chojnowa;Chojnowo
Ciszycy;Ciszyca
Jelenina;Jelenino
Przezwisk;Przezwiska
Kopek;Kopki
Stękin;Stękiny
Alfonsowa;Alfonsowo
Młodnika;Młodnik
Wyszyny;Wyszyna
Brzózego;Brzóze
Kanabrodu;Kanabród
Orzelca;Orzelec
Brzózy;Brzóza
Krojczyna;Krojczyn
Górzanki;Górzanka
Troszyna;Troszyn
Wojtala;Wojtal
Tadeuszewa;Tadeuszewo
Andrzejewa;Andrzejewo
Tujska;Tujsk
Buchałowa;Buchałów
Nieświastowic;Nieświastowice
Jedlic;Jedlice
Makowa;Maków
Woroblina;Woroblin
Bratoszewic;Bratoszewice
Drężka;Drężek
Głubczyna;Głubczyn
Poręb;Poręby
Racławiczek;Racławiczki
Głuszyna;Głuszyn
Kuranowa;Kuranów
Chodorowej;Chodorowa
Podłęża;Podłęże
Reduchowa;Reduchów
Niesulic;Niesulice
Patoki;Patoka
Dobrcza;Dobrcz
Przywozu;Przywóz
Duninowa;Duninowo
Przyjm;Przyjmy
Oseredka;Oseredek
Próli;Próle
Myślęcina;Myślęcin
Szynczyczyc;Szynczyce
Dębłowa;Dębłowo
Galowic;Galowice
Opoczek;Opoczki
Krzętli;Krzętle
Pałęg;Pałęgi
Dwikozów;Dwikozy
Dolnej;Dolna
Filipinowa;Filipinów
Purgałek;Purgałki
Paszęcina;Paszęcin
Rogalina;Rogalino
Dobieszowic;Dobieszowice
Wąglikowic;Wąglikowice
Chudzowic;Chudzowice
Choinka;Choinek
Harsza;Harsz
Grodziszczka;Grodziszczko
Radziborza;Radzibórz
Dzbądzka;Dzbądzek
Tropiszewa;Tropiszewo
Darnkowa;Darnków
Zdziłowic;Zdziłowice
Mytarzy;Mytarz
Skarbanowa;Skarbanowo
Wierzonki;Wierzonka
Stryjków;Stryjki
Grudunek;Grudunki
Sedranek;Sedranki
Daleszewa;Daleszewo
Gromadki;Gromadka
Górzenka;Górzenko
Romaniuk;Romaniuki
Okręgu;Okręg
Słaboszewa;Słaboszewo
Bielska;Bielsko
Posłusza;Posłusze
Szczedrzykowic;Szczedrzykowice
Hruszniewa;Hruszniew
Koczka;Koczek
Kurczowa;Kurczów
Okolusza;Okolusz
Cieciórk;Cieciórki
Raczynowa;Raczynów
Siemięrzyc;Siemięrzyce
Opoczki;Opoczka
Kosierza;Kosierz
Tupadł;Tupadły
Wądroża;Wądroże
Kleparza;Kleparz
Wiązowny;Wiązowna
Szpiegowa;Szpiegowo
Bytnika;Bytnik
Zdrojówki;Zdrojówka
Udziejka;Udziejek
Gościszki;Gościszka
Gulinka;Gulinek
Tchórzanki;Tchórzanka
Rąbkowej;Rąbkowa
Klepar;Klepary
Ciemiętnik;Ciemiętniki
Ropczyczyc;Ropczyce
Bielinka;Bielinek
Ostrowiec;Ostrowce
Binina;Binino
Wrzącej;Wrząca
Rokosza;Rokosz
Trzebowa;Trzebowo
Żurobic;Żurobice
Mazowsza;Mazowsze
Modlniczki;Modlniczka
Bolumina;Bolumin
Karpnik;Karpniki
Łucki;Łucka
Niepli;Niepla
Gierwat;Gierwaty
Szozdów;Szozdy
Siwkowic;Siwkowice
Kuczyna;Kuczyn
Kuligowa;Kuligów
Klina;Klin
Boguchwał;Boguchwały
Dąbka;Dąbek
Szafranek;Szafranki
Mirosławic;Mirosławice
Jaroszewów;Jaroszewy
Słomina;Słomin
Drogosławia;Drogosław
Taczał;Taczały
Śmiłowic;Śmiłowice
Radwańca;Radwaniec
Imbramowic;Imbramowice
Lipki;Lipka
Sopieszyna;Sopieszyno
Szymanówka;Szymanówek
Boguchwały;Boguchwała
Strzeżewa;Strzeżewo
Moniak;Moniaki
Jaroszewa;Jaroszewo
Mymonia;Mymoń
Błeszna;Błeszno
Brochocinka;Brochocinek
Ludźmierza;Ludźmierz
Marulewa;Marulew
Łęgut;Łęguty
Gozdowic;Gozdowice
Sosnówki;Sosnówka
Rosnowa;Rosnowo
Siemienic;Siemienice
Fletnowa;Fletnowo
Oleśnika;Oleśnik
Suwałk;Suwałki
Nienawiszcza;Nienawiszcz
Bolesławka;Bolesławek
Miedzierzy;Miedzierza
Klus;Klusy
Kozłowa;Kozłów
Szymbor;Szymbory
Pełek;Pełki
Tomczyków;Tomczyki
Miliszew;Miliszewy
Tarnówka;Tarnówko
Chrzęsnego;Chrzęsne
Oblasów;Oblasy
Przylasek;Przylaski
Oporowa;Oporów
Stubienka;Stubienko
Bartłomiejowic;Bartłomiejowice
Perkowic;Perkowice
Dobrzejewic;Dobrzejewice
Szczukowic;Szczukowice
Kiezmarka;Kiezmark
Luboli;Lubola
Broszęcina;Broszęcin
Damic;Damice
Żarnówki;Żarnówka
Łębna;Łębno
Zmyślanki;Zmyślanka
Gubin;Gubiny
Rozynowa;Rozynów
Kłódnej;Kłódno
Uszwi;Uszew
Węży;Węża
Świebodowa;Świebodów
Krzemienicy;Krzemienica
Komadzyna;Komadzyn
Jedzbarku;Jedzbark
Wygranki;Wygranka
Okołu;Okół
Mogilan;Mogilany
Zagród;Zagrody
Brzezimierza;Brzezimierz
Sług;Sługi
Smolech;Smolechy
Radzieszyna;Radzieszyn
Zalutynia;Zalutyń
Radwańczewa;Radwańczewo
Sudrag;Sudragi
Pereł;Perły
Strupic;Strupice
Krzywiczyn;Krzywiczyny
Garbowic;Garbowice
Tulnik;Tulniki
Kalet;Kalety
Barcinka;Barcinek
Skąpego;Skąpe
Izabelowa;Izabelów
Mąkolna;Mąkolno
Asun;Asuny
Bliźniewa;Bliźniew
Szkleńca;Szkleniec
Kakulina;Kakulin
Piskorzów;Piskorze
Czarlina;Czarlin
Łomnicy;Łomnica
Zahutynia;Zahutyń
Ramion;Ramiona
Dziemian;Dziemiany
Kęcerzyna;Kęcerzyn
Suminy;Sumina
Łubowic;Łubowice
Podebłocia;Podebłocie
Kraszewa;Kraszewo
Polkowskiego;Polkowskie
Głotowa;Głotowo
Kartoszyna;Kartoszyno
Jaktorowa;Jaktorów
Niemienic;Niemienice
Jaszowic;Jaszowice
Przezwód;Przezwody
Uścieńca;Uścieniec
Chomontowa;Chomontowo
Rynarzewa;Rynarzewo
Tągowia;Tągowie
Rumiejek;Rumiejki
Maszutkini;Maszutkinie
Jazów;Jazy
Korzystna;Korzystno
Pobłocia;Pobłocie
Dobieżyna;Dobieżyn
Domurat;Domuraty
Zysławic;Zysławice
Szewa;Szewo
Bogusławek;Bogusławki
Namyślina;Namyślin
Korczycowa;Korczyców
Kaplicy;Kaplica
Kopyści;Kopyść
Dziennnic;Dziennice
Pułkowic;Pułkowice
Podatkówka;Podatkówek
Kołtek;Kołtki
Sycanowa;Sycanów
Panaszewa;Panaszew
Rydzyny;Rydzyna
Sułówka;Sułówek
Makowszczyzny;Makowszczyzna
Kocanowa;Kocanowo
Zakościelnego;Zakościelne
Kolana;Kolano
Marunowa;Marunowo
Strzalin;Strzaliny
Worszyn;Worszyny
Igłowic;Igłowice
Łęgów;Łęgi
Pobierowa;Pobierowo
Ziółkowa;Ziółkowo
Ściennnego;Ścienne
Zalasowej;Zalasowa
Rydzyn;Rydzyny
Wróblówki;Wróblówka
Gruszkowa;Gruszków
Budziejewa;Budziejewo
Skłud;Skłudy
Prandotowa;Prandotów
Grębek;Grębki
Ruska;Rusko
Mikułowej;Mikułowa
Baranów;Barany
Boszkowa;Boszkowo
Trląga;Trląg
Dłużniewic;Dłużniewice
Parciak;Parciaki
Śmiardowa;Śmiardowo
Izbicy;Izbica
Jarząbki;Jarząbka
Rdzawki;Rdzawka
Izbic;Izbice
Smardzowic;Smardzowice
Moszenek;Moszenki
Baniochy;Baniocha
Wajkowa;Wajków
Manasterca;Manasterzec
Szopinka;Szopinek
Niwkowa;Niwkowo
Mysłówki;Mysłówka
Halickich;Halickie
Urbańszczyzny;Urbańszczyzna
Stołbców;Stołbce
Łodyny;Łodyna
Koźlej;Koźla
Brzoskwini;Brzoskwinia
Białowoli;Białowola
Krosinka;Krosinek
Sitowej;Sitowa
Linarczyka;Linarczyk
Przyborówka;Przyborówko
Iwonicza;Iwonicz
Mądrzechowa;Mądrzechowo
Strzegomka;Strzegomek
Żyźniewa;Żyźniewo
Glinek;Glinki
Skrodzkiego;Skrodzkie
Malni;Malnia
Ciemniewka;Ciemniewko
Muntowa;Muntowo
Bobrowiec;Bobrowce
Rodowa;Rodowo
Glinki;Glinka
Czerniakowa;Czerniaków
Swornychgać;Swornegacie
Opawy;Opawa
Uniszowej;Uniszowa
Łogdowa;Łogdowo
Kozińca;Koziniec
Czułówka;Czułówek
Łaziuków;Łaziuki
Ubysławic;Ubysławice
Filipowic;Filipowice
Złotna;Złotno
Stasiolasu;Stasiolas
Chełmonia;Chełmonie
Hornówka;Hornówek
Kleczanowa;Kleczanów
Kamilewa;Kamilew
Szeplerzyzny;Szeplerzyzna
Wytoka;Wytok
Kunek;Kunki
Nietoperka;Nietoperek
Koceran;Kocerany
Niedźwiad;Niedźwiady
Biernat;Biernaty
Skrobowa;Skrobów
Boruszowic;Boruszowice
Paluz;Paluzy
Chrzelic;Chrzelice
Lekaszyna;Lekaszyn
Bojańczyczyc;Bojańczyce
Słowików;Słowiki
Giecza;Giecz
Niewiemka;Niewiemko
Pieradeł;Pieradła
Olędzkich;Olędzkie
Żaboklika;Żaboklik
Lulkowa;Lulkowo
Błażejek;Błażejki
Bożejowic;Bożejowice
Bożewa;Bożewo
Koźlątkowa;Koźlątków
Bartnik;Bartniki
Momocichy;Momocicha
Melsztyna;Melsztyn
Sułaszewa;Sułaszewo
Lisic;Lisice
Młynar;Młynary
Dziecinina;Dziecinin
Dziarnowa;Dziarnów
Opatówka;Opatówko
Czernica;Czernic
Seligowa;Seligów
Czerni;Czernie
Łąga;Łąg
Jadwinowa;Jadwinów
Osetnej;Osetna
Felicji;Felicja
Kozowa;Kozów
Dziadoszyc;Dziadoszyce
Czernina;Czernin
Męcinki;Męcinka
Rudawia;Rudaw
Remiszewa;Remiszew
Przybyszewa;Przybyszewo
Rogojn;Rogojny
Kraszowa;Kraszów
Gomulina;Gomulin
Ostrowieczna;Ostrowieczno
Bachorzyna;Bachorzyn
Luboni;Luboń
Lutego;Lute
Cielechowizny;Cielechowizna
Zastawek;Zastawki
Nętnego;Nętne
Neru;Ner
Gatki;Gatka
Srebrnicy;Srebrnica
Czyżemina;Czyżemin
Krogulca;Krogulec
Szczerzbowa;Szczerzbowo
Goszczewic;Goszczewice
Kostrogaju;Kostrogaj
Zasadnego;Zasadne
Raków;Raki
Kotarszyna;Kotarszyn
Karczyna;Karczyn
Poniszowic;Poniszowice
Jeromin;Jerominy
Lewickich;Lewickie
Grochów;Grochy
Janczewa;Janczewo
Jastrzębnik;Jastrzębniki
Dubna;Dubno
Zwierzewa;Zwierzewo
Trzebieszy;Trzebiesza
Orłowa;Orłów
Łuszkowa;Łuszkowo
Plewek;Plewki
Fijałkowa;Fijałkowo
Lekszyc;Lekszyce
Dubnego;Dubne
Kurejwy;Kurejwa
Pogorzyc;Pogorzyce
Osiemborowa;Osiemborów
Kadzidłowa;Kadzidłowa
Łowiczka;Łowiczek
Tykadłowa;Tykadłów
Barcikowa;Barcikowo
Pliskowoli;Pliskowola
Skoków;Skoki
Topczewa;Topczewo
Kuryłów;Kuryły
Jaworowej;Jaworowa
Jaroszewic;Jaroszewice
Pietraszowa;Pietraszów
Osmolina;Osmolin
Kaszewca;Kaszewiec
Kwikowa;Kwików
Chorzewa;Chorzewo
Chorzewy;Chorzewa
Opacia;Opacie
Jaworowa;Jaworowo
Żubrowa;Żubrów
Świlczy;Świlcza
Skórca;Skórzec
Siostrzytowa;Siostrzytów
Osowca;Osowiec
Szumska;Szumsko
Pietraszyna;Pietraszyn
Werechań;Werechanie
Chyrzyny;Chyrzyna
Szeligów;Szeligi
Bruszczewa;Bruszczewo
Krobonoszy;Krobonosz
Pudzikowa;Pudzików
Brudzewa;Brudzewo
