Dopełniacz;Mianownik
Zabranieńca;Zabraniec
Dzielnika;Dzielnik
Kąkolewnicy Północnej;Kąkolewnica Północna
Starej Dąbrówki;Stara Dąbrówka
Plebańskiej;Plebańska
Trynisz Moszewa;Trynisze Moszewo
Goja;Goj
Dobrosławia;Dobrosław
Gnatów Soczewki;Gnaty Soczewka
Malewa;Malewo
Zawidowa;Zawidów
Krzysztowki;Krzysztowka
Kolonii Rudy Wołoskiej;Kolonia Ruda Wołoska
Kolonii Czarnkowa;Kolonia Czarnkowo
Cisek;Ciski
Wilczego Targu;Wilczy Targ
Podwiejek;Podwiejki
Romasów;Romasy
Kolonii Kostomłotów;Kolonia Kostomłoty
Świbnego;Świbne
Kolincza;Kolincz
Iwickowa;Iwickowo
Cimochowa;Cimochowo
Siąkałówki;Siąkałówka
Kuźnicy Drawskiej;Kuźnica Drawska
Błotna;Błotno
Milenium;Millenium
Grabowa Szlacheckiego;Grabów Szlachecki
Błotnego;Błotne
Florynów;Floryny
Uszy Małej;Usza Mała
Starego Siedliska;Stare Siedlisko
Wodońcy;Wodońca
Wyrzyk Pękal;Wyrzyki Pękale
Olszewic;Olszewice
Grabowa Kościerskiego;Grabowo Kościerskie
Dolniaka;Dolniak
Berkowizny;Berkowizna
Wyższego Pólka;Wyższe Pólko
Joninin Dużych;Joniny Duże
Pareżek;Pareżki
Waplewa Osiedla;Waplewo Osiedle
Powiersza;Powiersze
Kłak;Kłaki
Psar WieStarej;Psary Stara Wieś
Wilusia;Wiluś
Kaczyna Starego;Kaczyn Stary
Szczyciećca;Szczyciec
Kolonii Kiezmarku Piego;Kolonia Kiezmark Pierwszy
Fajsławic;Fajsławice
Podszkola;Podszkole
Leśniewa Dolnego;Leśniewo Dolne
Ulicy Węgierskiej;Ulica Węgierska
Rajbrotu;Rajbrot
Babca;Babiec
Branki;Branka
Koniecwałdu;Koniecwałd
Nowych Szkotów;Nowe Szkoty
Nowin Malczewskich;Nowiny Malczewskie
Osiedla Powstańców Wielkopolskich;Osiedle Powstańców Wielkopolskich
Nawarzyc Leśnych;Nawarzyce Leśne
Podolszynia;Podolszynie
Powsinka;Powsinek
Okoleni Wytyckiej;Okolenia Wytycka
Kałów Towarzystwa;Kały Towarzystwo
Kolonii Pęplina Trzeciego;Kolonia Pęplino Trzecie
Izabelmontu;Izabelmont
Jackowa Górnego;Jackowo Górne
Kolonii Dolnej;Kolonia Dolna Grabowo
Pałówka;Pałówko
Sznyfina;Sznyfin
Ożegowa;Ożegów
Osady Kopalnianej;Osada Kopalniana
Do Równi;Do Równi
Baraniej Góry;Barania Górka
Kolonii Łukowiska;Kolonia Łukowisko
Wału;Wał
Brewkowego;Brewkowe
Krzaków Czaplinkowskich;Krzaki Czaplinkowskie
Pszczółek Szerszeni;Pszczółki Szerszenie
Marcinowa;Marcinów
Miłoszewic;Miłoszewice
Osiedla Spacerowa;Osiedle Spacerowa
Red Osady;Redy Osada
Walentowa;Walentów
Kawli Górnych;Kawle Górne
Łączysk;Łączyska
Parszowic;Parszowice
Miodar;Miodary
Malich;Malichy
Fornetki;Fornetka
Zielonych Pól;Zielone Pola
Pukałów;Pukały
Klementowa;Klementów
Łaźnik;Łaźniki
Kunowa Kolonii;Kunów Kolonia
Tyczyna;Tyczyno
Pod Leśnikiem;Pod Leśnikiem
Małowic;Małowice
Dolnej Jankówki;Dolna Jankówka
Wilczyny;Wilczyna
Tęgut;Tęguty
Librówki;Librówka
Pod Klębinem;Pod Klębinem
Arkuszowa;Arkuszów
Gajdowskich;Gajdowskie
Bramury;Bramura
Kolonii Stoczka Kockiego;Kolonia Stoczek Kocki
Przedmościa;Przedmoście
Zwólki;Zwólka
Karwosieków Noskowic;Karwosieki Noskowice
Kolonii Napierek;Kolonia Napierki
Żabczyczyc;Żabczyce
Niekłończycy;Niekłończyca
Zdrojów;Zdroje
Osiedla Jana Kasprowicza;Osiedle Jana Kasprowicza
Miradowa;Miradowo
Zdroi;Zdroja
Pławul;Pławuli
Głodna;Głodno
Hub Podleśnych;Huby Podleśne
Wierzbicka;Wierzbick
Łupnika;Łupnik
Kręcka;Kręcko
Miradów;Miradowy
Nowych Kotowic;Nowe Kotowice
Komarówki;Komarówka
Czarnej Dąbrowy;Czarna Dąbrowa
Poza Wierch;Poza Wierch
Pod Pawłowo;Pod Pawłowo
Topólna;Topólno
Stadnik;Stadniki
Borowna Gajówki;Borowno Gajówka
Mozajki;Mozajka
Pepłówka;Pepłówek
Wólki Klwateckiej;Wólka Klwatecka
Zapusty;Zapusta
Grabiny Małej;Grabina Mała
Osiedla Rolniczego;Osiedle Rolnicze
Pieńkniek Zarębskich;Pieńki Zarębskie
Todzi;Todzia
Łusia;Łusie
Gabryłów;Gabryły
Kolonii Adamówka;Kolonia Adamówek
Kurówek;Kurówki
Kurówka;Kurówko
Kurówki;Kurówka
Kolonii Ognicy;Kolonia Ognica
Smółczyna;Smółczyn
Lubik;Lubiki
Kędzierzyna Koźla;Kędzierzyn Koźle
Gajówki Wilczy Kierz;Gajówka Wilczy Kierz
Dębniałek;Dębniałki
Czepowa;Czepów
Mierzyna;Mierzyn
Mierzymia;Mierzym
Słupa Pierwszego;Słup Pierwszy
Bud Grabskich;Budy Grabskie
Zaklicza;Zaklicze
Oszczerzy;Oszczerze
Stróżan;Stróżany
Szczepanikówki;Szczepanikówka
Sądowa;Sądowo
Szczerbięcina;Szczerbięcin
Gieraszowic;Gieraszowice
Długoszyna Kolonii;Długoszyn Kolonia
Straży;Straża
Garbatówki;Garbatówka
Zakrzewa Folwarku;Zakrzewo Folwark
Ligęzówki;Ligęzówka
Woli Wiewieckiej;Wola Wiewiecka
Niska;Nisko
Wojszczyczyc;Wojszczyce
Galilejki;Galilejka
Przyborek;Przyborki
Kolonii Pluderskiej;Kolonia Pluderska
Kamieniołomu;Kamieniołom
Dęby Gajówki;Dęba Gajówka
Białej Poduchownej;Biała Poduchowna
Zamogilic;Zamogilice
Zbyczyna;Zbyczyn
Budzieszyc;Budzieszyce
Karpowiczówki;Karpowiczówka
Zyburtów;Zyburty
Wylazłowa;Wylazłowo
Czaczek Małych;Czaczki Małe
Kusek;Kuski
Kruglinieńca;Krugliniec
Mareczkówki;Mareczkówka
Niżnych Łazów;Niżne Łazy
Chruślina;Chruślin
Przygodziczek;Przygodziczki
Dobieszkowa;Dobieszków
Stawiszynka;Stawiszynek
Filiczek;Filiczki
Kolonii Ciemnej Dąbrowy;Kolonia Ciemna Dąbrowa
Bednarzówki;Bednarzówka
Wólki Lipowej;Wólka Lipowa
Bud Zofijek;Budy Zofijki
Kadzidłowej Adamowa;Kadzidłowa Adamów
Wągrowca Osady;Wągrowiec Osada
Steczków;Steczki
Nowego Pola Drugiego;Nowe Pole Drugie
Skłodów Średnich;Skłody Średnie
Kazimierzy Wielkiej;Kazimierza Wielka
Biedówka;Biedówko
Szarut;Szaruty
Huty Gruszczyna;Huta Gruszczyno
Osiedla im. Dzieci Wrzesińskich;Osiedle im. Dzieci Wrzesińskich
Tłumaczowa;Tłumaczów
Ełganowa;Ełganowo
Strykowic Podleśnych;Strykowice Podleśne
Biedówki;Biedówka
Na Paździonkę;Na Paździonkę
Chądzynia;Chądzyń
Świekotek;Świekotki
Mławy;Mława
Niżniego Gronika;Niżni Gronik
Przy Karczmie;Przy Karczmie
Żmijów;Żmije
Życkiej Chaty;Życka Chata
Basinowa;Basinów
Noblin;Nobliny
Mątyk;Mątyki
Naramic;Naramice
Poniatówka;Poniatówek
Miodus Litwy;Miodusy Litwa
Nowej Łomnicy;Nowa Łomnica
Bakusa Wandy;Bakus Wanda
Jarząbek;Jarząbki
Strycha;Strych
Dwóch Toni;Dwie Tonie
Szczepanek Wybudowania;Szczepanki Wybudowanie
Piotraszewa;Piotraszewo
Jakubowskich;Jakubowskie
Michalca;Michalec
Okarmusów;Okarmusy
Bud Chojnackich;Budy Chojnackie
Zapagóra;Zapagór
Kocudzy Drugiej;Kocudza Druga
Kolonii Bacik;Kolonia Baciki
Kumkiejm Przednich;Kumkiejmy Przednie
Zakurza;Zakurze
Złotnik Kolonii;Złotniki Kolonia
Cieśniska Małego;Cieśnisk Mały
Warblina;Warblino
Trzebnika;Trzebnik
Zawiaru;Zawiar
Glewic;Glewice
Zajeziorka;Zajeziorko
Zawiatu;Zawiat
Arklit;Arklity
Grond;Grondy
Adamowa Zastawy;Adamowo Zastawa
Hryćków;Hryćki
Wydrzyna Dolnego;Wydrzyn Dolny
Wielgoszówki;Wielgoszówka
Zawala Niegosławskiego;Zawale Niegosławskie
Czulpy;Czulpa
Woli Uhruskiej;Wola Uhruska
Horeszkowic;Horeszkowice
Działkowej Górnej;Działkowa Górna
Dymaczewa Nowego;Dymaczewo Nowe
Do Łyśnia;Do Łyśnia
Przerzeczyna Zdroju;Przerzeczyn Zdrój
Kamiennego Jazu;Kamienny Jaz
Wierchu Głodowskiego;Wierch Głodowski
Lebiedzina;Lebiedzin
Kozłowego Ługu;Kozłowy Ług
Feliksowa Trębskiego;Feliksów Trębski
Ciemierowa;Ciemierów
Księginek;Księginki
Nowego Borowa;Nowy Borów
Godlewa Plew;Godlewo Plewy
Lebiedzia;Lebiedzie
Kiełczewic Górnych;Kiełczewice Górne
Załszyna;Załszyn
Zimnych Zdrojów;Zimne Zdroje
Osiedla Moniuszki;Osiedle Moniuszki
Szerokich Łanów;Szerokie Łany
Polany Głodówki;Polana Głodówka
Popkowic;Popkowice
Zaliwia Szpinek;Zaliwie Szpinki
Miecek;Miecki
Rulic Gajówki;Rulice Gajówka
Kozarzewka;Kozarzewek
Skiełek;Skiełki
Przegędzy;Przegędza
Zdunowa;Zdunowo
Górnioków;Górnioki
Mikłaszewa;Mikłaszewo
Kolonii Przykwy;Kolonia Przykwa
Wrzosu;Wrzos
Pod Huczkiem;Pod Huczkiem
Orłowej;Orłowa
Dobrego;Dobry
Kotrysia;Kotrysie
Wybudowania Trzebcina;Wybudowanie Trzebcin
Orłowa;Orłowo
Osiedla 200;Osiedle 200 lecia
Sobalówki;Sobalówka
Kolonii Sobikowa;Kolonia Sobików
Zaczerlan Kolonii;Zaczerlany Kolonia
Węgrzynowic;Węgrzynowice
Wojtowców;Wojtowce
Czechówki Górnej;Czechówka Górna
Dobrego;Dobre
Michałowego Błotka;Michałowe Błotko
Dobrej;Dobra
Wiela Wybudowania;Wiele Wybudowanie
Skamieniałego Miasta;Skamieniałe Miasto
Śmierciaków;Śmierciaki
Osiedla Chrobrego;Osiedle Chrobrego
Uliny Małej;Ulina Mała
Pod Miastem;Pod Miastem
Pogorzałych Ługów;Pogorzałe Ługi
Pianowa Pątek;Pianowo Pątki
Serwitutu Sławęckiego;Serwitut Sławęcki
Małych Plut;Małe Pluty
Patrykoz Kolonii;Patrykozy Kolonia
Borucichy;Borucicha
Żyłoni;Żyłonie
Zawady Drugiej;Zawada Druga
Śmiałkówki;Śmiałkówka
Mojęcicic;Mojęcice
Wólki Ratajskiej;Wólka Ratajska
Osiedla Stałego;Osiedle Stałe
Skomacka Małego;Skomack Mały
Białuni;Białuń
Starego Błonowa;Stare Błonowo
Majdanu Sobieszczańskiego;Majdan Sobieszczański
Kiełczewic Maryjskich;Kiełczewice Maryjskie
Krzykawy;Krzykawa
Dużego Bienieńca;Duży Bieniec
Bługi;Bługa
Polanicy Górnej;Polanica Górna
Rachodoszcz;Rachodoszcze
Lutówka;Lutówko
Wierzchlądu;Wierzchląd
Osiedla PCK;Osiedle PCK
Starej Huty;Stara Huta
Rożyńska Małego;Rożyńsk Mały
Łękowa;Łękowo
Podsączowa;Podsączów
Setnej;Setna
Klenia;Klenie
Gór Dolnych;Góry Dolne
Kolonii Kreńska;Kolonia Kreńsko
Starej Pokrówki;Stara Pokrówka
Rogalina Górnego;Rogalin Górny
Supronowego;Supronowe
Kocurów;Kocury
Ożumiechu;Ożumiech
Studzienicy;Studzienica
Kruszówki;Kruszówka
Studzienic;Studzienice
Kolonii Wawrzyszowa;Kolonia Wawrzyszów
Sławicy;Sławica
Lędziechowa;Lędziechowo
Sławic;Sławice
Piotroniowic;Piotroniowice
Zakrzyka;Zakrzyk
Żarka;Żarek
Zakrzyna;Zakrzyn
Tryb;Tryby
Załomu;Załom
Stanków;Stanki
Starej Poczty;Stara Poczta
Osiedla Załomu;Osiedle Załom
Nałęcina;Nałęcin
Karczowic;Karczowice
Osiedla Podleśnego;Osiedle Podleśne
Dołżycy;Dołżyca
Komierowa;Komierowo
Osiedla Łukasiewicza;Osiedle Łukasiewicza
Golcowej;Golcowa
Berdela;Berdel
Krążek;Krążki
Kolonii Dębin;Kolonia Dębiny
Międzydróg;Międzydrogi
Imienia;Imieni
Wólki Pakwickiej;Wólka Pakwicka
Kościana;Kościan
Jąkałówki;Jąkałówka
Sobków;Sobki
Garbóowa;Garbów
Pieronków;Pieronkowie
Łaźniewka;Łaźniewek
Osiedla pod Arkadami;Osiedle pod Arkadami
Warzenka;Warzenko
Mokrawicy;Mokrawica
Kolonii Dębiny;Kolonia Dębina
Budziechowa;Budziechów
Kowalewic Nowych;Kowalewice Nowe
Salamonówki;Salamonówka
Adamek;Adamki
Szczecinowa;Szczecinowo
U Chajosta;U Chajosta
Żegotek;Żegotki
Kochanówki;Kochanówka
Adamki;Adamka
Chojniczek;Chojniczki
Rogóźna;Rogóźno
Obuchowizny;Obuchowizna
Sycowic;Sycowice
Kożyczkowa;Kożyczkowo
Marianki DrugKolonii;Marianka Kolonia Druga
Sasowa;Sasowo
Wilkowa Polskiego;Wilków Polski
Kolonii Michalowa;Kolonia Michalów
Bibijampola Małego;Bibijampol Mały
Szczuczek VI Kolonii;Szczuczki VI Kolonia
Studniewic;Studniewice
Ojerzyc;Ojerzyce
Rydzyna Włościańskiego;Rydzyn Włościański
Przedborza;Przedborze
Starego Krakowa;Stary Kraków
Tątławek;Tątławki
Rożna Parceli;Rożno Parcele
Za Grunikiem;Za Grunikiem
Damięt Narwot;Damięty Narwoty
Brzezin Dużych;Brzeziny Duże
Osiedla Hutników;Osiedle Hutników
Kolonii Kisiel;Kolonia Kisiele
Strupic Folwarku;Strupice Folwark
Kolonii Wolskiej;Kolonia Wolska
Wojewódza;Wojewódze
Łętkowic;Łętkowice
Sławska Dolnego;Sławsko Dolne
Łubienicy;Łubienica
Obszarników;Obszarniki
Mirowa Zamku;Mirów Zamek
Karminka;Karminek
Morlin;Morliny
Rawy Mazowieckiej;Rawa Mazowiecka
Michałowszczyzny;Michałowszczyzna
Kolonii Ustrzeszy;Kolonia Ustrzesz
Jazowej Drugiej;Jazowa Druga
Niedźwiedzisk;Niedźwiedziska
Jerutek;Jerutki
Ernstowa;Ernstowo
Korony;Korona
Kargoszynka;Kargoszynek
Fujaców;Fujacy
Starego Niemojewa;Stary Niemojew
Buńców;Buńce
Bzina;Bzin
Skawcówki;Skawcówka
Mięsośni Szlacheckiej;Mięsośnia Szlachecka
Wygrabowic;Wygrabowice
Wojtówstwa;Wojtówstwo
Sowiochy;Sowiocha
Świętochowa;Świętochów
Twardego Rogu;Twardy Róg
Artulewa;Artulewo
Biedaszkowowa;Biedaszkowo
Czyżyc;Czyżyce
Świnic Warckich;Świnice Warckie
Pod Dańkiem;Pod Dańkiem
Podlasia Przedmieścia;Podlasie Przedmieście
Lepaków Wielkich;Lepaki Wielkie
Wólki Kijewskiej;Wólka Kijewska
Kolonii Gosławickiej;Kolonia Gosławicka
Kolonii Rogalina;Kolonia Rogalin
Za Mogiłką;Za Mogiłką
Kielnik;Kielniki
Hołowna;Hołowno
Podbielska;Podbielsko
Śliwakowa;Śliwaków
Kaliszek;Kaliszki
Anastazewa;Anastazew
Sztynortu;Sztynort
Więzowna;Więzowno
Stefanowa Dolnego;Stefanów Dolny
Zacisza;Zacisz
Na Skałce;Na Skałce
Kopaszyc;Kopaszyce
Janowa Grobli;Janów Grobla
Kobiernego;Kobierne
Rudziny;Rudzina
Przekory;Przekora
Kobierna;Kobierno
Za Halą;Za Halą
Kolonii Bielska;Kolonia Bielsko
Potaszni pod Gądkowicami;Potasznia pod Gądkowicami
Towarzystwa;Towarzystwo
Pozelowa;Pozelów
Basiówki;Basiówka
Kierpajn Wielkich;Kierpajny Wielkie
Drawska;Drawsko
Dębiny Klizińskiej;Dębina Klizińska
Kolonii Płoszowa;Kolonia Płoszów
Ujazdowa;Ujazdów
Miłogostowic;Miłogostowice
Kolonii Lachów;Kolonia Lachy
Knyszyna Zamku;Knyszyn Zamek
Ostrożnego;Ostrożne
Laskowskich Wybudowań;Laskowskie Wybudowania
Tomaszków;Tomaszki
Duraczewa;Duraczewo
Arendarskich;Arendarskie
Ulic;Ulice
Szupek;Szupki
Spiczyna;Spiczyn
Załaźnicy;Załaźnica
Ulicy;Ulica
Starej Drogi Górnej;Stara Droga Górna
Lubikowa;Lubików
Goryli;Goryle
Halinowa;Halinowo
Kolonii Modlinka;Kolonia Modlinek
Trzebowniska;Trzebownisko
Mosnych;Mosny
Komorza;Komorze
Pod Potokiem;Pod Potokiem
Rozdołów;Rozdoły
Sieśksiek;Sieśki
Komorza;Komorza
Nowych Murs;Nowe Mursy Kolonia
Kierza;Kierz
Bartosów;Bartosy
Mieczyna;Mieczyn
Kolonii Rudzienka;Kolonia Rudzienko
Maślony;Maślona
Dębska;Dębsko
Bronaków Pietraszy;Bronaki Pietrasze
Groszowic;Groszowice
Zarzecza;Zarzecze
Błomina Gumowskiego;Błomino Gumowskie
Polszczodrowa;Polszczodrów
Podwojponia;Podwojponie
Stobiecka Szlacheckiego;Stobiecko Szlacheckie
Genbudzkiej;Genbudzka
Wólki Gostomskiej;Wólka Gostomska
Szemborowic;Szemborowice
Bobuli;Bobule
Bujecka;Bujecko
Jaroszewic Trzecich;Jaroszewice Trzecie
Bobuli;Bobula
Na Bukowinie;Na Bukowinie
Rostworowa;Rostworowo
Szypowic;Szypowice
Łochowa Nowego;Łochów Nowy
Druzgałowej;Druzgałowa
Starego Wykna;Stare Wykno
Droblina Podłużnego;Droblin Podłużny
Humiejewa;Humiejewo
Lisich Nor;Lisie Nory
Rostkowic;Rostkowice
U Miśkowca;U Miśkowca
Rozkopaczewa Drugiego;Rozkopaczew Drugi
Nad Zagrodą;Nad Zagrodą
Brachlewa;Brachlewo
Kwaszeniny;Kwaszenina
Bodzyniewa;Bodzyniewo
Szuru;Szur
Wiewiórek Kolonii;Wiewiórki Kolonia
Rudzinieńca;Rudziniec
Gacek Górnych;Gacki Górne
Zbyłowic;Zbyłowice
Dybów;Dyby
Orzepowa;Orzepów
Kamieni;Kamienie
Gaju Stolarskiego;Gaj Stolarski
Starej Wsi;Stara Wieś Kolonia
Trzedniak;Trzedniaki
Dormowa;Dormowo
Szumu;Szum
Rapaczowej;Rapaczowa
Zielina Górnego;Zielin Górny
Danowa Majorki;Danowo Majorka
Nowego Kanigowa;Nowe Kanigowo
Talagowej Góry;Talagowa Góra
Falniowa;Falniów
Zarosia;Zaroś
Tolina;Tolin
Przeradza Małego;Przeradz Mały
Kurowa Wielkiego;Kurów Wielki
Raciechowic;Raciechowice
Hyćkowej;Hyćkowa
Budynia Drugiego;Budyń Drugi
Zawadzkiej;Zawadzka
Mesnego;Mesne
Klimek Drugich;Klimki Drugie
Bąbowa;Bąbowo
Mesny;Mesna
Śremskiego Przedmieścia;Śremskie Przedmieście
Pączkowa;Pączkowo
Gogolic;Gogolice
Zwierzynieńca Wielkiego;Zwierzyniec Wielki
Kolonii Zubowa;Kolonia Zubowo
Starorypina Rządowego;Starorypin Rządowy
Olbięcina;Olbięcin
Cholewówki;Cholewówka
Gliny Kolonii;Glina Kolonia
Dolnej Dębiny;Dolna Dębina
Ogrodników Małych;Ogrodniki Małe
Zgierzynki;Zgierzynka
Dworu Łużeckiego;Dwór Łużecki
Dymki;Dymka
Krubina;Krubin
Głobicy;Głobica
Dymków;Dymki
Głobic;Głobice
Cocha;Coch
U Janasa;U Janasa
Końskich Błot;Końskie Błota
Kaliszek Dolnych;Kaliszki Dolne
Gnojnicy;Gnojnica
Brandysa;Brandys
Stoczka Kockiego;Stoczek Kocki
Franowa;Franów
Płachowszczyzny;Płachowszczyzna
Wilczych Błot;Wilcze Błota
Kubaczkowej;Kubaczkowa
Osiedla Krakowskiego;Osiedle Krakowskie
Miłochowic;Miłochowice
Osady Pierwszej;Osada Pierwsza
Gajówki Henryka;Gajówka Henryk
Gronowa;Gronów
Gibek;Gibki
Klinika;Klinik
Nowakowa;Nowakowo
Kolonii Czepielina;Kolonia Czepielin Folwark
Bałajów;Bałaje
Do Polaków;Do Polaków
Poręby Małej;Poręba Mała
Klosnowa;Klosnowo
Rucianki;Rucianka
Kolonii Warpech Nowych;Kolonia Warpechy Nowe
Gęstej Góry;Gęsta Góra
Krajcarzy;Krajcarze
Polskiego Gronowa;Polskie Gronowo
Bogla;Bogiel
Rzejowic;Rzejowice
Parzymiechów;Parzymiechy
Kopnej Góry;Kopna Góra
Remek;Remki
Przypaści;Przypaść
Magnuszewa Małego;Magnuszew Mały
Karwin;Karwiny
Wisowatek;Wisowatki
Suchej Huty;Sucha Huta
Dłużnicy;Dłużnica
Jaworzyc;Jaworzyce
Ameryki Dzierżąskiej;Ameryka Dzierżąska
Antoniewa;Antoniewo
Dolistowa Starego;Dolistowo Stare
Żelazna;Żelazno
Karwina;Karwino
Woli Jedlińskiej;Wola Jedlińska
Rysia;Ryś
Stanów Małych;Stany Małe
Modzerowa;Modzerowo
Boguni;Bogunie
Ciężkiego;Ciężkie
Zawad Małych;Zawady Małe
Radzowic;Radzowice
Głuponi Osiedla;Głuponie Osiedle
Kolonii Płudów;Kolonia Płudy
Fraszków;Fraszki
Szufajdy;Szufajda
Leśniczówki Mykanowa;Leśniczówka Mykanów
Fraszki;Fraszka
Barłożni;Barłożnia
Górnych Brzezin;Górne Brzeziny
Ropek;Ropki
Papilaka;Papilak
Węgrc Panieńskich;Węgrce Panieńskie
Łowiczek;Łowiczki
Markwatowa;Markwatów
Świerków Dolnych;Świerki Dolne
Łakomowa;Łakomowo
Jodłowskiego;Jodłowskie
Załąsek;Załąski
Lepakowa;Lepakowo
Fajki;Fajka
Rutek Jatek;Rutki Jatki
Cecylii;Cecylia
Lubania;Lubań
Łąkowa;Łąków
Korca;Korzec
Leśnictwa Giełdona;Leśnictwo Giełdon
Roguska;Rogusko
Kisielan Żmich;Kisielany Żmichy
Mielników;Mielniki
Karłubca;Karłubiec
Bartnego;Bartne
Koziej Szyji;Kozia Szyja
Szwarcenowa;Szwarcenowo
Agronomówki;Agronomówka
Sąpola;Sąpole
Ulatowa Gaci;Ulatowo Gać
Suchodębia;Suchodębie
Bartna;Bartno
Jaworzyny Śląskiej;Jaworzyna Śląska
Myślniewa;Myślniew
Kolonii Gostchorza;Kolonia Gostchorze
Kalina;Kalino
Zawadówki;Zawadówka
Złatnej;Złatna
Mirca Malcówek;Mirzec Malcówki
Bocianicy;Bocianica
Sulkowa Jesionek;Sulkowo Jesionki
Nowej Cerkwi;Nowa Cerkiew
Bednarszczówki;Bednarszczówka
Jazdrowa;Jazdrowo
Wilczocha;Wilczoch
Rudy Papierni;Ruda Papiernia
Jutrzyny;Jutrzyna
Chybu;Chyb
Świerczów;Świercze
Zaborówki;Zaborówka
Śliwów;Śliwy
Karczonka;Karczonek
Brzezuli;Brzezule
Księżomierzy Dzierzkowskiej;Księżomierz Dzierzkowska
Zielęcina Wielkiego;Zielęcin Wielki
Budzowa Kolonii;Budzów Kolonia
Wincentówka;Wincentówek
Iłownicy;Iłownica
Świętoszowa;Świętoszów
Koziej Wsi;Kozia Wieś
Jutrzyn;Jutrzyny
Starościcic;Starościce
Kozakowa;Kozaków
Jaworni;Jawornia
Repetajki;Repetajka
Dużych Przanowic;Duże Przanowice
Machowej;Machowa
Jawornika;Jawornik
Choszczna;Choszczno
Gmurowa;Gmurowo
Koprówki;Koprówka
Karczewca;Karczewiec
Rzymów Rzymek;Rzymy Rzymki
Myślachowic;Myślachowice
Osiedla Leszczyn;Osiedle Leszczyny
Kolonii Sieśksiek;Kolonia Sieśki
Czyżeminka Trzeciego;Czyżeminek Trzeci
Lekomina;Lekomin
Tarnawiec;Tarnawce
Chumiętek;Chumiętki
Szarego Krza;Szary Kierz
Nowego Kaczynieńca;Nowy Kaczyniec
Przyzórzorza Środkowego;Przyzórz Środkowy
Smolajn;Smolajny
Łopatowej;Łopatowa
Paruszewka;Paruszewek
Ugody Barczewskiej;Ugoda Barczewska
Grzybowni;Grzybownia
Makuchowej;Makuchowa
Mnikowa;Mników
Wólki Podlesia;Wólka Podlesie
Repetajek;Repetajki
Gacorówki;Gacorówka
Komorowa Parceli;Komorowo Parcele
Sikorki;Sikorka
Wierzchucina;Wierzchucino
Stobca Wsi;Stobiec Wieś
Nowej Tuchorzy;Nowa Tuchorza
Kolonii Jastkowic;Kolonia Jastkowice
Boru Wielkiego;Bór Wielki
Wiatki;Wiatka
Chorzępowa;Chorzępowo
Bożego Małego;Boże Małe
Towarzystwa Czarnów;Towarzystwo Czarnów
Kolonii pod Dobrowę;Kolonia pod Dąbrowę
Gniewczyny Trynieckiej;Gniewczyna Tryniecka
Dubeczna Kolonii;Dubeczno Kolonia
Małego Boru;Mały Bór
Wzdowa;Wzdów
Machowa;Machowo
Malinoskówki;Malinoskówka
Porąbek;Porąbki
Bieniądzic;Bieniądzice
Porąbki;Porąbka
Wólki Cycowskiej;Wólka Cycowska
Żachty;Żachta
Moraczewa;Moraczewo
Od Lichwina;Od Lichwina
Izabelina Dziekanówka;Izabelin Dziekanówek
Podwipszki;Podwipszka
Pokrętek;Pokrętki
Gamratu;Gamrat
Hub Żernickich;Huby Żernickie
Krasnego Borowego;Krasne Borowe
Chromowa;Chromów
Czubli;Czuble
Niszczewic;Niszczewice
Wyczółek;Wyczółki
Majkek Zagród;Majki Zagroby
Tumlina Wyknia;Tumlin Wykień
Pomarzan;Pomarzany
Żeber Kordów;Żebry Kordy
Łukowców;Łukowce
Malesowizny;Malesowizna
Pasiowej;Pasiowa
Budzynka;Budzynek
Smerecznego;Smereczne
Krzywokleszcza;Krzywokleszcz
Włoszczowy;Włoszczowa
Kolonii Podgór;Kolonia Podgóry
Na Jazie;Na Jazie
Włocina Trzeciego;Włocin Trzeci
Stysiówki;Stysiówka
Stanowa;Stanów
Korzenia;Korzeń
Bystrzynki;Bystrzynka
Kórabia;Kórab
Śmiardowa Krajeńskiego;Śmiardowo Krajeńskie
Fiuka;Fiuk
Kaduka;Kaduk
Kurczaków;Kurczaki
Pułaczowa;Pułaczów
Krzesinieńca;Krzesiniec
Ksawerowa Starego;Ksawerów Stary
Małego Gaju;Mały Gaj
Czarnowic;Czarnowice
Zagojca;Zagojec
Zastonowizny;Zastonowizna
Turska Małego;Tursko Małe Kolonia
Rejestówki;Rejestówka
Piasków Kolonii;Piaski Kolonia
Długiej;Długie
Cegielni Ratowskiej;Cegielnia Ratowska
Kokotowa;Kokotowo
Sannik;Sanniki
Kaluży;Kaluża
Rakówka;Rakówko
Tymnikowa;Tymnikowo
Osiedla Łąk;Osiedle Łąki
Rudy Chodeckiej;Ruda Chodecka
Świdowatki;Świdowatka
Chachuł;Chachuły
Łagoszowa Małego;Łagoszów Mały
Bronkówka;Bronkówek
Zakręzia;Zakręzie
Jałowej Wsi;Jałowa Wieś
Bebrówki;Bebrówka
Godurowa;Godurowo
Stojeszyna Drugiego;Stojeszyn Drugi
Biedawy;Biedawa
W Bagnach;W Bagnach
Krykajn;Krykajny
Dzbonia;Dzbonie
Rakówki;Rakówka
Wąsów;Wąsy
Kolonii Konina;Kolonia Konin
Wicimiczek;Wicimiczki
Rembiochy;Rembiocha
Kiersnówki;Kiersnówka
Dworskiego Pola;Dworskie Pole
Przeręby;Przeręba
Buszkowa Dolnego;Buszków Dolny
