Dopełniacz;Mianownik;Wynik Stemmera
Siejewa;Siejew;Siejewa;
Pamięcicic;Pamięcice;Pamięcicica;
Biegonit;Biegonity;Biegonit;
Rzęczkowa;Rzęczkowo;Rzęczkowa;
Dólska;Dólsk;Dólska;
Rojkowa;Rojków;Rojkowa;
Siwiałki;Siwiałka;Siwiałek;
Starzyc;Starzyce;Starzyca;
Polic;Police;Polica;
Paczółtowic;Paczółtowice;Paczółtowica;
Wypalenisk;Wypaleniska;Wypalenisko;
Gutowa;Gutów;Gutowa;
Kostrzy;Kostrza;Kostrze;
Tuchomia;Tuchom;Tuchomia;
Zasonia;Zasonie;Zasoń;
Oczkowic;Oczkowice;Oczkowica;
Teresewa;Teresew;Teresewa;
Czemiernik;Czemierniki;Czemiernik;
Zastruża;Zastruże;Zastruża;
Złotopola;Złotopole;Złotopola;
Gierłatowa;Gierłatowo;Gierłatow;
Józefosławia;Józefosław;Józefosławie;
Parzewa;Parzew;Parzewo;
Jajczaków;Jajczaki;Jajczak;
Mrozów;Mrozy;Mróz;
Muniaczkowic;Muniaczkowice;Muniaczkowica;
Gradówka;Gradówek;Gradówka;
Rajczyna;Rajczyn;Rajczyna;
Wołoszków;Wołoszki;Wołoszek;
Czajowic;Czajowice;Czajowica;
Zajączkowa;Zajączków;Zajączkowa;
Strojca;Strojec;Strojciec;
Marcinkowa;Marcinków;Marcinkowa;
Gałęzic;Gałęzice;Gałęzica;
Działoszyna;Działoszyn;Działoszyna;
Koleczkowa;Koleczkowo;Koleczkowa;
Oporówka;Oporówek;Oporówka;
Oblewa;Oblewo;Oblewa;
Kaczejgórki;Kaczagórka;Kaczejgórek;
Florkowa;Florków;Florkowa;
Korzeniewa;Korzeniewo;Korzeniewa;
Krąkowa;Krąków;Krąkowa;
Zakrętów;Zakręty;Zakręt;
Tuszymy;Tuszyma;Tuszym;
Majd;Majdy;Majda;
Zakręt;Zakręta;Zakręt;
Rzegocina;Rzegocin;Rzegocina;
Czarnowa;Czarnowo;Czarnowa;
Groblic;Groblice;Groblica;
Swaryszowa;Swaryszów;Swaryszowa;
Wyspy;Wyspa;Wysep;
Nietkowa;Nietków;Nietkowa;
Straszyna;Straszyn;Straszyna;
Jędrzychowiczek;Jędrzychowiczki;Jędrzychowiczka;
Straszymia;Straszym;Straszymia;
Rzeczyna;Rzeczyn;Rzeczyna;
Szumina;Szumin;Szumina;
Trzebini;Trzebinia;Trzebin;
Małynia;Małyń;Małynia;
Krzemlina;Krzemlin;Krzemlina;
Grodzanowa;Grodzanów;Grodzanowa;
Osmoli;Osmola;Osmol;
Jaksiczek;Jaksiczki;Jaksiczka;
Szczuplinek;Szczuplinki;Szczuplinka;
Lubodzieża;Lubodzież;Lubodzieża;
Leśna;Leśno;Leśna;
Kębłowic;Kębłowice;Kębłowica;
Łagówka;Łagówek;Łagówka;
Lekit;Lekity;Lekit;
Iwina;Iwin;Iwina;
Dziegietni;Dziegietnia;Dziegiecień;
Raczków;Raczki;Raczek;
Sieruciowiec;Sieruciowce;Sieruciowiec;
Korytna;Korytno;Korytna;
Wanat;Wanaty;Wanat;
Darginia;Dargiń;Darginia;
Przeworska;Przeworsk;Przeworsko;
Jordanek;Jordanki;Jordanka;
Żuków;Żuki;Żuk;
Warężyna;Warężyn;Warężyna;
Lubajn;Lubajny;Lubajn;
Małastowa;Małastów;Małastowa;
Paska;Pasek;Paska;
Tomczyków;Tomczyki;Tomczyk;
Byczenia;Byczeń;Byczenie;
Brzostna;Brzostno;Brzostna;
Bizorędy;Bizoręda;Bizoręd;
Soli;Sól;Sol;
Rzepek;Rzepki;Rzepka;
Pełkiń;Pełkinie;Pełkini;
Buradowa;Buradów;Buradowa;
Hałego;Hałe;Hały;
Gołkowa;Gołkowo;Gołkowa;
Chwałszyc;Chwałszyce;Chwałszyca;
Maszewka;Maszewko;Maszewka;
Hryniewicz;Hryniewicze;Hryniewicz;
Dzierżaw;Dzierżawy;Dzierżawa;
Mniszek;Mniszki;Mniszek;
Czerwieńczyczyc;Czerwieńczyce;Czerwieńczyczyca;
Wantopola;Wantopol;Wantopola;
Sukowa;Suków;Sukowa;
Nadbrzeża;Nadbrzeż;Nadbrzeże;
Lalików;Laliki;Lalik;
Jeleniowa;Jeleniów;Jeleniowa;
Bałdowa;Bałdowo;Bałdowa;
Falknowa;Falknowo;Falknowa;
Laseczna;Laseczno;Laseczna;
Wieszcząt;Wieszczęta;Wieszczę;
Machlin;Machliny;Machlina;
Dargolezy;Dargoleza;Dargolezy;
Zbędowic;Zbędowice;Zbędowica;
Łuczyczyc;Łuczyce;Łuczyczyca;
Malinia;Malinie;Malinia;
Koźlej;Koźla;Koźlej;
Daleszyc;Daleszyce;Daleszyca;
Gudnik;Gudniki;Gudnik;
Adamowa;Adamowo;Adamowa;
Beniaminowa;Beniaminów;Beniaminowa;
Stelmachowa;Stelmachowo;Stelmachów;
Teresławia;Teresław;Teresławie;
Gromadzyna;Gromadzyn;Gromadzyna;
Nadmłynia;Nadmłynie;Nadmłynia;
Mosiny;Mosina;Mosiny;
Ruszkowic;Ruszkowice;Ruszkowica;
Arian;Ariany;Arianin;
Stążek;Stążki;Stążka;
Kłosowa;Kłosów;Kłosowa;
Żabna;Żabno;Żabna;
Łojów;Łoje;Łój;
Zebrdowa;Zebrdowo;Zebrdowa;
Zielonejgóry;Zielonagóra;Zielonejgóra;
Zamian;Zamiany;Zamiana;
Złotkowa;Złotkowo;Złotkowa;
Biegoszowa;Biegoszów;Biegoszowa;
Złotkowów;Złotkowy;Złotków;
Sadowca;Sadowiec;Sadowca;
Prawocicic;Prawocice;Prawocicica;
Kubłowa;Kubłowo;Kubłów;
Saczkowiec;Saczkowce;Saczkowiec;
Duby;Duba;Dub;
Bagniewa;Bagniewo;Bagniewa;
Podklinia;Podklinie;Podklinia;
Wojponi;Wojponie;Wojpon;
Jawora;Jawor;Jawór;
Marszewa;Marszew;Marszewo;
Zielnowa;Zielnowo;Zielnowa;
Jarocicic;Jarocice;Jarocicica;
Nieledwi;Nieledwia;Niele;
Soborowa;Soborowo;Soborowa;
Batorowa;Batorowo;Batorowa;
Dziesławia;Dziesław;Dziesławie;
Podolina;Podolin;Podolina;
Cierpigórza;Cierpigórz;Cierpigórze;
Tuczęp;Tuczępy;Tuczęp;
Sulichy;Sulicha;Sulich;
Bledzewka;Bledzewko;Bledzewka;
Wożuczyna;Wożuczyn;Wożuczyna;
Kozierowa;Kozierów;Kozierowa;
Ratnowic;Ratnowice;Ratnowica;
Kielna;Kielno;Kielna;
Krabusina;Krabusin;Krabusina;
Miłon;Miłony;Miłon;
Salamonów;Salamony;Salamon;
Wilam;Wilamy;Wilama;
Radowca;Radowiec;Radowca;
Brylów;Bryle;Bryl;
Lubczyna;Lubczyno;Lubczyna;
Tobołowa;Tobołowo;Tobołów;
Zwierzyna;Zwierzyn;Zwierzyna;
Gołębowa;Gołębowo;Gołębowa;
Byziów;Byzie;Byź;
Julianowa;Julianowo;Julianowa;
Szarnosia;Szarnoś;Szarnosie;
Baranowa;Baranowo;Baranowa;
Mierzyc;Mierzyce;Mierzyca;
Dzierżanowa;Dzierżanów;Dzierżanowa;
Pokrzydowa;Pokrzydowo;Pokrzydowa;
Żegowa;Żegowo;Żegowa;
Różopola;Różopole;Różopola;
Kryszyna;Kryszyn;Kryszyna;
Czaków;Czaki;Czak;
Bórka;Bórk;Bórka;
Myśliszewic;Myśliszewice;Myśliszewica;
Wścieklic;Wścieklice;Wścieklica;
Lubisk;Lubiska;Lubisko;
Silnowa;Silnowo;Silnowa;
Przecieszyna;Przecieszyn;Przecieszyna;
Puciłek;Puciłki;Puciłek;
Nadarzyna;Nadarzyn;Nadarzyna;
Mikorowa;Mikorowo;Mikorowa;
Pieńkówka;Pieńkówko;Pieńkówka;
Grudzi;Grudź;Grudzie;
Karczy;Karcze;Karcza;
Okręgu;Okrąg;Okręg;
Panowic;Panowice;Panowica;
Prokowa;Prokowo;Prokowa;
Suskrajowic;Suskrajowice;Suskrajowica;
Kędzierzawic;Kędzierzawice;Kędzierzawica;
Wilkowi;Wilkowia;Wilk;
Golęszan;Golęszany;Golęszan;
Oktowa;Oktowo;Oktowa;
Waleńczowa;Waleńczów;Waleńczowa;
Starościcic;Starościce;Starościcica;
Bujniczek;Bujniczki;Bujniczka;
Łyskowa;Łyskowo;Łyskowa;
Horbowa;Horbów;Horbowa;
Ławek;Ławki;Ławka;
Siewierska;Siewiersk;Siewiersko;
Krymławek;Krymławki;Krymławka;
Kłodzina;Kłodzino;Kłodzina;
Sąchocina;Sąchocin;Sąchocina;
Drzeńska;Drzeńsko;Drzeńska;
Henrykowic;Henrykowice;Henrykowica;
Kłudzic;Kłudzice;Kłudzica;
Zaraszowa;Zaraszów;Zaraszowa;
Będzina;Będzin;Będzina;
Czarnkowa;Czarnkowo;Czarnkowa;
Zychów;Zychy;Zych;
Sarbów;Sarby;Sarb;
Martynowa;Martynów;Martynowa;
Ocia;Ocieść;Ocie;
Jasic;Jasice;Jasica;
Damianowic;Damianowice;Damianowica;
Choryni;Choryń;Choryn;
Warszowic;Warszowice;Warszowica;
Podradkowic;Podradkowice;Podradkowica;
Sędka;Sędek;Sędka;
Orłowic;Orłowice;Orłowica;
Ćwiklina;Ćwiklin;Ćwiklina;
Malachina;Malachin;Malachina;
Wielistowa;Wielistowo;Wielistowa;
Tułkowic;Tułkowice;Tułkowica;
Mątytyt;Mątyty;Mątytyt;
Sartowic;Sartowice;Sartowica;
Szreńska;Szreńsk;Szreńska;
Próchen;Próchna;Próchno;
Krupina;Krupin;Krupina;
Szlembarka;Szlembark;Szlembarka;
Ubrodowic;Ubrodowice;Ubrodowica;
Jaszczurowy;Jaszczurowa;Jaszczurowy;
Czachorowa;Czachorowo;Czachorowa;
Rzepniewa;Rzepniewo;Rzepniewa;
Krzywonosia;Krzywonoś;Krzywonosie;
Ksawercina;Ksawercin;Ksawercina;
Leszczyn;Leszczyny;Leszczyna;
Mingos;Mingosy;Mingos;
Siark;Siarki;Siark;
Płotów;Płoty;Płot;
Bolejn;Bolejny;Bolejn;
Wyborowa;Wyborów;Wyborowa;
Kłodnego;Kłodne;Kłodny;
Podrogowa;Podrogów;Podrogowa;
Zalipia;Zalipie;Zalipia;
Kłodna;Kłodno;Kłodna;
Niestronnna;Niestronno;Niestronnna;
Trumiejek;Trumiejki;Trumiejka;
Klimontówka;Klimontówek;Klimontówka;
Sulejewa;Sulejewo;Sulejewa;
Lubieni;Lubienia;Lubień;
Kosinka;Kosinek;Kosinka;
Dębowa;Dębów;Dębowa;
Rybakówka;Rybakówko;Rybakówka;
Reginowa;Reginów;Reginowa;
Posadowic;Posadowice;Posadowica;
Barczkowic;Barczkowice;Barczkowica;
Besiekier;Besiekiery;Besiekiera;
Marcjanowa;Marcjanów;Marcjanowa;
Podlaszcza;Podlaszcze;Podlaszcz;
Kwieliczek;Kwieliczki;Kwieliczka;
Mystek;Mystki;Mystka;
Bedlenka;Bedlenko;Bedlenka;
Brun;Bruny;Brun;
Łętkowa;Łętków;Łętkowa;
Bedlenek;Bedlenki;Bedlenek;
Kaźmierkowa;Kaźmierków;Kaźmierkowa;
Myślątkowa;Myślątkowo;Myślątkowa;
Mojsławic;Mojsławice;Mojsławica;
Stopina;Stopin;Stopina;
Bogucicic;Bogucice;Bogucicica;
Zielniczek;Zielniczki;Zielniczka;
Dubiecka;Dubiecko;Dubiecek;
Suchorączka;Suchorączek;Suchorączka;
Cisssów;Cisse;Cisss;
Brzozówka;Brzozówek;Brzozówka;
Młotkowic;Młotkowice;Młotkowica;
Ochenk;Ochenki;Ochenk;
Rochowa;Rochowo;Rochów;
Górna;Górno;Górna;
Chwałowic;Chwałowice;Chwałowica;
Lubiczowa;Lubiczów;Lubiczowa;
Chustek;Chustki;Chustka;
Młodzikówka;Młodzikówko;Młodzikówka;
Mateuszowa;Mateuszowo;Mateuszowa;
Wrońska;Wrońsko;Wrońska;
Czaszyna;Czaszyn;Czaszyna;
Maszt;Maszty;Maszt;
Obrowa;Obrowo;Obrowa;
Subków;Subkowy;Subek;
Policzka;Policzko;Policzka;
Maciszewic;Maciszewice;Maciszewica;
Maził;Maziły;Maziła;
Błeszna;Błeszno;Błeszna;
Przylasków;Przylaski;Przylask;
Kuflewa;Kuflew;Kuflewa;
Strożysk;Strożyska;Strożysko;
Wołczyna;Wołczyno;Wołczyna;
Skrzypni;Skrzypnia;Skrzypień;
Andrzejek;Andrzejki;Andrzejka;
Głotowa;Głotowo;Głotowa;
Borut;Boruty;Borut;
Błotnicy;Błotnica;Błotnik;
Pułkowic;Pułkowice;Pułkowica;
Jam;Jamy;Jam;
Wołczyn;Wołczyny;Wołczyna;
Świeszyna;Świeszyno;Świeszyna;
Budoradza;Budoradz;Budoradza;
Nikodemowa;Nikodemów;Nikodemowa;
Bodzi;Bodzia;Bódź;
Nakomiad;Nakomiady;Nakomiada;
Przypisówki;Przypisówka;Przypisówki;
Łęgwarowa;Łęgwarowo;Łęgwarowa;
Trzebianowa;Trzebianowo;Trzebianowa;
Aleksandrowa;Aleksandrów;Aleksandrowa;
Śnieżkowic;Śnieżkowice;Śnieżkowica;
Niegowonic;Niegowonice;Niegowonica;
Białobok;Białoboki;Białobok;
Kurabki;Kurabka;Kurabki;
Dułów;Duły;Duł;
Kundzicz;Kundzicze;Kundzicz;
Kobułt;Kobułty;Kobułt;
Gzowa;Gzowo;Gzowa;
Pęsów;Pęsy;Pęs;
Królikowa;Królików;Królikowa;
Bojar;Bojary;Bojar;
Trojanowic;Trojanowice;Trojanowica;
Stegien;Stegny;Stegno;
Oldrzyszowic;Oldrzyszowice;Oldrzyszowica;
Kamierowa;Kamierowo;Kamierowa;
Rosówka;Rosówek;Rosówka;
Ogrobla;Ogroble;Ogrobla;
Zakrzewic;Zakrzewice;Zakrzewica;
Ozierskich;Ozierskie;Ozierski;
Wymysłowa;Wymysłów;Wymysłowo;
Gołosz;Gołosze;Gołosza;
Przybrody;Przybroda;Przybród;
Harasiuk;Harasiuki;Harasiuk;
Chylina;Chylin;Chylina;
Bąsewic;Bąsewice;Bąsewica;
Michalczy;Michalcza;Michalcz;
Płońska;Płońsko;Płońska;
Wylatkowa;Wylatkowo;Wylatkowa;
Pościsz;Pościsze;Pościsza;
Rabian;Rabiany;Rabianin;
Kapałowa;Kapałów;Kapałowa;
Brzęczkowic;Brzęczkowice;Brzęczkowica;
Sulnikowa;Sulnikowo;Sulnikowa;
Ruska;Rusek;Ruska;
Rątów;Rąty;Rąt;
Michałek;Michałki;Michałka;
Łaznowa;Łaznów;Łaznowa;
Ciechanowa;Ciechanów;Ciechanowa;
Teodorów;Teodory;Teodór;
Rzesznikowa;Rzesznikowo;Rzesznikowa;
Stradlic;Stradlice;Stradlica;
Blizina;Blizin;Blizina;
Koiszkowa;Koiszków;Koiszkowa;
Sporowa;Sporowo;Sporowa;
Kopciowic;Kopciowice;Kopciowica;
Gałdowa;Gałdowo;Gałdowa;
Bachotka;Bachotek;Bachotka;
Gołowierzchów;Gołowierzchy;Gołowierzch;
Borszyc;Borszyce;Borszyca;
Gryżewa;Gryżewo;Gryżewa;
Siedlowa;Siedlów;Siedlowa;
Sanik;Saniki;Sanik;
Tomiczek;Tomiczki;Tomiczka;
Gołkówka;Gołkówko;Gołkówka;
Chrościcic;Chrościce;Chrościcica;
Nieradowic;Nieradowice;Nieradowica;
Romanek;Romanki;Romanka;
Łankowic;Łankowice;Łankowica;
Szymonki;Szymonka;Szymonek;
Doliwa;Doliwo;Doliwa;
Szymonek;Szymonki;Szymonek;
Poznania;Poznań;Poznanie;
Doliw;Doliwy;Doliwa;
Wymyślina;Wymyślin;Wymyślina;
Chocieborowic;Chocieborowice;Chocieborowica;
Łoniewa;Łoniewo;Łoniewa;
Wasilczyk;Wasilczyki;Wasilczyk;
Jędruszkowiec;Jędruszkowce;Jędruszkowiec;
Mroczek;Mroczki;Mroczek;
Bochenia;Bocheń;Bochenie;
Zakrza;Zakrze;Zakrz;
Strawczyna;Strawczyn;Strawczyna;
Nakielna;Nakielno;Nakielna;
Koziar;Koziary;Koziara;
Jakimowic;Jakimowice;Jakimowica;
Radkiejm;Radkiejmy;Radkiejm;
Sztabina;Sztabin;Sztabina;
Koszek;Koszki;Koszek;
Mdzewka;Mdzewko;Mdzewka;
Dukaczewa;Dukaczew;Dukaczewo;
Czupowa;Czupowo;Czupowa;
Margowa;Margowo;Margowa;
Giżewa;Giżewo;Giżewa;
Ramot;Ramoty;Ramota;
Gółkowa;Gółkowo;Gółkowa;
Grzymiszewa;Grzymiszew;Grzymiszewo;
Bogdańczewa;Bogdańczew;Bogdańczewo;
Zięblic;Zięblice;Zięblica;
Waniewa;Waniewo;Waniewa;
Błażkowa;Błażków;Błażkowa;
Brzeźnia;Brzeźnio;Brzeźnia;
Mroczna;Mroczno;Mroczna;
Luboradza;Luboradz;Luboradza;
Julianpola;Julianpol;Julianpole;
Wytrębowic;Wytrębowice;Wytrębowica;
Smardyni;Smardyń;Smardyn;
Żyłek;Żyłki;Żyłka;
Okmian;Okmiany;Okmian;
Topolinka;Topolinek;Topolinka;
Czółen;Czółna;Czółno;
Skorek;Skorki;Skorek;
Szczukocicic;Szczukocice;Szczukocicica;
Stankun;Stankuny;Stankun;
Rozwozina;Rozwozin;Rozwozina;
Pomykowa;Pomyków;Pomykowa;
Radyni;Radynia;Radyn;
Hołodnicy;Hołodnica;Hołodnik;
Bestwina;Bestwin;Bestwina;
Lisowa;Lisów;Lisowa;
Mostowa;Mostów;Mostowa;
Bledzianowa;Bledzianów;Bledzianowa;
Teklinowa;Teklinów;Teklinowa;
Bojanic;Bojanice;Bojanica;
Trepek;Trepki;Trepka;
Maruszkowa;Maruszkowo;Maruszkowa;
Płochowa;Płochowo;Płochów;
Chłopin;Chłopiny;Chłopina;
Łosinianian;Łosiniany;Łosinianian;
Ciasnego;Ciasne;Ciasny;
Redlic;Redlice;Redlica;
Rafał;Rafały;Rafał;
Kruszowic;Kruszowice;Kruszowica;
Niekras;Niekrasy;Niekrasa;
Ściborek;Ściborki;Ściborek;
Chrzanowic;Chrzanowice;Chrzanowica;
Stoszowic;Stoszowice;Stoszowica;
Bełdowa;Bełdów;Bełdowa;
Leszkowic;Leszkowice;Leszkowica;
Ewunina;Ewunin;Ewunina;
Strzyżewic;Strzyżewice;Strzyżewica;
Laskowskich;Laskowskie;Laskowski;
Nowego;Nowe;Nowy;
Sośniczan;Sośniczany;Sośniczan;
Ornontowic;Ornontowice;Ornontowica;
Kałęczynka;Kałęczynek;Kałęczynka;
Cieszanowa;Cieszanów;Cieszanowa;
Braciejowic;Braciejowice;Braciejowica;
Łaznówka;Łaznówek;Łaznówka;
Wójtów;Wójty;Wójt;
Dziewulina;Dziewulin;Dziewulina;
Szerokiego;Szerokie;Szeroki;
Przerębowa;Przerębów;Przerębowa;
Szopy;Szopa;Szop;
Myjów;Myje;Myj;
Plewisk;Plewiska;Plewisko;
Szop;Szopy;Szop;
Bocianów;Bociany;Bocian;
Krerów;Krery;Krer;
Niecieczy;Nieciecza;Nieciecz;
Sierżnik;Sierżniki;Sierżnik;
Gralewa;Gralewo;Gralewa;
Młodzianowa;Młodzianów;Młodzianowa;
Krusza;Krusz;Krusza;
Lisewca;Lisewiec;Lisewca;
Zagłówek;Zagłówki;Zagłówek;
Karskich;Karskie;Karski;
Inowrocławia;Inowrocław;Inowrocławie;
Mnich;Mnichy;Mni;
Polaszek;Polaszki;Polaszka;
Kołowa;Kołowo;Kołów;
Zamarsków;Zamarski;Zamarsk;
Waśków;Waśki;Wasiek;
Kannny;Kanna;Kannna;
Augustowa;Augustowo;Augustowa;
Warmiaków;Warmiaki;Warmiak;
Okien;Okna;Okno;
Boduszowa;Boduszów;Boduszowa;
Stołpia;Stołpie;Stołpia;
Kobła;Kobło;Kobeł;
Wiksina;Wiksin;Wiksina;
Wrocławic;Wrocławice;Wrocławica;
Śledziejowic;Śledziejowice;Śledziejowica;
Dzikich;Dzikie;Dzicy;
Leontynowa;Leontynów;Leontynowa;
Dalszego;Dalsze;Dalszy;
Brodzicy;Brodzica;Brodzik;
Koziegłów;Koziegłowy;Koziegłów;
Krytna;Krytno;Krytna;
Janikowa;Janikowo;Janikowa;
Udorza;Udórz;Udorze;
Mszannny;Mszanna;Mszannna;
Komaszyc;Komaszyce;Komaszyca;
Wróblika;Wróblik;Wróblika;
Przejm;Przejmy;Przejm;
Wołosatego;Wołosate;Wołosaty;
Przejmy;Przejma;Przejm;
Kudyp;Kudypy;Kudyp;
Ciszowic;Ciszowice;Ciszowica;
Przywieczerzyna;Przywieczerzyn;Przywieczerzyna;
Kidowa;Kidów;Kidowa;
Podrózia;Podrózie;Podrózia;
Sulina;Sulin;Sulina;
Goleniów;Goleniowy;Golenium;
Rozwalewa;Rozwalewo;Rozwalewa;
Wielgołęki;Wielgołęka;Wielgołęki;
Dziewy;Dziewa;Dziew;
Przybenic;Przybenice;Przybenica;
Lubieszowa;Lubieszów;Lubieszowa;
Budziwojowa;Budziwojów;Budziwojowa;
Łosiowa;Łosiów;Łosiowa;
Znamirowic;Znamirowice;Znamirowica;
Łącznicy;Łącznica;Łącznik;
Owieczek;Owieczki;Owieczka;
Zbrachlina;Zbrachlin;Zbrachlina;
Owieczki;Owieczka;Owieczek;
Bier;Biery;Bier;
Strusina;Strusin;Strusina;
Murzynka;Murzynko;Murzynka;
Grabarzy;Grabarze;Grabarz;
Niemojowic;Niemojowice;Niemojowica;
Sobiejuch;Sobiejuchy;Sobiejucha;
Urzejowic;Urzejowice;Urzejowica;
Barcina;Barcino;Barcina;
Gołaszyc;Gołaszyce;Gołaszyca;
Elżbiety;Elżbieta;Elżbiet;
Migasów;Migasy;Migas;
Bażyn;Bażyny;Bażyna;
Dzielec;Dzielce;Dzielec;
Krusina;Krusin;Krusina;
Tychówka;Tychówko;Tychówka;
Cudników;Cudniki;Cudnik;
Skarchowa;Skarchowo;Skarchów;
Frący;Frąca;Frący;
Szypliszek;Szypliszki;Szypliszka;
Nojewa;Nojewo;Nojewa;
Kotowic;Kotowice;Kotowica;
Rybina;Rybin;Rybina;
Oronnnego;Oronne;Oronnny;
Ujanowic;Ujanowice;Ujanowica;
Rędocina;Rędocin;Rędocina;
Zawadek;Zawadki;Zawadka;
Darżkowa;Darżkowo;Darżkowa;
Saska;Sasek;Saska;
Maluszyc;Maluszyce;Maluszyca;
Marcewka;Marcewek;Marcewka;
Mrzeżyna;Mrzeżyno;Mrzeżyna;
Czechowic;Czechowice;Czechowica;
Drwęcka;Drwęck;Drwęcka;
Bierwiec;Bierwce;Bierwiec;
Biernatowa;Biernatów;Biernatow;
Drwęcza;Drwęcz;Drwęcze;
Terebisek;Terebiski;Terebisek;
Skrońska;Skrońsko;Skrońska;
Gajewnik;Gajewniki;Gajewnik;
Nowosiedlic;Nowosiedlice;Nowosiedlica;
Torzymia;Torzym;Torzymia;
Męcidoła;Męcidół;Męcidoła;
Mojek;Mojki;Mojka;
Solczy;Solcza;Solcz;
Ciepielowa;Ciepielów;Ciepielowa;
Kowalek;Kowalki;Kowalka;
Potrzaskowa;Potrzasków;Potrzaskowa;
Krecowa;Kreców;Krecowa;
Wodnik;Wodniki;Wodnik;
Gaudyn;Gaudyny;Gaudyna;
Łącka;Łąck;Łącka;
Świerkocina;Świerkocin;Świerkocina;
Lewiczynka;Lewiczynek;Lewiczynka;
Lutocina;Lutocin;Lutocina;
Stańkowa;Stańkowo;Stańkowa;
Stropieszyna;Stropieszyn;Stropieszyna;
Krześlinka;Krześlinek;Krześlinka;
Majaczewic;Majaczewice;Majaczewica;
Rejmontowa;Rejmontów;Rejmontowa;
Borowian;Borowiany;Borowian;
Łużek;Łużki;Łużka;
Pniewa;Pniewo;Pniewa;
Kopczyna;Kopczyn;Kopczyna;
Borzenia;Borzeń;Borzenie;
Gawrych;Gawrychy;Gawry;
Robercina;Robercin;Robercina;
Leonowa;Leonów;Leonowa;
Krzczonowic;Krzczonowice;Krzczonowica;
Zawiszyc;Zawiszyce;Zawiszyca;
Psarków;Psarki;Psarek;
Mszczyczyna;Mszczyczyn;Mszczyczyna;
Użbali;Użbale;Użbal;
Laskowa;Laskowo;Laskowa;
Ziemian;Ziemiany;Ziemianin;
Drwęczna;Drwęczno;Drwęczna;
Wichorowa;Wichorowo;Wichorowa;
Helenowa;Helenów;Helenowa;
Werchlisia;Werchliś;Werchlisia;
Czołowa;Czołowo;Czołów;
Szumowa;Szumowo;Szumowa;
Jakusz;Jakusze;Jakusz;
Oksy;Oksa;Oks;
Jemielna;Jemielno;Jemielna;
Komornicy;Komornica;Komornik;
Krajowa;Krajów;Krajowa;
Brzeźnicy;Brzeźnica;Brzeźnik;
Przemiarowa;Przemiarowo;Przemiarowa;
Benowa;Benowo;Benowa;
Domyśla;Domyśl;Domyśla;
Rokit;Rokity;Rokita;
Kikorza;Kikorze;Kikorz;
Topieli;Topiele;Topiel;
Ośnik;Ośniki;Ośnik;
Rentyn;Rentyny;Rentyna;
Chyżowic;Chyżowice;Chyżowica;
Fiałek;Fiałki;Fiałka;
Hieronimowa;Hieronimowo;Hieronimowa;
Gorbaczów;Gorbacze;Gorbacz;
Ciechłowic;Ciechłowice;Ciechłowica;
Kosów;Kosowy;Kos;
Kraśnianian;Kraśniany;Kraśnianian;
Malutkiego;Malutkie;Malutko;
Kosowa;Kosowo;Kosowa;
Chodywaniec;Chodywańce;Chodywaniec;
Krakowa;Kraków;Krakowa;
Pelplina;Pelplin;Pelplina;
Niemirówka;Niemirówek;Niemirówka;
Dziadowic;Dziadowice;Dziadowica;
Sławniowic;Sławniowice;Sławniowica;
Wełmina;Wełmin;Wełmina;
Wiechowa;Wiechowo;Wiechów;
Bodzentyna;Bodzentyn;Bodzentyna;
Gądkowa;Gądków;Gądkowa;
Komórewa;Komórew;Komórewa;
Nurca;Nurzec;Nurca;
Rostworowa;Rostworowo;Rostworowa;
Leśnicy;Leśnica;Leśnik;
Leśnic;Leśnice;Leśnica;
Strzałkowa;Strzałków;Strzałkowa;
Dobczyna;Dobczyn;Dobczyna;
Grodziszowa;Grodziszów;Grodziszowa;
Sieczyczych;Sieczychy;Sieczyczy;
Topolnicy;Topolnica;Topolnik;
Szwagrowa;Szwagrów;Szwagrowa;
Kurzątkowic;Kurzątkowice;Kurzątkowica;
Mękarzowic;Mękarzowice;Mękarzowica;
Lulewiczek;Lulewiczki;Lulewiczek;
Wołodrzy;Wołodrza;Wołoder;
Chróścielowa;Chróścielów;Chróścielowa;
Majdanku;Majdanek;Majdanko;
Sułkowa;Sułkowo;Sułkowa;
Zbierska;Zbiersk;Zbiersko;
Maruszewca;Maruszewiec;Maruszewc;
Białobłockich;Białobłockie;Białobłocki;
Boksyc;Boksyce;Boksyca;
Bęczyna;Bęczyn;Bęczyna;
Harachwost;Harachwosty;Harachwost;
Strzelców;Strzelce;Strzelec;
Wiśniewa;Wiśniew;Wiśniewa;
Faryn;Faryny;Faryna;
Bajerza;Bajerze;Bajerz;
Sarbi;Sarbia;Sarbi;
Nowic;Nowice;Nowica;
Mazurków;Mazurki;Mazurek;
Gęsiny;Gęsina;Gęsiny;
Zasp;Zaspy;Zaspa;
Drogoszowic;Drogoszowice;Drogoszowica;
Roztropic;Roztropice;Roztropica;
Włodkowa;Włodkowo;Włodkowa;
Rudziska;Rudzisko;Rudziska;
Rudzisk;Rudziska;Rudzisko;
Łyczyna;Łyczyn;Łyczyna;
Niżatyc;Niżatyce;Niżatyca;
Karolina;Karolino;Karolina;
Słowinka;Słowinko;Słowinka;
Kalei;Kaleje;Kaleja;
Stadeł;Stadła;Stadło;
Grabic;Grabice;Grabica;
Łąkoci;Łąkoć;Łąkocie;
Godzianowa;Godzianów;Godzianowa;
