Dopełniacz;Mianownik;Wynik Stemmera
Krępy Kaszubskiej;Krępa Kaszubska;Kręp Kaszubska
Baranówka;Baranówek;Baranówka
Kozarka Wielkiego;Kozarek Wielki;Kozarka Wielki
Holendrowa;Holendrów;Holendrowa
Dobrego-Wsi;Dobre-Wieś;Dobre-Ws
Rzędowa;Rzędów;Rzędowa
Dąbrówki-Stanów;Dąbrówka-Stany;Dąbrówka-Stan
Kolonii Nakor;Kolonia Nakory;Kolonia Nakora
Lipy-Miklasa;Lipa-Miklas;Lipa-Miklasa
Gawin;Gawiny;Gawina
Chrzypska Małego;Chrzypsko Małe;Chrzypsko Mały
Kundzina Kościelnego;Kundzin Kościelny;Kundzina Kościelny
Osady Torzenieńca;Osada Torzeniec;Osada Torzenieniec
Kurzelat;Kurzelaty;Kurzelat
Trębaczewa-Strugi;Trębaczew-Struga;Trębaczewo-Strug
Strawczynka;Strawczynek;Strawczynka
Lasówek;Lasówki;Lasówka
Ulkowów;Ulkowy;Ulków
Gąskowa;Gąsków;Gąskowa
Sinieńca;Siniec;Sinieniec
Szerzaw;Szerzawy;Szerzawa
Jurzykowa;Jurzyków;Jurzykowa
Kłótna Proboszczowskiego;Kłótno Proboszczowskie;Kłótno Proboszczowski
Bolechówka;Bolechówko;Bolechówka
Zakrzyna-Goźdźca;Zakrzyn-Goździec;Zakrzyna-Goździec
Turtula;Turtul;Turtula
Woli Kąteckiej;Wola Kątecka;Wol Kątecka
Nad Kościółkiem;Nad Kościółkiem;Nada Kościółek
Kolonii Zakrętów;Kolonia Zakręty;Kolonia Zakręt
Kolonii Sobień Biskupich;Kolonia Sobienie Biskupie;Kolonia Sobienie Biskupi
Gołunia;Gołuń;Gołunia
Starych Gutkowic;Stare Gutkowice;Stara Gutkowica
Serwów;Serwy;Serw
Żmijewa Kościelnego;Żmijewo Kościelne;Żmijewa Kościelny
Pragi Dolnej;Praga Dolna;Prag Dolna
Świętych Lasków;Święte Laski-Kolonia;Świętych Lasek
Franknowa;Franknowo;Franknowa
Piotrowic Świdnickich;Piotrowice Świdnickie;Piotrowica Świdnicki
Feliksowa Dobrowskiego;Feliksów Dobrowski;Feliksowa Dobrowski
Włodowa;Włodowo;Włodowa
Dąbcza;Dąbcze;Dąbcz
Gozdówka;Gozdówek;Gozdówka
Woli Gutowskiej;Wola Gutowska;Wol Gutowska
Więcków;Więcki;Więcek
Biestrzykowa;Biestrzyków;Biestrzykowa
Na Myto;Na Myto;Ne Myta
Wsi Dziewiątej;Wieś Dziewiąta;Ws Dziewiąta
Grądów Świniarskich;Grądy Świniarskie;Grąd Świniarski
Osiedla Jasieńskiego;Osiedle Jasieńskiego;Osiedle Jasieński
Kąkolewiczek;Kąkolewiczki;Kąkolewiczek
Kosmowa-Kolonii;Kosmów-Kolonia;Kosmowa-Kolonia
Kotlic;Kotlice;Kotlica
Żydowskich Gór;Żydowskie Góry;Żydowski Gór
Grzegorzewa;Grzegorzew;Grzegorzewo
Sobkowa;Sobków;Sobkowa
Płaczkowa;Płaczkowo;Płaczkowa
Na Borach;Na Borach;Ne Bor
Zdrębów;Zdręby;Zdrąb
Kłosków;Kłoski;Kłosek
Wawrzonowa;Wawrzonowo;Wawrzonowa
Sejkowic;Sejkowice;Sejkowica
Zubrów;Zubry;Zubr
Kurdasów;Kurdasy;Kurdas
Przążewa;Przążewo;Przążewa
Dzietrzychowic;Dzietrzychowice;Dzietrzychowica
Plaży;Plaża;Plaż
Krasowa Wielkiego;Krasowo Wielkie;Krasowa Wielki
Klonowej Góry;Klonowa Góra;Klonowa Gór
Nasali;Nasale;Nasal
Kwiatkówka;Kwiatkówko;Kwiatkówka
Wisówki;Wisówka;Wisówki
Klad;Klady;Klada
Żurawienieńca;Żurawieniec;Żurawienieniec
Na Ozerze;Na Ozerze;Ne Ozer
Pator;Patory;Pator
Skieblewa;Skieblewo;Skieblewa
Krzywowierzby-Kolonii;Krzywowierzba-Kolonia;Krzywowierzb-Kolonia
Kolonii Kunic;Kolonia Kunice;Kolonia Kunica
Nad Młynem;Nad Młynem;Nada Młyn
Mierzanowic-Folwarku;Mierzanowice-Folwark;Mierzanowica-Folwark
Modliszewic;Modliszewice;Modliszewica
Gębic;Gębice;Gębica
Nowego Miasta nad Wartą;Nowe Miasto nad Wartą;Nowy Miasto nada Warta
Pietronek;Pietronki;Pietronka
Wąbrzeźna;Wąbrzeźno;Wąbrzeźna
Czarnotówek;Czarnotówki;Czarnotówka
Kłopotowa;Kłopotów;Kłopotowa
Podkapturowa;Podkapturów;Podkapturowa
Ludmierzyc;Ludmierzyce;Ludmierzyca
Wilewa;Wilewo;Wilewa
Raczkowic;Raczkowice;Raczkowica
Różanówki;Różanówka;Różanówki
Rzeczenicy PółnocnWbudowania;Rzeczenica-Wybudowanie Północne;Rzeczenicy PółnocnWbudowanie
Pałąków;Pałąki;Pałąk
Łączna;Łączno;Łączna
Borzysławia;Borzysław;Borzysławie
Łącznego;Łączne;Łączny
Łopatna;Łopatno;Łopatna
Kolonii Dzwonka;Kolonia Dzwonek;Kolonia Dzwonko
Wiardunek;Wiardunki;Wiardunek
Podleśnicy;Podleśnica;Podleśnik
Leopoldowa;Leopoldowo;Leopoldowa
Nowej Jerozolimy;Nowa Jerozolima;Nowa Jerozolim
Łękocina;Łękocin;Łękocina
Kolonii Drohiczyna;Kolonia Drohiczyn;Kolonia Drohiczyna
Drohiczan;Drohiczany;Drohiczan
Modrzejowa;Modrzejów;Modrzejowa
Krupowej Hali;Krupowa Hala;Krupowa Hal
Bukowian;Bukowiany;Bukowian
Smoleni;Smolenie;Smoleń
Morgów Rząsawskich;Morgi Rząsawskie;Morg Rząsawski
Rząśna;Rząśno;Rząśna
Bud Tarnowskich;Budy Tarnowskie;Buda Tarnowski
Morzyc-Bielalan;Morzyce-Bielany;Morzyca-Bielalan
Tereni;Terenia;Teren
Osiedla Marii Konopnickiej;Osiedle Marii Konopnickiej;Osiedle Maria Konopnicka
Skalmierzyc;Skalmierzyce;Skalmierzyca
Tolusina;Tolusin;Tolusina
Pieczoługów;Pieczoługi;Pieczoług
Kłodowa;Kłodowo;Kłodowa
Grzybnicy;Grzybnica;Grzybnik
Zbytków;Zbytki;Zbytek
Starego Puznowa;Stary Puznów;Stary Puznowa
Chwaścicic;Chwaścice;Chwaścicica
Starych Żukowic;Stare Żukowice;Stara Żukowica
Porośli-Kijów;Porośl-Kije;Porośl-Kij
Kolonii Krzywego;Kolonia Krzywe;Kolonia Krzywy
Szczepanóowa;Szczepanów;Szczepanóowa
Rzecznego;Rzeczne;Rzeczny
Osiedla Dolnośląskiego;Osiedle Dolnośląskie;Osiedle Dolnośląski
Małego Skroniowa;Mały Skroniów;Mały Skroniowa
Pod Chłapkiem;Pod Chłapkiem;Poda Chłapek
Połanek;Połanki;Połanka
Siekowa;Siekowo;Siekowa
Do Krzoski;Do Krzoski;Da Krzoska
Niecieczy;Nieciecza;Nieciecz
Pieńków-Augustowa;Pieńki-Augustów;Pieniek-Augustowa
Barszczy;Barszcza;Barszcz
Zorzowa;Zorzów;Zorzowa
Sadłowa-Rumunek;Sadłowo-Rumunki;Sadłów-Rumunek
Barszczy;Barszcze;Barszcz
Załawy;Zaława;Załawy
Wierzchgór;Wierzchgóry;Wierzchgór
Koziełka;Koziełek;Koziełko
Kaszewa;Kaszew;Kaszewo
Kolonii Terebinca;Kolonia Terebiniec;Kolonia Terebinca
Orędy;Oręda;Oręd
Pałeczek;Pałeczki;Pałeczka
Blichowa-Tybusiów;Blichowo-Tybusie;Blichów-Tybuś
Starego Kłosowa;Stary Kłosów;Stary Kłosowa
Pod Stawem;Pod Stawem;Poda Staw
Krześniakowa;Krześniaków;Krześniakowa
Miałkiego;Miałkie;Miałki
Chojęcina;Chojęcin;Chojęcina
Łuków;Łuki;Łuk
Kaczyn WieStarej;Kaczyny-Stara Wieś;Kaczyn WieStara
Starego Jaworowa;Stary Jaworów;Stary Jaworowa
Łuki;Łuka;Łuk
Telatycz;Telatycze;Telatycz
Wardężyn;Wardężyny;Wardężyna
Polkowic;Polkowice;Polkowica
Pawłowa-Maliniaka;Pawłowo-Maliniak;Pawłów-Maliniak
Martynia;Martynie;Martynia
Orzepowic;Orzepowice;Orzepowica
Kolonii Sasina Pierwszego;Kolonia Sasino Pierwsze;Kolonia Sasina Pierwszy
Lubiechowa;Lubiechowo;Lubiechów
Kolonii Guzów;Kolonia Guzy;Kolonia Guz
Hub Gąsawskich;Huby Gąsawskie;Hub Gąsawski
Domów Celnych;Domy Celne;Dom Celny
Pałuk;Pałuki;Pałuk
Czażowa;Czażów;Czażowa
Grodziska Górnego;Grodzisko Górne;Grodzisko Górny
Sierżnik;Sierżniki;Sierżnik
Baborowa;Baborowo;Baborowa
Czajek;Czajki;Czajka
Alei Borowej;Alej Borowa;Aleja Borowa
Kolonii Grabina;Kolonia Grabin;Kolonia Grabina
Osady Jana;Osada Jana;Osada Jan
Dwugłów;Dwugły;Dwugłów
Krzywina;Krzywin;Krzywina
Wybudowań Karwi;Wybudowania Karwi;Wybudowanie Karew
Kolonii Zerbunia;Kolonia Zerbuń;Kolonia Zerbunia
Gromka;Gromek;Gromka
Klekota;Klekot;Klekota
Łapkiejm;Łapkiejmy;Łapkiejm
Zawygonia;Zawygonie;Zawygonia
Czerniaw;Czerniawy;Czerniawa
Bobrowskiej Woli Kamiennnej;Bobrowska Wola Kamienna;Bobrowska Wol Kamiennna
Pawłosiowa;Pawłosiów;Pawłosiowa
Rzywna;Rzywno;Rzywna
Dąbrowy-Bybytek;Dąbrowa-Bybytki;Dąbrowa-Bybytek
Piersna;Piersno;Piersna
Piersny;Piersna;Piersen
Zajączkowa-Folwarku;Zajączkowo-Folwark;Zajączkowa-Folwark
Pobrzysków;Pobrzyski;Pobrzysko
Parzęczewa;Parzęczew;Parzęczewo
Oblina-Grądek;Oblin-Grądki;Oblina-Grądek
Zapanek;Zapanki;Zapanka
Gumienic;Gumienice;Gumienica
Nadola;Nadole;Nadola
Miszewa Wielkiego;Miszewo Wielkie;Miszewo Wielki
Nutowa;Nutowo;Nutowa
Łaskarzewa;Łaskarzew;Łaskarzewo
Jerzykowa;Jerzykowo;Jerzykowa
Słucza;Słucz;Słucza
Strugi-Zawad;Struga-Zawady;Strug-Zawada
Mierzanowic;Mierzanowice;Mierzanowica
Pod Udorzem;Pod Udorzem;Poda Udorze
Sokołowic;Sokołowice;Sokołowica
Bud Przeworskich;Budy Przeworskie;Buda Przeworski
Starych Motul;Stare Motule;Stara Motula
Świeżaw;Świeżawy;Świeżawa
Możdżanówki;Możdżanówka;Możdżanówki
Kiersów;Kiersy;Kiers
Nowych Wężyków;Nowe Wężyki;Nowy Wężyk
Dopiewa;Dopiewo;Dopiewa
Podwierzb;Podwierzby;Podwierzba
Starych Załubic;Stare Załubice;Stara Załubica
Chobrzan;Chobrzany;Chobrzana
Gibieli;Gibiele;Gibiel
Jadownik Rycerskich;Jadowniki Rycerskie;Jadownik Rycerski
Kucharów;Kuchary;Kuchar
Nowego Zajączkowa;Nowe Zajączkowo;Nowy Zajączkowa
Do Grzesiaka;Do Grzesiaka;Da Grzesiak
Szewa Małego;Szewo Małe;Szewo Mały
Konstantowa;Konstantowo;Konstantowa
Lisewca;Lisewiec;Lisewca
Obnowów;Obnowy;Obnów
Kowroza;Kowróz;Kowroza
Bernardowa;Bernardowo;Bernardowa
Za Wlem;Za Wlem;Ze Wl
Żydków;Żydki;Żydek
Groników;Groniki;Gronik
Jelitkowa;Jelitkowo;Jelitkowa
Weremienia;Weremień;Weremię
Podkamienia;Podkamienie;Podkamień
Łazowa;Łazów;Łazowa
Sokula Drugiego;Sokule Drugie;Sokula Drugi
Mrówczyna;Mrówczyn;Mrówczyna
Wrocławia;Wrocław;Wrocławie
Kolonii Zwierek;Kolonia Zwierki;Kolonia Zwierka
Kolonii Redzyńskich;Kolonie Redzyńskie;Kolonia Redzyński
Starej Jabłonna-Kolonny;Stara Jabłonna-Kolonia;Starej Jabłonna-Kolonna
Starej Osuchowy;Stara Osuchowa;Stara Osuchów
Pękanina;Pękanino;Pękanin
Bielichy;Bielicha;Bielich
Trębina;Trębin;Trębina
Starego Żylina;Stary Żylin;Stary Żylina
Górnych Grądów;Górne Grądy;Górny Grąd
Goleniaw;Goleniawy;Goleniawa
Wierzchomin;Wierzchominy;Wierzchomino
Hermanic;Hermanice;Hermanica
Buta;But;Buta
Świątnik Małych;Świątniki Małe;Świątnik Mała
Starych Kozubów;Stare Kozuby;Stara Kozub
Kroczewa;Kroczew;Kroczewo
Poczty;Poczta;Poczet
Wierzchomina;Wierzchomino;Wierzchomin
Porytego-Jabłoni;Poryte-Jabłoń;Poryty-Jabłoń
Gozdowa;Gozdów;Gozdowa
Kruszyn-Rumunek;Kruszyny-Rumunki;Kruszyna-Rumunek
Kolonii Kisielic;Kolonia Kisielice;Kolonia Kisielica
Kolonii Cisia;Kolonia Cisie;Kolonia Cisia
Kolonii Jelinki;Kolonia Jelinka;Kolonia Jelinek
Długiej Wsi Trzeciej;Długa Wieś Trzecia;Długa Ws Trzeca
Kajn;Kajny;Kajn
Sromowiec Niżnych;Sromowce Niżne;Sromowiec Niżna
Skitławek;Skitławki;Skitławka
Śliwiackiej Łąki;Śliwiacka Łąka;Śliwiacka Łąk
Wąchałów;Wąchały;Wąchał
Kamionki Trzeciej;Kamionka Trzecia;Kamionka Trzeca
Goszczyna-Czajek;Goszczyno-Czajki;Goszczyna-Czajka
Mokowa;Mokowo;Mokowa
Krzywinia;Krzywiń;Krzywinia
Potłowa;Potłowo;Potłów
Pastwisk Kowalskich;Pastwiska Kowalskie;Pastwisko Kowalski
Barbary;Barbara;Barbar
Nowej Pilony;Nowa Pilona;Nowa Pilon
Czynieńca;Czyniec;Czynieniec
Kolonii Osieczy;Kolonia Osiecza;Kolonia Osiecz
Tralewa;Tralewo;Tralewa
Borowiczek-Cukrowni;Borowiczki-Cukrownia;Borowiczka-Cukrownia
Nowego Łukowa;Nowy Łuków;Nowy Łukowa
Nowego Zanklewa;Nowe Zanklewo;Nowy Zanklewa
Męki Księżej;Męka Księża;Męk Księża
Na Żorek;Na Żorek;Ne Żorka
Zegrzanek;Zegrzanki;Zegrzanka
Wierzchucicic;Wierzchucice;Wierzchucicica
Sławna A;Sławno A;Sławna A
Wybudowań Wieckich;Wybudowania Wieckie;Wybudowanie Wiecki
Podsusieśca;Podsusiec;Podsusiesiec
Strzeblewa;Strzeblew;Strzeblewa
Bud Pustkowych;Budy Pustkowe;Buda Pustkowe
Chojęcina-Szumu;Chojęcin-Szum;Chojęcina-Szum
Starego Bryzdzyna;Stary Bryzdzyn;Stary Bryzdzyna
Ciurków;Ciurki;Ciurek
Alinowa;Alinowo;Alinowa
Godziesz Wielkich;Godziesze Wielkie;Godziesza Wielki
Szczycionka;Szczycionek;Szczycionka
Niewodnik;Niewodniki;Niewodnik
Wichrzy;Wichrza;Wichrz
Mnich;Mnichy;Mni
Trzaskanek;Trzaskanki;Trzaskanka
Lubini;Lubinia;Lubin
Bartodziei Podleśnych;Bartodzieje Podleśne;Bartodzieja Podleśne
Ukiernicy;Ukiernica;Ukiernik
Lubniewic-Kolonii;Lubniewice-Kolonia;Lubniewica-Kolonia
Aniołki-Parcel;Aniołka-Parcele;Aniołek-Parcela
Hyżnego;Hyżne;Hyżny
Sominek;Sominki;Sominek
Kolonii Łukty;Kolonia Łukta;Kolonia Łukt
Podkuzia;Podkuzie;Podkuzia
Ernestynowa;Ernestynowo;Ernestynowa
Starego Nadleśnictwa;Stare Nadleśnictwo;Stary Nadleśnictwo
U Kulów;U Kulów;U Kul
Kolonii Ogródka;Kolonia Ogródek;Kolonia Ogródka
Rębkowa-Kolonii;Rębków-Kolonia;Rębkowa-Kolonia
Dzwonowa Leśnego;Dzwonowo Leśne;Dzwonowa Leśny
Gnojna;Gnojno;Gnojna
Skowieszynka;Skowieszynek;Skowieszynka
Kolonii Dobrzyk;Kolonia Dobrzyki;Kolonia Dobrzyk
Rataj;Rataje;Rataj
Kalinka;Kalinko;Kalinka
Osiedla Powstań Narodowych;Osiedle Powstań Narodowych;Osiedle Powstanie Narodowy
Kalinek;Kalinki;Kalinka
Łukian;Łukiany;Łukian
Potępy;Potępa;Potęp
Kozenina;Kozenin;Kozenina
Kuszlowa;Kuszlów;Kuszlowa
Odrzechówek;Odrzechówki;Odrzechówka
Dobrego Widoku;Dobry Widok;Dobre Widok
Telikałów;Telikały;Telikał
Kolonii Sulmic;Kolonia Sulmice;Kolonia Sulmica
Bartków;Bartki;Bartek
Do Kidonia;Do Kidonia;Da Kidonia
Straszew;Straszewy;Straszwa
Płomienieńca;Płomieniec;Płomienieniec
Grochowów;Grochowy;Grochów
Wynek;Wynki;Wynka
Dalekiego;Dalekie;Daleki
Zamostnego;Zamostne;Zamostny
Gołczy;Gołcza;Gołcz
Kolonii Szerokiego;Kolonia Szerokie;Kolonia Szeroki
Kosek-Gajówki;Koski-Gajówka;Koska-Gajówka
Stodołczysk;Stodołczyska;Stodołczysko
Idziek-Wykna;Idźki-Wykno;Idźka-Wykno
Grochowa;Grochowo;Grochów
Sławna,;Sławno;Sławna,
Grochowego;Grochowe;Grochowy
Dębnia;Dębień;Dębnia
Dalekowic;Dalekowice;Dalekowica
Wyrzyska Skarbowego;Wyrzysk Skarbowy;Wyrzysko Skarbowy
Piaszczyczyc;Piaszczyce;Piaszczyczyca
Osiedla Spychaja;Osiedle Spychaja;Osiedle Spychaj
Żeliszewa Dużego;Żeliszew Duży;Żeliszewo Duży
Pod Gajem;Pod Gajem;Poda Gaj
Wrotkowa;Wrotkowo;Wrotkowa
Włodkowa Górnego;Włodków Górny;Włodkowa Górny
Szypuł;Szypuły;Szypuł
Bysowa;Bysów;Bysowa
Chamska;Chamsk;Chamsko
Ociesęków;Ociesęki;Ociesęk
Na Możdżyniach;Na Możdżyniach;Ne Możdżyni
Nowinik;Nowiniki;Nowinik
Marychnowa;Marychnów;Marychnowa
Mokradla;Mokradle;Mokradel
Nowego Chwalimia;Nowy Chwalim;Nowy Chwalimia
Białogórzyna;Białogórzyno;Białogórzyna
Łanów Małych;Łany Małe;Łan Mała
Wołówek;Wołówki;Wołówka
Brzezia Narodowego;Brzezie Narodowe;Brzeź Narodowy
Łazisek;Łaziski;Łazisek
Strzeżowa Drugiego;Strzeżów Drugi;Strzeżowa Drugi
Balbinowa;Balbinów;Balbinowa
Czubków;Czubki;Czubek
Gunowa-Wilkowa;Gunów-Wilków;Gunowa-Wilkowa
Lubomyśla;Lubomyśle;Lubomyśla
Kupienina;Kupienino;Kupienina
Wysochowa;Wysochowo;Wysochów
Cieszkowic;Cieszkowice;Cieszkowica
Rudnik;Rudniki;Rudnik
Pod Piączynem;Pod Piączynem;Poda Piączyn
Turowa Górnego;Turów Górny;Turowa Górny
Buczkowa;Buczkowo;Buczkowa
Byszek;Byszki;Byszka
Klonówka;Klonówko;Klonówka
Koluszek-Kolonii;Koluszki-Kolonia;Koluszka-Kolonia
Łowiczek Księżych;Łowiczki Księże;Łowiczka Księży
Kalist;Kalisty;Kalist
Kaproń;Kapronie;Kaproń
Podmokla Małego;Podmokle Małe;Podmokl Mały
Nowych Morzyc;Nowe Morzyce;Nowy Morzyca
Nowego Wągrodna;Nowe Wągrodno;Nowy Wągrodna
Maciejkowej Góry;Maciejkowa Góra;Maciejkowa Gór
Chruścików;Chruściki;Chruścik
Pod Brzezową;Pod Brzezową;Poda Brzezowa
Piskorzowic;Piskorzowice;Piskorzowica
Migowa Lęborskiego;Migowo Lęborskie;Migowa Lęborski
Kuropaca;Kuropac;Kuropaca
Za Stokiem;Za Stokiem;Ze Stok
Orzechowa-Majątku;Orzechowo-Majątek;Orzechów-Majątek
Zagórzan;Zagórzany;Zagórzan
Wielkich Wyrębów;Wielkie Wyręby;Wielki Wyrąb
Woli Augustowskiej;Wola Augustowska;Wol Augustowska
Nowej Wsi;Nowa Wieś-Działkowicze;Nowej Ws
Bąkowa Dolnego;Bąkowo Dolne;Bąkowa Dolny
Grzędzielówki;Grzędzielówka;Grzędzielówki
Nowosiółek;Nowosiółki;Nowosiółek
Kaprali;Kaprale;Kapral
Pełczyczyc Dolnych;Pełczyce Dolne;Pełczyczyca Dolny
Drozdówka;Drozdówko;Drozdówka
Starych Gut;Stare Guty;Stara Gut
Kolonii Poganicy;Kolonia Poganica;Kolonia Poganik
Kalinówki-Baś;Kalinówka-Basie;Kalinówka-Baś
Starych Kopci;Stare Kopcie;Stara Kopeć
Wycinek;Wycinki;Wycinek
Stawinogi;Stawinoga;Stawinogi
Kępy Wólczyńskiej;Kępa Wólczyńska;Kęp Wólczyńska
Ciecierska;Cieciersk;Cieciersko
Podstoły;Podstoła;Podstół
Durlasów;Durlasy;Durlas
Kolonii Gąsiorowa;Kolonia Gąsiorowo;Kolonia Gąsiorowa
Nowej Gierłoży;Nowa Gierłoż;Nowa Gierłoże
Za Kamieńcem;Za Kamieńcem;Ze Kamieniec
Bożepola Wielkiego;Bożepole Wielkie;Bożepole Wielki
Wielkiego Wierzna;Wielkie Wierzno;Wielki Wierzna
Kolonii Godkowa;Kolonia Godkowo;Kolonia Godkowa
Elżbietowa;Elżbietów;Elżbietowa
Okien;Okna;Okno
Jagodnicy;Jagodnica;Jagodnik
Kazimierów;Kazimiery;Kazimier
Kordów;Kordy;Kord
U Pęksów;U Pęksów;U Pęks
Miodus-Stoku;Miodusy-Stok;Miodus-Stok
Wąpielska;Wąpielsk;Wąpielsko
Do Tanistry;Do Tanistry;Da Tanister
Rakowa-Bogiń;Rakowo-Boginie;Rakowa-Bogini
Grabia Drugiego;Grabie Drugie;Grabia Drugi
Siedleczka;Siedleczko;Siedleczka
Białkowic-Pastwiska;Białkowice-Pastwisko;Białkowica-Pastwisko
Woli Chynowskiej;Wola Chynowska;Wol Chynowska
Świątek-Wiercic;Świątki-Wiercice;Świątko-Wiercica
Poterbia;Poterbie;Poterbia
Chrostkowa Nowgo;Chrostkowo Nowe;Chrostkowa Noy
Chrzemcy;Chrzemce;Chrzemca
Kamienia Łukawskiego;Kamień Łukawski;Kamienie Łukawski
Żeliszowa;Żeliszów;Żeliszowa
Stawków Żytniowskich;Stawki Żytniowskie;Stawek Żytniowski
Stołpia;Stołpie;Stołpia
Kierzenka;Kierzenko;Kierzenka
Jakub;Jakuby;Jakub
Obic;Obice;Obica
Chylic-Pólka;Chylice-Pólko;Chylica-Pólka
Gądkowic;Gądkowice;Gądkowica
Halańskich Ogrodników;Halańskie Ogrodniki;Halański Ogrodnik
Nowych Zawad;Nowe Zawady;Nowy Zawada
Jaszowa;Jaszów;Jaszowa
Gruszowa;Gruszów;Gruszowa
Krzystkowic;Krzystkowice;Krzystkowica
Kolonii Jenikowa;Kolonia Jenikowo;Kolonia Jenikowa
Sadowa;Sadowo;Sadowa
Białek Górnych;Białki Górne;Białka Górny
Górowych Małych;Górowychy Małe;Górowa Mała
Gajewka;Gajewko;Gajewka
Starkówka;Starkówek;Starkówka
Siemek;Siemki;Siemka
Lipno-Rumuna DrugiRumunek;Lipno-Rumunki Drugie;Lipno-Rumuna DrugiRumunek
Łubów-Kiertan;Łuby-Kiertany;Łub-Kiertanin
Pietrzykowa-Wyszek;Pietrzykowo-Wyszki;Pietrzykowa-Wyszka
Niw Siennieńskich;Niwy Siennieńskie;Niwo Siennieński
Chwalibogowa-Hub;Chwalibogowo-Huby;Chwalibogowa-Hub
Smyczyny;Smyczyna;Smyczyn
Krzynek;Krzynki;Krzynek
Kolonii Stanisławówowa;Kolonia Stanisławów;Kolonia Stanisławówowa
Karlikowa;Karlików;Karlikowa
Chlebna;Chlebno;Chlebna
Pod Jasną Górką;Pod Jasną Górką;Poda Jasna Górka
Salinka;Salinko;Salinka
Naramowickiego Osiedla;Naramowickie Osiedle;Naramowicki Osiedle
Porudzia;Porudzie;Porudzio
Przyłęka-Kolonii;Przyłęk-Kolonia;Przyłęka-Kolonia
Jurkowa-Hub;Jurkowo-Huby;Jurkowa-Hub
Rachowic;Rachowice;Rachowica
Retnic;Retnice;Retnica
Prądków;Prądki;Prądek
Grabienieńca C;Grabieniec C;Grabienieniec C
Grabienieńca B;Grabieniec B;Grabienieniec B
Grabienieńca A;Grabieniec A;Grabienieniec A
Nad Gościńcem;Nad Gościńcem;Nada Gościniec
Komarnego;Komarne;Komarny
Dąbrówczyna;Dąbrówczyn;Dąbrówczyna
Akacyjek;Akacyjki;Akacyjka
Hrubego Niżniego;Hrube Niżnie;Hruby Niżni
Szałasisisk;Szałasiska;Szałasisisko
Taraski-Młyna;Taraska-Młyn;Tarasek-Młyn
Ruziecka;Ruzieck;Ruziecko
Borzęcina Górnego;Borzęcin Górny;Borzęcina Górny
Wacławówka;Wacławówek;Wacławówka
Humięcina-Kosek;Humięcino-Koski;Humięcina-Koska
Warszkówka;Warszkówko;Warszkówka
Biskupic Melsztyńskich;Biskupice Melsztyńskie;Biskupic Melsztyński
Zwięczycy;Zwięczyca;Zwięczyk
Barańców;Barańce;Baraniec
Marczyczyc;Marczyce;Marczyczyca
Bieżanowa-Prokocimia;Bieżanów-Prokocim;Bieżanowa-Prokocimia
Klina Mierzanowskiego;Klin Mierzanowski;Klina Mierzanowski
Woli Branickiej;Wola Branicka-Kolonia;Woli Branicka
Wlewska;Wlewsk;Wlewsko
Jaśkowego;Jaśkowe;Jaśkowy
Kraczewic Prywatnych;Kraczewice Prywatne;Kraczewica Prywatne
Jagodzin;Jagodziny;Jagodzina
Amirowic;Amirowice;Amirowica
Jaśkowa;Jaśkowo;Jaśkowa
Na Jaworzynę;Na Jaworzynę;Ne Jaworzyna
Jachowa;Jachowo;Jachów
Kolonii Bogusz;Kolonia Bogusze;Kolonia Bogusz
Gajówki Marcinkowa;Gajówka Marcinków;Gajówka Marcinkowa
Brzemion;Brzemiona;Brzemię
Kierna;Kierno;Kierna
Stelmachów;Stelmachy;Stelmach
Ulana Dużego;Ulan Duży;Ulana Duży
Lignów Szlacheckich;Lignowy Szlacheckie;Lignum Szlachecki
Strzałowa;Strzałów;Strzałowa
Bielan Trzecich;Bielany Trzecie;Bielan Trzeci
Kolonii Zapusty;Kolonia Zapusta;Kolonia Zapusty
Hałbowa;Hałbów;Hałbowa
Bud Kupientyńskich;Budy Kupientyńskie;Buda Kupientyński
Góry Świętej Anny;Góra Świętej Anny;Gór Święta Anna
Rykaczy;Rykacze;Rykacz
Zakrzyzia;Zakrzyzie;Zakrzyź
Krukówka;Krukówko;Krukówka
Pielków;Pielki;Pielek
Gzowic;Gzowice;Gzowica
Bonikowa;Boników;Bonikowa
Bud-Baraków;Budy-Baraki;Buda-Barak
Żelaznego;Żelazne;Żelazny
Budziłowa;Budziłowo;Budziłów
Nad Rudzianką;Nad Rudzianką;Nada Rudzianka
Rogoźna;Rogoźno;Rogoźna
Gniewkowa;Gniewków;Gniewkowa
Sumiężnego;Sumiężne;Sumiężny
Kizielan;Kizielany;Kizielan
Kozicowej Hali;Kozicowa Hala;Kozicowa Hal
Zezulina Niższego;Zezulin Niższy;Zezulina Niższe
Rowel;Rowele;Rowela
Perek-Franek;Perki-Franki;Perka-Franka
Szonowa;Szonów;Szonowa
Bielska Podlaskiego;Bielsk Podlaski;Bielsko Podlaski
Pastuszków;Pastuszki;Pastuszek
Mikołajek Pomorskich;Mikołajki Pomorskie;Mikołajek Pomorski
Podpaganki;Podpaganka;Podpaganek
Bolmowa;Bolmów;Bolmowa
Wolimirzyc;Wolimirzyce;Wolimirzyca
Podlasków;Podlaski;Podlask
Radzowa;Radzów;Radzowa
Starego Mystkówca;Stary Mystkówiec;Stary Mystkówca
Paduszy;Padusze;Padusza
Bądek;Bądki;Bądek
Zajmy;Zajma;Zajem
