Dopełniacz;Mianownik;Wynik Stemmera
Błomina-Guli;Błomino-Gule;Błomin-Gula
Żeronic-Parceli;Żeronice-Parcel;Żeronica-Parcela
Krzykał;Krzykały;Krzykał
Ludwikowa;Ludwików;Ludwikowy
Dzierzkowic-Zastawia;Dzierzkowice-Zastawie;Dzierzkowica-Zastawi
Żardek;Żardki;Żardka
Olszewa-Borek;Olszewo-Borki;Olszewo-Borka
Hawłowic;Hawłowice;Hawłowica
Dyr;Dyry;Dyr
Garłytów;Garłyty;Garłyt
Woli Karczewskiej;Wola Karczewska;Wol Karczewski
Rakowa nad Borem;Rakowo nad Borem;Rakowy nada Bor
Idzikowic-Kolonii;Idzikowice-Kolonia;Idzikowica-Kolonia
Borka Mińskiego;Borek Miński;Borka Miński
Pod Hrubieszowską;Pod Hrubieszowską;Poda Hrubieszowski
Wojewódek Górnych;Wojewódki Górne;Wojewódka Górny
Góry Kalwarii;Góra Kalwaria;Góry Kalwaria
Pierosia;Pieroś;Pierosie
Osiedla Hańska;Osiedle Hańsk;Osiedle Hański
Smolarzyn;Smolarzyny;Smolarzyna
Osiedla Orzeszkowej;Osiedle Orzeszkowej;Osiedle Orzeszkowy
Borkowin;Borkowiny;Borkowina
Kobielic;Kobielice;Kobielica
Namysłowa;Namysłów;Namysłowy
Osiedla Plebiscytowego;Osiedle Plebiscytowe;Osiedle Plebiscytowy
Drołtowic;Drołtowice;Drołtowica
Żyrzyna-Wału;Żyrzyn-Wał;Żyrzyna-Wał
Mociesz;Mociesze;Mociesza
Wąsewa;Wąsewo;Wąsewa
Małcza;Małecz;Małczy
Lubartowskiej Drogi;Lubartowska Droga;Lubartowski Drogi
Gajówki Łuczynowa;Gajówka Łuczynów;Gajówka Łuczynowy
Sielec Prawych;Sielce Prawe;Sielec Prawy
Strzeszyna;Strzeszyn;Strzeszyna
Kupiszów;Kupisze;Kupisz
Koźniewic-Piasków;Koźniewice-Piaski;Koźniewica-Piasek
Lubochni;Lubochnia;Lubochny
Pod Klamką;Pod Klamką;Poda Klamka
Patykowa;Patykowo;Patykowy
Starego Kobylina;Stary Kobylin;Stary Kobylina
Łap;Łapy;Łap
Ulicy Koszyckiej;Ulica Koszycka;Ulica Koszycki
Stankowa;Stankowo;Stankowy
Radlni;Radlnia;Radlny
Woli Soleckiej Drugiej;Wola Solecka Druga;Wol Solecki Drugi
Wielątków;Wielątki;Wielątek
Od Włosani;Od Włosani;Od Włosany
Żerdenki;Żerdenka;Żerdenki
Woli Zadąbrowskiej;Wola Zadąbrowska;Wol Zadąbrowski
Bielizn;Bielizny;Bielizna
Janeczek;Janeczki;Janeczka
Wytomyśla;Wytomyśl;Wytomyśla
Wszemila;Wszemil;Wszemila
Dziadówek-Leśniczówki;Dziadówki-Leśniczówka;Dziadówka-Leśniczówka
Ściborza;Ścibórz;Ściborze
Czyżykowa;Czyżyków;Czyżykowy
Karłowa;Karłów;Karłowy
Wybudowania Jamielnickiego;Wybudowanie Jamielnickie;Wybudowanie Jamielnicki
Na Bałdonicach;Na Bałdonicach;Ny Bałdonica
Danielaczki;Danielaczka;Danielaczek
Krobielewa;Krobielewo;Krobielew
Pańskiej Woli;Pańska Wola;Pański Wol
Sutorów;Sutory;Sutor
Sporowic;Sporowice;Sporowica
Giełdonia;Giełdoń;Giełdonia
Juliopola;Juliopol;Juliopola
Placu u Zoniów;Plac u Zoniów;Plac u Zonium
Witoroża;Witoroż;Witoroże
Osiedla Chabrowa;Osiedle Chabrów;Osiedle Chabrowy
Ławeczka Nowego;Ławeczko Nowe;Ławeczka Nowy
Czatkowic;Czatkowice;Czatkowica
Mierczyczyc;Mierczyce;Mierczyczyca
Woli Blakowej;Wola Blakowa;Wol Blakowy
Światełka;Światełek;Światełko
Hub Rogalińskich;Huby Rogalińskie;Hub Rogaliński
Lipczyna;Lipczyno;Lipczyna
Na Serwitucie;Na Serwitucie;Ny Serwitut
Żytowa;Żytowo;Żytowy
Redystowa;Redystowo;Redystowy
Smolnik Góralskich;Smolniki Góralskie;Smolnik Góralski
Nieborowa Zachodniego;Nieborów Zachodni;Nieborowy Zachodni
Szprotawy;Szprotawa;Szprotawy
Kolonii Bukowej Wielkiej;Kolonia Bukowa Wielka;Kolonia Bukowy Wielki
Grodkowa-Budek;Grodkowo-Budki;Grodkowy-Budek
Starej Słupi DrugKolonii;Stara Słupia-Kolonia Druga;Starej Słupi DrugKolonia
Brodnicy Górna-Wybudowanej;Brodnica Górna-Wybudowania;Brodnicy Górny-Wybudowany
Grotowic;Grotowice;Grotowica
Krusz;Krusze;Krusza
Czaplic-Piłatów;Czaplice-Piłaty;Czaplica-Piłat
Nowego Błędowa;Nowy Błędów;Nowy Błędowy
Lubomyśla;Lubomyśl;Lubomyśla
Zarannnej;Zaranna;Zarannny
Chrapowa;Chrapowo;Chrapowy
Drzemlikowic;Drzemlikowice;Drzemlikowica
Nowych Brzezin;Nowe Brzeziny;Nowy Brzezina
Jeglówka;Jeglówek;Jeglówka
Karminieńca;Karminiec;Karminieniec
Krupiej Wólki;Krupia Wólka;Krupi Wólka
Do Płoskonki;Do Płoskonki;Dy Płoskonka
Czajczego Bagna;Czajcze Bagno;Czajczy Bagno
Postomina;Postomino;Postomin
Agnopola;Agnopol;Agnopola
Kokoszków;Kokoszkowy;Kokoszek
Strzekęcina;Strzekęcino;Strzekęcina
Kolonii Zagonów;Kolonia Zagony;Kolonia Zagon
Krzeczkowa-Szepielak;Krzeczkowo-Szepielaki;Krzeczkowy-Szepielak
Wielkiej Wolicy;Wielka Wolica;Wielki Wolik
Kosek Pierwszych;Koski Pierwsze;Koska Pierwszy
Desnego;Desne;Desny
Woli Rzędzińskiej;Wola Rzędzińska;Wol Rzędziński
Kolonii Pękosławia;Kolonia Pękosław;Kolonia Pękosławie
Skęczna;Skęczno;Skęczny
Paradowa;Paradowo;Paradowy
Huty Kuflewskiej;Huta Kuflewska;Huty Kuflewski
Nowych Leśniewic;Nowe Leśniewice;Nowy Leśniewica
Konieczna-Dąbrowy;Konieczno-Dąbrowa;Konieczny-Dąbrowa
Grabiny Miedniewickiej;Grabina Miedniewicka;Grabina Miedniewicki
Wiśniowej Góry;Wiśniowa Góra;Wiśniowy Góry
Pstrążnej;Pstrążna;Pstrążny
Becejł;Becejły;Becejł
Dąbrowy-Łazów;Dąbrowa-Łazy;Dąbrowa-Łaz
Boszkowa-Letniska;Boszkowo-Letnisko;Boszkowy-Letnisko
Pięknych Łąk;Piękne Łąki;Piękny Łąk
Pomorzowic;Pomorzowice;Pomorzowica
Woli-Olesina;Wola-Olesin;Wol-Olesina
Kosin Kapicznych;Kosiny Kapiczne;Kosiny Kapiczny
Wojciecha;Wojciech;Wojciecha
Pstrążnego;Pstrążne;Pstrążny
Borsuk-Gajówki;Borsuki-Gajówka;Borsuk-Gajówka
Wrocowej;Wrocowa;Wrocowy
Chmielka;Chmielek;Chmielka
Nowych Włók;Nowe Włóki;Nowy Włók
Blizin;Bliziny;Blizina
Snopkowa Północnego;Snopków Północny;Snopkowy Północny
Iwin PierwszOsiedla;Iwiny-Osiedle Pierwsze;Iwin PierwszOsiedle
Nowej Roli;Nowa Rola;Nowy Rol
Woli Jurkowej;Wola Jurkowa;Wol Jurkowy
Kaborna;Kaborno;Kaborny
Bernowa;Bernów;Bernowy
Wólki Baranowskiej;Wólka Baranowska;Wólka Baranowski
Bieniędzic;Bieniędzice;Bieniędzica
Czarnochowic;Czarnochowice;Czarnochowica
Łyżniaków;Łyżniaki;Łyżniak
Bednarza;Bednarze;Bednarz
Podpolichna;Podpolichno;Podpolichny
Działków;Działki;Działek
Parądzic;Parądzice;Parądzica
Seligowa;Seligów;Seligowy
Cierpiąt;Cierpięta;Cierpię
Udzielów;Udziele;Udziel
Soboty-Parceli;Sobota-Parcela;Sobot-Parcela
Osiedla 350 Rawiczlecia;Osiedle 350-lecia Rawicza;Osiedla 350 Rawiczlecie
Rumunek Zachodnich;Rumunki Zachodnie;Rumunek Zachodni
Jaszczwi;Jaszczew;Jaszczwia
Wawrzyczek;Wawrzyczki;Wawrzyczka
Naglaków;Naglaki;Naglak
Lasków Wałeckich;Laski Wałeckie;Lasek Wałecki
Rędocina;Rędocin;Rędocina
Pieńków Dworszowskich;Pieńki Dworszowskie;Pieniek Dworszowski
Rżąki;Rżąka;Rżąk
Piećków;Piećki;Pieciek
Krętowej;Krętowa;Krętowy
Nowego Szumowa;Nowe Szumowo;Nowy Szumowy
Błażka;Błażek;Błażka
Budów Wolaczych;Budy Wolacze;Budowa Wolaczy
Ługów Ujskich;Ługi Ujskie;Ług Ujski
Jasienieńca Południowego;Jasieniec Południowy;Jasienieniec Południowy
Radostowa Dolnego;Radostów Dolny;Radostowy Dolny
Osiedla Kolegialnej;Osiedle Kolegialna;Osiedle Kolegialny
Niewstępu;Niewstąp;Niewstęp
Parkit;Parkity;Parkit
Starego Karolinowa;Stary Karolinów;Stary Karolinowy
Kościelnej Drogi;Kościelna Droga;Kościelny Drogi
Żelmowa;Żelmowo;Żelmowy
Podstruża;Podstruże;Podstruża
Gołębiowa Podleśnego;Gołębiów Podleśny;Gołębiowy Podleśny
U Czaplów;U Czaplów;U Czaplum
Gonczarów;Gonczary;Gonczar
Marian;Mariany;Marianin
Karwówowa;Karwów;Karwówowy
Józefowa Południowego;Józefów Południowy;Józefowa Południowy
Wierzbina;Wierzbin;Wierzbina
Długochorzeli;Długochorzele;Długochorzel
Dajn;Dajny;Dajn
Wacławówowa Głębockiego;Wacławów Głębocki;Wacławówowy Głębocki
Haczowa;Haczów;Haczowy
Jarzysławia;Jarzysław;Jarzysławie
Kosił;Kosiły;Kosiła
Goniczek;Goniczki;Goniczka
Starych Kozimin;Stare Koziminy;Stary Kozimina
Franków-Piasków;Franki-Piaski;Franek-Piasek
Zborowa;Zborów;Zborowy
Lorcina;Lorcin;Lorcina
Czarnówka;Czarnówko;Czarnówka
Wymokłego;Wymokłe;Wymokły
Żurawna;Żurawno;Żurawny
Dąbrowy Wrzawskiej;Dąbrowa Wrzawska;Dąbrowa Wrzawski
Wyryk-Woli;Wyryki-Wola;Wyryk-Wol
Nowego Cydzyna;Nowy Cydzyn;Nowy Cydzyna
Porąb Leśnych;Poręby Leśne;Porąb Leśny
Giełczwi-Dołów;Giełczew-Doły;Giełczwia-Dół
Zagródek;Zagródki;Zagródka
Brzezia-Stacji;Brzezie-Stacja;Brzeź-Stacja
Szurpił;Szurpiły;Szurpiła
Płóczek;Płóczki;Płóczka
Kolonii pod Rozterkiem;Kolonia pod Rozterkiem;Kolonia poda Rozterek
Szklarki Śląskiej;Szklarka Śląska;Szklarka Śląski
Karpin;Karpiny;Karpina
Sokołowa-Parceli;Sokołowo-Parcele;Sokołowy-Parcela
Pleśnej;Pleśna;Pleśny
Konopek-Jabłoni;Konopki-Jabłoń;Konopek-Jabłoń
Pławów;Pławy;Pław
Czeladzi Wielkiej;Czeladź Wielka;Czeladź Wielki
Bartążka;Bartążek;Bartążka
Cienkowic;Cienkowice;Cienkowica
Michałowa-Parceli;Michałów-Parcele;Michałowy-Parcela
Nowego Janowa;Nowe Janowo;Nowy Janowy
Przebendowa;Przebendów;Przebendowy
Bielowicka;Bielowicko;Bielowicki
Harty Górnej;Harta Górna;Harty Górny
U Sarnów;U Sarnów;U Sarn
Stocka;Stock;Stocki
Raszewa Dworskiego;Raszewo Dworskie;Raszewo Dworski
Orądek;Orądki;Orądek
Osiedla Bolesława Krzywoustego;Osiedle Bolesława Krzywoustego;Osiedle Bolesława Krzywousty
Gatnej;Gatna;Gatny
Korycinieńca;Koryciniec;Korycinieniec
Chruśnic;Chruśnice;Chruśnica
Warząchewki Polskiej;Warząchewka Polska;Warząchewka Polski
Turska Wielkie-Karczmiskiego;Tursko Wielkie-Karczmisko;Turska Wielki-Karczmiski
Kolonii Krubic;Kolonia Krubice;Kolonia Krubica
Chełmskiej;Chełmska;Chełmski
Gór Rysich;Góry Rysie;Gór Rysi
Starego Żabikowa;Stare Żabikowo;Stary Żabikowy
Podbarania;Podbaranie;Podbarani
Sędraszyc;Sędraszyce;Sędraszyca
Złochowic;Złochowice;Złochowica
Drapy;Drapa;Drap
Jatwiezi Dużej;Jatwieź Duża;Jatwiezie Duży
Knyszewicz Małych;Knyszewicze Małe;Knyszewicz Mały
Kolonii Ławska;Kolonie Ławsk;Kolonia Ławski
Na Niemcach;Na Niemcach;Ny Niemce
Rudówka;Rudówko;Rudówka
Dalachowic;Dalachowice;Dalachowica
Malarzów;Malarze;Malarz
Witynia;Wityń;Witynia
Rzepcza;Rzepcze;Rzepczy
Brzeźnicy Książęcej;Brzeźnica Książęca;Brzeźnik Książęcy
Joaniowa;Joaniów;Joaniowy
Nowych Wyszomierek;Nowe Wyszomierki;Nowy Wyszomierka
Kolonii Zakrzyży;Kolonia Zakrzyże;Kolonia Zakrzyż
Ubysławia;Ubysław;Ubysławie
Woli Duckiej;Wola Ducka;Wol Ducki
Przybymierza;Przybymierz;Przybymierze
Nacek;Nacki;Nacka
Buchalinieńca;Buchaliniec;Buchalinieniec
Starego Olsztyna;Stary Olsztyn;Stary Olsztyna
Szczurowa;Szczurów;Szczurowy
Nowej Bystrzycy;Nowa Bystrzyca-Kolonia;Nowej Bystrzyca
Podzagaja;Podzagaje;Podzagaj
Sławka;Sławek;Sławka
Dębin;Dębiny;Dębina
Kaliłowa;Kaliłów;Kaliłowy
Wołowna;Wołowno;Wołowny
Lisiej Fermy;Lisia Ferma;Lisi Ferma
Śliwni;Śliwnia;Śliwny
Szybek;Szybki;Szybek
Nowych Borszyn;Nowe Borszyny;Nowy Borszyn
Teofili;Teofile;Teofil
Marwina;Marwino;Marwina
Czech Orlańskich;Czechy Orlańskie;Czech Orlański
Kolonii pod Zugajem;Kolonia pod Zugajem;Kolonia poda Zugaj
Wygody Turkowskiej;Wygoda Turkowska;Wygody Turkowski
Giławek;Giławki;Giławka
Wypychówka;Wypychówek;Wypychówka
Pod Karczówką;Pod Karczówką;Poda Karczówka
Gałuszczyna;Gałuszczyn;Gałuszczyna
Szałowił;Szałowiły;Szałowiła
Kolencina;Kolencin;Kolencina
Suchych Rzek;Suche Rzeki;Suchy Rzka
Kolonii Dalikowa;Kolonia Dalików;Kolonia Dalikowy
Ulasków;Ulaski;Ulask
Nadwitnia;Nadwitnie;Nadwitni
Krajkowa-Folwarku;Krajkowo-Folwark;Krajkowy-Folwark
Nataci Wielkiej;Natać Wielka;Natat Wielki
Kociszówka;Kociszówek;Kociszówka
Przedborowic;Przedborowice;Przedborowica
Rokicin;Rokiciny;Rokicina
Popielna;Popielno;Popielny
Hub Otmianowskich;Huby Otmianowskie;Hub Otmianowski
Walercina;Walercin;Walercina
Sierosławia;Sierosław;Sierosławie
Kolonii Małeckich;Kolonia Małeckie;Kolonia Małecki
Ręboszewa-Wybudowań;Ręboszewo-Wybudowania;Ręboszewo-Wybudowanie
Filipowa;Filipowo;Filipowy
Popielnej;Popielna;Popielny
Piszkowic;Piszkowice;Piszkowica
Brodowa;Brodowo;Brodowy
Wólki Przybójewskiej;Wólka Przybójewska;Wólka Przybójewski
Nowej Jasienicy;Nowa Jasienica;Nowy Jasienica
Mirakowa;Mirakowo;Mirakowy
Woli Adamowej;Wola Adamowa;Wol Adamowy
Brodowego;Brodowe;Brodowy
Kłosa;Kłos;Kłosy
Nowych Rokszyc;Nowe Rokszyce;Nowy Rokszyca
Woźnikowej;Woźnikowa;Woźnikowy
Rumunek Skępskich;Rumunki Skępskie;Rumunek Skępski
Janowej Góry;Janowa Góra;Janowy Góry
Jakubkowa;Jakubkowo;Jakubkowy
Chabierowa;Chabierów;Chabierowy
Cholewów;Cholewy;Cholew
Jączewa Jeziornego;Jączewo Jeziorne;Jączewo Jeziorny
Nowej Woli Gołębiowskiej;Nowa Wola Gołębiowska;Nowy Wol Gołębiowski
Kolonii Obrowskiej;Kolonia Obrowska;Kolonia Obrowski
Osińskiej Góry;Osińska Góra;Osińska Góry
Droszewa;Droszew;Droszewo
Bierzgła;Bierzgło;Bierzgły
Łabuń;Łabunie;Łabunia
Podłaźni;Podłaźnie;Podłaźnia
Niewikli-Folwarku;Niewikla-Folwark;Niewikły-Folwark
Trzonówka-Podsośniny;Trzonówek-Podsośnina;Trzonówka-Podsośnina
Wilczej Jamy;Wilcza Jama;Wilczy Jam
Małyszyna;Małyszyn;Małyszyna
Prostej Drogi;Prosta Droga;Prosta Drogi
Gajówki Sidor;Gajówka Sidory;Gajówka Sidor
Nowej Wsi Złotoryjskiej;Nowa Wieś Złotoryjska;Nowy Wszy Złotoryjski
Makoszyna;Makoszyn;Makoszyna
Starego Wojnowa;Stary Wojnów;Stary Wojnowy
Lasu Wąworków;Las Wąworków;Las Wąworek
Biskupic Wielkopolskich;Biskupice Wielkopolskie;Biskupic Wielkopolski
Ossali;Ossala;Ossal
Żrółkowskiej;Żrółkowska;Żrółkowski
Stróżka;Stróżek;Stróżka
Smolic-Parceli;Smolice-Parcele;Smolica-Parcela
Domaradzyna;Domaradzyn;Domaradzyna
Stróżewic;Stróżewice;Stróżewica
Wyganowa;Wyganów;Wyganowy
Lisewka;Lisewko;Lisewka
Godzieszowej;Godzieszowa;Godzieszowy
Sobótki Poduchownej;Sobótka Poduchowna;Sobótka Poduchowny
Musuł;Musuły;Musuła
Liberdów;Liberdy;Liberda
Wólki Zręczyckiej;Wólka Zręczycka;Wólka Zręczycki
Złotkowów;Złotkowy;Złotków
Stabrowa Pierwszego;Stabrów Pierwszy;Stabrowy Pierwszy
Pokrzywieńskiego Pola;Pokrzywieńskie Pole;Pokrzywieński Pola
Mierzwinka;Mierzwinek;Mierzwinka
Daszyna;Daszyn;Daszyna
Kępy Borzechowskiej;Kępa Borzechowska;Kęp Borzechowski
Ligoty Toszeckiej;Ligota Toszecka;Ligot Toszecki
Starych Litewnik;Stare Litewniki;Stary Litewnik
Kunowej;Kunowa;Kunowy
Hedwiżyna;Hedwiżyn;Hedwiżyna
Wybudowania Werskiego;Wybudowanie Werskie;Wybudowanie Werski
Kolbiarzów;Kolbiarze;Kolbiarz
Halemby;Halemba;Halemb
Osip-Kolonii;Osipy-Kolonia;Osipa-Kolonia
Pułazia-Wojdył;Pułazie-Wojdyły;Pułaź-Wojdyła
Chorzeszowa;Chorzeszów;Chorzeszowy
Pod Tomaszewo;Pod Tomaszewo;Poda Tomaszewa
Łutni;Łutnia;Łutny
Turoszowa-Wsi;Turoszów-Wieś;Turoszowy-Wszy
Radomyśla Wielkiego;Radomyśl Wielki;Radomyśla Wielki
Korninka;Korninek;Korninka
Jabłonicy Ruskiej;Jabłonica Ruska;Jabłonica Ruski
Gnuszyna;Gnuszyn;Gnuszyna
Toporowic;Toporowice;Toporowica
Wydrzynieńca;Wydrzyniec;Wydrzynieniec
Babczowa;Babczów;Babczowy
Januszkowa;Januszkowo;Januszkowy
Brodowiec;Brodowce;Brodowiec
Jacni;Jacnia;Jacny
Modliborzyc;Modliborzyce;Modliborzyca
Podlesia Południowego;Podlesie Południowe;Podleś Południowy
Soniny;Sonina;Soniny
Szatynia;Szatyń;Szatynia
Czesławic;Czesławice;Czesławica
Gułtów;Gułtowy;Gułt
Kolonii Słotwin;Kolonia Słotwiny;Kolonia Słotwina
Przechówka;Przechówko;Przechówka
Martian;Martiany;Martian
Cacanina;Cacanin;Cacanina
Porąbki Iwkowskiej;Porąbka Iwkowska;Porąbek Iwkowski
Starego Krasnego;Stare Krasne;Stary Krasny
Rydzewa-Nart;Rydzewo-Narty;Rydzewo-Nart
Rakłowic;Rakłowice;Rakłowica
Ornatowic;Ornatowice;Ornatowica
Kubry-Przebudówki;Kubra-Przebudówka;Kubr-Przebudówka
Parceli-Osieka;Parcele-Osiek;Parcela-Osieka
Słępowa;Słępowo;Słępowy
Wydrowic;Wydrowice;Wydrowica
Bracławia;Bracław;Bracławie
Wilczego;Wilcze;Wilczy
Kołaczek;Kołaczki;Kołaczka
Pawłowiczek;Pawłowiczki;Pawłowiczek
Małej Toni;Mała Tonia;Mały Toń
Nowego Brzeźna;Nowe Brzeźno;Nowy Brzeźny
Jesiennej;Jesienna;Jesienny
Piotrkowa;Piotrków;Piotrkowy
Raszczyczyc;Raszczyce;Raszczyczyca
Bodaków;Bodaki;Bodak
Kolonii Kozłowa;Kolonia Kozłowo;Kolonia Kozłowy
Bulówek;Bulówki;Bulówka
Szypułek-Zaskórek;Szypułki-Zaskórki;Szypułka-Zaskórek
Nowej Zbelutki;Nowa Zbelutka;Nowy Zbelutki
Grabowa-Wójtostwa;Grabów-Wójtostwo;Grabowy-Wójtostwo
Nowego Rybia;Nowe Rybie;Nowy Rybie
Starej Moczalni;Stara Moczalnia;Stara Moczalny
Kolonii Południowych;Kolonie Południowe;Kolonia Południowy
Uściąża;Uściąż;Uściąża
Grądów Węgorzewskich;Grądy Węgorzewskie;Grąd Węgorzewski
Kuboni;Kubonie;Kubonia
Witkowa-Osiedla;Witkowo-Osiedle;Witkowy-Osiedle
Swolszewic-Błot;Swolszewice-Błota;Swolszewica-Błota
Plutowej Polany;Plutowa Polana;Plutowy Polany
Kolonii Kokowa;Kolonia Kokotów;Kolonia Kokowy
Mchowic;Mchowice;Mchowica
Podlesia Lścinskiego;Podlesie Lścinskie;Podleś Lścinski
Iwanowic Dworskich;Iwanowice Dworskie;Iwanowica Dworski
Borzymów;Borzymy;Borzym
Niechcicic;Niechcice;Niechcicica
Dziwnówka;Dziwnówek;Dziwnówka
Parkoszowa;Parkoszów;Parkoszowy
Białkowa Kościelnego;Białków Kościelny;Białkowy Kościelny
Gapi;Gapie;Gapi
Dargocicic;Dargocice;Dargocicica
Ożarówka;Ożarówek;Ożarówka
Podkojłowskiego;Podkojłowskie;Podkojłowski
Kwiek;Kwieki;Kwiek
Grzebska;Grzebsk;Grzebski
Małego Cichego;Małe Ciche;Mały Cichy
Piszczaca Drugiego;Piszczac Drugi;Piszczaca Drugi
Kalisza Pomorskiego;Kalisz Pomorski;Kaliszy się Pomorski
Bajakowej;Bajakowa;Bajakowy
Zgórza;Zgórz;Zgórze
Zatorza Pierwszego;Zatorze Pierwsze;Zatorze Pierwszy
Henrysina;Henrysin;Henrysina
Strucfonia;Strucfoń;Strucfonia
Rezowej Drogi;Rezowa Droga;Rezowy Drogi
Gąsowa;Gąsów;Gąsowy
Glidzina;Glidzin;Glidzina
Gołoniw;Gołoniwy;Gołoniwo
Pierzaków;Pierzaki;Pierzak
Rabaczowa;Rabaczów;Rabaczowy
Lubkowa;Lubkowo;Lubkowy
Osiedla Drugiego;Osiedle Drugie;Osiedle Drugi
Wdówkowej;Wdówkowa;Wdówkowy
Kotlinek;Kotlinki;Kotlinka
Pod Wykrętem;Pod Wykrętem;Poda Wykręt
Tesin;Tesiny;Tesina
Kisielowa;Kisielów;Kisielowy
Malinia-Tuczarni;Malinie-Tuczarnia;Malinia-Tuczarnia
Pocześla;Pocześle;Pocześla
Na Budach;Na Budach;Ny Buda
Jacentowa;Jacentów;Jacentowy
Czerwonki-Parceli;Czerwonka-Parcel;Czerwonka-Parcela
Kolonii Smardzewa;Kolonia Smardzew;Kolonia Smardzewo
Matyldzina;Matyldzin;Matyldzina
Łysej Górki;Łysa Górka;Łysy Górka
Kolonii Stanisławówowa;Kolonie Stanisławów;Kolonia Stanisławówowy
Kaczych Niw;Kacze Niwy;Kaczy Niwo
Wawrzki;Wawrzka;Wawrzki
Kakawy-Kolonii;Kakawa-Kolonia;Kakawy-Kolonia
Krzeczyna Małego;Krzeczyn Mały;Krzeczyna Mały
Krępca Drugiego;Krępiec Drugi;Krępca Drugi
Dybczaków;Dybczakowie;Dybczak
Krzeczkowic Górnych;Krzeczkowice Górne;Krzeczkowica Górny
Na Borki;Na Borki;Ny Borka
Osiedla Witosa;Osiedle Witosa;Osiedle Witosy
Dąbrowy Dolnej;Dąbrowa Dolna;Dąbrowa Dolny
Zakrzewskiej Kolonii;Zakrzewska Kolonia;Zakrzewski Kolonia
Felinowa;Felinów;Felinowy
Patyków;Patyki;Patyk
Lubenek;Lubenki;Lubenek
Toborów;Tobory;Tobór
Lubenki;Lubenka;Lubenek
Kolonii Lekówca;Kolonia Lekówiec;Kolonia Lekówca
Osiedla Łokietka;Osiedle Łokietka;Osiedle Łokietek
Grobelek;Grobelki;Grobelka
Huty Szklanej;Huta Szklana;Huty Szklany
Lasoków Drugich;Lasoki Drugie;Lasok Drugi
Mataczów;Matacze;Matacz
Grochowa Włościańskiego;Grochów Włościański;Grochowy Włościański
Pokrzywianki Górnej;Pokrzywianka Górna;Pokrzywianka Górny
Pałędzia;Pałędź;Pałędzie
Kursztyna;Kursztyn;Kursztyna
Świńskiej Ulicy;Świńska Ulica;Świński Ulica
Mierkowa;Mierków;Mierkowy
Zimnej Wody;Zimna Woda;Zimny Wód
Bykowskiej Polany;Bykowska Polana;Bykowski Polany
Krościna;Krościn;Krościna
Bystrzańskego Działu;Bystrzański Dział;Bystrzańsky Dział
Wąkczewa nad Błotami;Wąkczew nad Błotami;Wąkczewo nada Błot
Nowych Jancewicz;Nowe Jancewicze;Nowy Jancewicz
Starych Bab;Stare Baby;Stary Bab
Kępy Parnickiej;Kępa Parnicka;Kęp Parnicki
Przywiśla;Przywiśle;Przywiśla
Cetyni;Cetynia;Cetyn
Kawęczynka;Kawęczynek;Kawęczynka
Stróżewa-Parceli;Stróżewo-Parcele;Stróżewa-Parcela
Sporwin;Sporwiny;Sporwina
Siedlowa;Siedlów;Siedlowy
Chrystkowa;Chrystkowo;Chrystkowy
Osiedla Rzeszowska Południe;Osiedle Rzeszowska Południe;Osiedle Rzeszowski Południe
Bawernicy;Bawernica;Bawernik
Nowego Świętowa;Nowy Świętów;Nowy Świętowy
Śledziejowic;Śledziejowice;Śledziejowica
Klępia Brzozowskiego;Klępie Brzozowskie;Klępi Brzozowski
Chojdaków;Chojdaki;Chojdak
Bralina;Bralin;Bralina
Drochlina;Drochlin;Drochlina
Sieciejowa;Sieciejów;Sieciejowy
Mieszkowa;Mieszków;Mieszkowy
Trąbinka;Trąbinek;Trąbinka
Wiejc;Wiejce;Wiejca
Ceglaków;Ceglaki;Ceglak
Psar Starych;Psary Stare;Psar Stary
Pogorzeli;Pogorzela;Pogorzel
Płaskocina;Płaskocin;Płaskocina
Kolonii Rogali;Kolonia Rogale;Kolonia Rogal
Lipowskiej;Lipowska;Lipowski
Podkrystynowa;Podkrystynów;Podkrystynowy
Balbicowa;Balbiców;Balbicowy
Drwalewic;Drwalewice;Drwalewica
Boczowa;Boczów;Boczowy
Starego Borowa;Stary Borów;Stary Borowy
Białegostoczku;Białostoczek;Białegostoczek
Dobroszyna;Dobroszyn;Dobroszyna
Żelistrzewa;Żelistrzewo;Żelistrzewa
Przedmieścia Dubieckiego;Przedmieście Dubieckie;Przedmieście Dubiecki
Przysuchy;Przysucha;Przysuch
Józefiny Pierwszej;Józefina Pierwsza;Józefiny Pierwsza
Trzydniaków;Trzydniaki;Trzydniak
Piasków pod Łasiecznikami;Piaski pod Łasiecznikami;Piasek poda Łasiecznik
Lipin Górne-Borowinych;Lipiny Górne-Borowina;Lipin Górny-Borowiny
Warnic B;Warnice B;Warnica B
Tymbarku;Tymbark;Tymbarek
Jarantowiczek;Jarantowiczki;Jarantowiczka
Piechowic Górnych;Piechowice Górne;Piechowica Górny
Małych Gór;Małe Góry;Mały Gór
Wandynowa;Wandynów;Wandynowy
Głuchówka;Głuchówek;Głuchówka
Fajerka;Fajerek;Fajerka
U Barana;U Barana;U Baran
Starych Kotowic;Stare Kotowice;Stary Kotowica
Miączyna;Miączyn;Miączyna
Dużych Górek;Duże Górki;Duży Górka
Kowali Dolnej;Kowala Dolna;Kowal Dolny
Wawrzyńcowej;Wawrzyńcowa;Wawrzyńcowy
