Dopełniacz;Mianownik;Wynik Stemmera
Małych Górek;Małe Górki;Mały Górka
Borzenia;Borzeń;Borzenie
Gawrych;Gawrychy;Gawry
Węgierskiej Górki;Węgierska Górka;Węgierski Górka
Robercina;Robercin;Robercinać
Ciechna;Ciechno;Ciechny
Zasepnicy;Zasepnica;Zasepnik
Czarliny-Osady;Czarlina-Osada;Czarlin-Osada
Moczydłowa;Moczydłów;Moczydłowy
Cicibora Dużego;Cicibór Duży;Cicibora Duży
Serokomli;Serokomla;Serokomlić
Koźniewa Wielkiego;Koźniewo Wielkie;Koźniewać Wielki
Lubani-Lipin;Lubania-Lipiny;Lubany-Lipina
Krzczonowic;Krzczonowice;Krzczonowica
Zawiszyc;Zawiszyce;Zawiszyca
Za Bugiem;Za Bugiem;Zy Bug
Psarków;Psarki;Psarek
Do Suchego;Do Suchego;Dy Suchy
Huty Przedborskiej;Huta Przedborska;Huć Przedborski
Mszczyczyna;Mszczyczyn;Mszczyczyna
Modlikowa;Modlików;Modlikowy
Gałeczek;Gałeczki;Gałeczka
Laskowej;Laskowa;Laskowy
Czyrnej Niżnej;Czyrna Niżna;Czyrny Niżny
Pod Porębami;Pod Porębami;Poda Poręba
Laskowa;Laskowo;Laskowy
Ziemian;Ziemiany;Ziemianin
Drwęczna;Drwęczno;Drwęczny
Starych Romaniuków;Stare Romaniuki;Stary Romaniuk
Bielawy-Parceli;Bielawa-Parcele;Bielawa-Parcela
Wichorowa;Wichorowo;Wichorowy
Budziłówka;Budziłówko;Budziłówka
Helenowa;Helenów;Helenowy
Niebuszewa-Bolinka;Niebuszewo-Bolinko;Niebuszewać-Bolinka
Prawęcina Dolnego;Prawęcin Dolny;Prawęcina Dolny
Werchlisia;Werchliś;Werchlisi
Czołowa;Czołowo;Czołowy
Pantaleonowa;Pantaleonowo;Pantaleonowy
Kolonii Ładzynia;Kolonia Ładzyń;Kolonia Ładzyniać
Ołdaków-Polonii;Ołdaki-Polonia;Ołdak-Polonia
Malerzowic Małych;Malerzowice Małe;Malerzowica Mały
Na Pastwisku;Na Pastwisku;Ny Pastwisko
Cisia-Leśniczówki;Cisie-Leśniczówka;Cisia-Leśniczówka
Lewkowa;Lewków;Lewkowy
Kolonii Marynina;Kolonia Marynin;Kolonia Marynina
Szumowa;Szumowo;Szumowy
Oleśnicy;Oleśnica;Oleśnik
Marcinowiczek;Marcinowiczki;Marcinowiczka
Kolonii Łaś-Toczyłowsi;Kolonia Łaś-Toczyłowo;Kolonii ć-Toczyłowszy
Oksy;Oksa;Oks
Jemielna;Jemielno;Jemielny
Jemielnej;Jemielna;Jemielny
Komornicy;Komornica;Komornik
Korczewa-Piasków;Korczew-Piaski;Korczewać-Piasek
Choszczewa;Choszczewo;Choszczewać
Krajowa;Krajów;Krajowy
Wólki Twarogowej;Wólka Twarogowa;Wólka Twarogowy
Brzeźnicy;Brzeźnica;Brzeźnik
Kościelnej-Dołów;Kościelna-Doły;Kościelny-Dół
Kępy Tarchomińskiej;Kępa Tarchomińska;Kęp Tarchomiński
Nowego Sadłowa;Nowe Sadłowo;Nowy Sadłowy
Przemiarowa;Przemiarowo;Przemiarowy
Kolonii Czernic-Ryca;Kolonia Czernic-Ryca;Kolonii Czernica-Ryca
Benowa;Benowo;Benowy
Sernik;Serniki;Sernik
Domyśla;Domyśl;Domyślać
Ilków;Ilki;Ilek
Celeja;Celej;Celejać
Topieli;Topiele;Topieć
Święctych;Święci;Święcty
Wolęcina;Wolęcin;Wolęcina
Słupi pod Kępnem;Słupia pod Kępnem;Słupić poda Kępno
Wilkowego;Wilkowe;Wilkowy
Ośnik;Ośniki;Ośnik
Winiarzy;Winiarze;Winiarz
Michorów;Michory;Michor
Chyżowic;Chyżowice;Chyżowica
Orzeżyna-Kolonii;Orzeżyn-Kolonia;Orzeżyna-Kolonia
Fiałek;Fiałki;Fiałka
Nad Dworem;Nad Dworem;Nada Dwór
Zbroszy Małej;Zbrosza Mała;Zbrosza Mały
Bud Jeżewskich;Budy Jeżewskie;Buda Jeżewski
Szepietowa Podleśnego;Szepietowo Podleśne;Szepietowy Podleśny
Gorbaczów;Gorbacze;Gorbacz
Ciechłowic;Ciechłowice;Ciechłowica
Turzni;Turznia;Turzny
Kosów;Kosowy;Kos
Rembieszowa-Kolonii;Rembieszów-Kolonia;Rembieszowy-Kolonia
Grechowa;Grechów;Grechowy
Lichoty;Lichota;Lichot
Kraśnianian;Kraśniany;Kraśnianian
Malutkiego;Malutkie;Malutki
Regietowa Wyżnego;Regietów Wyżny;Regietowy Wyżny
Kosowa;Kosowo;Kosowy
Chodywańcniec;Chodywańce;Chodywańcniec
Kolonii Janiewic;Kolonia Janiewice;Kolonia Janiewica
Lekarcicic Nowych;Lekarcice Nowe;Lekarcicica Nowy
Przy Łąkach;Przy Łąkach;Prz Łąk
Krakowa;Kraków;Krakowy
Kasjana;Kasjan;Kasjany
Dulska-Frankowa;Dulsk-Frankowo;Dulski-Frankowy
Kolonii Gruduska;Kolonia Grudusk;Kolonia Gruduskać
Kruczyków;Kruczyki;Kruczyk
Zdziar;Zdziary;Zdziara
Biczaków;Biczaki;Biczak
Woli Maćkowskiej;Wola Maćkowska;Wol Maćkowski
Pelplina;Pelplin;Pelplina
Niemirówka;Niemirówek;Niemirówka
Jelina;Jelino;Jelina
Świętych Nowaków;Święte Nowaki;Święty Nowak
Turzy Nowej;Turza Nowa;Turzyć Nowy
Klukowa;Kluków;Klukowy
Kolonii Oleckiej;Kolonia Olecka;Kolonia Olecki
Woli Nieszkowskiej;Wola Nieszkowska;Wol Nieszkowski
Dziadowic;Dziadowice;Dziadowica
Sławniowic;Sławniowice;Sławniowica
Wielkiego Zawisłocza;Wielkie Zawisłocze;Wielki Zawisłocz
Siedlaw;Siedlawy;Siedlawić
Wełmina;Wełmin;Wełmina
Wiechowa;Wiechowo;Wiechowy
Waleczków;Waleczki;Waleczek
Worpławek-Kolonii;Worpławki-Kolonia;Worpławka-Kolonia
Zakrucza;Zakrucze;Zakruczy
Kocudzy;Kocudza;Kocudzy
Gór Sieradzkich;Góry Sieradzkie;Gór Sieradzki
Podtrzebieszowa;Podtrzebieszów;Podtrzebieszowy
Bodzentyna;Bodzentyn;Bodzentyna
Garbar;Garbary;Garbar
Godziszewa;Godziszewo;Godziszewać
Czarnej Huty;Czarna Huta;Czarny Huć
Starej Drogi Dolnej;Stara Droga Dolna;Stara Drogi Dolny
Kobylej Łozy;Kobyla Łoza;Kobyli Łoza
Żukowa;Żukowo;Żukowy
Pod Modyń;Pod Modyń;Poda Modyni
Gądkowa;Gądków;Gądkowa
Przedmieścia Frysztackiego;Przedmieście Frysztackie;Przedmieście Frysztacki
Ziółkowa-Majątku;Ziółkowo-Majątek;Ziółkowy-Majątek
Komórewa;Komórew;Komórewa
Chałkowa;Chałków;Chałkowy
Głębokiej Bieli;Głęboka Biel;Głęboki Bieć
Nurca;Nurzec;Nurca
Dźbowa;Dźbów;Dźbowy
Rościszewa;Rościszewo;Rościszewać
Leśnicy;Leśnica;Leśnik
Osiedla Obotryckiego;Osiedle Obotryckie;Osiedlać Obotrycki
Bartochowa;Bartochów;Bartochować
Żmijewa-Gai;Żmijewo-Gaje;Żmijewać-Gaić
Leśnic;Leśnice;Leśnica
Górnych Zagorzyc;Górne Zagorzyce;Górny Zagorzyca
Zatonia-Kolonii;Zatonie-Kolonia;Zatonia-Kolonia
Karolkowa Rybnowskiego;Karolków Rybnowski;Karolkowy Rybnowski
Podłysowa;Podłysów;Podłysowy
Goleszowskiej Wyżni;Goleszowska Wyżnia;Goleszowski Wyżny
Ustanówka;Ustanówek;Ustanówka
Górek Małych;Górki Małe-Kolonia;Górek Mały
Strzałkowa;Strzałków;Strzałkowy
Osiedla na Lotnisku;Osiedle na Lotnisku;Osiedlać ny Lotnisko
Borków Drużbińskich;Borki Drużbińskie;Borek Drużbiński
Mieszczan;Mieszczany;Mieszczanin
Małej Skotnicy;Mała Skotnica;Mały Skotnik
Piasków Denkowskich;Piaski Denkowskie;Piasek Denkowski
Dobczyna;Dobczyn;Dobczyna
Nowych Bylin;Nowe Byliny;Nowy Bylina
Grodziszowa;Grodziszów;Grodziszowy
Piwnicznej-Zdroju;Piwniczna-Zdrój;Piwniczny-Zdrój
Ujścia Jezuickiego;Ujście Jezuickie;Ujście Jezuicki
Waplewa Wielkiego;Waplewo Wielkie;Waplewać Wielki
Wólki Rogalińskiej;Wólka Rogalińska;Wólka Rogaliński
Sieczyczych;Sieczychy;Sieczyczy
Płoni Małej;Płonia Mała;Płonić Mały
Józina Dolnego;Józin Dolny;Józina Dolny
Topolnicy;Topolnica;Topolnik
Chociwia-Łub;Chociw-Łuby;Chociwiać się-Łubić
Prządzowa;Prządzów;Prządzowy
Szwagrowa;Szwagrów;Szwagrowy
Wierzbówka;Wierzbówek;Wierzbówka
Kolonii Kalist;Kolonia Kalisty;Kolonia Kalist
Osiedla Medyków;Osiedle Medyków;Osiedlać Medyk
Borycza;Borycze;Boryczać
Binczarowej;Binczarowa;Binczarowy
Strony Izdebnickiej;Strona Izdebnicka;Stron Izdebnicki
W Kanałach;W Kanałach;W Kanał
Żelic Dolnych;Żelice Dolne;Żelica Dolny
Kurzątkowic;Kurzątkowice;Kurzątkowica
Kolonii Romanowskiej;Kolonia Romanowska;Kolonia Romanowski
Guzi;Guzie;Guży
Mękarzowic;Mękarzowice;Mękarzowica
Lulewiczek;Lulewiczki;Lulewiczek
Mikołajewskiego;Mikołajewskie;Mikołajewski
Kolonii Grądów;Kolonia Grądy;Kolonia Grąd
Kornaca;Kornac;Kornacać
Wołodrzy;Wołodrza;Wołodry
Kościelnej Góry;Kościelna Góra;Kościelny Góry
Chróścielowa;Chróścielów;Chróścielowy
Gniewosów;Gniewosy;Gniewos
Koli-Nogi;Koli-Noga;Kol-Nogi
Marek Grójeckich;Marki Grójeckie;Marka Grójecki
Wólki Zawadzkiej;Wólka Zawadzka;Wólka Zawadzki
Zarośli;Zarośl;Zarosnąć
Majdanka;Majdanek;Majdanka
Nakwasina;Nakwasin;Nakwasina
Lipówca;Lipówiec;Lipówca
Ligasów;Ligasy;Ligas
Sułkowej;Sułkowa;Sułkowy
Kieszka;Kieszek;Kieszka
Kolonii Oliszek;Kolonia Oliszki;Kolonia Oliszka
Santocka;Santocko;Santocki
Zbrożek;Zbrożki;Zbrożek
Zawist Podleśnych;Zawisty Podleśne;Zawist Podleśny
Poddąbrówek;Poddąbrówki;Poddąbrówka
Wyrazowa;Wyrazów;Wyrazowy
Zastróża;Zastróże;Zastróż
Walewa-Parceli;Walew-Parcele;Walewać-Parcela
Niesiobęd;Niesiobędy;Niesiobęd
W Lesisku;W Lesisku;W Lesisko
Dobrskiej-Kolonii;Dobrska-Kolonia;Dobrski-Kolonia
Zalewek;Zalewki;Zalewka
Dzielnicy Nadmorskiej;Dzielnica Nadmorska;Dzielnica Nadmorski
Maruszewca;Maruszewiec;Maruszewc
Lewna;Lewno;Lewny
Starego Żywca;Stary Żywiec;Stary Żywca
Białobłockich;Białobłockie;Białobłocki
Pod Kamienną;Pod Kamienną;Poda Kamienny
Rozdoli;Rozdola;Rozdolić
Rozdola;Rozdole;Rozdola
Podcmentarza;Podcmentarze;Podcmentarz
Sądrecka;Sądrecko;Sądrecki
Boksyc;Boksyce;Boksyca
Janowic Małych;Janowice Małe;Janowica Mały
Lisowa-Janówka;Lisowo-Janówek;Lisowy-Janówka
Bęczyna;Bęczyn;Bęczyna
Mysiadła;Mysiadło;Mysiąść
Kotrasów;Kotrasy;Kotras
Przesowej;Przesowa;Przesowy
Słowiczyna;Słowiczyn;Słowiczyna
Zaliwia-Brzozówki;Zaliwie-Brzozówka;Zaliwiać-Brzozówka
Woli Raniżowskiej;Wola Raniżowska;Wol Raniżowski
Harachwost;Harachwosty;Harachwost
Kamiennnych Brodów;Kamienne Brody;Kamiennny Bród
Strzelców;Strzelce;Strzelec
Gutów Rożyńskich;Guty Rożyńskie;Gut Rożyński
Gostkowa;Gostków;Gostkowy
Woli Kamockiej;Wola Kamocka;Wol Kamocki
Siedlisk Żmigrodzkich;Siedliska Żmigrodzkie;Siedlisko Żmigrodzki
Sekułowa;Sekułowo;Sekułowy
Podlasiaków;Podlasiaki;Podlasiak
Świerży Górnych;Świerże Górne;Świerżyć Górny
Faryn;Faryny;Faryna
Na Wąwozach;Na Wąwozach;Ny Wąwóz
Wołek;Wołki;Wołek
Strony Chudej;Strona Chuda;Stron Chudy
Sęplin;Sępliny;Sęplina
Piekar Wielkich;Piekary Wielkie;Piekar Wielki
Osiedla Wojska Polskiego;Osiedle Wojska Polskiego;Osiedlać Wojski Polski
Wrzeszczewicnic Nowych;Wrzeszczewice Nowe;Wrzeszczewicnica Nowy
Bajerza;Bajerze;Bajerz
Gęsin;Gęsiny;Gęsina
Siennna Dolnego;Sienno Dolne;Siennny Dolny
Nowic;Nowice;Nowica
Osiedla Wojskowego;Osiedle Wojskowe;Osiedlać Wojskowy
Cierni Dolnych;Ciernie Dolne;Cierny Dolny
Wólczyny;Wólczyna;Wólczyny
Dolan Górnych;Dolany Górne;Dolana Górny
Tarchomina Kościelnego;Tarchomin Kościelny;Tarchominać Kościelny
Dachowa;Dachów;Dachowy
Nowej Kleszczyny;Nowa Kleszczyna;Nowy Kleszczyna
Mazurek;Mazurki;Mazurek
Bodzewka Pierwszego;Bodzewko Pierwsze;Bodzewka Pierwszy
Gęsiny;Gęsina;Gęsiny
Mazurki;Mazurka;Mazurek
Łaszewa;Łaszew;Łaszewać
Górnego Kapałowa;Górny Kapałów;Górny Kapałowy
Szlędaków;Szlędaki;Szlędak
Zasp;Zaspy;Zaspa
Zakrzówka Szlacheckiego;Zakrzówek Szlachecki;Zakrzówka Szlachecki
Nowego Bazanowa;Nowy Bazanów;Nowy Bazanowy
Starych Bieniędzic;Stare Bieniędzice;Stary Bieniędzica
Drogoszowic;Drogoszowice;Drogoszowica
Pielów;Pielowie;Piel
Do Palkija;Do Palkija;Dy Palkij
Odporyszowa;Odporyszów;Odporyszowy
Pryszczowej Góry;Pryszczowa Góra;Pryszczowy Góry
Roztropic;Roztropice;Roztropica
Chrobakowego;Chrobakowe;Chrobakowy
Do Kikliców;Do Kikliców;Dy Kiklic
Kurdzielówki;Kurdzielówka;Kurdzielówki
Kolonii Świderskiej;Kolonia Świderska;Kolonia Świderski
Martąga;Martąg;Martągać
Opalanej;Opalana;Opalany
Małego Pułkowa;Małe Pułkowo;Mały Pułkowy
Taraski-Kolonii;Taraska-Kolonia;Tarasek-Kolonia
Rudzisk;Rudziska;Rudzisko
Bogdali;Bogdala;Bogdalić się
Żurawskich;Żurawskie;Żurawski
Besiekier;Besiekiery;Besiekiera
Łyczyna;Łyczyn;Łyczyna
Niżatyc;Niżatyce;Niżatyca
Na Piaskach;Na Piaskach;Ny Piaski
Karolina;Karolino;Karolina
Zambsk-Gajówki;Zambski-Gajówka;Zambsko-Gajówka
Dusztyka;Dusztyk;Dusztykać
Słowinka;Słowinko;Słowinka
Cholew-Kołomyi;Cholewy-Kołomyja;Cholewa-Kołomyja
Goliny Wielkiej;Golina Wielka;Golina Wielki
Kalei;Kaleje;Kaleja
Melanina;Melanin;Melanina
Na Wesołą;Na Wesołą;Ny Wesoły
Gliśna-Wybudowań;Gliśno-Wybudowania;Gliśny-Wybudowanie
Choinek;Choinki;Choinka
Karolin;Karoliny;Karolina
Łyszkowa;Łyszkowo;Łyszkowy
Słoninowej;Słoninowa;Słoninowy
Rokitnicy-Wsi;Rokitnica-Wieś;Rokitnik-Wszy
Garncarzowej;Garncarzowa;Garncarzowy
Łąkoci;Łąkoć;Łąkocić się
Stósów;Stóse;Stós
Pod Płocicz;Pod Płocicz;Poda Płociczyć
Sierpnicy;Sierpnica;Sierpnik
Kramkówki Dużej;Kramkówka Duża;Kramkówka Duży
Budziwojowic;Budziwojowice;Budziwojowica
Narajewa;Narajewo;Narajewać
Kisiałki Niżniej;Kisiałka Niżnia;Kisiałek Niżniej
Wujaszki;Wujaszka;Wujaszek
Godzianowa;Godzianów;Godzianowy
Swołowa;Swołowo;Swołowy
Nadrossowskiej;Nadrossowska;Nadrossowski
Laskowej Woli;Laskowa Wola;Laskowy Wol
Bebelna-Kolonii;Bebelno-Kolonia;Bebelny-Kolonia
Nowego Krępca;Nowy Krępiec;Nowy Krępca
Kobylich Gór;Kobyle Góry;Kobyli Gór
Pod Piwnice;Pod Piwnice;Poda Piwnica
Dziadkowskiego-Folwarku;Dziadkowskie-Folwark;Dziadkowski-Folwark
Korczyna;Korczyn;Korczyna
Piły-Folwarku;Piła-Folwark;Pić-Folwark
Jelonkówki;Jelonkówka;Jelonkówki
Gutanowa;Gutanów;Gutanowy
Dudków;Dudki;Dudek
Nowych Mostów;Nowe Mosty;Nowy Most
Woli Dobieskiej;Wola Dobieska;Wol Dobieski
Niewiesza;Niewiesze;Niewieszać
Mazańczyczyc;Mazańczyce;Mazańczyczyca
Gawroni;Gawronie;Gawroni
Danieńca Mokrego;Daniec Mokry;Danieniec Mokry
Kolonii Jemielistego;Kolonia Jemieliste;Kolonia Jemielisty
Bądkowa;Bądków;Bądkowa
Pawłowa Żońskiego;Pawłowo Żońskie;Pawłowy Żoński
Starego Berezowa;Stare Berezowo;Stary Berezowy
Krótkiej;Krótka;Krótki
Korneli;Kornele;Kornel
Parceli Drugich;Parcele Drugie;Parcela Drugi
Korneli;Kornela;Kornel
Szczechurowej;Szczechurowa;Szczechurowy
Glinika Mariampolskiego;Glinik Mariampolski;Glinika Mariampolski
Poddymina;Poddymin;Poddymina
Szarowa;Szarów;Szarowy
Wisły Wielkiej;Wisła Wielka;Wisły Wielki
Huty Ratajskiej;Huta Ratajska;Huć Ratajski
Łabuńkniek Drugich;Łabuńki Drugie;Łabuńkńka Drugi
Ignacopola;Ignacopol;Ignacopola
Stepny Starej;Stepna Stara;Stepny Stara
Podjamia;Podjamie;Podjamiać
Chałupek Nienowickich;Chałupki Nienowickie;Chałupka Nienowicki
Łodwigowa;Łodwigowo;Łodwigowy
Kolonii Mojtyn;Kolonia Mojtyny;Kolonia Mojtyna
Komponów;Kompony;Kompon
Pod Maczułami;Pod Maczułami;Poda Maczuł
Ryk Kościelnych;Ryki Kościelne;Ryk Kościelny
Frącek;Frącki;Frącka
Kantorowic;Kantorowice;Kantorowica
Przysiecznej;Przysieczna;Przysieczny
Głupiowa;Głupiów;Głupiowy
Błotnowoli;Błotnowola;Błotnowolić
Chwaliszowa;Chwaliszów;Chwaliszowy
Zagórza Śląskiego;Zagórze Śląskie;Zagórze Śląski
Posiadał;Posiadały;Posiadać
Białochowa;Białochowo;Białochować
Doguchy;Dogucha;Doguch
Stajkowa;Stajków;Stajkowy
Lutyni;Lutynia;Lutyn
Koźmic Wielkich;Koźmice Wielkie;Koźmica Wielki
Żabienieńca;Żabieniec;Żabienieniec
Dzięgieli Oleckich;Dzięgiele Oleckie;Dzięgielić się Olecki
Żaboklik-Kolonii;Żabokliki-Kolonia;Żaboklika-Kolonia
Kierdanów;Kierdany;Kierdan
Gabryelina;Gabryelin;Gabryelina
Tartaku Brzózek;Tartak Brzózki;Tartak Brzózka
Plonów;Plony;Plon
Ratówek;Ratówki;Ratówka
Tymienicy Nowej;Tymienica Nowa;Tymienica Nowy
Borowiecka-Kolonii;Borowiecko-Kolonia;Borowiecki-Kolonia
Lutni;Lutnia;Lutny
Paciorkowa;Paciorkowo;Paciorkowy
Bukowa;Bukowo;Bukowy
Borkowa Kościelnego;Borkowo Kościelne;Borkowy Kościelny
Nowej Łagowicy;Nowa Łagowica;Nowy Łagowica
Sulbin Dolnych;Sulbiny Dolne;Sulbin Dolny
Kostrzewna;Kostrzewno;Kostrzewna
Kolonii Ogartowa;Kolonia Ogartowo;Kolonia Ogartowy
Spław Drugich;Spławy Drugie;Spław Drugi
Giślinka;Giślinek;Giślinka
Szenkowany;Szenkowana;Szenkowany
Podmagierowa;Podmagierów;Podmagierowy
Barców;Barce;Barzec
Sułowa Wielkiego;Sułów Wielki;Sułowy Wielki
Krokorzyc;Krokorzyce;Krokorzyca
Kierzkowa;Kierzkowo;Kierzkowy
Orczek;Orczki;Orczek
Spychowa;Spychowo;Spychować
Szumania-Goślin;Szumanie-Gośliny;Szumanie-Goślina
Żarkowa;Żarków;Żarkowy
Osiedla na Stawach;Osiedle na Stawach;Osiedlać ny Stawa
Zakamycza;Zakamycze;Zakamyczać
Niemieczkowa;Niemieczkowo;Niemieczkowy
Kownacisk;Kownaciska;Kownacisk
Sitnego;Sitne;Sitny
Piasków Brzóstowskich;Piaski Brzóstowskie;Piasek Brzóstowski
Górnego Tuszewa;Górne Tuszewo;Górny Tuszewać
Pamięcina;Pamięcin;Pamięcina
Woli Mołodyckiej;Wola Mołodycka;Wol Mołodycki
Radzionkowa;Radzionków;Radzionkowy
Starego Żagania;Stary Żagań;Stary Żaganie
Parwółek;Parwółki;Parwółka
Kłopotów-Stanisławów;Kłopoty-Stanisławy;Kłopot-Stanisław
Drużna;Drużno;Drużny
Tynieńca Małego;Tyniec Mały;Tynieniec Mały
Woli Trębskiej;Wola Trębska;Wol Trębski
Rożdżał;Rożdżały;Rożdżać
Barchaczowa;Barchaczów;Barchaczowy
Senderek;Senderki;Senderka
Nadolnik;Nadolniki;Nadolnik
Garbacza-Skały;Garbacz-Skała;Garbacz-Skać
Bielin;Bieliny;Bielina
Janczewa Wielkiego;Janczewo Wielkie;Janczewać Wielki
Cieszyna;Cieszyn;Cieszyna
Ossówka;Ossówek;Ossówka
Gajówki Majowa;Gajówka Majów;Gajówka Majowy
Waligórów;Waligóry;Waligóra
Bielina;Bielino;Bielina
Syczowa;Syczów;Syczowy
Warlit Wielkich;Warlity Wielkie;Warlit Wielki
Małych Wieszczyczyc;Małe Wieszczyce;Mały Wieszczyczyca
Pod Starą Wieś;Pod Starą Wieś;Poda Stara Wieść
Witkowa Drugiego;Witkowo Drugie;Witkowy Drugi
Kolonii Toczysk Średnich;Kolonia Toczyski Średnie;Kolonia Toczysko Średni
Toporów;Topory;Topór
Starołęki;Starołęka;Starołęki
Gwieździna;Gwieździn;Gwieździna
Łobozewa Dolnego;Łobozew Dolny;Łobozewać Dolny
Uhnina;Uhnin;Uhnina
Pokojewa;Pokojewo;Pokojewać
Charzewa;Charzew;Charzewać
Sępichowa;Sępichów;Sępichowy
Woli Młockiej;Wola Młocka;Wol Młocki
Iwan;Iwany;Iwan
Kolonii IV Chłopowa;Kolonia IV Chłopowo;Kolonia IV Chłopowy
Miechowa;Miechowo;Miechowy
Kolonii Raczkowa;Kolonia Raczków;Kolonia Raczkowy
Jangrota Poduchownego;Jangrot Poduchowny;Jangrota Poduchowny
Siemieniczek;Siemieniczki;Siemieniczka
Świdnik-Kolonii;Świdniki-Kolonia;Świdnik-Kolonia
Miechowej;Miechowa;Miechowy
Miłoszowa;Miłoszów;Miłoszowy
Klaryn;Klaryny;Klaryna
Iłowatów;Iłowaty;Iłowat
Łubina Rudołtów;Łubin Rudołty;Łubina Rudołt
Osiedla Kopernika;Osiedle Kopernik;Osiedlać Kopernik
Chobienic;Chobienice;Chobienica
Sukman;Sukmany;Sukmana
Głubczyczyc-Sadów;Głubczyce-Sady;Głubczyczyca-Sad
Kopczańskich Bud;Kopczańskie Budy;Kopczański Buda
Kolonii Jasionowa;Kolonia Jasionowo;Kolonia Jasionowy
Górczyna Dolnego;Górczyn Dolny;Górczyna Dolny
Jadwiniowa;Jadwiniów;Jadwiniowy
Rajzgini;Rajzginia;Rajzgin
Wojsławic Dużych;Wojsławice Duże;Wojsławica Duży
Szpinalowa Dolnego;Szpinalów Dolny;Szpinalowy Dolny
Sokolego Pola;Sokole Pole;Sokoli Pola
Miroszowic;Miroszowice;Miroszowica
Słoszewa-Kolonii;Słoszewo-Kolonia;Słoszewać-Kolonia
Durlatek;Durlatki;Durlatka
Sipior;Sipiory;Sipior
Wielkiej Wsi;Wielka Wieś-Folwark;Wielkiej Wszy
W Sadzie;W Sadzie;W Sada
Zaprzyrwia;Zaprzyrwie;Zaprzyrwiać
Bartoszówka;Bartoszówek;Bartoszówka
Runic;Runice;Runica
Beszyc Górnych;Beszyce Górne;Beszyca Górny
Osiedla 50;Osiedle 50-lecia;Osiedla 50
Bedlna-Kamieńca;Bedlno-Kamieniec;Bedlny-Kamieniec
Karbowników;Karbowniki;Karbownik
Kijonia;Kijonie;Kijonia
Karlików;Karliki;Karlik
Do Sendyka;Do Sendyka;Dy Sendyk
Płytnicy;Płytnica;Płytnik
Runowa Pomorskiego;Runowo Pomorskie;Runowy Pomorski
Nowego Masiewa;Nowe Masiewo;Nowy Masiewać
Kubalonki-Osiedla;Kubalonka-Osiedle;Kubalonki-Osiedlać
Zaręb Zaborczych;Zaręby Zaborcze;Zaręb Zaborczy
Chodywańcniec-Kolonii;Chodywańce-Kolonia;Chodywańcniec-Kolonia
Małej Kamienicy;Mała Kamienica;Mały Kamienica
Szumskiej Doliny;Szumska Dolina;Szumski Dolina
Osiedla Liburni;Osiedle Liburnia;Osiedlać Liburny
Woli Goryńskiej;Wola Goryńska;Wol Goryński
Gajówki Gostynia;Gajówka Gostyń;Gajówka Gostynia
Huszczy;Huszcza;Huszczyć
Bibianek;Bibianki;Bibianka
Jadownik Bielskich;Jadowniki Bielskie;Jadownik Bielski
Błogosławia;Błogosław;Błogosławie
Kolonii Sasina Drugiego;Kolonia Sasino Drugie;Kolonia Sasina Drugi
Bud Polskich;Budy Polskie;Buda Polski
Stęszewic;Stęszewice;Stęszewica
Trzopków;Trzopki;Trzopek
Żołędnego;Żołędne;Żołędny
Rumoki;Rumoka;Rumok
Ińska;Ińsko;Iński
Kopisk;Kopiska;Kopisko
Kolonii Kapic;Kolonia Kapice;Kolonia Kapic
Brudzędzęd;Brudzędy;Brudzędzęd
Ćmanów;Ćmany;Ćman
Będziaków;Będziaki;Będziak
Hermanowic;Hermanowice;Hermanowica
U Wody;U Wody;U Wód
Płoszkowa;Płoszkowo;Płoszkowy
Ścinawki Dolnej;Ścinawka Dolna;Ścinawka Dolny
Groblic;Groblice;Groblica
Osiedla Lotniczego;Osiedle Lotnicze;Osiedlać Lotniczy
Tuszynka Starościńskiego;Tuszynek Starościński;Tuszynka Starościński
Pieczurek;Pieczurki;Pieczurka
Leśnego Drugiego;Leśne Drugie;Leśny Drugi
Sulęczyna;Sulęczyno;Sulęczyna
Wólki Rejowieckiej;Wólka Rejowiecka;Wólka Rejowiecki
Porębskich;Porębskich;Porębski
Klonownicy Małej;Klonownica Mała;Klonownica Mały
Śniedzanowa;Śniedzanowo;Śniedzanowy
Konarzewa Wielkiego;Konarzewo Wielkie;Konarzewać Wielki
Brodów Pomorskich;Brody Pomorskie;Bród Pomorski
Małej Gilwy;Mała Gilwa;Mały Gilwa
Suchej Strugi;Sucha Struga;Suchy Strug
Kondrajca;Kondrajec;Kondrajca
Pod Dębem;Pod Dębem;Poda Dąb
Szudziałowa;Szudziałowo;Szudziałowy
Holendrów Bytońskich;Holendry Bytońskie;Holender Bytoński
Życin;Życiny;Życina
Łagunek;Łagunki;Łagunka
Maczkowa;Maczków;Maczkowy
Czerwieńczyczyc;Czerwieńczyce;Czerwieńczyczyca
Wólki Błońskiej;Wólka Błońska;Wólka Błoński
Wetyna;Wetyn;Wetyna
Lamkowa;Lamkowo;Lamkowy
Zamiany;Zamiana;Zamiany
Małej Granicznej;Mała Graniczna;Mały Graniczny
Nowej Dzielnicy;Nowa Dzielnica;Nowy Dzielnica
Bolwerka;Bolwerk;Bolwerek
Kamienisk;Kamieniska;Kamienisko
Łukaśnych;Łukaśne;Łukaśny
Rytowody;Rytowoda;Rytowód
Żytniowa;Żytniów;Żytniowy
Stefkowy;Stefkowa;Stefkowy
