Dopełniacz;Mianownik;Wynik Stemmera
Bogdańczewa;Bogdańczew;Bogdańczewo
Zięblic;Zięblice;Zięblica
Waniewa;Waniewo;Waniewa
Błażkowa;Błażków;Błażkowa
Kiełczewic Dolnych;Kiełczewice Dolne;Kiełczewica Dolny
Brzeźnia;Brzeźnio;Brzeźnia
Mroczna;Mroczno;Mroczna
Luboradza;Luboradz;Luboradza
Siamoszyc;Siamoszyce;Siamoszyca
Julianpola;Julianpol;Julianpole
Sochaczewa-Wsi;Sochaczew-Wieś;Sochaczewo-Ws
Wojtkowic Starych;Wojtkowice Stare;Wojtkowica Stara
Wytrębowic;Wytrębowice;Wytrębowica
Żyłek;Żyłki;Żyłka
Kątów-Boruczy;Kąty-Borucza;Kąt-Borucza
Okmian;Okmiany;Okmian
Topolinka;Topolinek;Topolinka
Domanic-Kolonii;Domanice-Kolonia;Domanica-Kolonia
Wojnów-Izdebnika;Wojny-Izdebnik;Wojn-Izdebnik
Czółen;Czółna;Czółno
Skorek;Skorki;Skorek
Szczukocicic;Szczukocice;Szczukocicica
Stankun;Stankuny;Stankun
Rozwozina;Rozwozin;Rozwozina
Pomykowa;Pomyków;Pomykowa
Radyni;Radynia;Radyn
Małej Woli;Mała Wola;Mała Wol
Hołodnicy;Hołodnica;Hołodnik
Bestwina;Bestwin;Bestwina
Lisowa;Lisów;Lisowa
Krzepocina Pierwszego;Krzepocin Pierwszy;Krzepocina Pierwszy
Ślepkowa Królewskiego;Ślepkowo Królewskie;Ślepkowa Królewski
Mostowa;Mostów;Mostowa
Bledzianowa;Bledzianów;Bledzianowa
Teklinowa;Teklinów;Teklinowa
Bojanic;Bojanice;Bojanica
Kamienicy-Wygody;Kamienica-Wygoda;Kamienica-Wygody
Uniejowa-Rędzin;Uniejów-Rędziny;Uniejowa-Rędzina
Trepek;Trepki;Trepka
Zopów;Zopowy;Zop
Płochowa;Płochowo;Płochów
Chłopin;Chłopiny;Chłopina
Helenowa Starego;Helenowo Stare;Helenowa Stary
Ochla-Kolonii;Ochle-Kolonia;Ochla-Kolonia
Witowa-Kolonii;Witowo-Kolonia;Witowa-Kolonia
Krzętowa;Krzętów;Krzętowa
Łosinianian;Łosiniany;Łosinianian
Ciasnego;Ciasne;Ciasny
Redlic;Redlice;Redlica
Tempoczowa-Rędzin;Tempoczów-Rędziny;Tempoczowa-Rędzina
Kraczewic Rządowych;Kraczewice Rządowe;Kraczewica Rządowa
Jasienieńca-Maziarzy;Jasieniec-Maziarze;Jasienieniec-Maziarz
Pszczółek;Pszczółki;Pszczółka
Rafał;Rafały;Rafał
Kruszowic;Kruszowice;Kruszowica
Motanieńca;Motaniec;Motanieniec
Lekarcicic Starych;Lekarcice Stare;Lekarcicica Stara
Niekras;Niekrasy;Niekrasa
Ściborek;Ściborki;Ściborek
Chrzanowic;Chrzanowice;Chrzanowica
Stoszowic;Stoszowice;Stoszowica
Żarek Wielkich;Żarki Wielkie;Żarka Wielki
Bełdowa;Bełdów;Bełdowa
Leszkowic;Leszkowice;Leszkowica
Ewunina;Ewunin;Ewunina
Chronowa-Kolonii;Chronów-Kolonia;Chronowa-Kolonia
Strzyżewic;Strzyżewice;Strzyżewica
Nowego Białynina;Nowy Białynin;Nowy Białynina
Laskowskich;Laskowskie;Laskowski
Nowego;Nowe;Nowy
Chomentowa;Chomentowo;Chomentowa
Kaszew Tarnowskich;Kaszewy Tarnowskie;Kaszwa Tarnowski
Ornontowic;Ornontowice;Ornontowica
Kałęczynka;Kałęczynek;Kałęczynka
Cieszanowa;Cieszanów;Cieszanowa
Braciejowic;Braciejowice;Braciejowica
Łaznówka;Łaznówek;Łaznówka
Hajduk Nyskich;Hajduki Nyskie;Hajduk Nyski
Wójtów;Wójty;Wójt
Nielęgowa;Nielęgowo;Nielęgowa
Komarowa-Wsi;Komarów-Wieś;Komarowa-Ws
Szerokiego;Szerokie;Szeroki
Kostomłotów Pierwszych;Kostomłoty Pierwsze;Kostomłot Pierwsza
Szopy;Szopa;Szop
Woli Kutowej;Wola Kutowa;Wol Kutowa
Borków-Kos;Borki-Kosy;Borek-Kos
Myjów;Myje;Myj
Plewisk;Plewiska;Plewisko
Zakrzewa-Zalesia;Zakrzewo-Zalesie;Zakrzewo-Zaleś
Szop;Szopy;Szop
Parowy Falęckiej;Parowa Falęcka;Parów Falęcka
Górna-Zawady;Górno-Zawada;Górna-Zawada
Bocianów;Bociany;Bocian
Krerów;Krery;Krer
Niecieczy;Nieciecza;Nieciecz
Starego Jaworowa;Stary Jaworów;Stary Jaworowa
Sierżnik;Sierżniki;Sierżnik
Gralewa;Gralewo;Gralewa
Młodzianowa;Młodzianów;Młodzianowa
Krusza;Krusz;Krusza
Lisewca;Lisewiec;Lisewca
Woli Polskiej;Wola Polska;Wol Polska
Zagłówek;Zagłówki;Zagłówek
Starych Kozubów;Stare Kozuby;Stara Kozub
Karskich;Karskie;Karski
Sarnikrza;Sarnikierz;Sarnikrz
Inowrocławia;Inowrocław;Inowrocławie
Mnich;Mnichy;Mni
Łuszczanowa Pierwszego;Łuszczanów Pierwszy;Łuszczanowa Pierwszy
Hutek-Kanek;Hutki-Kanki;Hutka-Kanka
Kołowa;Kołowo;Kołów
Zamarsków;Zamarski;Zamarsk
Podmokla Małego;Podmokle Małe;Podmokl Mały
Waśków;Waśki;Wasiek
Kannny;Kanna;Kannna
Augustowa;Augustowo;Augustowa
Warmiaków;Warmiaki;Warmiak
Okien;Okna;Okno
Boduszowa;Boduszów;Boduszowa
Stołpia;Stołpie;Stołpia
Zimnych Zdrojów;Zimne Zdroje;Zimne Zdrój
Pniewa-Czeruch;Pniewo-Czeruchy;Pniewa-Czerucha
Kobła;Kobło;Kobeł
Wiksina;Wiksin;Wiksina
Wrocławic;Wrocławice;Wrocławica
Stanisławia Dolnego;Stanisław Dolny;Stanisławie Dolny
Dzikich;Dzikie;Dzicy
Leontynowa;Leontynów;Leontynowa
Dalszego;Dalsze;Dalszy
Murawskich Nadbużnych;Murawskie Nadbużne;Murawski Nadbużna
Brodzicy;Brodzica;Brodzik
Koziegłów;Koziegłowy;Koziegłów
Krytna;Krytno;Krytna
Janikowa;Janikowo;Janikowa
Udorza;Udórz;Udorze
Mszannny;Mszanna;Mszannna
Komaszyc;Komaszyce;Komaszyca
Kalenia Pierwszego;Kaleń Pierwszy;Kalenie Pierwszy
Wróblina;Wróblin;Wróblina
Przejmy;Przejma;Przejm
Tereszpola-Zaorendy;Tereszpol-Zaorenda;Tereszpole-Zaorenda
Ciszowic;Ciszowice;Ciszowica
Przywieczerzyna;Przywieczerzyn;Przywieczerzyna
Kidowa;Kidów;Kidowa
Podrózia;Podrózie;Podrózia
Sulina;Sulin;Sulina
Starej Wróbliny;Stara Wróblina;Stara Wróblin
Goleniów;Goleniowy;Golenium
Rogożajn Wielkich;Rogożajny Wielkie;Rogożajn Wielki
Brzózy Królewskiej;Brzóza Królewska;Brzóz Królewska
Wielgołęki;Wielgołęka;Wielgołęki
Dziewy;Dziewa;Dziew
Przybenic;Przybenice;Przybenica
Lubieszowa;Lubieszów;Lubieszowa
Budziwojowa;Budziwojów;Budziwojowa
Łosiowa;Łosiów;Łosiowa
Znamirowic;Znamirowice;Znamirowica
Henrykowa-Urocza;Henryków-Urocze;Henrykowa-Urocze
Łącznicy;Łącznica;Łącznik
Nowego Walercina;Nowy Walercin;Nowy Walercina
Siedlisk-Boguszy;Siedliska-Bogusz;Siedlisko-Bogusz
Owieczek;Owieczki;Owieczka
Zbrachlina;Zbrachlin;Zbrachlina
Owieczki;Owieczka;Owieczek
Skaszewa Włościańskiego;Skaszewo Włościańskie;Skaszewo Włościański
Witaszyczek;Witaszyczki;Witaszyczka
Bier;Biery;Bier
Strusina;Strusin;Strusina
Murzynka;Murzynko;Murzynka
Nowego Ludzicka;Nowe Ludzicko;Nowy Ludzicka
Grabarzy;Grabarze;Grabarz
Niemojowic;Niemojowice;Niemojowica
Sobiejuch;Sobiejuchy;Sobiejucha
Urzejowic;Urzejowice;Urzejowica
Zdor;Zdory;Zdor
Barcina;Barcino;Barcina
Elżbiety;Elżbieta;Elżbiet
Kaczek Średnich;Kaczki Średnie;Kaczka Średnia
Psar Małych;Psary Małe;Psar Mała
Bażyn;Bażyny;Bażyna
Dzielec;Dzielce;Dzielec
Krusina;Krusin;Krusina
Cudników;Cudniki;Cudnik
Skarchowa;Skarchowo;Skarchów
Frący;Frąca;Frący
Szypliszek;Szypliszki;Szypliszka
Nojewa;Nojewo;Nojewa
Charłupi Małej;Charłupia Mała;Charłup Mała
Gorzkowa Nowego;Gorzków Nowy;Gorzkowa Nowy
Moczydeł-Pszczółek;Moczydły-Pszczółki;Moczydło-Pszczółka
Karsznic Dużych;Karsznice Duże;Karsznica Duży
Nowego Polichna;Nowe Polichno;Nowy Polichna
Rybina;Rybin;Rybina
Ostrej Góry;Ostra Góra;Ostrej Gór
Oronnnego;Oronne;Oronnny
Ujanowic;Ujanowice;Ujanowica
Rędocina;Rędocin;Rędocina
Zawadek;Zawadki;Zawadka
Darżkowa;Darżkowo;Darżkowa
Tyniewicz Małych;Tyniewicze Małe;Tyniewicz Mała
Wymysłowa-Piasków;Wymysłów-Piaski;Wymysłowo-Piasek
Marcewka;Marcewek;Marcewka
Starego Jemielitego;Stare Jemielite;Stary Jemielity
Kamienieńca Ząbkowickiego;Kamieniec Ząbkowicki;Kamienieniec Ząbkowicki
Czechowic;Czechowice;Czechowica
Woli Morawickiej;Wola Morawicka;Wol Morawicka
Górek k. Brodów;Górki k. Brodów;Górka k. Bród
Drwęcka;Drwęck;Drwęcka
Bierwiec;Bierwce;Bierwiec
Biernatowa;Biernatów;Biernatow
Drwęcza;Drwęcz;Drwęcze
Starego Olesna;Stare Olesno;Stary Olesna
Terebisek;Terebiski;Terebisek
Skrońska;Skrońsko;Skrońska
Gajewnik;Gajewniki;Gajewnik
Nowosiedlic;Nowosiedlice;Nowosiedlica
Torzymia;Torzym;Torzymia
Mojek;Mojki;Mojka
Stróży Małych;Stróże Małe;Stróż Mała
Solczy;Solcza;Solcz
Ciepielowa;Ciepielów;Ciepielowa
Kowalek;Kowalki;Kowalka
Potrzaskowa;Potrzasków;Potrzaskowa
Krecowa;Kreców;Krecowa
Wodnik;Wodniki;Wodnik
Gaudyn;Gaudyny;Gaudyna
Łącka;Łąck;Łącka
Świerkocina;Świerkocin;Świerkocina
Lewiczynka;Lewiczynek;Lewiczynka
Lutocina;Lutocin;Lutocina
Stańkowa;Stańkowo;Stańkowa
Starych Gardzienic;Stare Gardzienice;Stara Gardzienica
Stropieszyna;Stropieszyn;Stropieszyna
Tłucznic;Tłucznice;Tłucznica
Krześlinka;Krześlinek;Krześlinka
Majaczewic;Majaczewice;Majaczewica
Kosowa Lackiego;Kosów Lacki;Kosowa Lacki
Rejmontowa;Rejmontów;Rejmontowa
Borowian;Borowiany;Borowian
Skowrody Północnej;Skowroda Północna;Skowród Północna
Rzeczkowa-Kolonii;Rzeczków-Kolonia;Rzeczkowa-Kolonia
Nowej Wsi Tworoskiej;Nowa Wieś Tworoska;Nowa Ws Tworoska
Pniewa;Pniewo;Pniewa
Kopczyna;Kopczyn;Kopczyna
Woli Zaleskiej;Wola Zaleska;Wol Zaleska
Niewina Leśnego;Niewino Leśne;Niewina Leśny
Borzenia;Borzeń;Borzenie
Gawrych;Gawrychy;Gawry
Rozpędzin;Rozpędziny;Rozpędzina
Leonowa;Leonów;Leonowa
Cicibora Dużego;Cicibór Duży;Cicibora Duży
Koźniewa Wielkiego;Koźniewo Wielkie;Koźniewa Wielki
Krosinka;Krosinko;Krosinka
Krzczonowic;Krzczonowice;Krzczonowica
Zawiszyc;Zawiszyce;Zawiszyca
Psarków;Psarki;Psarek
Huty Przedborskiej;Huta Przedborska;Hut Przedborska
Mszczyczyna;Mszczyczyn;Mszczyczyna
Laskowa;Laskowo;Laskowa
Ziemian;Ziemiany;Ziemianin
Drwęczna;Drwęczno;Drwęczna
Wichorowa;Wichorowo;Wichorowa
Helenowa;Helenów;Helenowa
Werchlisia;Werchliś;Werchlisia
Czołowa;Czołowo;Czołów
Ołdaków-Polonii;Ołdaki-Polonia;Ołdak-Polonia
Szumowa;Szumowo;Szumowa
Jakusz;Jakusze;Jakusz
Pniew;Pniewy;Pniew
Oksy;Oksa;Oks
Jemielna;Jemielno;Jemielna
Komornicy;Komornica;Komornik
Krajowa;Krajów;Krajowa
Brzeźnicy;Brzeźnica;Brzeźnik
Nowego Sadłowa;Nowe Sadłowo;Nowy Sadłów
Przemiarowa;Przemiarowo;Przemiarowa
Benowa;Benowo;Benowa
Rokit;Rokity;Rokita
Kikorza;Kikorze;Kikorz
Osip-Lepertowizny;Osipy-Lepertowizna;Osipa-Lepertowizna
Słupi pod Kępnem;Słupia pod Kępnem;Słup poda Kępno
Ośnik;Ośniki;Ośnik
Rentyn;Rentyny;Rentyna
Chyżowic;Chyżowice;Chyżowica
Fiałek;Fiałki;Fiałka
Hieronimowa;Hieronimowo;Hieronimowa
Bud Jeżewskich;Budy Jeżewskie;Buda Jeżewski
Ciechłowic;Ciechłowice;Ciechłowica
Kosów;Kosowy;Kos
Kraśnianian;Kraśniany;Kraśnianian
Kosowa;Kosowo;Kosowa
Chodywańcniec;Chodywańce;Chodywańcniec
Krakowa;Kraków;Krakowa
Pelplina;Pelplin;Pelplina
Niemirówka;Niemirówek;Niemirówka
Świętych Nowaków;Święte Nowaki;Święty Nowak
Woli Nieszkowskiej;Wola Nieszkowska;Wol Nieszkowska
Dziadowic;Dziadowice;Dziadowica
Sławniowic;Sławniowice;Sławniowica
Wilczej Góry;Wilcza Góra;Wilcza Gór
Wełmina;Wełmin;Wełmina
Wiechowa;Wiechowo;Wiechów
Gór Sieradzkich;Góry Sieradzkie;Gór Sieradzki
Bodzentyna;Bodzentyn;Bodzentyna
Czarnej Huty;Czarna Huta;Czarna Hut
Gądkowa;Gądków;Gądkowa
Nurca;Nurzec;Nurca
Lasków Koszalińskich;Laski Koszalińskie;Lasek Koszaliński
Leśnicy;Leśnica;Leśnik
Karolkowa Rybnowskiego;Karolków Rybnowski;Karolkowa Rybnowski
Zgniłego Głuszynka;Zgniły Głuszynek;Zgniły Głuszynka
Strzałkowa;Strzałków;Strzałkowa
Borków Drużbińskich;Borki Drużbińskie;Borek Drużbiński
Dobczyna;Dobczyn;Dobczyna
Topoli Szlacheckiej;Topola Szlachecka;Topol Szlachecka
Grodziszowa;Grodziszów;Grodziszowa
Ujścia Jezuickiego;Ujście Jezuickie;Ujście Jezuicki
Sieczyczych;Sieczychy;Sieczyczy
Topolnicy;Topolnica;Topolnik
Zdziwoja Nowego;Zdziwój Nowy;Zdziwoja Nowy
Szwagrowa;Szwagrów;Szwagrowa
Woli Potockiej;Wola Potocka;Wol Potocka
Wop;Wopy;Wop
Kurzątkowic;Kurzątkowice;Kurzątkowica
Hutnej Wsi;Hutna Wieś;Hutna Ws
Mękarzowic;Mękarzowice;Mękarzowica
Lulewiczek;Lulewiczki;Lulewiczek
Skalenieńca;Skaleniec;Skalenieniec
Wołodrzy;Wołodrza;Wołoder
Kościelnej Góry;Kościelna Góra;Kościelna Gór
Chróścielowa;Chróścielów;Chróścielowa
Majdanku;Majdanek;Majdanko
Kieszka;Kieszek;Kieszka
Zawist Podleśnych;Zawisty Podleśne;Zawist Podleśne
Lasowic;Lasowice;Lasowica
Maruszewca;Maruszewiec;Maruszewc
Białobłockich;Białobłockie;Białobłocki
Boksyc;Boksyce;Boksyca
Zgliczyna Pobodzego;Zgliczyn Pobodzy;Zgliczyna Pobodze
Bęczyna;Bęczyn;Bęczyna
Woli Raniżowskiej;Wola Raniżowska;Wol Raniżowska
Harachwost;Harachwosty;Harachwost
Kamiennnych Brodów;Kamienne Brody;Kamiennny Bród
Strzelc;Strzelce;Strzelc
Gutów Rożyńskich;Guty Rożyńskie;Gut Rożyński
Wiśniewa;Wiśniew;Wiśniewa
Woli Kamockiej;Wola Kamocka;Wol Kamocka
Siedlisk Żmigrodzkich;Siedliska Żmigrodzkie;Siedlisko Żmigrodzki
Świerży Górnych;Świerże Górne;Świerża Górny
Faryn;Faryny;Faryna
Wrzeszczewicnic Nowych;Wrzeszczewice Nowe;Wrzeszczewicnica Nowy
Bajerza;Bajerze;Bajerz
Sarbi;Sarbia;Sarbi
Siennna Dolnego;Sienno Dolne;Siennna Dolny
Nowic;Nowice;Nowica
Mazurków;Mazurki;Mazurek
Bodzewka Pierwszego;Bodzewko Pierwsze;Bodzewka Pierwszy
Gęsiny;Gęsina;Gęsiny
Łaszewa;Łaszew;Łaszewo
Zasp;Zaspy;Zaspa
Nowego Bazanowa;Nowy Bazanów;Nowy Bazanowa
Drogoszowic;Drogoszowice;Drogoszowica
Odporyszowa;Odporyszów;Odporyszowa
Pryszczowej Góry;Pryszczowa Góra;Pryszczowa Gór
Roztropic;Roztropice;Roztropica
Kleczy;Klecza;Klecz
Rudziska;Rudzisko;Rudziska
Rudzisk;Rudziska;Rudzisko
Łyczyna;Łyczyn;Łyczyna
Niżatyc;Niżatyce;Niżatyca
Karolina;Karolino;Karolina
Kładów;Kłady;Kład
Cholew-Kołomyi;Cholewy-Kołomyja;Cholewa-Kołomyja
Kalei;Kaleje;Kaleja
Karolin;Karoliny;Karolina
Stadeł;Stadła;Stadło
Strączna;Strączno;Strączna
Rokitnicy-Wsi;Rokitnica-Wieś;Rokitnik-Ws
Łąkoci;Łąkoć;Łąkocie
Sierpnicy;Sierpnica;Sierpnik
Godzianowa;Godzianów;Godzianowa
Swołowa;Swołowo;Swołów
Bebelna-Kolonii;Bebelno-Kolonia;Bebelna-Kolonia
Dziadkowskiego-Folwarku;Dziadkowskie-Folwark;Dziadkowski-Folwark
Korczyna;Korczyn;Korczyna
Gutanowa;Gutanów;Gutanowa
Dudków;Dudki;Dudek
Nowych Mostów;Nowe Mosty;Nowy Most
Sienickich;Sienickie;Sienicki
Bądkowa;Bądków;Bądkowa
Poniat-Cibor;Poniaty-Cibory;Poniat-Cibora
Starego Berezowa;Stare Berezowo;Stary Berezowa
Korneli;Kornele;Kornel
Bukowa;Buków;Bukowa
Wisły Wielkiej;Wisła Wielka;Wisł Wielka
Głodowa-Dębu;Głodowo-Dąb;Głodowa-Dąb
Łabuńkniek Drugich;Łabuńki Drugie;Łabuńkńka Drugie
Stepny Starej;Stepna Stara;Stepny Stara
Frącek;Frącki;Frącka
Kantorowic;Kantorowice;Kantorowica
Chwaliszowa;Chwaliszów;Chwaliszowa
Białochowa;Białochowo;Białochów
Żabienieńca;Żabieniec;Żabienieniec
Dzięgieli Oleckich;Dzięgiele Oleckie;Dzięgiele Olecki
Gabryelina;Gabryelin;Gabryelina
Tartaku Brzózek;Tartak Brzózki;Tartak Brzózka
Bukowa;Bukowo;Bukowa
Borkowa Kościelnego;Borkowo Kościelne;Borkowa Kościelny
Spław Drugich;Spławy Drugie;Spław Drugie
Barc;Barce;Barc
Ławeczka Nowego;Ławeczko Nowe;Ławeczka Nowy
Spychowa;Spychowo;Spychów
Żarkowa;Żarków;Żarkowa
Niemieczkowa;Niemieczkowo;Niemieczkowa
Kownacisk;Kownaciska;Kownacisk
Piasków Brzóstowskich;Piaski Brzóstowskie;Piasek Brzóstowski
Pamięcina;Pamięcin;Pamięcina
Radzionkowa;Radzionków;Radzionkowa
Starego Żagania;Stary Żagań;Stary Żaganie
Parwółek;Parwółki;Parwółka
Kłopotów-Stanisławów;Kłopoty-Stanisławy;Kłopot-Stanisław
Giełczwi-Dołów;Giełczew-Doły;Giełczwia-Dół
Tynieńca Małego;Tyniec Mały;Tynieniec Mały
Woli Trębskiej;Wola Trębska;Wol Trębska
Rożdżał;Rożdżały;Rożdżał
Przebendowa;Przebendów;Przebendowa
Mokrego Boru;Mokry Bór;Mokry Bor
Bielin;Bieliny;Bielina
Janczewa Wielkiego;Janczewo Wielkie;Janczewo Wielki
Cieszyna;Cieszyn;Cieszyna
Sycewic;Sycewice;Sycewica
Bielina;Bielino;Bielina
Witkowa Drugiego;Witkowo Drugie;Witkowa Drugi
Roszków-Włodków;Roszki-Włodki;Roszek-Włodek
Łobozewa Dolnego;Łobozew Dolny;Łobozewo Dolny
Uhnina;Uhnin;Uhnina
Pokojewa;Pokojewo;Pokojewa
Iwan;Iwany;Iwan
Siemieniczek;Siemieniczki;Siemieniczka
Miłoszowa;Miłoszów;Miłoszowa
Chobienic;Chobienice;Chobienica
Głubczyczyc-Sadów;Głubczyce-Sady;Głubczyczyca-Sad
Sokolego Pola;Sokole Pole;Sokolega Pola
Miroszowic;Miroszowice;Miroszowica
Runic;Runice;Runica
Beszyc Górnych;Beszyce Górne;Beszyca Górny
Wienieńca;Wieniec;Wienieniec
Warszawiaków;Warszawiaki;Warszawiak
Płytnicy;Płytnica;Płytnik
Nowego Masiewa;Nowe Masiewo;Nowy Masiewa
Piwowar;Piwowary;Piwowar
Huszczy;Huszcza;Huszcz
Jadownik Bielskich;Jadowniki Bielskie;Jadownik Bielski
Błogosławia;Błogosław;Błogosławie
Stęszewic;Stęszewice;Stęszewica
Ińska;Ińsko;Ińska
Kopisk;Kopiska;Kopisko
Brudzędzęd;Brudzędy;Brudzędzęd
Będziaków;Będziaki;Będziak
Hermanowic;Hermanowice;Hermanowica
Płoszkowa;Płoszkowo;Płoszkowa
Płowęża;Płowęż;Płowąż
Sulęczyna;Sulęczyno;Sulęczyna
Przybyszów;Przybyszowy;Przybysz
Brodów Pomorskich;Brody Pomorskie;Bród Pomorski
Suchej Strugi;Sucha Struga;Suchej Strug
Kondrajca;Kondrajec;Kondrajca
Szudziałowa;Szudziałowo;Szudziałowa
Holendrów Bytońskich;Holendry Bytońskie;Holender Bytoński
Życin;Życiny;Życina
Czerwieńczyczyc;Czerwieńczyce;Czerwieńczyczyca
Lamkowa;Lamkowo;Lamkowa
Trelkowa;Trelkowo;Trelkowa
Puchał;Puchały;Puchała
Piskorzyny;Piskorzyna;Piskorzyn
Hultajewa;Hultajewo;Hultajewa
Michalic;Michalice;Michalica
Starego Turobina;Stary Turobin;Stary Turobina
Osowego Grądu;Osowy Grąd;Osowe Grąd
Jaroszewa-Wsi;Jaroszewo-Wieś;Jaroszewo-Ws
Batynia;Batyń;Batynia
Chudowa;Chudów;Chudowa
Nawrocka;Nawrocko;Nawrock
Stojcina;Stojcino;Stojcina
Stęszewa;Stęszew;Stęszewo
Niw Ostrołęckich;Niwy Ostrołęckie;Niwo Ostrołęcki
Żeber-Chudka;Żebry-Chudek;Żebro-Chudka
Pleśnicy;Pleśnica;Pleśnik
Gębiczyna;Gębiczyn;Gębiczyna
Królewskiej Woli;Królewska Wola;Królewska Wol
Nieszczyczyc;Nieszczyce;Nieszczyczyca
Parczówka;Parczówek;Parczówka
Zborowic;Zborowice;Zborowica
Szczebrzusza;Szczebrzusz;Szczebrzusze
Żurczyna;Żurczyn;Żurczyna
Rawek;Rawki;Rawka
Drągów;Drągi;Drąg
Kozienic;Kozienice;Kozienica
Huty Skaryszewskiej;Huta Skaryszewska;Hut Skaryszewska
Łękini;Łękinia;Łękini
Słupeczna;Słupeczno;Słupeczna
Leitnia;Leitnie;Leitnia
Lutomia;Lutom;Lutomia
Wierzchocina;Wierzchocin;Wierzchocina
Krzykosów;Krzykosy;Krzykos
Bagienic Szlacheckich;Bagienice Szlacheckie;Bagienica Szlachecki
Grębynic;Grębynice;Grębynica
Kaznowa-Kolonii;Kaznów-Kolonia;Kaznowa-Kolonia
Kraszkowic;Kraszkowice;Kraszkowica
Zacharzyc;Zacharzyce;Zacharzyca
Roździna;Roździn;Roździna
Krupic;Krupice;Krupic
Chlewskiej Woli;Chlewska Wola;Chlewska Wol
Goworek;Goworki;Goworek
Parlinka;Parlinek;Parlinka
Woli Wieruszyckiej;Wola Wieruszycka;Wol Wieruszycka
Kulesz-Podawiec;Kulesze-Podawce;Kulesz-Podawiec
Kołodziejewka;Kołodziejewko;Kołodziejewka
Bełcząca;Bełcząc;Bełcząca
Tymianek-Moderek;Tymianki-Moderki;Tymianek-Moderka
Rzesznikowa;Rzesznikowo;Rzesznikowa
Karnina;Karnin;Karnina
Wilczych Błot Kościerskich;Wilcze Błota Kościerskie;Wilczy Błota Kościerski
Motyli;Motyle;Motyl
Rogojn;Rogojny;Rogojn
Kilian;Kiliany;Kilian
Uszyc;Uszyce;Uszyca
Skulskiej Wsi;Skulska Wieś;Skulska Ws
Struniaw;Struniawy;Struniawa
Tadzina;Tadzino;Tadzina
Służewa;Służewo;Służewa
Ochudna;Ochudno;Ochudna
Pogwizdowa Nowego;Pogwizdów Nowy;Pogwizdowa Nowy
Łyska-Sosnówki;Łysek-Sosnówka;Łysko-Sosnówka
Pierzyn Dużych;Pierzyny Duże;Pierzyna Duży
Kwilenia;Kwileń;Kwilenie
Łojewa;Łojew;Łojewa
Borowiecka;Borowiecko;Borowiecek
Annopola;Annopole;Annopola
Bobrówka;Bobrówko;Bobrówka
Leśniewa;Leśniewo;Leśniewa
Kładna;Kładno;Kładna
Białkowa Górnego;Białków Górny;Białkowa Górny
Truszek-Kuczy;Truszki-Kucze;Truszka-Kucza
Niżankowic;Niżankowice;Niżankowica
Ogonek;Ogonki;Ogonek
Pasmug;Pasmugi;Pasmuga
Boru Zajacińskiego;Bór Zajaciński;Bor Zajaciński
Likus;Likusy;Likus
Bud Piasecznych;Budy Piaseczne;Buda Piaseczny
Maszewa Dużego;Maszewo Duże;Maszewo Duży
Obórek;Obórki;Obórka
Tereszyna;Tereszyn;Tereszyna
Sławatycz;Sławatycze;Sławatycz
Naborowa;Naborów;Naborowa
Kalat;Kalaty;Kalata
Dębienka;Dębienko;Dębienka
Woli Roźwienickiej;Wola Roźwienicka;Wol Roźwienicka
Trzebieszowa;Trzebieszów;Trzebieszowa
Pakoszy;Pakosze;Pakosz
Łaskowa;Łasków;Łaskowa
Dębianek;Dębianki;Dębianka
Mrągowa;Mrągowo;Mrągowa
Naroczyczyc;Naroczyce;Naroczyczyca
Trzcinnnej;Trzcinna;Trzcinnna
Trzcinnna;Trzcinno;Trzcinnna
Bogufałowa;Bogufałów;Bogufałowa
Starego Jarosławia;Stary Jarosław;Stary Jarosławie
Wałdyk;Wałdyki;Wałdyk
Radzynia Chełmińskiego;Radzyń Chełmiński;Radzynia Chełmiński
Wolicy Pierwszej;Wolica Pierwsza;Wolik Pierwsza
Naszacowic;Naszacowice;Naszacowica
Chrustnego;Chrustne;Chrustny
Przewodowa Poduchownego;Przewodowo Poduchowne;Przewodowa Poduchowny
Sterkowa;Sterków;Sterkowa
Adamowa-Parceli;Adamów-Parcel;Adamowa-Parcela
Podrudzia;Podrudzie;Podrudzio
Kołdowa;Kołdowo;Kołdowa
Mianowa;Mianowo;Mianowa
Starych Koluszek;Stare Koluszki;Stara Koluszka
Wincencina;Wincencin;Wincencina
Cierni;Ciernie;Ciernia
Lisowa-Janówka;Lisowo-Janówek;Lisowa-Janówka
Bud Szynczyckich;Budy Szynczyckie;Buda Szynczycki
Szczepic;Szczepice;Szczepic
Niedalina;Niedalino;Niedalina
Lipek Wielkich;Lipki Wielkie;Lipka Wielki
Płowiec Drugich;Płowce Drugie;Płowiec Drugie
Januszewa;Januszew;Januszewo
Paszk Małych;Paszki Małe;Paszk Mała
Pielic;Pielice;Pielica
Wieliczek;Wieliczki;Wieliczka
Susieśca;Susiec;Susiesiec
Styląg;Stylągi;Styląg
Wilkoniczek;Wilkoniczki;Wilkoniczek
Nowego Ostrowa;Nowy Ostrów;Nowy Ostrowa
Franusina;Franusin;Franusina
Bartoszówka;Bartoszówek;Bartoszówka
Kaczka;Kaczek;Kaczka
Mieczkowa;Mieczkowo;Mieczkowa
Śniedzanowa;Śniedzanowo;Śniedzanowa
Łukanowic;Łukanowice;Łukanowica
