Dopełniacz;Mianownik;Wynik Stemmera
Boczek-Świdrowa;Boczki-Świdrowo;Boczek-Świdrowy
Sojczyna Grądowego;Sojczyn Grądowy;Sojczyna Grądowy
Ciężkowic;Ciężkowice;Ciężkowica
Mikanowa;Mikanów;Mikanowy
Nowej Małej Wsi;Nowa Mała Wieś;Nowy Mały Wszy
Hrubieszowa;Hrubieszów;Hrubieszowy
Rudy-Zagród;Ruda-Zagrody;Ruda-Zagroda
Bychawki Drugiej;Bychawka Druga;Bychawki Drugi
Janowa Lubelskiego;Janów Lubelski;Janowy Lubelski
Lubiechowej;Lubiechowa;Lubiechowy
Rzeplina;Rzeplin;Rzeplina
Milanówka;Milanówek;Milanówka
Dobratycz;Dobratycze;Dobratycz
Lesisisk;Lesiska;Lesisisko
Planów;Plany;Plan
Wołajowic;Wołajowice;Wołajowica
Rzeczkowa;Rzeczków;Rzeczkowy
Rabacina;Rabacino;Rabacina
Sawic-Wsi;Sawice-Wieś;Sawica-Wszy
Jędrzejowa Nowego;Jędrzejów Nowy;Jędrzejowy Nowy
Krzesina;Krzesin;Krzesina
Będkowic;Będkowice;Będkowica
Poplina;Poplin;Poplina
Dalekiego;Dalekie;Daleki
Łanów Małych;Łany Małe;Łan Mały
Golubia;Golubie;Golubia
Kochłowic;Kochłowice;Kochłowica
Łempinka;Łempinek;Łempinka
Witowa;Witowo;Witowy
Nowych Bud Osieckich;Nowe Budy Osieckie;Nowy Buda Osiecki
Taraski;Taraska;Tarasek
Ninkowa;Ninków;Ninkowy
Chłapowa;Chłapowo;Chłapowy
Kleszczowy;Kleszczowa;Kleszczowy
Pikulic;Pikulice;Pikulica
Olszy;Olsza;Olszy
Olszów;Olsze;Olsz
Woli Chroberskiej;Wola Chroberska;Wol Chroberski
Mzurek;Mzurki;Mzurka
Honiatycz-Kolonii;Honiatycze-Kolonia;Honiatycz-Kolonia
Dziewczopólka;Dziewczopólko;Dziewczopólka
Wielkich Chełmów;Wielkie Chełmy;Wielki Chełm
Szczepiatyna;Szczepiatyn;Szczepiatyna
Nowego Rogożyna;Nowy Rogożyn;Nowy Rogożyna
Gorzyc Wielkich;Gorzyce Wielkie;Gorzyca Wielki
Żabikowa;Żabików;Żabikowy
Feliksina;Feliksin;Feliksina
Kotliszowic;Kotliszowice;Kotliszowica
Prusinowa;Prusinowo;Prusinowy
Ruszkowa-Parcel;Ruszkowo-Parcel;Ruszkowy-Parcela
Strykowa;Strykowo;Strykowy
Łęczeszyc;Łęczeszyce;Łęczeszyca
Sulina;Sulino;Sulina
Sugajenka;Sugajenko;Sugajenka
Mienic;Mienice;Mienica
Wiśniewa-Kolonii;Wiśniew-Kolonia;Wiśniewa-Kolonia
Niestępowa;Niestępowo;Niestępowy
Ligoty Prószkowskiej;Ligota Prószkowska;Ligot Prószkowski
Wólki Bachańskiej;Wólka Bachańska;Wólka Bachański
Gawina;Gawin;Gawina
Kadzielina;Kadzielin;Kadzielina
Simun;Simuny;Simuna
Pogrebów;Pogreby;Pogreb
Giełczwi;Giełczew;Giełczwia
Psar-Lechawy;Psary-Lechawa;Psar-Lechawy
Woli Gręboszowskiej;Wola Gręboszowska;Wol Gręboszowski
Turlejewa;Turlejewo;Turlejewa
Wojnów-Pietrasz;Wojny-Pietrasze;Wojn-Pietrasz
Chomina;Chomino;Chomin
Nikisiałki Małej;Nikisiałka Mała;Nikisiałek Mały
Wólki Wiciejowskiej;Wólka Wiciejowska;Wólka Wiciejowski
Priomy;Prioma;Priom
Grądek;Grądki;Grądek
Przepiórowa;Przepiórów;Przepiórowy
Gutowa Małego;Gutowo Małe;Gutowy Mały
Lejławek Małych;Lejławki Małe;Lejławka Mały
Bobrowników Wielkich;Bobrowniki Wielkie;Bobrownik Wielki
Falborza;Falborz;Falborze
Szewni Dolnej;Szewnia Dolna;Szewny Dolny
Brzustowa;Brzustów;Brzustowy
Maksymowa;Maksymów;Maksymowy
Beszyna;Beszyno;Beszyna
Siemnic;Siemnice;Siemnica
Deszna;Deszno;Deszny
Otowa;Otowo;Otowy
Matyg;Matygi;Matyga
Osęki;Osęka;Osęk
Lubinki;Lubinka;Lubinek
Głojsców;Głojsce;Głojsiec
Bidzin;Bidziny;Bidzina
Woli Kukalskiej;Wola Kukalska;Wol Kukalski
Tumlina-Podgrodu;Tumlin-Podgród;Tumlina-Podgród
Tochołowa;Tochołów;Tochołowy
Łosienieńca;Łosieniec;Łosienieniec
Jarostowa;Jarostów;Jarostowy
Kleniewa;Kleniew;Kleniewa
Gorajca-Zagrobla-Kolonii;Gorajec-Zagroble-Kolonia;Gorajca-Zagrobla-Kolonia
Studziana;Studzian;Studziany
Gryfina;Gryfino;Gryfina
Kurka;Kurek;Kurka
Mikołajewa;Mikołajew;Mikołajewa
Ucieszkowa;Ucieszków;Ucieszkowy
Kołodziąża-Rybia;Kołodziąż-Rybie;Kołodziąża-Rybie
Błonia;Błonie;Błoń
Chodziek;Chodźki;Chodźka
Łętownicy-Parceli;Łętownica-Parcele;Łętownica-Parcela
Zastawia;Zastawie;Zastawi
Suliszewa;Suliszew;Suliszewo
Kumkiejm;Kumkiejmy;Kumkiejm
Koziegłówek;Koziegłówki;Koziegłówka
Barszczowej Góry;Barszczowa Góra;Barszczowy Góry
Łąska Małego;Łąsko Małe;Łąski Mały
Siutkówka;Siutkówek;Siutkówka
Przystanków;Przystanki;Przystanek
Brogów;Brogi;Bróg
Tuplic;Tuplice;Tuplica
Nowej Przerośli;Nowa Przerośl;Nowy Przerośl
Imielni;Imielnia;Imielny
Brzany;Brzana;Brzany
Półczna;Półczno;Półczny
Tarnówki Wiesiołowskiej;Tarnówka Wiesiołowska;Tarnówka Wiesiołowski
Roszkowa;Roszkowo;Roszkowy
Smogorzewa Pańskiego;Smogorzewo Pańskie;Smogorzewo Pański
Czarnego Piątkowa;Czarne Piątkowo;Czarny Piątkowy
Łojkowa;Łojków;Łojkowy
Bytkowa;Bytkowo;Bytkowy
Wilczyczyc;Wilczyce;Wilczyczyca
Zawady Pilickiej;Zawada Pilicka;Zawada Pilicki
Milina;Milin;Milina
Wirkowic Pierwszych;Wirkowice Pierwsze;Wirkowica Pierwszy
Babik;Babiki;Babik
Czerlejnka;Czerlejnko;Czerlejnka
Ponizia;Ponizie;Ponizia
Szczkówka;Szczkówek;Szczkówka
Wawroch;Wawrochy;Wawroch
Mysłakówka;Mysłakówko;Mysłakówka
Łysieśca;Łysiec;Łysiesiec
Ruszkowa Pierwszego;Ruszków Pierwszy;Ruszkowy Pierwszy
Sikor-Janowiąt;Sikory-Janowięta;Sikora-Janowię
Kadyn;Kadyny;Kadyna
Nowej Wsi Kościerskiej;Nowa Wieś Kościerska;Nowy Wszy Kościerski
Malechowa;Malechowo;Malechowy
Nowych Kanic;Nowe Kanice;Nowy Kanica
Dębiny Łętowskiej;Dębina Łętowska;Dębina Łętowski
Dąbrówki Królewskiej;Dąbrówka Królewska;Dąbrówka Królewski
Klebarku Wielkiego;Klebark Wielki;Klebarek Wielki
Wodnikowa Górnego;Wodników Górny;Wodnikowy Górny
Mokrej Wsi;Mokra Wieś;Mokry Wszy
Wólki Tarnowskiej;Wólka Tarnowska;Wólka Tarnowski
Górnegostoku;Górnystok;Górnegostok
Starych Bud;Stare Budy;Stary Buda
Wilhelmowa;Wilhelmów;Wilhelmowy
Michałowic-Wsi;Michałowice-Wieś;Michałowica-Wszy
Siedlisk;Siedliska;Siedlisko
Dziemianówki;Dziemianówka;Dziemianówki
Świątkowej Małej;Świątkowa Mała;Świątkowy Mały
Czernięcina Poduchownego;Czernięcin Poduchowny;Czernięcina Poduchowny
Małego Płocka;Mały Płock;Mały Płocka
Szczurów;Szczury;Szczur
Kiczor;Kiczory;Kiczor
Wokieli;Wokiele;Wokiel
Nakola;Nakol;Nakole
Pieńków Suchodolskich;Pieńki Suchodolskie;Pieniek Suchodolski
Osieka Małego;Osiek Mały;Osieka Mały
Kamienicy Dolnej;Kamienica Dolna;Kamienica Dolny
Kwaśna;Kwaśno;Kwaśny
Tworek;Tworki;Tworek
Pelinowa;Pelinów;Pelinowy
Rozopola;Rozopol;Rozopola
Pękosławia;Pękosław;Pękosławie
Kobylna;Kobylno;Kobylny
Słuchocina;Słuchocin;Słuchocina
Sochaczewa;Sochaczew;Sochaczewo
Zakrzówka;Zakrzówek;Zakrzówka
Romankowa;Romankowo;Romankowy
Bodzęcina;Bodzęcin;Bodzęcina
Grzybowa Hornowskiego;Grzybów Hornowski;Grzybowa Hornowski
Pawlikowic;Pawlikowice;Pawlikowica
Chrzowic;Chrzowice;Chrzowica
Koniecmostów;Koniecmosty;Koniecmost
Regowa;Regów;Regowy
Goli Grodkowskiej;Gola Grodkowska;Gol Grodkowski
Mikołeski;Mikołeska;Mikołeski
Nowego Dęblina;Nowy Dęblin;Nowy Dęblina
Wojnów WłościańskiSzubów;Wojny-Szuby Włościańskie;Wojnów WłościańskiSzub
Stefanowic;Stefanowice;Stefanowica
Niszczewic;Niszczewice;Niszczewica
Tropia;Tropie;Tropia
Kijewa Szlacheckiego;Kijewo Szlacheckie;Kijewa Szlachecki
Nowego Kobrzynieńca;Nowy Kobrzyniec;Nowy Kobrzynieniec
Warniłęga;Warniłęg;Warniłęga
Adolfowa;Adolfowo;Adolfowy
Żytkiejm;Żytkiejmy;Żytkiejm
Marun;Maruny;Maruna
Ostromecka;Ostromecko;Ostromecki
Ludowa Polskiego;Ludów Polski;Ludowa Polski
Kolonii Wrzelowa;Kolonia Wrzelów;Kolonia Wrzelowy
Świniarska;Świniarsko;Świniarski
Walnego;Walne;Walny
Kruszewa-Głąbów;Kruszewo-Głąby;Kruszewo-Głąb
Rogaczewa Wielkiego;Rogaczewo Wielkie;Rogaczewo Wielki
Halinowa;Halinów;Halinowy
Bulina;Bulin;Bulina
Malanówka;Malanówko;Malanówka
Kiersit;Kiersity;Kiersito
Ignackowa;Ignackowo;Ignackowy
Przeździecka-Mroczek;Przeździecko-Mroczki;Przeździecki-Mroczek
Łąkocin;Łąkociny;Łąkocina
Woli Lisowskiej;Wola Lisowska;Wol Lisowski
Woli Rokszyckiej;Wola Rokszycka;Wol Rokszycki
Woli Załężnej;Wola Załężna;Wol Załężny
Tuchomka;Tuchomko;Tuchomek
Bobliwa;Bobliwo;Bobliwy
Dzbanek;Dzbanki;Dzbanek
Lulkowa;Lulkowo;Lulkowy
Szczenurza;Szczenurze;Szczenurzy
Morzyc;Morzyce;Morzyca
Wręczy;Wręcza;Wręcz
Lipnicy Dolnej;Lipnica Dolna;Lipnik Dolny
Naściszowej;Naściszowa;Naściszowy
Wincentynowa;Wincentynów;Wincentynowy
Tarchalina;Tarchalin;Tarchalina
Drewnowa-Lipskiego;Drewnowo-Lipskie;Drewnowy-Lipski
Trojan;Trojany;Trojan
Chrostowa Wielkiego;Chrostowo Wielkie;Chrostowy Wielki
Grotowa;Grotowo;Grotowy
Belęcina;Belęcin;Belęcina
Woli Worowskiej;Wola Worowska;Wol Worowski
Huty Tarnawackiej;Huta Tarnawacka;Huty Tarnawacki
Zabłocia Kanigowskiego;Zabłocie Kanigowskie;Zabłocie Kanigowski
Gruszeczki;Gruszeczka;Gruszeczek
Otoli;Otola;Otol
Szychowa;Szychowo;Szychowy
Elżbietkowa;Elżbietków;Elżbietkowy
Nowych Gagów;Nowe Gagowy;Nowy Gag
Dobrosielic Pierwszych;Dobrosielice Pierwsze;Dobrosielica Pierwszy
Rokitnicy;Rokitnica;Rokitnik
Węglewskich Holendrów;Węglewskie Holendry;Węglewski Holender
Zakrzówka-Kolonii;Zakrzówek-Kolonia;Zakrzówka-Kolonia
Pogorzałek;Pogorzałki;Pogorzałka
Chyczy;Chycza;Chycz
Pratkowa;Pratków;Pratkowy
Wężówka;Wężówko;Wężówka
Trępnów;Trępnowy;Trępn
Skoczy;Skocze;Skocz
Woli Krecowskiej;Wola Krecowska;Wol Krecowski
Jaroch;Jarochy;Jaroch
Kamienia Kmiecego;Kamień Kmiecy;Kamienie Kmiecy
Starego Kawęczyna;Stary Kawęczyn;Stary Kawęczyna
Lubocina;Lubocino;Lubocina
Rzeszotar-Gortatów;Rzeszotary-Gortaty;Rzeszotara-Gortat
Kowalowa Dolnego;Kowalów Dolny;Kowalowy Dolny
Rzepina Pierwszego;Rzepin Pierwszy;Rzepina Pierwszy
Glin Małych;Gliny Małe;Glina Mały
Łęk Górnych;Łęki Górne;Łęk Górny
Kopanej;Kopana;Kopany
Panistrugi;Panistruga;Panistrug
Rościna;Rościn;Rościna
Wólki Rokickiej;Wólka Rokicka;Wólka Rokicki
Wiśniowej Góry;Wiśniowa Góra;Wiśniowy Góry
Woli Wereszczyńskiej;Wola Wereszczyńska;Wol Wereszczyński
Nietrzanowa;Nietrzanowo;Nietrzanowy
Kożuszek-Kolonii;Kożuszki-Kolonia;Kożuszek-Kolonia
Rumunek Głodowskich;Rumunki Głodowskie;Rumunek Głodowski
Poszeszupia;Poszeszupie;Poszeszupi
Bud Garlińskich;Budy Garlińskie;Buda Garliński
Lipin;Lipiny;Lipina
Kalinowic Dolnych;Kalinowice Dolne;Kalinowica Dolny
Ostrowa Wielkopolskiego;Ostrów Wielkopolski;Ostrowy Wielkopolski
Woli Lipienieckiej Dużej;Wola Lipieniecka Duża;Wol Lipieniecki Duży
Górnej Owczarni;Górna Owczarnia;Górny Owczarnia
Podsadka;Podsadek;Podsadka
Kromolina Starego;Kromolin Stary;Kromolino Stary
Ściborowic;Ściborowice;Ściborowica
Świerzyn;Świerzyny;Świerzyna
Tworzanic;Tworzanice;Tworzanica
Prószkowa;Prószków;Prószkowy
Żdanówka;Żdanówek;Żdanówka
Regowa Starego;Regów Stary;Regowy Stary
Żywkowa;Żywkowo;Żywkowy
Rzędzin;Rzędziny;Rzędzina
Koziej Wody;Kozia Woda;Kozi Wód
Wysokiej Strzyżowskiej;Wysoka Strzyżowska;Wysoki Strzyżowski
Żarnowej;Żarnowa;Żarnowy
Brudzewic-Kolonii;Brudzewice-Kolonia;Brudzewica-Kolonia
Żerkowic;Żerkowice;Żerkowica
Wołczkowa;Wołczkowo;Wołczkowy
Żarnowa;Żarnowo;Żarnowy
Suchowa;Suchowo;Suchowy
Śmielina;Śmielin;Śmielina
Franklinowa;Franklinów;Franklinowy
Nowego Oryszewa;Nowy Oryszew;Nowy Oryszewo
Garb;Garby;Garb
Sierszewa;Sierszew;Sierszewo
Hołudzy;Hołudza;Hoługi
Ochocicic;Ochocice;Ochocicica
Szarowa;Szarów;Szarowy
Wólki Łasieckiej;Wólka Łasiecka;Wólka Łasiecki
Krajewa-Korytek;Krajewo-Korytki;Krajewa-Korytka
Wójcina A;Wójcin A;Wójcina A
Przetoczyna;Przetoczyno;Przetoczyna
Wiłuni;Wiłunie;Wiłunia
Pogorzan;Pogorzany;Pogorzanin
Pękosławic;Pękosławice;Pękosławica
Bud Rządowych;Budy Rządowe;Buda Rządowy
Podskwarnego;Podskwarne;Podskwarny
Zanowinia;Zanowinie;Zanowinia
Sędzic;Sędzice;Sędzica
Czaplic;Czaplice;Czaplica
Stabunit;Stabunity;Stabunit
Czatków;Czatkowy;Czatek
Paszenek;Paszenki;Paszenka
Szepietowa-Janówki;Szepietowo-Janówka;Szepietowy-Janówki
Maszyc;Maszyce;Maszyca
Holenderek;Holenderki;Holenderka
Kańkowa;Kańkowo;Kańkowy
Lubrza;Lubrze;Lubrzy
Lubrzy;Lubrza;Lubrzy
Nowych Kęszyc;Nowe Kęszyce;Nowy Kęszyca
Okleśnej;Okleśna;Okleśny
Huty Podłysicy;Huta Podłysica;Huty Podłysica
Kłoczewa;Kłoczew;Kłoczewo
Wólki Kuligowskiej;Wólka Kuligowska;Wólka Kuligowski
Sierakowa Słupskiego;Sierakowo Słupskie;Sierakowy Słupski
Gałkowic Nowych;Gałkowice Nowe;Gałkowica Nowy
Orla;Orle;Orla
Rzepkowa;Rzepkowo;Rzepkowy
Najdymowa;Najdymowo;Najdymowy
Orli;Orla;Orły
Dąbrowy-Michałek;Dąbrowa-Michałki;Dąbrowa-Michałka
Bujał;Bujały;Bujał
Budzyna-Lipnik;Budzyno-Lipniki;Budzyna-Lipnik
Ciborowa;Ciborów;Ciborowy
Półwioska Starego;Półwiosek Stary;Półwioska Stary
Bodaczowa;Bodaczów;Bodaczowy
Malanowa;Malanów;Malanowy
Konar;Konary;Konar
Nowego Gonnnego;Nowe Gonne;Nowy Gonnny
Tarnowej Łąki;Tarnowa Łąka;Tarnowy Łąk
Siedlik;Siedliki;Siedlik
Talusów;Talusy;Talus
Pustkowa Wilczkowskiego;Pustków Wilczkowski;Pustkowy Wilczkowski
Baczy;Bacze;Bacz
Woli Bachornej;Wola Bachorna;Wol Bachorny
Nałęczy;Nałęcza;Nałęcz
Zabytowa;Zabytów;Zabytowy
Podleska;Podlesko;Podleska
Grozim;Grozimy;Grozi
Siestrzanek;Siestrzanki;Siestrzanka
Płocka;Płocko;Płocka
Mierzwic-Kolonii;Mierzwice-Kolonia;Mierzwica-Kolonia
Szaradowa;Szaradowo;Szaradowy
Krzywani;Krzywań;Krzywany
Radowa;Radów;Radowy
Niedźwic;Niedźwice;Niedźwica
Tyszek-Nadbor;Tyszki-Nadbory;Tyszka-Nadbor
Tulic;Tulice;Tulica
Becejł;Becejły;Becejł
Goruńska;Goruńsko;Goruński
Mlewca;Mlewiec;Mlewca
Kwaskowa;Kwasków;Kwaskowy
Wólki Dolnej;Wólka Dolna;Wólka Dolny
Rusocina;Rusocin;Rusocina
Osmolina;Osmolin;Osmolino
Bochlewa;Bochlewo;Bochlew
Olkowa;Olkowo;Olkowy
Wilkonic;Wilkonice;Wilkonica
Skobielic;Skobielice;Skobielica
Dużej Kloni;Duża Klonia;Duży Klon
Półwioska Lubstowskiego;Półwiosek Lubstowski;Półwioska Lubstowski
Słabocina;Słabocin;Słabocina
Wólki Rozwadowskiej;Wólka Rozwadowska;Wólka Rozwadowski
Rogajn;Rogajny;Rogajn
Wiśniówka;Wiśniówek;Wiśniówka
Siedliszcza;Siedliszcze;Siedliszcza
Starego Stręczyna;Stary Stręczyn;Stary Stręczyna
Jankowic Małych;Jankowice Małe;Jankowica Mały
Lubieszy;Lubiesza;Lubiesz
Borzęcina Małego;Borzęcin Mały;Borzęcina Mały
Węsiór;Węsiory;Węsiór
Malinowa;Malinowo;Malinowy
Kubłowa Małego;Kubłowo Małe;Kubłowy Mały
Jedamek;Jedamki;Jedamka
Olszyca-Folwarku;Olszyc-Folwark;Olszyca-Folwark
Jesionowa;Jesionowo;Jesionowy
Gurby;Gurba;Gurb
Eugeniowa;Eugeniów;Eugeniowy
Zamojsciec;Zamojsce;Zamojsciec
Wólki Nosowskiej;Wólka Nosowska;Wólka Nosowski
Frydrychowa;Frydrychów;Frydrychowy
Łagiewek;Łagiewki;Łagiewka
Podrzewia;Podrzewie;Podrzew
Chałupek Łaziskich;Chałupki Łaziskie;Chałupka Łaziski
Wólki Jagielczyńskiej;Wólka Jagielczyńska;Wólka Jagielczyński
Rozłogów;Rozłogi;Rozłóg
Błażejowic;Błażejowice;Błażejowica
Przyspy;Przyspa;Przysep
Dębniałek Kaliskich;Dębniałki Kaliskie;Dębniałka Kaliski
Ciecierzyc;Ciecierzyce;Ciecierzyca
Sukowic;Sukowice;Sukowica
Chełchów;Chełchy;Chełch
Dąbrowy-Cherubin;Dąbrowa-Cherubiny;Dąbrowa-Cherubin
Rząsin;Rząsiny;Rząsina
Wierzbiszek;Wierzbiszki;Wierzbiszek
Podszyna;Podszyn;Podszyna
Dobrzyniewa Dużego;Dobrzyniewo Duże;Dobrzyniewa Duży
Nowych Murs;Nowe Mursy;Nowy Murs
Kotani;Kotań;Kotany
Przedmieścia Czudeckiego;Przedmieście Czudeckie;Przedmieście Czudecki
Gib;Giby;Giba
Dęblina;Dęblin;Dęblina
Pluszkiejm;Pluszkiejmy;Pluszkiejm
Posady;Posada;Posad
Ligoty Zameckiej;Ligota Zamecka;Ligot Zamecki
Posad;Posady;Posad
Ropy;Ropa;Rop
Spólnego;Spólne;Spólny
Karchowa;Karchowo;Karchowy
Rajek;Rajki;Rajka
Podtrzciannny;Podtrzcianna;Podtrzciannny
Pniowa;Pniów;Pniowy
Herman;Hermany;Herman
Piotrowa Drugiego;Piotrowo Drugie;Piotrowy Drugi
Pustych Łąk;Puste Łąki;Pusty Łąk
Wysiadłowa;Wysiadłów;Wysiadłowy
Starych Gut;Stare Guty;Stary Gut
Jodozior;Jodoziory;Jodozior
Suszek;Suszki;Suszka
Spalin Małych;Spaliny Małe;Spalina Mały
Bojszów;Bojszowy;Bojsz
Jeleniej Góry;Jelenia Góra;Jeleni Góry
Brzezic;Brzezice;Brzezica
Radoszkowic;Radoszkowice;Radoszkowica
Cybulina;Cybulino;Cybulina
Biskupnicy;Biskupnica;Biskupnik
Rzeszyna;Rzeszyn;Rzeszyna
Stypułek-Święch;Stypułki-Święchy;Stypułka-Święcho
Kułaków;Kułaki;Kułak
Kielna;Kielno;Kielny
Majdanów;Majdany;Majdan
Zajączkowic;Zajączkowice;Zajączkowica
Miłkowic-Janków;Miłkowice-Janki;Miłkowica-Janek
Grzymek;Grzymki;Grzymka
Mroczkowa-Kapturowa;Mroczków-Kapturów;Mroczkowy-Kapturowy
Kuklówki Radziejowickiej;Kuklówka Radziejowicka;Kuklówka Radziejowicki
Jedlni-Letniska;Jedlnia-Letnisko;Jedlny-Letnisko
Trablic;Trablice;Trablica
Chromca;Chromiec;Chromca
Raciążka;Raciążek;Raciążka
Pabierowic;Pabierowice;Pabierowica
Zagorzyna;Zagorzyn;Zagorzyna
Nowego Rzędkowa;Nowy Rzędków;Nowy Rzędkowy
Szonieńca;Szoniec;Szonieniec
Bobięcina;Bobięcino;Bobięcina
Dobrzyniewa Fabrycznego;Dobrzyniewo Fabryczne;Dobrzyniewa Fabryczny
Talpit;Talpity;Talpit
Górki Wąsoskiej;Górka Wąsoska;Górka Wąsoski
Długopola;Długopole;Długopola
Klejnowa;Klejnowo;Klejnowy
Masłowic Tuchomskich;Masłowice Tuchomskie;Masłowica Tuchomski
Kupna;Kupno;Kupny
Oporówka;Oporówko;Oporówka
Kupny;Kupna;Kupny
Księżej Woli;Księża Wola;Księży Wol
Dębogór;Dębogóry;Dębogór
Pierożków;Pierożki;Pierożek
Bud Przybyłowskich;Budy Przybyłowskie;Buda Przybyłowski
Nowej Białej;Nowa Biała;Nowy Biały
Redlina;Redlino;Redlina
Śmieszkowa;Śmieszkowo;Śmieszkowy
Długich Parceli;Długie Parcele;Długi Parcela
Kołczygłów;Kołczygłowy;Kołczygieł
Nowych Oknin;Nowe Okniny;Nowy Oknina
Kępy Kujawskiej;Kępa Kujawska;Kęp Kujawski
Andrzejek;Andrzejki;Andrzejka
Skajzgir;Skajzgiry;Skajzgir
Księżostan-Kolonii;Księżostany-Kolonia;Księżostan-Kolonia
Waplewa;Waplewo;Waplew
Woli Pomianowej;Wola Pomianowa;Wol Pomianowy
Sienieńca;Sieniec;Sienieniec
Gbisk;Gbiska;Gbisko
Florentynowa;Florentynów;Florentynowy
Okunina;Okunino;Okunina
Łęk Dukielskich;Łęki Dukielskie;Łęk Dukielski
Grojca;Grojec;Grojciec
Łążek;Łążki;Łążek
Modliborza;Modlibórz;Modliborze
Warpech Nowych;Warpechy Nowe;Warpech Nowy
Szabelni;Szabelnia;Szabelny
Szałstr;Szałstry;Szałstr
Nieradowic;Nieradowice;Nieradowica
Romanek;Romanki;Romanka
Stryjewa Małego;Stryjewo Małe;Stryjewa Mały
Wieski-Wsi;Wieska-Wieś;Wieski-Wszy
Białej Rządowej;Biała Rządowa;Biały Rządowy
Ryżyna;Ryżyn;Ryżyna
Nizin;Niziny;Nizina
Pęchowa;Pęchów;Pęchowy
Ciela;Ciele;Ciel
Rynek;Rynki;Rynka
Sadkowa;Sadkowo;Sadkowy
Tuchlina;Tuchlino;Tuchlina
Karolina;Karolin;Karolina
Królowa;Królów;Królowa
Potachów;Potachy;Potach
Starego Garbowa;Stary Garbów;Stary Garbowy
Zofianki Dolnej;Zofianka Dolna;Zofianka Dolny
Dębowej Góry;Dębowa Góra-Kolonia;Dębowej Góry
Dobieszewic;Dobieszewice;Dobieszewica
Ozieran Wielkich;Ozierany Wielkie;Ozieran Wielki
Samowa;Samowo;Samowy
Pięciowłók;Pięciowłóki;Pięciowłók
Ziąbek;Ziąbki;Ziąbek
Starego Kawkowa;Stare Kawkowo;Stary Kawkowy
Dzietrzychowa;Dzietrzychowo;Dzietrzychowy
Karbowa;Karbowo;Karbowy
Żerdna;Żerdno;Żerdny
Szczecinka;Szczecinek;Szczecinka
Dobrzan;Dobrzany;Dobrzana
Czosaków-Dębu;Czosaki-Dąb;Czosak-Dąb
Wądołków-Bućk;Wądołki-Bućki;Wądołek-Bućk
Siekówka;Siekówko;Siekówka
Jagodnik;Jagodniki;Jagodnik
Komorczyna;Komorczyn;Komorczyna
Jastrzębia Dziemiańskiego;Jastrzębie Dziemiańskie;Jastrzębi Dziemiański
Wilkowuj;Wilkowuje;Wilkowuj
Jukowa;Juków;Jukowy
Kretomina;Kretomino;Kretomin
Kaszub;Kaszuby;Kaszuba
Wszachowa;Wszachów;Wszachowy
Kobieli Wielkich;Kobiele Wielkie;Kobiel Wielki
Wasilczyk;Wasilczyki;Wasilczyk
Jerzmanowic;Jerzmanowice;Jerzmanowica
Dobrzeszowa;Dobrzeszów;Dobrzeszowy
Zblutowa;Zblutowo;Zblutowy
Żelazek;Żelazki;Żelazko
Bojanówki;Bojanówka;Bojanówki
Poznachowic Dolnych;Poznachowice Dolne;Poznachowica Dolny
Tokar Drugich;Tokary Drugie;Tokar Drugi
Skrudy;Skruda;Skrudy
Straszowej Woli;Straszowa Wola;Straszowy Wol
Bilskiej Wola-Koli;Bilska Wola-Kolonia;Bilskiej Wola-Kol
Nożewa;Nożewo;Nożewa
Dąbrowy-Tworek;Dąbrowa-Tworki;Dąbrowa-Tworek
Lubani-Lipin;Lubania-Lipiny;Lubany-Lipina
Zielonego Ludowego;Zielone Ludowe;Zielony Ludowy
Królewskich Brzezin;Królewskie Brzeziny;Królewski Brzezina
Górek Dużych;Górki Duże;Górka Duży
Kolonii Zawadów;Kolonia Zawady;Kolonia Zawad
Przydarginia;Przydargiń;Przydarginia
Chruścicic;Chruścice;Chruścicica
Mącicic;Mącice;Mącicica
Wólki Dąbrowskiej;Wólka Dąbrowska;Wólka Dąbrowski
Zawadki Osieckiej;Zawadka Osiecka;Zawadka Osiecki
Rudki-Skrody;Rudka-Skroda;Rudka-Skród
Główczyna-Towarzystwa;Główczyn-Towarzystwo;Główczyna-Towarzystwo
Szpitar;Szpitary;Szpitara
Włodzimirowa;Włodzimirów;Włodzimirowy
Proszówek;Proszówki;Proszówka
Bilczyczyc;Bilczyce;Bilczyczyca
Okonina;Okonin;Okonina
Kars Dolnych;Karsy Dolne;Karsa Dolny
Gryżyny;Gryżyna;Gryżyny
Wytyczna;Wytyczno;Wytyczny
Małego Pułkowa;Małe Pułkowo;Mały Pułkowy
Gryżyna;Gryżyno;Gryżyna
Zimnej Wódki;Zimna Wódka;Zimny Wódka
Budziwojowic;Budziwojowice;Budziwojowica
Redczyczyc;Redczyce;Redczyczyca
Bukowej;Bukowa;Bukowy
Bukowego;Bukowe;Bukowy
Ruszkowa;Ruszkowo;Ruszkowy
Mizernej;Mizerna;Mizerny
Dramina;Dramino;Dramina
Krerowa;Krerowo;Krerowy
Dylowa Rządowego;Dylów Rządowy;Dylowy Rządowy
Kamianek Lackich;Kamianki Lackie;Kamianka Lacki
Starego Cydzyna;Stary Cydzyn;Stary Cydzyna
Pokomszy;Pokomsze;Pokomsza
Kłosów;Kłosy;Kłos
Radwankowa Królewskiego;Radwanków Królewski;Radwankowy Królewski
