Dopełniacz;Mianownik;Wynik Stemmera
Więcierzy;Więcierza;Więcierz;
Zamilerza;Zamilerze;Zamilerz;
Dębicz;Dębicze;Dębicz;
Kątów;Kąty;Kąt;
Arynowa;Arynów;Arynowy;
Karasiów;Karasie;Karaś;
Grodkowic;Grodkowice;Grodkowica;
Zagadek;Zagadki;Zagadka;
Maśki;Maśka;Masiek;
Wylazłowa;Wylazłowo;Wylazłowy;
Plebańskiej;Plebańska;Plebański;
Goja;Goj;Goja;
Dobrosławia;Dobrosław;Dobrosławie;
Malewa;Malewo;Malewa;
Zawidowa;Zawidów;Zawidowy;
Cisek;Ciski;Cisek;
Podwiejek;Podwiejki;Podwiejka;
Romasów;Romasy;Romas;
Iwickowa;Iwickowo;Iwickowy;
Cimochowa;Cimochowo;Cimochowy;
Moczela;Moczele;Moczel;
Milenium;Millenium;Milenium;
Błotnego;Błotne;Błotny;
Florynów;Floryny;Floryn;
Olszewic;Olszewice;Olszewica;
Pareżek;Pareżki;Pareżka;
Powiersza;Powiersze;Powiersz;
Gogolic;Gogolice;Gogolica;
Wilusia;Wiluś;Wilusi;
Szczyciećca;Szczyciec;Szczycieciec;
Fajsławic;Fajsławice;Fajsławica;
Leżai;Leżaje;Leżaja;
Rajbrotu;Rajbrot;Rajbrót;
Podolszynia;Podolszynie;Podolszynia;
Powsinka;Powsinek;Powsinka;
Wilkowa;Wilków;Wilkowy;
Machowej;Machowa;Machowy;
Pałówka;Pałówko;Pałówka;
Sznyfina;Sznyfin;Sznyfina;
Ożegowa;Ożegów;Ożegowy;
Brewkowego;Brewkowe;Brewkowy;
Machowa;Machowo;Machowy;
Marcinowa;Marcinów;Marcinowy;
Miłoszewic;Miłoszewice;Miłoszewica;
Walentowa;Walentów;Walentowy;
Nalepek;Nalepki;Nalepka;
Miodar;Miodary;Miodar;
Malich;Malichy;Mali;
Pukałów;Pukały;Pukał;
Klementowa;Klementów;Klementowy;
Łaźnik;Łaźniki;Łaźnik;
Tyczyna;Tyczyno;Tyczyna;
Małowic;Małowice;Małowica;
Tęgut;Tęguty;Tęgut;
Arkuszowa;Arkuszów;Arkuszowy;
Gajdowskich;Gajdowskie;Gajdowski;
Kurków;Kurki;Kurek;
Żabczyczyc;Żabczyce;Żabczyczyca;
Niekłończycy;Niekłończyca;Niekłończyk;
Zdrojów;Zdroje;Zdrój;
Wierzbic;Wierzbice;Wierzbica;
Miradowa;Miradowo;Miradowy;
Pławul;Pławuli;Pławula;
Głodna;Głodno;Głodny;
Wierzbicka;Wierzbick;Wierzbicki;
Kręcka;Kręcko;Kręcki;
Miradów;Miradowy;Mirad;
Sędzin;Sędziny;Sędzina;
Płońska;Płońsk;Płoński;
Topólna;Topólno;Topólny;
Stadnik;Stadniki;Stadnik;
Pepłówka;Pepłówek;Pepłówka;
Zapusty;Zapusta;Zapusty;
Todzi;Todzia;Tody;
Łusia;Łusie;Łuś;
Gabryłów;Gabryły;Gabrył;
Kurówek;Kurówki;Kurówka;
Kurówka;Kurówko;Kurówka;
Lubik;Lubiki;Lubik;
Dębniałek;Dębniałki;Dębniałka;
Czepowa;Czepów;Czepowy;
Mierzyna;Mierzyn;Mierzyna;
Mierzymia;Mierzym;Mierzymi;
Szwejkówka;Szwejkówko;Szwejkówka;
Oszczerzy;Oszczerze;Oszczery;
Stróżan;Stróżany;Stróżan;
Sądowa;Sądowo;Sądowy;
Szczerbięcina;Szczerbięcin;Szczerbięcina;
Gieraszowic;Gieraszowice;Gieraszowica;
Wojszczyczyc;Wojszczyce;Wojszczyczyca;
Przyborek;Przyborki;Przyborek;
Wiszczelic;Wiszczelice;Wiszczelica;
Mieruniszek;Mieruniszki;Mieruniszek;
Zamogilic;Zamogilice;Zamogilica;
Budzieszyc;Budzieszyce;Budzieszyca;
Zyburtów;Zyburty;Zyburt;
Podniecwi;Podniecew;Podnie;
Kusek;Kuski;Kuska;
Chruślina;Chruślin;Chruślina;
Dobieszkowa;Dobieszków;Dobieszkowy;
Stawiszynka;Stawiszynek;Stawiszynka;
Filiczek;Filiczki;Filiczka;
Steczków;Steczki;Steczek;
Biedówka;Biedówko;Biedówka;
Szarut;Szaruty;Szarut;
Tłumaczowa;Tłumaczów;Tłumaczowy;
Ełganowa;Ełganowo;Ełganowy;
Zakrucza;Zakrucze;Zakruczy;
Chądzynia;Chądzyń;Chądzynia;
Świekotek;Świekotki;Świekotka;
Mławy;Mława;Mławy;
Żmijów;Żmije;Żmij;
Basinowa;Basinów;Basinowy;
Noblin;Nobliny;Noblin;
Mątyk;Mątyki;Mątyka;
Naramic;Naramice;Naramica;
Poniatówka;Poniatówek;Poniatówka;
Jarząbków;Jarząbki;Jarząbek;
Jakubowskich;Jakubowskie;Jakubowski;
Okarmusów;Okarmusy;Okarmus;
Zapagóra;Zapagór;Zapagóra;
Warblina;Warblino;Warblina;
Glewic;Glewice;Glewica;
Arklit;Arklity;Arklit;
Grondów;Grondy;Grond;
Koźlany;Koźlana;Koźlany;
Hryćków;Hryćki;Hryciek;
Horeszkowic;Horeszkowice;Horeszkowica;
Salaminy;Salamina;Salamin;
Lebiedzina;Lebiedzin;Lebiedzina;
Ciemierowa;Ciemierów;Ciemierowy;
Księginek;Księginki;Księginka;
Szyszkowej;Szyszkowa;Szyszkowy;
Lebiedzia;Lebiedzie;Lebiedzi;
Załszyna;Załszyn;Załszyna;
Boleszczynka;Boleszczynek;Boleszczynka;
Popkowic;Popkowice;Popkowica;
Magdzinka;Magdzinek;Magdzinka;
Zdunowa;Zdunowo;Zdunowy;
Górnioków;Górnioki;Górniok;
Orłowej;Orłowa;Orłowy;
Kotrysia;Kotrysie;Kotrysi;
Orłowa;Orłowo;Orłowy;
Zakupników;Zakupniki;Zakupnik;
Węgrzynowic;Węgrzynowice;Węgrzynowica;
Wojtowców;Wojtowce;Wojtowiec;
Dobrego;Dobre;Dobry;
Dobrej;Dobra;Dobry;
Nacyny;Nacyna;Nacyn;
Śmierciaków;Śmierciaki;Śmierciak;
Borucichy;Borucicha;Borucichy;
Żyłoni;Żyłonie;Żyłoń;
Dziedziczek;Dziedziczki;Dziedziczka;
Białuni;Białuń;Białunia;
Krzykawy;Krzykawa;Krzykawy;
Rachodoszcz;Rachodoszcze;Rachodoszcz;
Lutówka;Lutówko;Lutówka;
Podkociomyśla;Podkociomyśle;Podkociomyśla;
Kocanówki;Kocanówka;Kocanówki;
Łękowa;Łękowo;Łękowy;
Podsączowa;Podsączów;Podsączowy;
Setnej;Setna;Setny;
Bocianowa;Bocianowo;Bocianowy;
Kocurów;Kocury;Kocur;
Studzienic;Studzienice;Studzienica;
Lędziechowa;Lędziechowo;Lędziechowy;
Sławic;Sławice;Sławica;
Piotroniowic;Piotroniowice;Piotroniowica;
Zakrzyna;Zakrzyn;Zakrzyna;
Tryb;Tryby;Tryb;
Stanek;Stanki;Stanka;
Nałęcina;Nałęcin;Nałęcina;
Karczowic;Karczowice;Karczowica;
Komierowa;Komierowo;Komierowy;
Golcowej;Golcowa;Golcowy;
Krążek;Krążki;Krążek;
Imienia;Imieni;Imienie;
Kościana;Kościan;Kościany;
Sobków;Sobki;Sobek;
Garbowa;Garbów;Garbowy;
Pieronków;Pieronkowie;Pieronek;
Łaźniewka;Łaźniewek;Łaźniewka;
Rybna;Rybno;Rybny;
Taborza;Tabórz;Taborze;
Budziechowa;Budziechów;Budziechowy;
Adamek;Adamki;Adamka;
Szczecinowa;Szczecinowo;Szczecinowy;
Żegotek;Żegotki;Żegotka;
Czarnocina;Czarnocin;Czarnocina;
Adamki;Adamka;Adamek;
Chojniczek;Chojniczki;Chojniczka;
Rogóźna;Rogóźno;Rogóźny;
Kożyczkowa;Kożyczkowo;Kożyczkowy;
Wysokienic;Wysokienice;Wysokienica;
Ojerzyc;Ojerzyce;Ojerzyca;
Tątławek;Tątławki;Tątławka;
Błotna;Błotno;Błotny;
Słuchanków;Słuchanki;Słuchanek;
Wojewódza;Wojewódze;Wojewódza;
Łętkowic;Łętkowice;Łętkowica;
Bukanowa;Bukanowo;Bukanowy;
Morlin;Morliny;Morlin;
Jerutek;Jerutki;Jerutka;
Ernstowa;Ernstowo;Ernstowy;
Korony;Korona;Koron;
Kargoszynka;Kargoszynek;Kargoszynka;
Fujaców;Fujacy;Fujac;
Bzina;Bzin;Bzina;
Wygrabowic;Wygrabowice;Wygrabowica;
Biedaszkowa;Biedaszkowo;Biedaszkowy;
Czyżyc;Czyżyce;Czyżyca;
Pikula;Pikule;Pikula;
Rudzin;Rudziny;Rudzina;
Kielnik;Kielniki;Kielnik;
Hołowna;Hołowno;Hołowny;
Podbielska;Podbielsko;Podbielski;
Wielkopola;Wielkopole;Wielkopola;
Kaliszek;Kaliszki;Kaliszka;
Anastazewa;Anastazew;Anastazewo;
Więzowna;Więzowno;Więzowny;
Zacisza;Zacisz;Zacisze;
Kopaszyc;Kopaszyce;Kopaszyca;
Kobiernego;Kobierne;Kobierny;
Nastazina;Nastazin;Nastazina;
Radaniowej;Radaniowa;Radaniowy;
Pozelowa;Pozelów;Pozelowy;
Przydarłowa;Przydarłów;Przydarłowy;
Drawska;Drawsko;Drawski;
Ujazdowa;Ujazdów;Ujazdowy;
Miłogostowic;Miłogostowice;Miłogostowica;
Ostrożnego;Ostrożne;Ostrożny;
Ostrożnej;Ostrożna;Ostrożny;
Ulic;Ulice;Ulica;
Szupek;Szupki;Szupka;
Suszowa;Suszów;Suszowy;
Goryli;Goryle;Goryl;
Halinowa;Halinowo;Halinowy;
Rozdołów;Rozdoły;Rozdół;
Sieśksiek;Sieśki;Sieśksiek;
Komorza;Komorza;Komorze;
Krza;Kierz;Krz;
Mieczyna;Mieczyn;Mieczyna;
Maślony;Maślona;Maślony;
Dębska;Dębsko;Dębski;
Bekaczy;Bekacze;Bekacz;
Groszowic;Groszowice;Groszowica;
Polszczodrowa;Polszczodrów;Polszczodrowy;
Podwojponia;Podwojponie;Podwojpoń;
Genbudzkiej;Genbudzka;Genbudzki;
Szemborowic;Szemborowice;Szemborowica;
Bobuli;Bobule;Bobula;
Bujecka;Bujecko;Bujecki;
Szypowic;Szypowice;Szypowica;
Druzgałowej;Druzgałowa;Druzgałowy;
Ameryki;Ameryka;Ameryk;
Humiejewa;Humiejewo;Humiejewa;
Rostkowic;Rostkowice;Rostkowica;
Brachlewa;Brachlewo;Brachlew;
Bodzyniewa;Bodzyniewo;Bodzyniewa;
Zbyłowic;Zbyłowice;Zbyłowica;
Dybów;Dyby;Dyb;
Kamieni;Kamienie;Kamiony;
Trzedniak;Trzedniaki;Trzedniak;
Dormowa;Dormowo;Dormowy;
Rapaczowej;Rapaczowa;Rapaczowy;
Falniowa;Falniów;Falniowy;
Zarosia;Zaroś;Zarosie;
Tolina;Tolin;Tolina;
Raciechowic;Raciechowice;Raciechowica;
Hyćkowej;Hyćkowa;Hyćkowy;
Zawadzkiej;Zawadzka;Zawadzki;
Mesnego;Mesne;Mesny;
Bąbowa;Bąbowo;Bąbowy;
Mesny;Mesna;Mesny;
Pączkowa;Pączkowo;Pączkowy;
Kłak;Kłaki;Kłak;
Olbięcina;Olbięcin;Olbięcina;
Wierzchoniowa;Wierzchoniów;Wierzchoniowy;
Zgierzynki;Zgierzynka;Zgierzynek;
Dymków;Dymki;Dymek;
Głobic;Głobice;Głobica;
Cocha;Coch;Cocha;
Franowa;Franów;Franowy;
Kubaczkowej;Kubaczkowa;Kubaczkowy;
Strusinka;Strusinek;Strusinka;
Miłochowic;Miłochowice;Miłochowica;
Gronowa;Gronów;Gronowy;
Gibek;Gibki;Gibka;
Klinika;Klinik;Klinika;
Bałajów;Bałaje;Bałaj;
Samoklęsk;Samoklęski;Samoklęska;
Klosnowa;Klosnowo;Klosnowa;
Krajcarzy;Krajcarze;Krajcar;
Miklesza;Miklesz;Mikleszy;
Rzejowic;Rzejowice;Rzejowica;
Parzymiechów;Parzymiechy;Parzymiech;
Remek;Remki;Remka;
Rajskiego;Rajskie;Rajski;
Karwin;Karwiny;Karwina;
Wisowatek;Wisowatki;Wisowatka;
Jaworzyc;Jaworzyce;Jaworzyca;
Antoniewa;Antoniewo;Antoniewa;
Żelazna;Żelazno;Żelazny;
Karwina;Karwino;Karwina;
Modzerowa;Modzerowo;Modzerowy;
Boguni;Bogunie;Bogunia;
Ciężkiego;Ciężkie;Ciężki;
Radzowic;Radzowice;Radzowica;
Fraszków;Fraszki;Fraszek;
Barłożni;Barłożnia;Barłożny;
Ropek;Ropki;Ropka;
Łowiczek;Łowiczki;Łowiczka;
Wypychówki;Wypychówka;Wypychówek;
Łakomowa;Łakomowo;Łakomowy;
Jodłowskiego;Jodłowskie;Jodłowski;
Załąsek;Załąski;Załąska;
Lepakowa;Lepakowo;Lepakowy;
Lubania;Lubań;Lubanie;
Łąkowa;Łąków;Łąkowy;
Korca;Korzec;Korca;
Roguska;Rogusko;Rogusek;
Mielników;Mielniki;Mielnik;
Bartnego;Bartne;Bartny;
Szwarcenowa;Szwarcenowo;Szwarcenowy;
Świchowa;Świchowo;Świchowy;
Suchodębia;Suchodębie;Suchodębi;
Bartna;Bartno;Bartny;
Myślniewa;Myślniew;Myślniewa;
Kalina;Kalino;Kalina;
Jazdrowa;Jazdrowo;Jazdrowy;
Świercza;Świercze;Świerczy;
Śliwów;Śliwy;Śliwus;
Karczonka;Karczonek;Karczonka;
Brzezuli;Brzezule;Brzezuły;
Jeronik;Jeroniki;Jeronik;
Iłownicy;Iłownica;Iłownik;
Świętoszowa;Świętoszów;Świętoszowy;
Jutrzyn;Jutrzyny;Jutrzyna;
Kozakowa;Kozaków;Kozakowy;
Jaworni;Jawornia;Jaworny;
Choszczna;Choszczno;Choszczny;
Gmurowa;Gmurowo;Gmurowy;
Karczewca;Karczewiec;Karczewce;
Myślachowic;Myślachowice;Myślachowica;
Tarnawiec;Tarnawce;Tarnawiec;
Chumiętek;Chumiętki;Chumiętka;
Łopatowej;Łopatowa;Łopatowy;
Paruszewka;Paruszewek;Paruszewka;
Makuchowej;Makuchowa;Makuchowy;
Mnikowa;Mników;Mnikowy;
Sokołowa;Sokołowo;Sokołowy;
Przedzielenia;Przedzieleń;Przedzielenie;
Chorzępowa;Chorzępowo;Chorzępowy;
Białaczowa;Białaczów;Białaczowy;
Wzdowa;Wzdów;Wzdowy;
Porąbek;Porąbki;Porąbek;
Bieniądzic;Bieniądzice;Bieniądzica;
Porąbki;Porąbka;Porąbek;
Chromowa;Chromów;Chromowy;
Czubli;Czuble;Czubel;
Sądowa;Sądów;Sądowy;
Wyczółek;Wyczółki;Wyczółek;
Pierseli;Piersele;Piersoły;
Pomarzan;Pomarzany;Pomarzan;
Łukowców;Łukowce;Łukowiec;
Pasiowej;Pasiowa;Pasiowy;
Budzynka;Budzynek;Budzynka;
Smerecznego;Smereczne;Smereczny;
Stanowa;Stanów;Stanowy;
Korzenia;Korzeń;Korzenie;
Kórabia;Kórab;Kórabia;
Kurczaków;Kurczaki;Kurczak;
Pułaczowa;Pułaczów;Pułaczowy;
Czarnowic;Czarnowice;Czarnowica;
Zagojca;Zagojec;Zagojciec;
Szkudłowa;Szkudłowo;Szkudłowy;
Długiej;Długie;Długi;
Kokotowa;Kokotowo;Kokotowy;
Sannnik;Sanniki;Sannnik;
Rakówka;Rakówko;Rakówka;
Tymnikowa;Tymnikowo;Tymnikowy;
Chachuł;Chachuły;Chachuł;
Bronkówka;Bronkówek;Bronkówka;
Godurowa;Godurowo;Godurowy;
Biedawy;Biedawa;Biedawy;
Krykajn;Krykajny;Krykajn;
Dzbonia;Dzbonie;Dzbonia;
Wąsów;Wąsy;Wąs;
Wicimiczek;Wicimiczki;Wicimiczka;
Rembiochy;Rembiocha;Rembioch;
Przeręby;Przeręba;Przerąb;
Sidorek;Sidorki;Sidorek;
Walaszczyk;Walaszczyki;Walaszczyk;
Smokęcina;Smokęcino;Smokęcina;
Kubanówki;Kubanówka;Kubanówki;
Pawęzowa;Pawęzów;Pawęzowy;
Zdzierska;Zdziersk;Zdzierski;
Podbabia;Podbabie;Podbabi;
Świetlikowa;Świetlikowo;Świetlikowy;
Chwaliboskiego;Chwaliboskie;Chwaliboski;
Unimia;Unimie;Unimia;
Wielgosów;Wielgosy;Wielgos;
Fryjsówek;Fryjsówki;Fryjsówka;
Ziemina;Ziemin;Ziemina;
Markiszek;Markiszki;Markiszka;
Łukomia;Łukom;Łukomia;
Przeździałki;Przeździałka;Przeździałek;
Jureczkowej;Jureczkowa;Jureczkowy;
Mroczkowa;Mroczków;Mroczkowy;
Ambrożowa;Ambrożów;Ambrożowy;
Byrdowa;Byrdów;Byrdowy;
Młynisk;Młyniska;Młynisko;
Nidomia;Nidom;Nidomia;
Gorenia;Goreń;Gorenia;
Kaźmierca;Kaźmierzec;Kaźmierca;
Poczernina;Poczernino;Poczernina;
Teklanowa;Teklanowo;Teklanowy;
Chlebków;Chlebki;Chlebek;
Kęszy;Kęsza;Kęszy;
Jędrzejka;Jędrzejek;Jędrzejk;
Witanowic;Witanowice;Witanowica;
Łanowa;Łanów;Łanowy;
Borzechowa;Borzechów;Borzechowy;
Posejnel;Posejnele;Posejnel;
Przedwsia;Przedwsie;Przedwś;
Smolic;Smolice;Smolica;
Siodłak;Siodłaki;Siodłak;
Dynisk;Dyniska;Dynisko;
Rynkówki;Rynkówka;Rynkówki;
Rabsztyna;Rabsztyn;Rabsztyna;
Szklarek;Szklarki;Szklarka;
Matuszków;Matuszki;Matuszek;
Strzemboszewic;Strzemboszewice;Strzemboszewica;
Szweda;Szwed;Szweda;
Doktorców;Doktorce;Doktorca;
Strzemkowa;Strzemkowo;Strzemkowy;
Chociwia;Chociw;Chociwie;
Hajowników;Hajowniki;Hajownik;
Krupówek;Krupówki;Krupówka;
Małacentowa;Małacentów;Małacentowy;
Krzewska;Krzewsk;Krzewski;
Kępeczek;Kępeczki;Kępeczka;
Naproma;Naprom;Napromy;
Chocimia;Chocim;Chocimia;
Działdowa;Działdowo;Działdowy;
Nądni;Nądnia;Nądny;
Rotek;Rotki;Rotka;
Trześnia;Trześń;Trzesień;
Gortatowa;Gortatowo;Gortatowy;
Krzekoszowa;Krzekoszów;Krzekoszowy;
Trękuska;Trękusek;Trękuska;
Chybic;Chybice;Chybica;
Podwisłocza;Podwisłocze;Podwisłocz;
Bolechowic;Bolechowice;Bolechowica;
Kozeli;Kozele;Kozela;
Tałt;Tałty;Tałt;
Błażowej;Błażowa;Błażowy;
Putonów;Putony;Puton;
Sabinowa;Sabinów;Sabinowy;
Zabrzezia;Zabrzezie;Zabrzeź;
Żelaźnikowej;Żelaźnikowa;Żelaźnikowy;
Pużar;Pużary;Pużar;
Sowna;Sowno;Sowny;
Lijewa;Lijewo;Lijewa;
Ochojna;Ochojno;Ochojny;
Siemiątek;Siemiątki;Siemiątka;
Czarnotrzewia;Czarnotrzew;Czarnotrzewi;
Pstrąża;Pstrąże;Pstrąż;
Brudzic;Brudzice;Brudzica;
Wójtowa;Wójtowo;Wójtowy;
Warblewka;Warblewko;Warblewka;
Zadzimia;Zadzim;Zadzimia;
Więcierzowa;Więcierzów;Więcierzowy;
Rybitwy;Rybitew;Rybitwa;
Zadzia;Zadzie;Zadzi;
Bogatyńskiego;Bogatyńskie;Bogatyński;
Stróż;Stróże;Stróż;
Stróży;Stróża;Stróż;
Wielowsi;Wielowieś;Wielowszy;
Stojanowa;Stojanów;Stojanowy;
Duniewa;Duniewo;Duniewa;
Bogusek;Boguski;Bogusek;
Pełcza;Pełcz;Pełczy;
Węgroczy;Węgrocz;Węgroczy;
Dzierżęcina;Dzierżęcino;Dzierżęcina;
Chachalni;Chachalnia;Chachalny;
Poprężnik;Poprężniki;Poprężnik;
Osieczek;Osieczki;Osieczka;
Osieczka;Osieczko;Osieczka;
Świebodzina;Świebodzin;Świebodzina;
Oseskowej;Oseskowa;Oseskowy;
Moskali;Moskale;Moskal;
Batycz;Batycze;Batycz;
Dzierganki;Dzierganka;Dzierganki;
Grzybiącego;Grzybiące;Grzybiący;
Smotryszowa;Smotryszów;Smotryszowy;
Dębogórzyna;Dębogórzyn;Dębogórzyna;
Turówka;Turówko;Turówka;
Zbychowa;Zbychów;Zbychowy;
Żorów;Żory;Żor;
Grannnego;Granne;Grannny;
Dźwierzutek;Dźwierzutki;Dźwierzutka;
Grannny;Granna;Grannny;
Jaworska;Jaworsko;Jaworski;
Gróbiec;Gróbce;Gróbiec;
Rypaków;Rypaki;Rypak;
Zagór;Zagóry;Zagór;
Zagórza;Zagórz;Zagórze;
Łąk;Łąki;Łąk;
Paraszynka;Paraszynek;Paraszynka;
Łąki;Łąka;Łąk;
Jaświłek;Jaświłki;Jaświłek;
Weteranowa;Weteranów;Weteranowy;
Czerninin;Czerniny;Czerninina;
Kłótnicy;Kłótnica;Kłótnik;
Kurkławek;Kurkławki;Kurkławka;
Przytoru;Przytór;Przytor;
Przodkowa;Przodkowo;Przodkowy;
Rażnego;Rażne;Rażny;
Rażen;Rażny;Rażen;
Strózików;Stróziki;Strózik;
Kowalców;Kowalce;Kowalec;
Szkucisk;Szkuciska;Szkucisk;
Cendrzaków;Cendrzaki;Cendrzak;
Namiarek;Namiarki;Namiarka;
Siedlimina;Siedlimin;Siedlimina;
Wawrowa;Wawrowo;Wawrowy;
Obręcznej;Obręczna;Obręczny;
Ostrowskiego;Ostrowskie;Ostrowski;
Osiecznicy;Osiecznica;Osiecznik;
Karbanowa;Karbanów;Karbanowy;
Brześnicy;Brześnica;Brześnik;
Gołysy;Gołysa;Gołysy;
Podsadowia;Podsadowie;Podsadowi;
Pomorzan;Pomorzany;Pomorzanin;
Żegrowa;Żegrowo;Żegrowy;
Szydłówek;Szydłówek;Szydłówka;
Stellli;Stella;Stellla;
Muskowa;Muskowo;Muskowy;
Psarc;Psarce;Psarc;
Lutoborza;Lutobórz;Lutoborze;
Zolowów;Zolowy;Zolow;
Cierpieli;Cierpiele;Cierpiel;
Wolimirzyc;Wolimirzyce;Wolimirzyca;
Czerwinek;Czerwinki;Czerwinka;
Pieskowej;Pieskowa;Pieskowy;
Chwarstna;Chwarstno;Chwarstny;
Żuławek;Żuławki;Żuławka;
Kidunowych;Kidunowie;Kidunowy;
Wybcza;Wybcz;Wybczy;
Brzeźnik;Brzeźniki;Brzeźnik;
Kopydłówka;Kopydłówko;Kopydłówka;
Kałwąg;Kałwągi;Kałwąg;
Naświt;Naświty;Naświt;
Figuł;Figuły;Figuła;
Szustrów;Szustry;Szustr;
Gronkówki;Gronkówka;Gronkówki;
Sierachowic;Sierachowice;Sierachowica;
Komornik;Komorniki;Komornik;
Misiurów;Misiury;Misiura;
Ciełuszek;Ciełuszki;Ciełuszka;
Podgawinianiec;Podgawiniańce;Podgawinianiec;
Wujak;Wujaki;Wujak;
Sikut;Sikuty;Sikut;
Podświercza;Podświercze;Podświerczy;
Coniewa;Coniew;Coniewa;
Zabudnowa;Zabudnowo;Zabudnowa;
Typina;Typin;Typina;
Jagniątkowa;Jagniątków;Jagniątkowy;
Ojcewa;Ojcewo;Ojcewa;
Podsufczyna;Podsufczyn;Podsufczyna;
Paczkowa;Paczkowo;Paczkowy;
Paczkowej;Paczkowa;Paczkowy;
Konował;Konowały;Konował;
Lelitka;Lelitek;Lelitka;
Końcewa;Końcewo;Końcewa;
Darżynka;Darżynko;Darżynka;
Krośniewickiej;Krośniewicka;Krośniewicki;
Bierunia;Bieruń;Bierunia;
Pukinina;Pukinin;Pukinina;
Józefiaków;Józefiaki;Józefiak;
Chudomiętów;Chudomięty;Chudomięt;
Muratyna;Muratyn;Muratyna;
Cielczy;Cielcza;Cielczy;
Cieniawki;Cieniawka;Cieniawki;
Pścininka;Pścininek;Pścininka;
Chmielówki;Chmielówka;Chmielówki;
Chajewa;Chajew;Chajewa;
Chlebicznej;Chlebiczna;Chlebiczny;
Szprudowa;Szprudowo;Szprudowa;
Dziankowa;Dziankowo;Dziankowy;
Wichrów;Wichry;Wicher;
Ogumia;Ogumie;Ogumia;
Suwałek;Suwałki;Suwałka;
Basiściów;Basiści;Basiść;
Ułęża;Ułęże;Ułąż;
Latochówki;Latochówka;Latochówek;
Stodolska;Stodolsko;Stodolski;
Ślepowa;Ślepowo;Ślepowy;
Wydartowa;Wydartowo;Wydartowy;
Droblina;Droblin;Droblina;
Bilmin;Bilminy;Bilmina;
Wilamowa;Wilamów;Wilamowy;
Jarętowic;Jarętowice;Jarętowica;
Flisowa;Flisów;Flisowy;
Trzeszczyna;Trzeszczyn;Trzeszczyna;
Kisielówki;Kisielówka;Kisielówki;
Moraska;Morasko;Moraska;
Malonów;Malony;Malon;
Dorobnej;Dorobna;Dorobny;
Marcelina;Marcelin;Marcelina;
Krzypnicy;Krzypnica;Krzypnik;
Scholastykowa;Scholastykowo;Scholastykowy;
Grzmięcy;Grzmięca;Grzmięcy;
Rokit;Rokity;Rokita;
Blizienka;Blizienko;Blizienka;
Tatr;Tatry;Tatr;
Kozubalów;Kozubale;Kozubal;
Misiołków;Misiołki;Misiołek;
Tamborowo;Tamborowo;Tamborowa;
Łęgowskiego;Łęgowskie;Łęgowski;
Strebikowej;Strebikowa;Strebikowy;
Kseweryna;Kseweryn;Kseweryna;
Zięciówka;Zięciówek;Zięciówka;
Jabconiowej;Jabconiowa;Jabconiowy;
Kickowej;Kickowa;Kickowy;
Niebieszczan;Niebieszczany;Niebieszczanin;
Łyków;Łyki;Łyk;
Teresin;Teresiny;Teresina;
Zawisnej;Zawisna;Zawisny;
Poladowa;Poladowo;Poladowy;
Królewka;Królewko;Królewka;
Bączewa;Bączew;Bączewo;
Mierkiennnik;Mierkienniki;Mierkiennnik;
Karkosów;Karkosy;Karkos;
Gierlachowa;Gierlachów;Gierlachowy;
Ciągowic;Ciągowice;Ciągowica;
Łęgonic;Łęgonice;Łęgonica;
Dobiecina;Dobiecin;Dobiecina;
Rekiniec;Rekińce;Rekiniec;
Łysowa;Łysów;Łysowy;
Kity;Kita;Kit;
Lechowa;Lechów;Lechowy;
Wyzysków;Wyzyski;Wyzysk;
Tenczynka;Tenczynek;Tenczynka;
Bokini;Bokinia;Bokini;
Kit;Kity;Kit;
Bytkowic;Bytkowice;Bytkowica;
Pacanówki;Pacanówka;Pacanówki;
Siedleczka;Siedleczek;Siedleczka;
Kępina;Kępino;Kępina;
Mirkowiczek;Mirkowiczki;Mirkowiczka;
Podłosienka;Podłosienek;Podłosienko;
Kępin;Kępiny;Kępina;
Ciemienia;Ciemień;Ciemienie;
Pawłowiąt;Pawłowięta;Pawłowię;
Dzierzgowa;Dzierzgów;Dzierzgowy;
Wawrzaczy;Wawrzacze;Wawrzacz;
Lęgowa;Lęgów;Lęgowy;
Czapiewic;Czapiewice;Czapiewica;
Niegardowa;Niegardów;Niegardowy;
Bandzulki;Bandzulka;Bandzulek;
Bieżywód;Bieżywody;Bieżywód;
Miłaczewka;Miłaczewek;Miłaczewka;
Herburtowa;Herburtowo;Herburtowy;
Łysakowa;Łysakowo;Łysakowy;
Korniów;Kornie;Koreń;
Korni;Kornia;Korny;
Bloch;Blochy;Bloch;
Niemirowic;Niemirowice;Niemirowica;
Słubina;Słubin;Słubina;
Rdzy;Rdze;Rg;
Bobowisk;Bobowiska;Bobowisko;
Załawy;Zaława;Załawy;
Śmiar;Śmiary;Śmiar;
Flisiukowa;Flisiuków;Flisiukowy;
Szczuplin;Szczupliny;Szczuplina;
Wszewilków;Wszewilki;Wszewilk;
Tuczna;Tuczno;Tuczny;
Brodna;Brodno;Brodny;
Nawina;Nawino;Nawina;
Wiecinina;Wiecinin;Wiecinina;
Brodny;Brodna;Brodny;
Koszczał;Koszczały;Koszczał;
Sarbic;Sarbice;Sarbica;
Tucznej;Tuczna;Tuczny;
Sroczkowa;Sroczków;Sroczkowy;
